선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
김승현,66492,삼성,0.00,2,0,0,0,0,-,2,1,0,0,0,1,0,0,0.50,0,0,0,0,7,32,0.143,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,4.00,0.167,16.0,16.0,4.50,0.00,-,0.143,0.143,0.286
심창민,61411,삼성,2.97,62,2,6,25,4,0.250,72 2/3,59,6,26,4,76,29,24,1.17,0,0,0,6,303,1255,0.217,11,0,1,0,3,1,1,0,0,2,42,34,2,2,50,87,0.57,0.279,20.2,17.3,9.41,3.22,2.92,0.295,0.324,0.619
신용운,72649,삼성,3.38,13,0,0,0,2,-,8,12,0,4,3,7,7,3,2.00,0,0,0,1,43,153,0.353,1,0,0,2,0,0,0,0,0,0,2,2,0,2,9,8,1.13,0.414,11.8,19.1,7.88,4.50,1.75,0.442,0.382,0.824
김현우,60457,삼성,3.48,17,1,0,0,0,1.000,20 2/3,26,3,4,2,19,9,8,1.45,0,0,0,0,91,343,0.310,3,0,0,1,0,1,0,0,0,1,7,0,0,1,15,25,0.60,0.365,20.2,16.6,8.27,1.74,4.75,0.352,0.452,0.804
김건한,71851,삼성,3.72,3,1,0,0,0,1.000,9 2/3,9,1,3,1,7,5,4,1.24,0,0,0,0,44,172,0.225,3,0,0,0,0,0,0,3,1,0,0,0,0,0,10,14,0.71,0.250,57.3,17.8,6.52,2.79,2.33,0.295,0.375,0.670
권오준,99445,삼성,3.88,41,1,3,0,7,0.250,46 1/3,48,9,11,3,35,20,20,1.27,0,0,0,1,194,741,0.277,5,2,6,1,0,1,0,0,0,1,8,7,0,3,36,55,0.65,0.300,18.1,16.0,6.80,2.14,3.18,0.330,0.486,0.816
박민규,79448,삼성,4.26,6,0,0,0,0,-,6 1/3,7,0,5,0,4,3,3,1.89,0,0,0,0,29,105,0.292,1,0,0,0,0,1,0,0,0,0,4,0,0,2,6,7,0.86,0.350,17.5,16.6,5.68,7.11,0.80,0.414,0.333,0.747
윤성환,74454,삼성,4.35,28,11,10,0,0,0.524,180,202,25,41,13,85,95,87,1.35,1,0,16,0,767,2786,0.290,35,3,11,6,0,6,1,28,11,0,1,0,0,18,168,247,0.68,0.299,99.5,15.5,4.25,2.05,2.07,0.339,0.457,0.796
차우찬,76455,삼성,4.73,24,12,6,0,0,0.667,152 1/3,168,16,65,8,120,87,80,1.53,1,0,16,0,671,2681,0.290,30,2,10,9,0,5,0,24,12,0,1,0,0,17,146,154,0.95,0.336,111.7,17.6,7.09,3.84,1.85,0.365,0.432,0.797
김대우,61365,삼성,5.05,67,6,0,0,11,1.000,66,82,8,19,6,37,39,37,1.53,0,0,0,1,295,1093,0.306,17,0,0,2,1,2,0,0,0,6,7,11,0,7,66,85,0.78,0.329,16.3,16.6,5.05,2.59,1.95,0.363,0.459,0.822
장필준,77927,삼성,5.13,56,4,6,4,9,0.400,72,82,9,26,5,57,42,41,1.50,0,0,0,3,317,1309,0.292,8,2,3,2,0,4,0,1,0,4,18,13,0,9,75,69,1.09,0.336,23.4,18.2,7.13,3.25,2.19,0.360,0.431,0.791
임대한,66493,삼성,5.14,26,0,1,0,0,0.000,28,33,2,14,2,13,18,16,1.68,0,0,0,0,126,477,0.308,3,0,2,1,0,1,0,0,0,0,10,0,0,7,33,29,1.14,0.333,18.3,17.0,4.18,4.50,0.93,0.395,0.393,0.788
웹스터,66402,삼성,5.70,12,4,4,0,0,0.500,71,72,10,47,3,59,48,45,1.68,0,0,7,0,325,1161,0.267,16,2,3,2,0,4,1,12,4,0,0,0,0,9,94,47,2.00,0.305,96.8,16.4,7.48,5.96,1.26,0.379,0.452,0.831
