선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
홍원표,50430,삼성,0.00,1,0,0,0,0,-,1,1,0,1,1,0,0,0,2.00,0,0,0,0,6,24,0.250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2.00,0.250,24.0,24.0,0.00,9.00,0.00,0.500,0.250,0.750
임현준,61457,삼성,1.78,51,1,1,0,5,0.500,25 1/3,24,2,7,6,18,7,5,1.22,0,0,0,0,109,419,0.261,3,0,1,3,1,1,0,0,0,1,5,8,0,1,16,37,0.43,0.293,8.2,16.5,6.39,2.49,2.57,0.343,0.359,0.702
오승환,75421,삼성,2.64,45,3,2,18,2,0.600,47 2/3,44,2,15,2,39,14,14,1.24,0,0,0,4,201,790,0.244,10,1,4,0,0,1,0,0,0,3,34,24,3,1,41,56,0.73,0.302,17.6,16.6,7.36,2.83,2.60,0.310,0.344,0.654
양창섭,68415,삼성,2.70,7,0,0,0,0,-,6 2/3,6,1,3,0,4,2,2,1.35,0,0,0,0,29,105,0.250,1,0,2,0,1,0,0,0,0,0,4,0,0,0,6,8,0.75,0.263,15.0,15.8,5.40,4.05,1.33,0.333,0.417,0.750
뷰캐넌,50404,삼성,3.45,27,15,7,0,0,0.682,174 2/3,172,16,50,7,121,71,67,1.27,1,0,18,0,728,2819,0.261,19,2,8,4,0,2,0,27,15,0,1,0,0,35,211,159,1.33,0.297,104.4,16.1,6.23,2.58,2.42,0.318,0.369,0.687
이승현,60146,삼성,3.48,65,1,2,0,14,0.333,54 1/3,45,11,25,0,52,22,21,1.29,0,0,0,2,226,924,0.228,7,1,3,1,1,2,0,0,0,1,6,16,0,5,40,61,0.66,0.252,14.2,17.0,8.61,4.14,2.08,0.314,0.442,0.756
최채흥,68419,삼성,3.58,26,11,6,0,0,0.647,146,131,12,51,7,123,67,58,1.25,1,1,12,0,617,2516,0.237,27,1,2,4,0,3,3,26,11,0,1,0,0,9,131,172,0.76,0.282,96.8,17.2,7.58,3.14,2.41,0.307,0.354,0.661
라이블리,69439,삼성,4.26,21,6,7,0,0,0.462,112,98,11,39,12,95,54,53,1.22,0,0,7,0,478,1986,0.233,16,1,2,5,0,2,0,21,6,0,0,0,0,9,101,131,0.77,0.273,94.6,17.7,7.63,3.13,2.44,0.313,0.355,0.668
노성호,62920,삼성,4.46,45,2,3,0,10,0.400,36 1/3,28,3,29,2,34,23,18,1.57,0,0,0,0,166,676,0.211,5,0,1,1,1,7,0,0,0,2,7,10,0,3,26,46,0.57,0.258,15.0,18.6,8.42,7.18,1.17,0.358,0.316,0.674
김윤수,68403,삼성,4.66,61,3,5,0,12,0.375,58,66,6,31,1,41,34,30,1.67,0,0,0,3,266,1006,0.288,9,0,4,1,3,7,0,0,0,3,14,15,0,3,58,65,0.89,0.328,16.5,17.3,6.36,4.81,1.32,0.374,0.406,0.780
허윤동,50449,삼성,4.80,11,2,1,0,0,0.667,45,43,4,31,2,18,26,24,1.64,0,0,0,0,204,839,0.254,10,0,1,1,0,0,1,11,2,0,0,0,0,2,31,78,0.40,0.264,76.3,18.6,3.60,6.20,0.58,0.374,0.385,0.759
최지광,67421,삼성,4.87,51,1,3,0,15,0.250,44 1/3,34,2,31,3,45,24,24,1.47,0,0,0,6,199,781,0.218,5,0,5,4,4,5,0,0,0,1,2,23,0,4,42,39,1.08,0.283,15.3,17.6,9.14,6.29,1.45,0.351,0.288,0.639
원태인,69446,삼성,4.89,27,6,10,0,0,0.375,140,162,19,56,5,78,84,76,1.56,0,0,11,0,626,2372,0.289,32,1,3,1,2,6,0,26,6,0,1,0,0,11,138,184,0.75,0.308,87.9,16.9,5.01,3.60,1.39,0.358,0.451,0.809
김대우,61365,삼성,5.10,28,3,7,0,1,0.300,77 2/3,95,9,26,6,37,49,44,1.56,0,0,1,0,350,1346,0.304,17,1,1,4,0,1,1,9,2,1,3,1,0,5,72,113,0.64,0.317,48.1,17.3,4.29,3.01,1.42,0.364,0.450,0.814
백정현,77446,삼성,5.19,11,4,4,0,0,0.500,59,67,13,17,1,46,43,34,1.42,0,0,3,0,258,1047,0.285,15,2,1,4,0,1,0,11,4,0,0,0,0,5,60,66,0.91,0.300,95.2,17.7,7.02,2.59,2.71,0.331,0.532,0.863
장필준,77927,삼성,5.75,31,0,3,0,4,0.000,36,46,6,16,0,26,24,23,1.72,0,0,0,0,170,666,0.303,9,0,2,0,0,5,0,2,0,0,9,2,0,1,34,46,0.74,0.333,21.5,18.5,6.50,4.00,1.63,0.369,0.480,0.849
윤성환,74454,삼성,5.79,5,0,2,0,0,0.000,18 2/3,19,0,11,3,4,14,12,1.61,1,0,0,0,84,331,0.279,4,2,0,2,0,0,0,5,0,0,1,0,0,2,19,28,0.68,0.288,66.2,17.7,1.93,5.30,0.36,0.393,0.397,0.790
우규민,73117,삼성,6.19,52,3,3,7,11,0.500,48,61,3,9,1,30,34,33,1.46,0,0,0,2,210,780,0.310,10,1,2,1,1,0,0,0,0,3,17,19,1,4,57,50,1.14,0.352,15.0,16.3,5.63,1.69,3.33,0.341,0.416,0.757
이상민,63960,삼성,6.43,17,0,1,0,1,0.000,14,17,4,11,1,13,10,10,2.00,0,0,0,0,69,266,0.309,2,0,2,0,1,2,0,1,0,0,2,1,0,1,13,12,1.08,0.342,15.6,19.0,8.36,7.07,1.18,0.433,0.564,0.997
홍정우,65496,삼성,6.60,30,0,0,0,1,-,30,37,5,12,1,29,23,22,1.63,0,0,0,0,139,560,0.303,4,1,0,4,0,1,0,0,0,0,13,0,0,1,30,30,1.00,0.348,18.7,18.7,8.70,3.60,2.42,0.360,0.475,0.835
