선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
이승현,60146,삼성,1.95,34,2,1,0,8,0.667,37,28,2,11,1,31,11,8,1.05,0,0,0,2,147,558,0.209,3,0,1,0,0,2,0,0,0,2,3,11,0,6,46,29,1.59,0.257,16.4,15.1,7.54,2.68,2.82,0.274,0.276,0.550
우규민,73117,삼성,2.75,54,2,7,15,7,0.222,59,58,7,10,6,40,20,18,1.15,0,0,0,3,247,936,0.257,3,0,1,4,1,0,0,0,0,2,28,20,2,6,66,66,1.00,0.279,17.3,15.9,6.10,1.53,4.00,0.301,0.363,0.664
임현준,61457,삼성,3.40,71,1,0,0,8,1.000,42 1/3,34,2,12,3,35,19,16,1.09,0,0,0,2,177,697,0.214,9,1,0,3,0,0,0,0,0,1,11,7,0,1,25,68,0.37,0.256,9.8,16.5,7.44,2.55,2.92,0.277,0.321,0.598
장필준,77927,삼성,3.62,61,3,3,11,15,0.500,69 2/3,64,7,33,3,53,29,28,1.39,0,0,0,5,302,1178,0.244,11,2,2,2,3,4,0,0,0,3,17,33,2,7,74,73,1.01,0.279,19.3,16.9,6.85,4.26,1.61,0.333,0.382,0.715
라이블리,69439,삼성,3.95,9,4,4,0,0,0.500,57,51,4,13,5,58,26,25,1.12,1,1,5,0,236,827,0.238,9,4,3,1,0,0,0,9,4,0,1,0,0,3,51,55,0.93,0.307,91.9,14.5,9.16,2.05,4.46,0.296,0.374,0.670
최지광,67421,삼성,4.10,63,3,8,2,10,0.273,68,64,4,40,5,60,33,31,1.53,0,0,0,1,303,1204,0.257,9,3,4,5,3,3,0,0,0,3,19,13,0,8,64,66,0.97,0.316,19.1,17.7,7.94,5.29,1.50,0.365,0.365,0.730
백정현,77446,삼성,4.24,28,8,10,0,0,0.444,157,158,17,56,6,82,85,74,1.36,1,1,12,0,677,2543,0.260,29,4,2,6,0,4,0,27,8,0,1,0,0,11,181,192,0.94,0.274,90.8,16.2,4.70,3.21,1.46,0.326,0.405,0.731
김시현,67467,삼성,4.41,14,0,0,0,0,-,16 1/3,16,3,8,1,10,9,8,1.47,0,0,0,0,71,259,0.262,2,0,1,0,0,1,0,0,0,0,6,0,0,3,13,22,0.59,0.271,18.5,15.9,5.51,4.41,1.25,0.357,0.443,0.800
김윤수,68403,삼성,4.63,5,1,1,0,0,0.500,11 2/3,10,2,10,0,9,6,6,1.71,0,0,0,0,54,204,0.238,3,1,1,1,0,0,0,2,0,1,1,0,0,1,13,11,1.18,0.250,40.8,17.5,6.94,7.71,0.90,0.377,0.500,0.877
윤성환,74454,삼성,4.77,27,8,13,0,0,0.381,145 1/3,168,14,50,7,65,87,77,1.50,1,1,10,0,643,2340,0.296,34,3,9,9,0,3,0,27,8,0,1,0,0,15,133,211,0.63,0.309,86.7,16.1,4.03,3.10,1.30,0.355,0.440,0.795
최채흥,68419,삼성,4.81,28,6,6,0,2,0.500,106 2/3,127,10,36,1,89,67,57,1.53,0,0,6,0,478,1891,0.293,21,5,4,3,1,6,0,15,4,2,3,1,0,10,108,113,0.96,0.346,67.5,17.7,7.51,3.04,2.47,0.346,0.433,0.779
원태인,69446,삼성,4.82,26,4,8,0,2,0.333,112,119,12,39,5,68,65,60,1.41,0,0,8,1,493,1900,0.267,26,3,0,3,0,6,2,20,4,0,3,1,0,9,109,153,0.71,0.290,73.1,17.0,5.46,3.13,1.74,0.331,0.419,0.750
맥과이어,69413,삼성,5.05,21,4,8,0,0,0.333,112 1/3,119,13,66,6,100,68,63,1.65,1,1,7,0,512,2076,0.276,24,3,3,6,0,3,2,21,4,0,1,0,0,7,103,115,0.90,0.327,98.9,18.5,8.01,5.29,1.52,0.375,0.436,0.811
김대우,61365,삼성,5.13,44,5,1,0,1,0.833,59 2/3,61,11,16,5,40,38,34,1.29,0,0,0,0,253,987,0.270,16,2,2,4,0,2,0,0,0,5,12,0,0,4,57,72,0.79,0.279,22.4,16.5,6.03,2.41,2.50,0.327,0.504,0.831
권오준,99445,삼성,5.23,43,3,0,0,3,1.000,43,49,7,12,2,26,25,25,1.42,0,0,0,0,187,666,0.292,10,1,3,2,0,0,0,0,0,3,17,3,0,4,39,56,0.70,0.307,15.5,15.5,5.44,2.51,2.17,0.342,0.488,0.830
헤일리,69435,삼성,5.75,19,5,8,0,0,0.385,87 2/3,95,5,34,6,84,59,56,1.47,0,0,6,0,386,1575,0.279,12,2,2,4,0,5,1,19,5,0,0,0,0,14,98,67,1.46,0.353,82.9,18.0,8.62,3.49,2.47,0.352,0.371,0.723
장지훈,67443,삼성,6.28,13,0,0,0,0,-,14 1/3,22,0,11,1,12,11,10,2.30,0,0,0,0,77,299,0.338,4,1,0,0,0,0,0,0,0,0,6,1,0,1,13,18,0.72,0.415,23.0,20.9,7.53,6.91,1.09,0.442,0.431,0.873
김승현,66492,삼성,6.39,14,1,1,0,0,0.500,12 2/3,11,0,9,1,4,12,9,1.58,0,0,0,0,61,233,0.216,2,0,0,0,0,1,0,0,0,1,2,0,0,1,19,17,1.12,0.234,16.6,18.4,2.84,6.39,0.44,0.344,0.255,0.599
정인욱,79440,삼성,7.06,12,0,2,0,0,0.000,21 2/3,24,1,15,2,15,17,17,1.80,0,0,0,0,106,422,0.273,9,0,1,0,0,3,0,2,0,0,2,0,0,1,19,30,0.63,0.319,35.2,19.5,6.23,6.23,1.00,0.390,0.409,0.799
최충연,66451,삼성,7.36,34,0,2,1,4,0.000,36 2/3,44,2,38,3,41,36,30,2.24,0,0,0,1,194,803,0.295,15,1,1,3,1,6,0,2,0,0,6,6,0,2,34,33,1.03,0.385,23.6,21.9,10.06,9.33,1.08,0.440,0.450,0.890
홍정우,65496,삼성,10.13,7,0,0,0,0,-,5 1/3,10,2,4,1,2,8,6,2.63,0,0,0,0,34,123,0.345,2,1,0,0,0,0,0,0,0,0,4,0,0,0,9,8,1.13,0.320,17.6,23.1,3.38,6.75,0.50,0.441,0.690,1.131
