ID,선수명,데뷔년도,팀명,연도,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,피출루율,피장타율,피OPS,경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),수비율(수비),WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적이닝,포지션 엔트로피,출생연도,출생월,출생일,나이,연봉,1차FA여부,2차FA여부
70425,배영수,2000,삼성,2002,5.53,22,6,7,0,0,0.462,81.33333333333333,94,13,43,5,63,55,50,1.68,0,0,6,0,382,1424,0.289,22,0,6,3,1,6,0,18,6,0,2,1,0,3,87,84,0.321,64.7,17.5,6.97,4.76,0.378,0.477,0.855,22,18,80.66666666666667,2,0,8,7,1,0.8820000000000001,0.409,0.0,0.0819672131,0.0819672131,0,81.33333333333333,0.0,1981,5,4,22,9298.188479544067,0.0,0.0
70425,배영수,2000,삼성,2003,4.51,30,13,5,0,0,0.722,163.66666666666666,174,11,77,7,99,85,82,1.53,1,0,12,0,722,2803,0.281,38,4,10,8,0,12,1,30,13,0,1,0,0,11,172,183,0.315,93.4,17.1,5.44,4.23,0.362,0.408,0.77,30,30,163.66666666666666,0,3,16,25,3,1.0,3.378,0.0,0.238095238,0.320062451,0,245.0,0.0,1981,5,4,23,15190.002750815423,0.0,0.0
70425,배영수,2000,삼성,2004,2.61,35,17,2,0,0,0.895,189.66666666666663,163,6,74,11,144,65,55,1.25,4,2,17,0,792,3083,0.237,21,1,10,9,1,13,1,27,16,1,5,1,0,14,218,172,0.287,88.1,16.3,6.83,3.51,0.317,0.297,0.614,35,27,189.66666666666663,3,1,16,26,1,0.933,6.495,0.0,1.0,1.320062451,2,434.6666666666666,0.0,1981,5,4,24,29565.549946458617,0.0,0.0
70425,배영수,2000,삼성,2005,2.86,31,11,11,2,1,0.5,173.0,148,10,48,11,147,61,55,1.13,2,1,17,0,713,2637,0.233,23,5,17,3,2,14,0,26,11,0,5,4,1,11,180,162,0.288,85.1,15.2,7.65,2.5,0.297,0.333,0.63,31,26,173.0,2,0,14,22,1,0.947,6.022,0.0,0.953068592,2.273131043,0,607.6666666666666,0.0,1981,5,4,25,36804.06972394703,0.0,0.0
70425,배영수,2000,삼성,2008,4.55,27,9,8,0,0,0.529,114.66666666666669,127,15,38,3,71,59,58,1.44,0,0,6,0,492,1805,0.285,16,2,3,2,0,7,0,23,9,0,1,0,0,12,144,106,0.309,66.9,15.7,5.57,2.98,0.344,0.43,0.774,27,23,114.0,0,0,7,21,3,1.0,1.544,0.0,0.170688114,2.822711891,0,879.6666666666667,0.0,1981,5,4,28,32179.487179487183,0.0,0.0
70425,배영수,2000,삼성,2009,7.26,23,1,12,0,0,0.077,75.66666666666667,106,18,22,7,40,73,61,1.69,0,0,1,2,352,1242,0.341,17,2,7,5,1,2,1,12,1,0,3,3,0,12,97,73,0.341,54.0,16.4,4.76,2.62,0.391,0.582,0.973,23,12,76.33333333333333,3,0,5,13,0,0.857,-0.419,0.0,0.155433287,2.978145178,0,955.3333333333334,0.0,1981,5,4,29,25471.878397821,0.0,0.0
70425,배영수,2000,삼성,2010,4.74,31,6,8,1,0,0.429,119.66666666666669,136,11,37,8,64,69,63,1.45,0,0,2,0,526,1921,0.288,28,0,7,2,1,1,1,21,5,1,2,1,0,8,149,125,0.313,62.0,16.1,4.81,2.78,0.349,0.417,0.766,31,21,119.66666666666669,0,0,3,21,2,1.0,1.982,1.0,0.239877769,3.218022947,0,1075.0,0.0,1981,5,4,30,94604.98115438623,1.0,0.0
70425,배영수,2000,삼성,2011,5.42,25,6,8,0,1,0.429,103.0,127,5,27,6,47,67,62,1.5,0,0,6,0,460,1589,0.311,23,5,12,7,1,5,1,17,6,0,3,1,0,11,117,124,0.336,63.6,15.4,4.11,2.36,0.357,0.429,0.786,25,17,103.0,0,0,8,13,0,1.0,1.277,0.0,0.14897413,3.366997077,0,1178.0,0.0,1981,5,4,31,92579.73530049903,1.0,0.0
70425,배영수,2000,삼성,2012,3.21,26,12,8,0,0,0.6,160.0,159,7,39,3,89,64,57,1.24,2,0,15,0,658,2390,0.264,28,3,5,9,1,5,0,25,12,0,2,0,0,13,176,187,0.295,91.9,14.9,5.01,2.19,0.308,0.355,0.663,26,25,160.0,0,2,14,22,3,1.0,3.65,0.0,0.23403555,3.601032627,0,1338.0,0.0,1981,5,4,32,48383.44484334203,0.0,0.0
70425,배영수,2000,삼성,2013,4.71,27,14,4,0,0,0.778,151.0,193,9,38,14,101,83,79,1.53,0,0,13,0,671,2507,0.32,33,5,12,3,1,5,0,26,14,0,0,0,0,16,186,127,0.37,92.9,16.6,6.02,2.26,0.372,0.435,0.807,27,26,151.0,1,5,9,34,3,0.977,2.651,0.0,0.219590958,3.820623585,0,1489.0,0.0,1981,5,4,33,58390.90414711273,0.0,0.0
70425,배영수,2000,삼성,2014,5.45,25,8,6,0,0,0.571,133.66666666666666,171,14,39,5,111,87,81,1.57,1,0,10,0,597,2319,0.314,39,7,4,4,1,4,1,24,8,0,1,0,0,14,156,111,0.37,92.8,17.3,7.47,2.63,0.363,0.488,0.851,25,24,133.66666666666666,1,2,8,22,2,0.968,2.8,1.0,0.216380952,4.037004537,0,1622.6666666666667,0.0,1981,5,4,34,75551.3514,0.0,1.0
70425,배영수,2000,한화,2017,5.06,25,7,8,0,0,0.467,128.0,155,17,29,13,86,82,72,1.44,1,0,10,0,575,2149,0.298,29,2,9,3,0,2,2,25,7,0,1,0,0,9,156,127,0.328,86.0,16.8,6.05,2.04,0.348,0.459,0.807,25,25,128.0,3,0,4,17,1,0.875,1.127,0.0,0.227129338,4.516000813,0,1851.6666666666667,0.0,1981,5,4,37,50464.33700335089,0.0,0.0
70425,배영수,2000,한화,2018,6.63,11,2,3,0,0,0.4,55.66666666666666,69,6,15,6,47,42,41,1.51,0,0,2,0,251,951,0.303,16,4,0,2,1,0,1,11,2,0,0,0,0,2,53,61,0.356,86.5,17.1,7.6,2.43,0.359,0.487,0.846,11,11,55.66666666666666,0,2,3,6,0,1.0,-0.034,0.0,0.0910436714,4.607044485,0,1907.3333333333333,0.0,1981,5,4,38,10054.36337625179,0.0,0.0
70615,강영식,2000,삼성,2002,3.79,32,6,3,0,0,0.667,95.0,83,11,46,4,88,44,40,1.36,0,0,3,0,408,1696,0.237,16,2,6,2,1,5,0,14,3,3,2,2,0,2,89,92,0.285,53.0,17.9,8.34,4.36,0.331,0.389,0.72,32,14,95.66666666666669,2,0,3,15,0,0.9,1.922,0.0,0.0491803279,0.0491803279,0,95.0,0.0,1981,6,17,22,6008.060248320782,0.0,0.0
70615,강영식,2000,삼성,2003,4.22,38,1,2,0,6,0.333,42.66666666666666,40,3,25,0,40,20,20,1.52,0,0,0,0,193,805,0.245,11,0,5,0,1,2,0,4,0,1,5,4,0,2,40,43,0.308,21.2,18.9,8.44,5.27,0.346,0.368,0.714,38,4,43.0,1,0,0,11,0,0.917,0.976,0.0,0.0317460317,0.0809263596,0,137.66666666666666,0.0,1981,6,17,23,6490.273902621136,0.0,0.0
70615,강영식,2000,삼성,2004,6.08,23,2,2,1,5,0.5,13.333333333333334,15,1,7,1,14,9,9,1.65,0,0,0,0,64,274,0.268,4,0,0,0,0,0,0,0,0,2,2,6,0,0,13,14,0.341,11.9,20.6,9.45,4.73,0.359,0.393,0.752,23,0,14.333333333333334,0,0,0,0,0,0.0,0.186,0.0,0.0363636364,0.117289996,0,151.0,0.0,1981,6,17,24,6316.276579470705,0.0,0.0
70615,강영식,2000,삼성,2005,4.83,60,0,0,0,7,0.0,31.666666666666668,26,4,27,3,37,18,17,1.67,0,0,0,0,149,631,0.226,4,0,3,1,0,4,0,0,0,0,3,16,0,2,34,19,0.293,10.5,19.9,10.52,7.67,0.384,0.365,0.749,60,0,31.666666666666668,1,0,2,6,0,0.889,0.195,0.0,0.0541516245,0.171441621,0,182.66666666666663,0.0,1981,6,17,25,7229.370838632453,0.0,0.0
70615,강영식,2000,삼성,2006,4.65,30,1,0,0,1,1.0,31.0,21,1,23,3,35,19,16,1.42,0,0,0,0,136,612,0.196,4,1,3,0,0,2,0,0,0,1,13,0,0,3,24,27,0.282,20.4,19.7,10.16,6.68,0.353,0.28,0.633,30,0,31.0,1,0,2,6,0,0.889,0.266,0.0,0.0224913495,0.19393297,0,213.66666666666663,0.0,1981,6,17,26,7691.615492187026,0.0,0.0
70615,강영식,2000,롯데,2007,3.86,58,0,0,0,5,0.0,35.0,27,5,13,1,39,15,15,1.14,0,0,0,0,145,588,0.214,2,1,3,2,0,4,0,0,0,0,9,8,0,0,27,35,0.262,10.1,16.8,10.03,3.34,0.289,0.365,0.654,58,0,35.0,0,0,2,9,0,1.0,0.506,0.0,0.0194902549,0.213423225,0,248.66666666666663,0.0,1981,6,17,27,8327.884849963408,0.0,0.0
70615,강영식,2000,롯데,2008,2.88,64,6,2,2,16,0.75,56.333333333333336,35,6,13,1,41,21,18,0.85,0,0,0,2,213,816,0.183,8,1,6,2,1,4,0,0,0,6,10,21,0,5,55,62,0.199,12.8,14.5,6.55,2.08,0.237,0.33,0.567,64,0,56.0,0,0,4,7,1,1.0,1.426,0.0,0.036639857,0.250063082,0,305.0,0.0,1981,6,17,28,11918.328584995252,0.0,0.0
70615,강영식,2000,롯데,2009,4.84,54,4,3,2,8,0.571,48.333333333333336,51,6,28,1,31,28,26,1.63,0,0,0,1,218,846,0.279,12,1,3,3,4,3,0,1,0,4,8,12,0,2,51,53,0.302,15.7,17.5,5.77,5.21,0.372,0.454,0.826,54,1,48.333333333333336,0,0,4,8,1,1.0,0.585,0.0,0.0481430536,0.298206136,0,353.3333333333333,0.0,1981,6,17,29,13893.75185335691,0.0,0.0
70615,강영식,2000,롯데,2010,4.44,63,3,3,2,7,0.5,52.66666666666666,50,6,24,1,58,28,26,1.41,0,0,0,3,230,907,0.251,6,4,5,1,7,5,1,0,0,3,12,16,0,5,50,42,0.324,14.4,17.2,9.91,4.1,0.333,0.412,0.745,63,0,52.66666666666666,1,0,6,7,2,0.9290000000000002,1.113,0.0,0.0519480519,0.350154187,0,406.0,0.0,1981,6,17,30,33389.993348606906,0.0,0.0
70615,강영식,2000,롯데,2011,3.51,64,2,1,1,16,0.667,41.0,35,5,22,2,39,16,16,1.39,0,0,0,1,177,731,0.233,4,0,3,0,1,5,1,0,0,2,5,20,0,4,37,39,0.283,11.4,17.8,8.56,4.83,0.339,0.36,0.699,64,0,42.333333333333336,0,1,1,7,0,1.0,0.791,0.0,0.0570918822,0.40724607,0,447.0,0.0,1981,6,17,31,32675.200694293777,0.0,0.0
70615,강영식,2000,롯데,2012,3.89,55,2,0,0,10,1.0,41.66666666666666,41,2,19,0,49,19,18,1.44,0,0,0,0,182,757,0.258,7,0,4,0,2,2,0,0,0,2,9,8,0,0,36,33,0.361,13.8,18.2,10.58,4.1,0.337,0.34,0.677,55,0,41.66666666666666,0,0,3,14,1,1.0,0.992,0.0,0.0250164582,0.432262528,0,488.6666666666666,0.0,1981,6,17,32,32255.629895561357,0.0,0.0
70615,강영식,2000,롯데,2013,3.86,55,1,3,1,9,0.25,39.66666666666666,32,1,19,2,40,17,17,1.29,0,0,0,2,168,675,0.227,7,0,4,2,0,4,0,0,0,1,12,15,1,1,38,33,0.304,12.3,17.0,9.08,4.31,0.323,0.298,0.621,55,0,39.66666666666666,0,0,4,6,0,1.0,1.021,1.0,0.0462863294,0.478548857,0,528.3333333333333,0.0,1981,6,17,33,45120.24411367802,1.0,0.0
70615,강영식,2000,롯데,2014,4.79,52,2,5,0,14,0.286,47.0,46,4,24,2,42,25,25,1.49,0,0,0,4,203,813,0.266,8,1,3,1,0,4,0,0,0,2,2,17,0,5,43,43,0.328,15.6,17.3,8.04,4.6,0.36,0.393,0.753,52,0,47.0,0,1,1,13,0,1.0,1.327,0.0,0.027047619,0.505596476,0,575.3333333333333,0.0,1981,6,17,34,44803.5,1.0,0.0
70615,강영식,2000,롯데,2015,4.19,50,2,1,2,6,0.667,38.66666666666666,40,6,10,0,46,21,18,1.29,0,0,0,1,159,664,0.276,9,0,3,1,0,2,0,0,0,2,7,10,0,3,31,29,0.362,13.3,17.2,10.71,2.33,0.321,0.462,0.783,50,0,38.66666666666666,0,1,0,6,0,1.0,0.603,0.0,0.0359809912,0.541577467,0,613.9999999999999,0.0,1981,6,17,35,44373.081113201944,1.0,0.0
70615,강영식,2000,롯데,2016,5.4,24,0,2,0,5,0.0,11.666666666666666,13,2,9,0,11,8,7,1.89,0,0,0,1,55,228,0.283,2,0,0,0,0,0,0,0,0,0,1,9,0,2,6,16,0.333,9.5,19.5,8.49,6.94,0.4,0.457,0.857,24,0,11.666666666666666,1,0,0,0,0,0.0,0.077,0.0,0.013536379,0.555113846,0,625.6666666666665,0.0,1981,6,17,36,43528.12591081317,1.0,0.0
70820,이승호,2000,SK,2002,3.15,27,6,12,0,0,0.333,142.66666666666666,120,18,40,5,144,55,50,1.12,1,0,13,0,582,2289,0.229,31,2,9,3,4,2,0,19,5,1,6,1,0,8,129,135,0.279,84.8,16.0,9.08,2.52,0.288,0.398,0.686,27,19,142.66666666666666,0,1,5,24,1,1.0,4.04,0.0,0.196721311,0.196721311,0,142.66666666666666,0.0,1981,9,9,22,12874.414817830248,0.0,0.0
70820,이승호,2000,SK,2003,4.08,23,5,4,0,2,0.556,97.0,88,16,50,9,81,45,44,1.42,2,2,6,0,423,1790,0.246,14,2,3,3,0,1,0,15,4,1,3,1,0,8,87,105,0.273,77.8,18.5,7.52,4.64,0.35,0.43,0.78,23,15,97.33333333333331,0,0,4,16,3,1.0,1.384,0.0,1.0,1.196721311,0,239.66666666666663,0.0,1981,9,9,23,13809.093409832203,0.0,0.0
70820,이승호,2000,SK,2004,3.99,31,15,9,0,1,0.625,169.0,160,21,87,13,145,87,75,1.46,1,0,12,0,743,3091,0.256,25,1,15,2,2,2,0,30,15,0,1,1,0,14,145,178,0.301,99.7,18.3,7.72,4.63,0.357,0.399,0.756,31,30,169.0,3,2,4,26,1,0.909,2.564,0.0,0.333333333,1.530054644,0,408.6666666666666,0.0,1981,9,9,24,18142.49655805415,0.0,0.0
70820,이승호,2000,SK,2008,3.57,29,4,1,2,5,0.8,35.333333333333336,28,3,22,4,28,15,14,1.42,0,0,0,2,153,633,0.23,4,0,5,0,0,1,0,2,0,4,5,8,0,1,23,43,0.275,21.8,17.9,7.13,5.6,0.365,0.336,0.701,29,2,37.0,0,0,0,6,0,1.0,0.56,0.0,0.132260947,1.893362522,0,447.6666666666666,0.0,1981,9,9,28,9653.846153846154,0.0,0.0
70820,이승호,2000,SK,2009,4.42,68,7,5,6,7,0.583,106.0,105,13,56,5,96,54,52,1.52,0,0,0,3,465,1941,0.266,16,0,6,4,5,1,0,1,0,7,13,18,3,14,96,101,0.318,28.5,18.3,8.15,4.75,0.362,0.406,0.768,68,1,106.0,0,0,0,13,1,1.0,2.092,0.0,0.280605227,2.173967749,0,553.6666666666666,0.0,1981,9,9,29,15630.470835026523,0.0,0.0
70820,이승호,2000,SK,2010,4.22,65,6,4,20,5,0.6,89.66666666666667,81,12,51,4,96,44,42,1.47,0,0,1,4,395,1656,0.244,16,1,7,1,6,3,0,5,0,6,39,29,2,8,67,89,0.307,25.5,18.5,9.64,5.12,0.351,0.407,0.758,65,5,89.66666666666667,0,0,4,10,0,1.0,2.054,0.0,0.109243697,2.283211446,0,643.3333333333333,0.0,1981,9,9,30,7790.998448008278,0.0,0.0
70820,이승호,2000,SK,2011,3.5,51,6,3,2,2,0.667,64.33333333333333,48,3,47,1,50,28,25,1.48,0,0,0,1,284,1180,0.213,6,0,5,6,3,2,0,1,0,6,16,4,0,3,62,71,0.253,23.1,18.3,6.99,6.58,0.344,0.28,0.624,51,1,64.66666666666667,0,0,2,9,0,1.0,1.017,1.0,0.238180196,2.521391642,0,707.6666666666666,0.0,1981,9,9,31,65350.401388587554,1.0,0.0
70820,이승호,2000,롯데,2012,3.7,41,2,3,0,1,0.4,48.66666666666666,40,1,35,1,27,23,20,1.54,0,0,0,0,216,872,0.226,7,0,3,0,2,5,0,0,0,2,11,2,0,4,49,61,0.262,21.3,17.9,4.99,6.47,0.357,0.282,0.639,41,0,48.66666666666666,0,1,3,8,0,1.0,0.515,0.0,0.0391705069,2.560562149,0,756.3333333333333,0.0,1981,9,9,32,64511.25979112271,1.0,0.0
71118,이동현,2001,LG,2002,2.67,78,8,3,7,6,0.727,124.66666666666669,110,13,43,5,106,39,37,1.23,0,0,0,0,516,2049,0.243,11,1,12,3,4,3,0,2,0,8,29,14,0,6,113,127,0.288,26.3,16.4,7.65,3.1,0.313,0.358,0.671,78,2,124.66666666666669,0,2,6,23,2,1.0,3.473,0.0,0.0655737705,0.0655737705,0,124.66666666666669,0.0,1983,1,12,20,9870.384693669856,0.0,0.0
