선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
김태진,64984,NC,0.500,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.500,0.500,1.000,0,1.000,0.000,0,0,1,0.00,0,-,6.00,0.000,0.4,0.350
박광열,64944,NC,0.400,13,15,15,0,6,0,0,0,6,0,0,0,0,0,0,3,1,0.400,0.400,0.800,1,0.500,0.500,0,1,5,0.20,0,0.00,3.53,0.000,1.8,0.280
박민우,62907,NC,0.343,121,515,435,84,149,16,6,3,186,55,10,7,55,1,8,70,9,0.428,0.420,0.848,42,0.434,0.000,25,136,87,1.56,2,0.79,4.06,0.085,80.5,0.296
조영훈,75441,NC,0.335,109,207,179,29,60,14,0,5,89,35,1,3,21,1,3,43,2,0.497,0.408,0.905,15,0.339,0.333,19,31,48,0.65,3,0.49,3.83,0.162,34.8,0.308
모창민,78813,NC,0.331,63,147,133,16,44,8,0,5,67,20,1,3,9,0,1,24,7,0.504,0.370,0.874,10,0.289,0.300,13,35,33,1.06,3,0.38,3.59,0.173,22.1,0.293
테임즈,64914,NC,0.321,123,529,436,118,140,30,3,40,296,121,0,7,74,6,12,103,2,0.679,0.427,1.106,45,0.304,1.000,73,74,126,0.59,12,0.72,4.04,0.358,120.0,0.362
나성범,62947,NC,0.309,144,653,572,116,177,37,2,22,284,113,1,4,67,2,9,136,4,0.497,0.388,0.885,56,0.320,0.000,61,132,131,1.01,15,0.49,3.79,0.187,107.4,0.299
박석민,74465,NC,0.307,126,506,427,77,131,20,0,32,247,104,2,4,56,2,16,95,18,0.578,0.404,0.982,39,0.354,0.000,52,98,107,0.92,9,0.59,4.14,0.272,92.1,0.326
손시헌,73213,NC,0.305,110,403,341,36,104,21,2,5,144,39,10,1,38,0,13,48,13,0.422,0.394,0.816,30,0.311,0.000,28,90,100,0.90,6,0.79,3.76,0.117,54.2,0.283
이종욱,73339,NC,0.305,134,517,453,73,138,24,4,5,185,57,4,5,54,0,1,73,11,0.408,0.376,0.784,40,0.315,0.500,33,124,123,1.01,3,0.74,4.20,0.104,70.6,0.271
이호준,94629,NC,0.298,119,472,399,46,119,20,0,21,202,87,2,4,65,6,2,78,11,0.506,0.396,0.902,33,0.342,0.800,41,114,92,1.24,12,0.83,4.14,0.208,77.4,0.305
김종호,77454,NC,0.295,93,137,122,26,36,2,0,0,38,7,1,0,14,0,0,30,3,0.311,0.368,0.679,13,0.286,0.167,2,40,16,2.50,1,0.47,3.91,0.016,14.6,0.243
이상호,60566,NC,0.280,15,27,25,1,7,2,0,0,9,1,0,0,0,0,2,4,3,0.360,0.333,0.693,1,0.143,0.000,2,8,6,1.33,0,0.00,3.44,0.080,2.4,0.240
