선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
김기환,65462,NC,0.500,4,2,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1.000,0.500,1.500,0,0.000,1.000,1,1,0,-,0,-,2.50,0.500,0.6,0.475
이재율,66968,NC,0.444,25,10,9,9,4,1,0,0,5,3,0,0,1,0,0,1,1,0.556,0.500,1.056,1,0.600,0.667,1,4,0,-,0,1.00,2.90,0.111,2.1,0.364
박민우,62907,NC,0.345,126,530,467,82,161,27,5,8,222,63,2,10,36,2,15,48,12,0.475,0.402,0.877,47,0.388,0.600,40,123,145,0.85,8,0.75,3.91,0.131,85.7,0.300
양의지,76232,NC,0.328,130,528,461,86,151,26,1,33,278,124,1,6,46,7,14,47,11,0.603,0.400,1.003,45,0.425,0.222,60,98,171,0.57,13,0.98,3.58,0.275,102.7,0.331
나성범,62947,NC,0.324,130,584,525,115,170,37,2,34,313,112,0,1,49,2,9,148,6,0.596,0.390,0.986,53,0.338,1.000,73,102,106,0.96,20,0.33,3.82,0.272,111.0,0.325
강진성,62925,NC,0.309,121,432,395,53,122,25,0,12,183,70,2,6,20,0,9,46,11,0.463,0.351,0.814,32,0.348,0.375,37,111,122,0.91,6,0.43,3.72,0.154,62.2,0.274
박석민,74465,NC,0.306,123,448,356,58,109,15,0,14,166,63,2,4,75,2,10,62,11,0.466,0.436,0.902,20,0.327,0.533,29,95,94,1.01,8,1.21,4.24,0.160,74.1,0.313
이명기,76849,NC,0.306,136,540,477,82,146,18,3,2,176,45,5,4,50,0,4,78,6,0.369,0.374,0.743,41,0.311,0.154,23,144,113,1.27,3,0.64,3.94,0.063,67.8,0.261
김형준,68912,NC,0.306,44,82,72,12,22,1,0,3,32,11,0,0,10,0,0,21,1,0.444,0.390,0.834,4,0.250,0.364,4,12,17,0.71,1,0.48,3.95,0.139,12.4,0.287
모창민,78813,NC,0.301,62,149,136,10,41,10,2,2,61,13,2,2,8,1,1,22,5,0.449,0.340,0.789,11,0.282,0.308,14,29,46,0.63,1,0.36,3.68,0.147,18.9,0.265
