선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
테임즈,64914,NC,0.381,142,595,472,130,180,42,5,47,373,140,0,7,103,11,13,91,7,0.790,0.497,1.287,52,0.310,0.000,94,75,133,0.56,12,1.13,3.97,0.409,162.2,0.421
박정준,73543,NC,0.381,19,24,21,2,8,2,0,0,10,2,0,0,0,0,3,5,0,0.476,0.458,0.934,0,0.250,0.385,2,5,3,1.67,0,0.00,4.00,0.095,4.3,0.325
조평호,74358,NC,0.364,22,22,22,4,8,2,0,1,13,3,0,0,0,0,0,6,1,0.591,0.364,0.955,1,0.250,0.357,3,4,4,1.00,0,0.00,3.55,0.227,3.7,0.312
나성범,62947,NC,0.326,144,622,564,112,184,34,5,28,312,135,3,8,32,1,15,127,9,0.553,0.373,0.926,57,0.367,0.500,67,126,135,0.93,22,0.25,3.65,0.227,111.8,0.306
박민우,62907,NC,0.304,141,617,520,111,158,31,6,3,210,47,3,7,73,0,14,108,4,0.404,0.399,0.803,44,0.379,0.600,40,133,128,1.04,1,0.68,4.20,0.100,92.4,0.281
김종호,77454,NC,0.295,133,486,424,90,125,16,7,4,167,36,10,3,44,0,4,65,11,0.394,0.364,0.758,34,0.270,0.125,27,155,82,1.89,5,0.68,3.79,0.099,64.1,0.262
이호준,94629,NC,0.294,131,518,449,48,132,25,0,24,229,110,3,2,61,7,3,102,16,0.510,0.381,0.891,34,0.314,0.167,49,120,97,1.24,7,0.60,4.03,0.216,80.1,0.299
모창민,78813,NC,0.290,103,239,214,23,62,14,0,6,94,35,4,3,18,0,0,52,5,0.439,0.340,0.779,12,0.303,0.324,20,50,53,0.94,1,0.35,3.69,0.150,32.1,0.263
박광열,64944,NC,0.286,33,22,21,2,6,1,0,0,7,3,0,1,0,0,0,6,1,0.333,0.273,0.606,1,0.333,0.000,1,7,3,2.33,1,0.00,3.73,0.048,1.5,0.206
조영훈,75441,NC,0.282,103,146,124,20,35,8,0,8,67,35,1,2,19,0,0,36,1,0.540,0.372,0.912,9,0.375,0.244,16,29,26,1.12,4,0.53,4.25,0.258,25.9,0.302
이종욱,73339,NC,0.268,125,504,440,63,118,25,2,5,162,52,4,3,54,6,3,78,5,0.368,0.350,0.718,29,0.256,0.000,32,119,128,0.93,6,0.69,3.99,0.100,60.7,0.250
지석훈,73306,NC,0.267,137,466,415,53,111,15,0,11,159,46,9,3,23,0,16,85,9,0.383,0.328,0.711,26,0.240,0.000,26,125,97,1.29,5,0.27,3.73,0.116,52.9,0.243
김성욱,62934,NC,0.258,125,204,182,32,47,8,1,3,66,26,0,1,17,0,4,52,4,0.363,0.333,0.696,9,0.268,0.333,12,33,51,0.65,2,0.33,3.64,0.104,21.7,0.241
김태군,78122,NC,0.254,144,474,421,45,107,24,0,6,149,52,11,7,25,0,10,77,12,0.354,0.307,0.661,26,0.238,0.000,30,125,119,1.05,5,0.32,3.66,0.100,45.9,0.227
최재원,63913,NC,0.247,114,102,85,31,21,8,0,2,35,13,1,0,10,0,6,29,1,0.412,0.366,0.778,2,0.259,0.333,10,20,15,1.33,0,0.34,4.23,0.165,14.2,0.268
손시헌,73213,NC,0.245,140,508,440,56,108,24,2,13,175,58,13,5,36,0,14,66,16,0.398,0.319,0.717,25,0.261,0.000,39,142,129,1.10,8,0.55,3.62,0.152,55.5,0.243
용덕한,74223,NC,0.243,91,157,140,12,34,6,0,1,43,13,5,0,8,0,4,26,2,0.307,0.303,0.610,5,0.200,0.000,7,55,25,2.20,1,0.31,3.36,0.064,13.1,0.213
김준완,63920,NC,0.227,30,54,44,12,10,0,0,0,10,2,0,0,10,0,0,10,1,0.227,0.370,0.597,2,0.273,0.000,0,15,9,1.67,0,1.00,4.26,0.000,4.9,0.223
강구성,62917,NC,0.200,4,5,5,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0.400,0.200,0.600,0,0.000,0.250,1,3,1,3.00,0,-,4.40,0.200,0.4,0.190
윤병호,62016,NC,0.111,9,9,9,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0.111,0.111,0.222,0,0.000,0.000,0,4,0,-,0,0.00,4.22,0.000,-0.3,0.078
노진혁,62931,NC,0.079,65,42,38,4,3,2,0,0,5,2,1,1,2,0,0,11,0,0.132,0.122,0.254,0,0.000,0.200,2,11,14,0.79,0,0.18,4.12,0.053,-0.2,0.088
강민국,64906,NC,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,0,1,0.00,0,0.00,4.50,0.000,-0.2,0.000
강장산,64907,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
고창성,78248,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김태진,64984,NC,0.000,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0,3,0,-,0,-,4.00,0.000,-0.3,0.000
노성호,62920,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
마낙길,62967,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,-0.3,0.000
민성기,78366,NC,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
손민한,97571,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
이민호,62929,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
이창섭,60304,NC,0.000,16,8,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0.000,0.375,0.375,0,0.000,0.000,0,0,2,0.00,0,1.00,5.50,0.000,0.5,0.169
이태양,61323,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
이혜천,98259,NC,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
임정호,63959,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
임창민,78352,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
최금강,62966,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
황윤호,62908,NC,0.000,10,6,5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0.000,0.167,0.167,0,0.000,0.000,0,1,3,0.33,0,1.00,3.50,0.000,-0.1,0.075
