선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
김태진,64984,NC,0.355,20,35,31,5,11,0,0,1,14,3,1,0,3,0,0,5,0,0.452,0.412,0.864,2,1.000,0.250,1,8,7,1.14,0,0.60,3.40,0.097,5.2,0.298
박민우,62907,NC,0.324,115,460,411,68,133,22,5,5,180,33,3,4,32,3,10,51,4,0.438,0.383,0.821,34,0.362,0.667,32,134,97,1.38,2,0.63,3.85,0.114,68.9,0.282
나성범,62947,NC,0.318,144,620,556,110,177,36,3,23,288,91,0,5,44,4,15,131,11,0.518,0.381,0.899,53,0.319,0.000,62,146,107,1.36,12,0.34,3.74,0.200,104.0,0.301
이원재,62025,NC,0.304,77,150,138,12,42,10,0,5,67,19,0,2,10,0,0,33,3,0.486,0.347,0.833,7,0.333,0.390,15,35,30,1.17,2,0.30,4.19,0.181,21.4,0.278
노진혁,62931,NC,0.283,125,458,420,52,119,21,4,11,181,42,1,2,33,0,2,92,8,0.431,0.337,0.768,35,0.272,0.250,36,108,103,1.05,4,0.36,3.80,0.148,58.3,0.259
권희동,63963,NC,0.283,104,391,343,43,97,19,1,8,142,57,5,4,35,2,4,58,5,0.414,0.352,0.766,27,0.250,0.100,28,82,110,0.75,7,0.60,3.95,0.131,50.3,0.262
모창민,78813,NC,0.279,81,314,287,38,80,10,1,17,143,62,0,4,21,0,2,51,10,0.498,0.328,0.826,23,0.338,1.000,28,78,82,0.95,3,0.41,3.67,0.220,44.7,0.272
박헌욱,62921,NC,0.273,10,23,22,1,6,2,0,1,11,3,0,0,1,0,0,5,1,0.500,0.304,0.804,1,0.667,0.000,3,6,5,1.20,0,0.20,3.26,0.227,3.1,0.262
김성욱,62934,NC,0.260,111,358,323,49,84,13,2,13,140,45,2,3,29,0,1,64,10,0.433,0.320,0.753,18,0.232,0.000,28,89,89,1.00,5,0.45,4.08,0.173,45.2,0.252
스크럭스,67935,NC,0.257,142,571,501,75,129,35,0,26,242,97,0,3,55,2,12,144,14,0.483,0.343,0.826,29,0.303,0.000,61,102,129,0.79,5,0.38,3.89,0.226,80.4,0.275
최준석,71552,NC,0.255,93,179,153,7,39,3,0,4,54,24,0,2,24,0,0,41,6,0.353,0.352,0.705,4,0.300,0.205,7,44,31,1.42,4,0.59,4.63,0.098,20.0,0.247
박석민,74465,NC,0.255,103,375,318,40,81,14,1,16,145,55,0,3,39,4,15,80,11,0.456,0.360,0.816,22,0.232,0.286,31,83,77,1.08,1,0.49,4.15,0.201,52.4,0.276
이상호,60566,NC,0.251,114,204,187,32,47,2,0,0,49,8,7,0,8,0,2,15,8,0.262,0.289,0.551,10,0.200,0.400,2,79,46,1.72,2,0.53,3.42,0.011,12.7,0.196
강민국,64906,NC,0.250,6,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.250,0.250,0.500,0,0.000,0.000,0,3,0,-,0,-,2.50,0.000,0.2,0.175
강진성,62925,NC,0.235,45,75,68,5,16,3,0,0,19,1,2,1,4,0,0,17,3,0.279,0.274,0.553,1,0.077,0.357,3,18,18,1.00,0,0.24,3.79,0.044,4.5,0.193
김찬형,66917,NC,0.232,63,160,142,24,33,5,0,1,41,9,1,1,8,0,8,28,1,0.289,0.308,0.597,9,0.167,0.500,6,39,43,0.91,1,0.29,3.48,0.056,14.4,0.211
이종욱,73339,NC,0.230,43,128,122,12,28,7,0,1,38,8,1,1,4,0,0,16,2,0.311,0.252,0.563,6,0.217,0.000,8,46,33,1.39,1,0.25,3.93,0.082,8.8,0.191
도태훈,66965,NC,0.229,26,42,35,5,8,0,0,1,11,5,0,0,5,0,2,5,0,0.314,0.357,0.671,1,0.375,0.400,1,12,10,1.20,0,1.00,4.17,0.086,4.9,0.239
이우성,63260,NC,0.226,71,199,177,24,40,9,0,4,61,24,1,1,16,0,4,57,6,0.345,0.303,0.648,9,0.327,0.091,13,53,28,1.89,2,0.28,3.89,0.119,17.5,0.223
강구성,62917,NC,0.200,4,5,5,0,1,1,0,0,2,1,0,0,0,0,0,3,0,0.400,0.200,0.600,0,0.000,0.250,1,1,0,-,0,0.00,3.60,0.200,0.3,0.190
윤수강,62537,NC,0.192,44,79,73,8,14,6,0,1,23,8,1,0,5,0,0,21,1,0.315,0.244,0.559,2,0.267,1.000,7,21,17,1.24,0,0.24,3.96,0.123,5.2,0.189
