ID,선수명,연도,뉴스개수,min,max,Min-Max,Min-Max 누적
62415,박해민,2016,191,0,1102,0.173321234,0.37449742
62415,박해민,2017,218,0,1631,0.133660331,0.508157751
62415,박해민,2018,595,0,1881,0.316321106,0.824478857
62415,박해민,2019,124,0,1121,0.110615522,0.935094379
62415,박해민,2020,347,1,1171,0.295726496,1.230820875
62462,손형준,2012,1,0,1578,0.000633713561,0.000633713561
62499,이현동,2017,18,0,1631,0.0110361741,0.0110361741
62499,이현동,2019,5,0,1121,0.0044603033,0.0154964774
62537,윤수강,2012,0,0,1578,0,0
62537,윤수강,2015,0,0,3985,0,0
62537,윤수강,2018,41,0,1881,0.0217969165,0.0217969165
62537,윤수강,2019,16,0,1121,0.0142729706,0.0360698871
62537,윤수강,2020,1,1,1171,0,0.0360698871
62556,신본기,2012,66,0,1578,0.0418250951,0.0418250951
62556,신본기,2013,185,0,1567,0.118059987,0.159885082
62556,신본기,2014,106,0,3931,0.0269651488,0.186850231
62556,신본기,2016,61,0,1102,0.055353902,0.242204133
62556,신본기,2017,148,0,1631,0.0907418761,0.332946009
62556,신본기,2018,181,0,1881,0.096225412,0.429171421
62556,신본기,2019,169,0,1121,0.150758252,0.579929673
62556,신본기,2020,65,1,1171,0.0547008547,0.634630528
62558,김준태,2013,5,0,1567,0.00319081047,0.00319081047
62558,김준태,2015,12,0,3985,0.00301129235,0.00620210282
62558,김준태,2016,35,0,1102,0.0317604356,0.0379625384
62558,김준태,2019,57,0,1121,0.0508474576,0.088809996
62558,김준태,2020,163,1,1171,0.138461538,0.227271534
62559,김상호,2012,14,0,1578,0.00887198986,0.00887198986
62559,김상호,2013,39,0,1567,0.0248883216,0.0337603115
62559,김상호,2016,117,0,1102,0.106170599,0.13993091
62559,김상호,2017,42,0,1631,0.025751073,0.165681983
62646,황정립,2012,41,0,1578,0.025982256,0.025982256
62646,황정립,2013,31,0,1567,0.0197830249,0.0457652809
62668,윤해진,2012,0,0,1578,0,0
62668,윤해진,2013,0,0,1567,0,0
62668,윤해진,2014,0,0,3931,0,0
62668,윤해진,2015,0,0,3985,0,0
62668,윤해진,2016,0,0,1102,0,0
62668,윤해진,2019,5,0,1121,0.0044603033,0.0044603033
62700,하주석,2012,135,0,1578,0.0855513308,0.0855513308
62700,하주석,2013,41,0,1567,0.0261646458,0.111715977
62700,하주석,2015,101,0,3985,0.0253450439,0.13706102
62700,하주석,2016,171,0,1102,0.155172414,0.292233435
62700,하주석,2017,331,0,1631,0.20294298,0.495176415
62700,하주석,2018,343,0,1881,0.182349814,0.677526228
62700,하주석,2019,78,0,1121,0.0695807315,0.74710696
62700,하주석,2020,171,1,1171,0.145299145,0.892406105
62748,엄태용,2013,34,0,1567,0.0216975112,0.0216975112
62748,엄태용,2014,41,0,3931,0.0104299161,0.0321274273
62768,김원석,2016,16,0,1102,0.0145190563,0.0145190563
62768,김원석,2017,231,0,1631,0.141630901,0.156149957
62793,임경훈,2013,13,0,1567,0.00829610721,0.00829610721
62797,양성우,2012,41,0,1578,0.025982256,0.025982256
62797,양성우,2013,12,0,1567,0.00765794512,0.0336402011
62797,양성우,2016,138,0,1102,0.12522686,0.158867061
62797,양성우,2017,113,0,1631,0.0692826487,0.22814971
62797,양성우,2018,94,0,1881,0.0499734184,0.278123128
62797,양성우,2019,39,0,1121,0.0347903657,0.312913494
62797,양성우,2020,29,1,1171,0.0239316239,0.336845118
62802,박승욱,2012,16,0,1578,0.010139417,0.010139417
62802,박승욱,2013,24,0,1567,0.0153158902,0.0254553072
62802,박승욱,2016,22,0,1102,0.0199637024,0.0454190096
62802,박승욱,2017,97,0,1631,0.0594727161,0.104891726
