선수명,연도,소속팀명,연봉,WAR,상세url
정민태,2003,현대,"50,000",5.020,http://www.statiz.co.kr/player.php?name=정민태
심정수,2003,현대,"31,000",10.192,http://www.statiz.co.kr/player.php?name=심정수
이숭용,2003,현대,"22,000",2.543,http://www.statiz.co.kr/player.php?name=이숭용
전준호,2003,현대,"20,000",2.633,http://www.statiz.co.kr/player.php?name=전준호
박진만,2003,현대,"17,000",4.089,http://www.statiz.co.kr/player.php?name=박진만
박종호,2003,현대,"15,000",3.411,http://www.statiz.co.kr/player.php?name=박종호
임선동,2003,현대,"15,000",-0.133,http://www.statiz.co.kr/player.php?name=임선동
김수경,2003,현대,"15,000",3.141,http://www.statiz.co.kr/player.php?name=김수경
조규제,2003,현대,"13,000",0.139,http://www.statiz.co.kr/player.php?name=조규제
위재영,2003,현대,"12,750",-0.039,http://www.statiz.co.kr/player.php?name=위재영
김동수,2003,현대,"10,000",4.266,http://www.statiz.co.kr/player.php?name=김동수
정성훈,2003,현대,"7,500",3.851,http://www.statiz.co.kr/player.php?name=정성훈
마일영,2003,현대,"6,100",0.352,http://www.statiz.co.kr/player.php?name=마일영
조용준,2003,현대,"6,050",1.735,http://www.statiz.co.kr/player.php?name=조용준
최익성,2003,현대,"6,000",0.090,http://www.statiz.co.kr/player.php?name=최익성
신철인,2003,현대,"6,000",1.956,http://www.statiz.co.kr/player.php?name=신철인
권준헌,2003,현대,"5,600",2.887,http://www.statiz.co.kr/player.php?name=권준헌
이상열,2003,현대,"5,600",1.874,http://www.statiz.co.kr/player.php?name=이상열
전준호,2003,현대,"5,500",2.633,http://www.statiz.co.kr/player.php?name=전준호
송신영,2003,현대,"5,000",0.949,http://www.statiz.co.kr/player.php?name=송신영
박장희,2003,현대,"4,200",,http://www.statiz.co.kr/player.php?name=박장희
채종국,2003,현대,"3,300",0.103,http://www.statiz.co.kr/player.php?name=채종국
강귀태,2003,현대,"3,000",0.616,http://www.statiz.co.kr/player.php?name=강귀태
김민범,2003,현대,"2,800",,http://www.statiz.co.kr/player.php?name=김민범
강병식,2003,현대,"2,500",-0.150,http://www.statiz.co.kr/player.php?name=강병식
김일경,2003,현대,"2,500",-0.101,http://www.statiz.co.kr/player.php?name=김일경
전근표,2003,현대,"2,500",0.751,http://www.statiz.co.kr/player.php?name=전근표
조재호,2003,현대,"2,500",-0.017,http://www.statiz.co.kr/player.php?name=조재호
정수성,2003,현대,"2,500",0.111,http://www.statiz.co.kr/player.php?name=정수성
황윤성,2003,현대,"2,400",,http://www.statiz.co.kr/player.php?name=황윤성
조승현,2003,현대,"2,300",-0.096,http://www.statiz.co.kr/player.php?name=조승현
김필중,2003,현대,"2,200",,http://www.statiz.co.kr/player.php?name=김필중
이대환,2003,현대,"2,200",0.184,http://www.statiz.co.kr/player.php?name=이대환
황두성,2003,현대,"2,200",0.061,http://www.statiz.co.kr/player.php?name=황두성
서한규,2003,현대,"2,200",-0.127,http://www.statiz.co.kr/player.php?name=서한규
서성민,2003,현대,"2,100",,http://www.statiz.co.kr/player.php?name=서성민
박준수,2003,현대,"2,100",,http://www.statiz.co.kr/player.php?name=박준수
김성태,2003,현대,"2,100",-0.153,http://www.statiz.co.kr/player.php?name=김성태
장기영,2003,현대,"2,100",,http://www.statiz.co.kr/player.php?name=장기영
문창환,2003,현대,"2,000",,http://www.statiz.co.kr/player.php?name=문창환
김민우,2003,현대,"2,000",0.204,http://www.statiz.co.kr/player.php?name=김민우
최환인,2003,현대,"2,000",,http://www.statiz.co.kr/player.php?name=최환인
박우호,2003,현대,"2,000",,http://www.statiz.co.kr/player.php?name=박우호
허웅,2003,현대,"2,000",,http://www.statiz.co.kr/player.php?name=허웅
배힘찬,2003,현대,"1,900",-0.224,http://www.statiz.co.kr/player.php?name=배힘찬
설의석,2003,현대,"1,900",,http://www.statiz.co.kr/player.php?name=설의석
이상현,2003,현대,"1,900",,http://www.statiz.co.kr/player.php?name=이상현
윤성귀,2003,현대,"1,800",,http://www.statiz.co.kr/player.php?name=윤성귀
소중형,2003,현대,"1,800",,http://www.statiz.co.kr/player.php?name=소중형
이철기,2003,현대,"1,800",,http://www.statiz.co.kr/player.php?name=이철기
