선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
허일상,72522,SK,1.000,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0,0.000,0.000,0,0,0,-,0,-,2.00,0.000,0.5,0.700
김용우,72131,SK,0.500,4,3,2,0,1,1,0,0,2,1,0,0,1,0,0,0,0,1.000,0.667,1.667,0,1.000,0.000,1,0,1,0.00,0,-,5.00,0.500,1.0,0.550
하지호,79804,SK,0.500,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.500,0.500,1.000,0,0.000,1.000,0,0,0,-,0,0.00,3.50,0.000,0.4,0.350
윤상균,78892,SK,0.394,28,39,33,3,13,2,0,1,18,6,2,1,3,0,0,8,1,0.545,0.432,0.977,2,0.300,0.154,3,8,5,1.60,0,0.38,3.41,0.152,7.7,0.331
정근우,75808,SK,0.350,127,565,480,98,168,29,4,9,232,59,2,5,67,1,11,55,8,0.483,0.437,0.920,51,0.328,0.250,42,155,107,1.45,0,1.22,3.49,0.133,103.3,0.317
이재원,76812,SK,0.344,24,39,32,2,11,2,0,0,13,5,0,0,6,0,1,4,1,0.406,0.462,0.868,1,0.167,0.375,2,8,9,0.89,0,1.50,3.56,0.063,6.0,0.309
권영진,78863,SK,0.333,2,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.666,0,0.000,0.000,0,1,1,1.00,0,-,2.00,0.000,0.3,0.233
김연훈,77609,SK,0.319,68,159,141,25,45,9,0,1,57,17,5,3,10,0,0,30,1,0.404,0.357,0.761,11,0.300,0.000,10,32,37,0.86,0,0.33,3.67,0.085,21.0,0.262
박정환,70408,SK,0.317,45,67,60,4,19,4,0,1,26,9,2,0,5,0,0,11,6,0.433,0.369,0.802,3,0.438,0.462,5,24,6,4.00,0,0.45,3.33,0.117,7.1,0.274
김재현,94107,SK,0.301,112,359,289,45,87,18,0,10,135,51,0,1,63,3,5,45,5,0.467,0.433,0.900,18,0.280,0.292,28,87,71,1.23,0,1.40,4.25,0.166,60.8,0.312
이호준,94629,SK,0.298,103,340,299,40,89,14,1,16,153,55,1,4,35,1,1,60,9,0.512,0.369,0.881,21,0.277,0.385,31,80,74,1.08,0,0.58,4.05,0.214,54.1,0.294
박재상,71857,SK,0.295,133,614,515,84,152,31,4,15,236,81,20,5,68,1,6,107,7,0.458,0.380,0.838,40,0.241,0.000,50,142,119,1.19,0,0.64,3.95,0.163,93.1,0.286
나주환,73209,SK,0.288,118,454,382,60,110,13,0,15,168,65,20,4,41,0,7,74,8,0.440,0.364,0.804,27,0.262,0.000,28,102,100,1.02,0,0.55,3.89,0.152,63.4,0.274
정상호,71842,SK,0.288,101,312,264,37,76,15,0,12,127,49,8,5,29,0,6,66,10,0.481,0.365,0.846,14,0.265,0.278,27,60,67,0.90,0,0.44,4.00,0.193,44.2,0.285
김정남,79868,SK,0.286,15,26,21,4,6,1,0,1,10,2,1,0,3,0,1,4,1,0.476,0.400,0.876,1,0.000,0.000,2,7,4,1.75,0,0.75,3.42,0.190,3.8,0.299
박정권,74846,SK,0.276,131,511,446,70,123,27,0,25,225,76,8,2,51,4,4,91,8,0.504,0.354,0.858,37,0.252,0.400,52,122,112,1.09,0,0.56,3.92,0.229,77.2,0.285
윤재국,98808,SK,0.273,26,64,55,6,15,5,0,0,20,7,3,0,6,0,0,14,2,0.364,0.344,0.708,1,0.200,0.500,5,21,5,4.20,0,0.43,3.58,0.091,6.3,0.246
박재홍,96362,SK,0.270,113,376,315,53,85,12,0,12,133,46,4,4,45,2,8,57,7,0.422,0.371,0.793,17,0.239,0.455,24,90,87,1.03,0,0.79,3.90,0.152,53.6,0.272
박경완,92809,SK,0.268,65,246,198,32,53,10,0,12,99,38,11,2,33,2,2,39,5,0.500,0.374,0.874,14,0.217,0.000,22,45,63,0.71,0,0.85,3.94,0.232,37.9,0.293
김강민,71837,SK,0.267,104,382,341,48,91,18,3,12,151,42,11,1,24,1,5,67,7,0.443,0.323,0.766,21,0.228,0.000,33,94,90,1.04,0,0.36,3.65,0.176,46.9,0.256
최정,75847,SK,0.265,99,410,339,63,90,15,0,19,162,58,6,3,40,0,22,64,6,0.478,0.376,0.854,25,0.271,0.000,34,86,102,0.84,0,0.63,3.70,0.212,65.4,0.289
모창민,78813,SK,0.237,92,130,114,31,27,5,2,4,48,17,6,0,9,0,1,29,4,0.421,0.298,0.719,4,0.250,0.200,11,33,25,1.32,0,0.31,3.73,0.184,12.2,0.239
안경현,92207,SK,0.207,42,67,58,6,12,2,0,1,17,5,7,0,1,0,1,9,2,0.293,0.233,0.526,2,0.267,0.250,3,21,16,1.31,0,0.11,3.16,0.086,3.4,0.178
