선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
이진석,64895,SK,0.500,6,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.500,0.500,1.000,0,0.000,0.000,0,0,0,-,0,0.00,6.50,0.000,0.1,0.350
김기현,77869,SK,0.429,9,9,7,0,3,0,0,0,3,0,0,0,2,0,0,3,0,0.429,0.556,0.985,1,0.500,0.500,0,0,1,0.00,0,0.67,4.22,0.000,1.8,0.357
이현석,65869,SK,0.333,3,3,3,1,1,0,0,1,4,2,0,0,0,0,0,1,0,1.333,0.333,1.666,0,0.000,0.000,1,1,0,-,0,0.00,3.33,1.000,1.3,0.483
홍명찬,76854,SK,0.333,5,3,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.333,0.333,0.666,0,0.000,0.000,0,0,0,-,0,0.00,3.33,0.000,0.3,0.233
정의윤,75151,SK,0.320,91,297,259,38,83,14,0,14,139,51,0,3,26,0,9,46,6,0.537,0.397,0.934,21,0.351,0.250,28,56,77,0.73,5,0.57,3.71,0.216,53.2,0.313
이명기,76849,SK,0.315,137,582,521,88,164,30,2,3,207,35,11,4,35,0,11,86,7,0.397,0.368,0.765,45,0.288,0.125,35,177,98,1.81,1,0.41,3.87,0.083,75.4,0.265
최정민,62893,SK,0.308,8,15,13,1,4,0,0,0,4,2,1,0,1,0,0,3,0,0.308,0.357,0.665,1,0.500,0.000,0,5,1,5.00,0,0.33,3.60,0.000,1.5,0.238
김성현,76802,SK,0.297,129,449,397,49,118,20,0,8,162,48,12,2,31,0,7,42,14,0.408,0.357,0.765,34,0.324,0.600,28,121,118,1.03,5,0.74,3.49,0.111,53.3,0.263
최정,75847,SK,0.295,81,330,275,43,81,17,0,17,149,58,1,3,46,2,5,78,6,0.542,0.401,0.943,20,0.326,0.000,34,45,74,0.61,10,0.59,4.20,0.247,58.5,0.316
허웅,72324,SK,0.294,18,19,17,2,5,1,0,0,6,3,0,0,2,0,0,3,0,0.353,0.368,0.721,0,0.500,0.333,1,1,8,0.13,0,0.67,3.89,0.059,2.3,0.254
이재원,76812,SK,0.282,140,559,489,58,138,18,1,17,209,100,0,5,54,5,11,85,22,0.427,0.363,0.790,37,0.319,0.000,36,115,156,0.74,11,0.64,3.66,0.145,71.8,0.270
박정권,74846,SK,0.281,124,494,438,66,123,23,0,21,209,70,4,2,46,1,4,119,9,0.477,0.353,0.830,33,0.261,0.500,44,96,102,0.94,5,0.39,4.02,0.196,71.1,0.278
나주환,73209,SK,0.268,96,273,246,31,66,15,0,5,96,22,12,1,12,0,2,47,9,0.390,0.307,0.697,15,0.179,0.444,20,70,64,1.09,3,0.26,3.94,0.122,25.6,0.236
김연훈,77609,SK,0.267,49,73,60,4,16,1,0,1,20,3,5,1,6,0,1,18,0,0.333,0.338,0.671,2,0.125,0.167,2,11,16,0.69,0,0.33,3.99,0.067,7.7,0.235
이대수,72860,SK,0.264,36,86,72,9,19,3,0,2,28,12,6,1,6,0,1,23,6,0.389,0.325,0.714,4,0.364,0.308,5,18,13,1.38,1,0.26,3.95,0.125,7.5,0.244
조동화,71848,SK,0.261,119,304,245,38,64,6,1,2,78,15,22,2,30,0,5,50,2,0.318,0.351,0.669,12,0.185,0.304,9,78,55,1.42,1,0.60,4.13,0.057,34.1,0.237
브라운,65823,SK,0.261,137,539,464,82,121,21,2,28,230,76,0,2,66,4,7,127,12,0.496,0.360,0.856,31,0.232,0.400,51,116,102,1.14,9,0.52,3.98,0.235,81.7,0.286
