선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
안상현,66864,SK,0.500,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.500,0.500,1.000,0,1.000,1.000,0,0,1,0.00,0,-,6.50,0.000,0.4,0.350
이재원,76812,SK,0.329,130,471,407,63,134,24,0,17,209,57,4,5,43,0,12,65,13,0.514,0.405,0.919,40,0.308,0.400,41,106,107,0.99,2,0.66,3.98,0.184,79.1,0.311
로맥,67872,SK,0.316,141,616,528,102,167,19,0,43,315,107,0,6,72,0,10,123,7,0.597,0.404,1.001,48,0.297,0.000,62,97,147,0.66,10,0.59,4.03,0.280,122.3,0.331
노수광,63704,SK,0.313,135,588,515,93,161,21,8,8,222,53,9,3,48,0,13,86,3,0.431,0.383,0.814,50,0.316,0.667,37,133,138,0.96,7,0.56,3.94,0.118,88.7,0.280
박승욱,62802,SK,0.308,51,79,65,11,20,3,0,0,23,9,2,0,10,0,2,16,1,0.354,0.416,0.770,6,0.316,0.200,3,15,14,1.07,0,0.63,4.38,0.046,10.7,0.276
김강민,71837,SK,0.298,80,267,235,40,70,14,0,14,126,46,5,0,22,0,5,57,1,0.536,0.370,0.906,16,0.274,0.333,28,53,55,0.96,2,0.39,4.06,0.238,44.8,0.301
최항,62884,SK,0.293,98,257,222,38,65,12,1,7,100,35,2,0,25,0,8,57,1,0.450,0.384,0.834,16,0.317,0.222,20,53,47,1.13,3,0.44,3.94,0.158,38.3,0.285
한동민,62895,SK,0.284,136,562,486,97,138,31,0,41,292,115,0,8,52,3,16,124,10,0.601,0.367,0.968,40,0.286,0.444,72,94,138,0.68,14,0.42,4.21,0.317,104.2,0.315
김성현,76802,SK,0.277,135,462,415,51,115,19,1,4,148,55,6,3,29,0,9,42,19,0.357,0.336,0.693,30,0.333,0.000,24,123,138,0.89,8,0.69,3.48,0.080,46.3,0.240
김재현,76869,SK,0.277,53,77,65,19,18,1,1,1,24,5,0,0,9,0,3,17,0,0.369,0.390,0.759,3,0.154,0.000,3,13,17,0.76,1,0.53,3.74,0.092,11.4,0.268
허도환,77243,SK,0.273,23,24,22,4,6,0,0,1,9,1,0,0,1,0,1,8,1,0.409,0.333,0.742,0,0.000,0.000,1,5,3,1.67,0,0.13,4.08,0.136,2.7,0.252
정의윤,75151,SK,0.272,73,239,217,27,59,9,0,11,101,38,0,1,19,1,2,29,8,0.465,0.335,0.800,18,0.310,0.176,20,60,70,0.86,1,0.66,3.54,0.194,31.7,0.267
나주환,73209,SK,0.262,119,420,362,54,95,24,0,12,155,56,13,2,38,0,5,66,2,0.428,0.339,0.767,24,0.322,0.250,36,90,113,0.80,3,0.58,3.90,0.166,53.6,0.260
강승호,63123,SK,0.255,69,212,184,14,47,10,0,3,66,31,6,1,18,0,3,57,2,0.359,0.330,0.689,11,0.339,0.167,13,36,45,0.80,0,0.32,3.71,0.103,22.6,0.238
김동엽,66838,SK,0.252,124,446,421,58,106,15,0,27,202,76,1,3,17,0,4,108,13,0.480,0.285,0.765,26,0.330,0.286,42,98,112,0.88,10,0.16,3.71,0.228,57.3,0.248
윤정우,61652,SK,0.250,22,43,40,6,10,2,0,1,15,2,0,0,2,0,1,7,4,0.375,0.302,0.677,1,0.091,0.000,3,15,8,1.88,1,0.29,3.37,0.125,3.2,0.230
최승준,76158,SK,0.250,27,79,72,5,18,3,0,4,33,11,0,0,6,0,1,25,3,0.458,0.316,0.774,2,0.250,0.400,7,11,18,0.61,1,0.24,4.01,0.208,9.6,0.257
최정,75847,SK,0.244,115,489,406,95,99,16,1,35,222,74,0,2,58,2,23,129,10,0.547,0.368,0.915,23,0.235,0.000,52,63,117,0.54,9,0.45,4.14,0.303,83.2,0.302
정진기,61869,SK,0.244,96,212,201,33,49,8,1,3,68,17,3,0,6,0,2,45,2,0.338,0.273,0.611,11,0.236,0.188,12,50,57,0.88,1,0.13,3.67,0.095,18.7,0.207
이성우,71184,SK,0.242,88,134,120,10,29,5,0,0,34,5,4,1,8,0,1,16,4,0.283,0.292,0.575,6,0.063,1.000,5,42,34,1.24,0,0.50,3.57,0.042,9.6,0.202
이대수,72860,SK,0.200,4,6,5,1,1,1,0,0,2,0,1,0,0,0,0,2,0,0.400,0.200,0.600,0,0.000,0.000,1,2,0,-,0,0.00,3.83,0.200,0.4,0.190
박정권,74846,SK,0.172,14,31,29,4,5,0,0,2,11,6,0,0,2,0,0,9,0,0.379,0.226,0.605,0,0.182,0.000,2,5,10,0.50,0,0.22,3.81,0.207,2.8,0.196
박성한,67893,SK,0.135,42,59,52,3,7,1,0,0,8,2,0,0,7,0,0,16,0,0.154,0.237,0.391,2,0.188,0.000,1,18,11,1.64,1,0.44,4.31,0.019,1.9,0.145
조용호,64868,SK,0.077,16,14,13,4,1,0,0,0,1,0,1,0,0,0,0,5,0,0.077,0.077,0.154,0,0.000,0.000,0,5,2,2.50,0,0.00,3.64,0.000,-0.9,0.054
강지광,79130,SK,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0,0,1,0.00,0,-,4.00,0.000,-0.1,0.000
박정배,75250,SK,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
박희수,76858,SK,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
신재웅,75138,SK,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
윤희상,74838,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
