선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
김재구,72850,SK,0.429,15,15,14,3,6,0,0,1,9,5,0,0,1,0,0,3,1,0.643,0.467,1.110,0,0.200,0.400,1,4,1,4.00,0,0.33,3.60,0.214,3.2,0.371
이진영,99810,SK,0.308,128,475,419,73,129,22,8,13,206,40,6,3,42,3,5,57,7,0.492,0.375,0.867,36,0.193,0.500,43,136,100,1.36,0,0.74,3.51,0.184,71.9,0.292
안재만,97157,SK,0.294,5,20,17,3,5,1,0,1,9,2,0,0,2,0,1,4,0,0.529,0.400,0.929,1,0.000,0.000,2,5,3,1.67,0,0.50,3.20,0.235,4.0,0.312
채종범,70833,SK,0.291,127,557,478,79,139,19,2,17,213,68,11,3,47,1,18,70,17,0.446,0.374,0.820,38,0.377,0.000,38,154,118,1.31,0,0.67,3.80,0.155,75.9,0.280
이호준,94629,SK,0.288,129,499,444,76,128,24,2,23,225,64,4,2,45,3,4,75,12,0.507,0.358,0.865,34,0.291,0.286,49,120,123,0.98,0,0.60,3.88,0.218,75.7,0.288
잉글린,72859,SK,0.282,78,279,248,33,70,18,0,6,106,36,0,3,23,0,5,47,5,0.427,0.351,0.778,16,0.295,0.143,24,59,75,0.79,0,0.49,3.85,0.145,36.7,0.265
정경배,96441,SK,0.281,75,174,153,19,43,11,1,2,62,14,4,2,9,0,6,37,4,0.405,0.341,0.746,8,0.324,0.136,14,38,37,1.03,0,0.24,3.75,0.124,20.3,0.255
페르난데스,72824,SK,0.281,132,556,499,81,140,24,0,45,299,107,0,1,49,2,7,114,8,0.599,0.353,0.952,42,0.303,0.000,69,108,138,0.78,0,0.43,3.85,0.319,100.1,0.309
조원우,94836,SK,0.269,116,329,297,42,80,8,2,8,116,36,7,2,17,0,6,44,4,0.391,0.320,0.711,19,0.276,0.143,18,98,77,1.27,0,0.39,3.89,0.121,37.6,0.242
양현석,70608,SK,0.267,88,223,191,23,51,4,0,6,73,25,1,2,17,1,12,41,4,0.382,0.360,0.742,8,0.256,0.333,10,54,47,1.15,0,0.41,3.95,0.115,28.2,0.258
최태원,93807,SK,0.262,121,300,260,28,68,7,2,2,85,22,10,2,19,0,9,40,1,0.327,0.331,0.658,12,0.222,0.000,11,72,82,0.88,0,0.48,3.82,0.065,31.3,0.231
