선수명,연도,소속팀명,연봉,WAR,상세url
박경완,2010,SK,"50,000",3.781,http://www.statiz.co.kr/player.php?name=박경완
이호준,2010,SK,"50,000",0.539,http://www.statiz.co.kr/player.php?name=이호준
김재현,2010,SK,"50,000",1.793,http://www.statiz.co.kr/player.php?name=김재현
박재홍,2010,SK,"40,000",0.127,http://www.statiz.co.kr/player.php?name=박재홍
김원형,2010,SK,"25,000",0.015,http://www.statiz.co.kr/player.php?name=김원형
정근우,2010,SK,"24,000",3.048,http://www.statiz.co.kr/player.php?name=정근우
정대현,2010,SK,"23,000",2.413,http://www.statiz.co.kr/player.php?name=정대현
김광현,2010,SK,"17,500",7.120,http://www.statiz.co.kr/player.php?name=김광현
나주환,2010,SK,"17,000",1.646,http://www.statiz.co.kr/player.php?name=나주환
박재상,2010,SK,"16,000",0.778,http://www.statiz.co.kr/player.php?name=박재상
최정,2010,SK,"16,000",5.067,http://www.statiz.co.kr/player.php?name=최정
채병용,2010,SK,"16,000",,http://www.statiz.co.kr/player.php?name=채병용
정우람,2010,SK,"15,000",3.365,http://www.statiz.co.kr/player.php?name=정우람
송은범,2010,SK,"15,000",4.204,http://www.statiz.co.kr/player.php?name=송은범
이승호,2010,SK,"13,500",0.987,http://www.statiz.co.kr/player.php?name=이승호
전준호,2010,SK,"13,000",0.348,http://www.statiz.co.kr/player.php?name=전준호
박정권,2010,SK,"12,500",3.942,http://www.statiz.co.kr/player.php?name=박정권
전병두,2010,SK,"12,000",2.010,http://www.statiz.co.kr/player.php?name=전병두
김강민,2010,SK,"12,000",3.432,http://www.statiz.co.kr/player.php?name=김강민
정상호,2010,SK,"11,000",1.020,http://www.statiz.co.kr/player.php?name=정상호
가득염,2010,SK,"9,500",0.207,http://www.statiz.co.kr/player.php?name=가득염
조동화,2010,SK,"9,000",0.285,http://www.statiz.co.kr/player.php?name=조동화
고효준,2010,SK,"8,000",0.905,http://www.statiz.co.kr/player.php?name=고효준
안경현,2010,SK,"7,000",-0.119,http://www.statiz.co.kr/player.php?name=안경현
이승호,2010,SK,"6,000",0.987,http://www.statiz.co.kr/player.php?name=이승호
박정환,2010,SK,"5,500",0.274,http://www.statiz.co.kr/player.php?name=박정환
이재원,2010,SK,"5,000",-0.111,http://www.statiz.co.kr/player.php?name=이재원
김연훈,2010,SK,"5,000",-0.254,http://www.statiz.co.kr/player.php?name=김연훈
모창민,2010,SK,"4,200",-0.420,http://www.statiz.co.kr/player.php?name=모창민
이한진,2010,SK,"3,500",0.071,http://www.statiz.co.kr/player.php?name=이한진
제춘모,2010,SK,"3,500",0.116,http://www.statiz.co.kr/player.php?name=제춘모
김용우,2010,SK,"3,000",,http://www.statiz.co.kr/player.php?name=김용우
엄정욱,2010,SK,"2,900",0.626,http://www.statiz.co.kr/player.php?name=엄정욱
임성헌,2010,SK,"2,800",-0.289,http://www.statiz.co.kr/player.php?name=임성헌
윤상균,2010,SK,"2,600",,http://www.statiz.co.kr/player.php?name=윤상균
이명기,2010,SK,"2,500",0.018,http://www.statiz.co.kr/player.php?name=이명기
박윤,2010,SK,"2,400",,http://www.statiz.co.kr/player.php?name=박윤
박진원,2010,SK,"2,400",,http://www.statiz.co.kr/player.php?name=박진원
안준형,2010,SK,"2,400",,http://www.statiz.co.kr/player.php?name=안준형
윤희상,2010,SK,"2,400",0.101,http://www.statiz.co.kr/player.php?name=윤희상
김선규,2010,SK,"2,400",-0.173,http://www.statiz.co.kr/player.php?name=김선규
박현준,2010,SK,"2,400",-0.268,http://www.statiz.co.kr/player.php?name=박현준
여건욱,2010,SK,"2,400",,http://www.statiz.co.kr/player.php?name=여건욱
오민철,2010,SK,"2,400",,http://www.statiz.co.kr/player.php?name=오민철
박희수,2010,SK,"2,400",0.249,http://www.statiz.co.kr/player.php?name=박희수
김용섭,2010,SK,"2,400",,http://www.statiz.co.kr/player.php?name=김용섭
하지호,2010,SK,"2,400",-0.158,http://www.statiz.co.kr/player.php?name=하지호
추경식,2010,SK,"2,400",,http://www.statiz.co.kr/player.php?name=추경식
허웅,2010,SK,"2,400",,http://www.statiz.co.kr/player.php?name=허웅
