선수명,연도,소속팀명,연봉,WAR,상세url
박경완,2011,SK,"50,000",-0.118,http://www.statiz.co.kr/player.php?name=박경완
이호준,2011,SK,"50,000",0.790,http://www.statiz.co.kr/player.php?name=이호준
박재홍,2011,SK,"40,000",-1.152,http://www.statiz.co.kr/player.php?name=박재홍
정근우,2011,SK,"31,000",2.965,http://www.statiz.co.kr/player.php?name=정근우
김광현,2011,SK,"27,000",0.736,http://www.statiz.co.kr/player.php?name=김광현
정대현,2011,SK,"26,000",2.497,http://www.statiz.co.kr/player.php?name=정대현
박진만,2011,SK,"25,000",2.207,http://www.statiz.co.kr/player.php?name=박진만
정우람,2011,SK,"22,000",4.471,http://www.statiz.co.kr/player.php?name=정우람
최정,2011,SK,"22,000",5.758,http://www.statiz.co.kr/player.php?name=최정
송은범,2011,SK,"22,000",1.042,http://www.statiz.co.kr/player.php?name=송은범
이승호,2011,SK,"20,000",0.653,http://www.statiz.co.kr/player.php?name=이승호
박정권,2011,SK,"20,000",1.018,http://www.statiz.co.kr/player.php?name=박정권
김강민,2011,SK,"20,000",1.896,http://www.statiz.co.kr/player.php?name=김강민
박재상,2011,SK,"17,000",1.192,http://www.statiz.co.kr/player.php?name=박재상
최동수,2011,SK,"15,000",0.324,http://www.statiz.co.kr/player.php?name=최동수
전병두,2011,SK,"13,000",1.345,http://www.statiz.co.kr/player.php?name=전병두
조동화,2011,SK,"11,000",-0.040,http://www.statiz.co.kr/player.php?name=조동화
전준호,2011,SK,"11,000",0.145,http://www.statiz.co.kr/player.php?name=전준호
정상호,2011,SK,"10,000",2.403,http://www.statiz.co.kr/player.php?name=정상호
이재영,2011,SK,"10,000",0.619,http://www.statiz.co.kr/player.php?name=이재영
김원형,2011,SK,"10,000",,http://www.statiz.co.kr/player.php?name=김원형
고효준,2011,SK,"10,000",1.657,http://www.statiz.co.kr/player.php?name=고효준
권용관,2011,SK,"7,600",0.073,http://www.statiz.co.kr/player.php?name=권용관
김연훈,2011,SK,"7,000",-0.826,http://www.statiz.co.kr/player.php?name=김연훈
이승호,2011,SK,"7,000",0.653,http://www.statiz.co.kr/player.php?name=이승호
이영욱,2011,SK,"6,200",0.907,http://www.statiz.co.kr/player.php?name=이영욱
박정환,2011,SK,"6,000",0.033,http://www.statiz.co.kr/player.php?name=박정환
안치용,2011,SK,"5,500",3.075,http://www.statiz.co.kr/player.php?name=안치용
엄정욱,2011,SK,"5,000",2.178,http://www.statiz.co.kr/player.php?name=엄정욱
김대유,2011,SK,"5,000",,http://www.statiz.co.kr/player.php?name=김대유
임훈,2011,SK,"5,000",0.652,http://www.statiz.co.kr/player.php?name=임훈
조영민,2011,SK,"4,400",-0.004,http://www.statiz.co.kr/player.php?name=조영민
제춘모,2011,SK,"3,300",,http://www.statiz.co.kr/player.php?name=제춘모
최경철,2011,SK,"3,300",-0.096,http://www.statiz.co.kr/player.php?name=최경철
최윤석,2011,SK,"3,200",1.066,http://www.statiz.co.kr/player.php?name=최윤석
문광은,2011,SK,"3,200",0.147,http://www.statiz.co.kr/player.php?name=문광은
박희수,2011,SK,"2,700",2.438,http://www.statiz.co.kr/player.php?name=박희수
김정남,2011,SK,"2,600",0.000,http://www.statiz.co.kr/player.php?name=김정남
윤희상,2011,SK,"2,500",0.313,http://www.statiz.co.kr/player.php?name=윤희상
이상백,2011,SK,"2,500",,http://www.statiz.co.kr/player.php?name=이상백
김용섭,2011,SK,"2,500",0.005,http://www.statiz.co.kr/player.php?name=김용섭
김성현,2011,SK,"2,400",-0.201,http://www.statiz.co.kr/player.php?name=김성현
박진원,2011,SK,"2,400",-0.163,http://www.statiz.co.kr/player.php?name=박진원
안정광,2011,SK,"2,400",-0.016,http://www.statiz.co.kr/player.php?name=안정광
홍명찬,2011,SK,"2,400",0.015,http://www.statiz.co.kr/player.php?name=홍명찬
이상훈,2011,SK,"2,400",-0.006,http://www.statiz.co.kr/player.php?name=이상훈
최원재,2011,SK,"2,400",0.133,http://www.statiz.co.kr/player.php?name=최원재
김정훈,2011,SK,"2,400",0.016,http://www.statiz.co.kr/player.php?name=김정훈
김태훈,2011,SK,"2,400",0.318,http://www.statiz.co.kr/player.php?name=김태훈
박종훈,2011,SK,"2,400",0.094,http://www.statiz.co.kr/player.php?name=박종훈
오성민,2011,SK,"2,400",0.121,http://www.statiz.co.kr/player.php?name=오성민
윤중환,2011,SK,"2,400",-0.045,http://www.statiz.co.kr/player.php?name=윤중환
