선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
서건창,78168,넥센,0.332,139,615,539,87,179,28,3,6,231,76,2,6,67,1,1,68,11,0.429,0.403,0.832,50,0.365,1.000,37,170,128,1.33,9,0.99,3.91,0.096,92.0,0.289
이정후,67341,넥센,0.324,144,622,552,111,179,29,8,2,230,47,2,2,60,2,6,67,9,0.417,0.395,0.812,52,0.321,0.000,39,182,126,1.44,5,0.90,4.04,0.092,88.6,0.282
채태인,77463,넥센,0.322,109,384,342,46,110,23,1,12,171,62,0,3,34,2,5,94,9,0.500,0.388,0.888,28,0.317,0.333,36,76,65,1.17,4,0.36,3.89,0.178,60.8,0.300
박윤,77848,넥센,0.313,9,18,16,2,5,1,0,0,6,0,0,0,2,0,0,4,0,0.375,0.389,0.764,2,0.000,0.000,1,4,3,1.33,0,0.50,4.22,0.063,2.4,0.269
고종욱,61353,넥센,0.312,123,453,426,70,133,24,8,8,197,54,0,2,22,2,3,92,11,0.462,0.349,0.811,32,0.288,0.133,40,114,89,1.28,5,0.24,3.91,0.150,63.1,0.273
김태완,76746,넥센,0.311,46,100,90,14,28,5,0,4,45,7,0,0,9,0,1,24,2,0.500,0.380,0.880,7,0.125,0.286,9,17,21,0.81,0,0.38,3.87,0.189,15.7,0.296
초이스,67394,넥센,0.307,46,201,176,37,54,8,1,17,115,42,0,1,17,0,7,49,5,0.653,0.388,1.041,16,0.277,0.000,26,28,46,0.61,0,0.35,3.96,0.347,40.6,0.338
김하성,64300,넥센,0.302,141,601,526,90,159,36,3,23,270,114,2,7,58,2,8,65,8,0.513,0.376,0.889,49,0.357,0.333,62,107,202,0.53,11,0.89,3.95,0.211,99.4,0.297
채상현,66302,넥센,0.300,5,12,10,0,3,0,0,0,3,0,1,0,1,1,0,3,1,0.300,0.364,0.664,0,0.000,1.000,0,3,1,3.00,0,0.33,3.33,0.000,0.9,0.239
김민성,77564,넥센,0.282,133,530,472,59,133,26,1,15,206,78,0,8,43,2,7,93,15,0.436,0.345,0.781,38,0.288,0.000,42,104,150,0.69,9,0.46,4.18,0.155,69.5,0.264
이택근,73342,넥센,0.278,100,269,241,27,67,15,1,3,93,29,1,1,25,1,1,58,9,0.386,0.347,0.733,18,0.264,0.231,19,63,54,1.17,4,0.43,4.31,0.108,29.9,0.253
송성문,65357,넥센,0.273,38,90,77,11,21,0,1,1,26,8,1,1,10,0,1,16,0,0.338,0.360,0.698,5,0.375,0.500,2,21,20,1.05,0,0.63,3.96,0.065,10.6,0.247
박동원,79365,넥센,0.270,103,284,256,33,69,9,0,11,111,39,6,2,17,0,3,56,9,0.434,0.320,0.754,14,0.292,0.286,20,64,69,0.93,2,0.30,3.64,0.164,34.0,0.253
장영석,79334,넥센,0.269,60,212,186,30,50,14,0,12,100,38,0,0,17,0,9,50,4,0.538,0.358,0.896,12,0.288,0.500,26,46,40,1.15,3,0.34,4.26,0.269,34.1,0.296
김웅빈,65898,넥센,0.252,67,142,135,18,34,8,0,3,51,19,0,0,6,0,1,33,3,0.378,0.289,0.667,8,0.282,0.179,11,29,39,0.74,2,0.18,3.43,0.126,13.5,0.225
박정음,62353,넥센,0.243,81,162,140,26,34,4,1,2,46,15,4,1,9,0,8,39,0,0.329,0.323,0.652,4,0.270,0.333,7,25,43,0.58,1,0.23,3.83,0.086,16.0,0.228
김규민,62356,넥센,0.238,14,23,21,5,5,0,1,0,7,2,0,0,1,0,1,6,0,0.333,0.304,0.637,1,0.167,0.000,1,7,3,2.33,0,0.17,3.70,0.095,2.2,0.220
임병욱,64346,넥센,0.238,21,46,42,10,10,3,0,1,16,7,0,1,3,0,0,14,2,0.381,0.283,0.664,2,0.200,0.500,4,14,5,2.80,0,0.21,4.24,0.143,4.6,0.223
허정협,65399,넥센,0.237,83,266,228,35,54,9,0,9,90,39,1,1,24,1,12,73,2,0.395,0.340,0.735,12,0.225,0.143,18,43,59,0.73,3,0.33,4.21,0.158,32.6,0.252
주효상,66354,넥센,0.195,64,129,118,10,23,5,0,1,31,9,0,0,9,0,2,51,2,0.263,0.264,0.527,4,0.233,0.500,6,23,21,1.10,2,0.18,4.17,0.068,7.6,0.185
김혜성,67304,넥센,0.188,16,17,16,1,3,2,0,0,5,2,0,0,1,0,0,6,0,0.313,0.235,0.548,0,1.000,0.000,2,3,4,0.75,0,0.17,3.94,0.125,1.1,0.184
김지수,79300,넥센,0.171,64,40,35,7,6,0,0,1,9,5,1,2,2,0,0,8,0,0.257,0.205,0.462,0,0.083,0.000,1,9,14,0.64,0,0.25,4.30,0.086,2.4,0.157
김재현,62332,넥센,0.167,70,88,84,6,14,2,0,2,22,6,0,0,3,0,1,27,4,0.262,0.205,0.467,4,0.074,0.000,4,21,22,0.95,1,0.11,3.49,0.095,2.7,0.158
홍성갑,61366,넥센,0.143,7,8,7,0,1,0,0,0,1,0,0,0,1,0,0,5,1,0.143,0.250,0.393,0,0.000,0.333,0,1,0,-,0,0.20,4.50,0.000,-0.1,0.148
대니돈,66306,넥센,0.140,20,57,50,5,7,2,0,1,12,2,0,0,7,0,0,16,3,0.240,0.246,0.486,0,0.059,0.000,3,13,14,0.93,0,0.44,4.14,0.100,2.2,0.171
강지광,79130,넥센,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,1,0,-,0,0.00,3.00,0.000,-0.2,0.000
김민준,63339,넥센,0.000,12,5,4,2,0,0,0,0,0,0,0,0,1,1,0,3,0,0.000,0.200,0.200,0,0.000,0.000,0,0,1,0.00,0,0.33,3.60,0.000,-0.1,0.090
김상수,76430,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
하영민,64350,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
한현희,62363,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
