선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
김웅빈,65898,넥센,0.429,10,15,14,4,6,0,0,1,9,4,0,1,0,0,0,3,0,0.643,0.400,1.043,2,0.333,0.000,1,5,1,5.00,1,0.00,3.67,0.214,3.6,0.341
윤석민,74215,넥센,0.334,92,402,341,72,114,15,0,19,186,80,0,6,46,3,9,50,16,0.545,0.420,0.965,34,0.289,0.000,34,102,81,1.26,7,0.92,4.06,0.211,71.5,0.325
고종욱,61353,넥센,0.334,133,566,527,92,176,22,9,8,240,72,1,5,28,1,5,103,10,0.455,0.370,0.825,52,0.409,0.545,39,142,111,1.28,9,0.27,3.72,0.121,82.7,0.280
서건창,78168,넥센,0.325,140,646,560,111,182,30,7,7,247,63,3,4,69,2,10,58,6,0.441,0.406,0.847,61,0.305,0.000,44,187,137,1.36,9,1.19,3.61,0.116,100.1,0.293
박정음,62353,넥센,0.309,98,263,223,45,69,5,3,4,92,26,5,2,30,0,3,52,5,0.413,0.395,0.808,19,0.365,0.250,12,55,49,1.12,5,0.58,3.98,0.103,37.0,0.281
이택근,73342,넥센,0.309,127,460,398,64,123,19,1,8,168,65,0,6,53,1,3,56,11,0.422,0.389,0.811,32,0.345,0.250,28,116,109,1.06,8,0.95,3.86,0.113,65.6,0.281
김민성,77564,넥센,0.306,141,579,510,76,156,39,5,17,256,90,1,12,53,3,3,89,15,0.502,0.367,0.869,47,0.298,0.000,61,112,165,0.68,3,0.60,4.18,0.196,90.1,0.291
대니돈,66306,넥센,0.295,129,497,417,65,123,33,1,16,206,70,1,4,70,4,5,72,8,0.494,0.399,0.893,34,0.297,0.111,50,83,143,0.58,7,0.97,3.91,0.199,81.2,0.303
채태인,77463,넥센,0.286,124,417,370,29,106,14,3,7,147,72,0,9,36,1,2,92,13,0.397,0.345,0.742,23,0.350,0.409,24,111,70,1.59,7,0.39,3.94,0.111,50.8,0.255
김지수,79300,넥센,0.286,81,106,91,16,26,5,0,3,40,9,4,1,10,0,0,16,3,0.440,0.353,0.793,4,0.160,0.200,8,21,29,0.72,2,0.63,3.93,0.154,13.5,0.269
김하성,64300,넥센,0.281,144,599,526,92,148,29,7,20,251,84,2,5,60,2,6,80,7,0.477,0.358,0.835,36,0.315,0.000,56,103,200,0.52,4,0.75,4.12,0.196,90.1,0.280
유재신,76368,넥센,0.258,93,74,62,20,16,0,0,0,16,6,2,0,10,0,0,12,0,0.258,0.361,0.619,1,0.350,0.000,0,19,15,1.27,0,0.83,4.00,0.000,7.9,0.227
임병욱,64346,넥센,0.249,104,265,233,43,58,11,1,8,95,24,6,0,25,0,1,82,2,0.408,0.324,0.732,13,0.197,0.000,20,37,56,0.66,0,0.30,4.00,0.159,32.6,0.248
박동원,79365,넥센,0.248,127,454,411,44,102,25,1,14,171,70,6,3,27,0,7,93,18,0.416,0.304,0.720,26,0.250,0.000,40,117,102,1.15,8,0.29,3.65,0.168,48.1,0.241
지재옥,62302,넥센,0.231,7,17,13,2,3,0,0,1,6,1,0,0,3,0,1,7,0,0.462,0.412,0.874,1,0.250,0.000,1,3,0,-,0,0.43,4.18,0.231,2.8,0.301
홍성갑,61366,넥센,0.226,44,68,62,4,14,0,1,0,16,7,0,0,1,0,5,18,2,0.258,0.294,0.552,0,0.235,0.217,1,13,17,0.76,0,0.06,3.72,0.032,4.6,0.197
주효상,66354,넥센,0.222,12,19,18,3,4,1,0,0,5,3,0,0,1,0,0,9,0,0.278,0.263,0.541,0,0.333,0.000,1,2,3,0.67,1,0.11,4.74,0.056,1.2,0.188
장시윤,63360,넥센,0.200,9,14,10,3,2,0,0,0,2,0,0,0,3,0,1,2,1,0.200,0.429,0.629,0,0.000,0.000,0,3,3,1.00,0,1.50,3.86,0.000,1.3,0.243
강지광,79130,넥센,0.197,40,80,66,10,13,2,0,1,18,7,1,1,11,0,1,24,1,0.273,0.316,0.589,2,0.150,0.000,3,12,18,0.67,0,0.46,3.86,0.076,6.3,0.210
장영석,79334,넥센,0.192,23,33,26,6,5,2,0,0,7,3,0,0,7,0,0,10,1,0.269,0.364,0.633,1,0.182,0.000,2,6,5,1.20,0,0.70,4.79,0.077,2.7,0.231
김재현,62332,넥센,0.181,56,82,72,8,13,2,0,0,15,8,2,0,7,0,1,14,1,0.208,0.263,0.471,3,0.313,0.000,2,25,20,1.25,0,0.50,4.16,0.028,3.9,0.170
허정협,65399,넥센,0.176,13,20,17,0,3,0,0,0,3,1,0,0,3,0,0,7,1,0.176,0.300,0.476,0,0.500,0.333,0,3,4,0.75,0,0.43,3.75,0.000,0.8,0.179
박윤,77848,넥센,0.091,7,12,11,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0.091,0.167,0.258,0,0.333,0.000,0,3,5,0.60,0,0.50,3.67,0.000,-0.1,0.098
김민준,63339,넥센,0.083,20,13,12,4,1,0,0,0,1,0,0,0,1,0,0,5,0,0.083,0.154,0.237,0,0.000,0.000,0,4,2,2.00,0,0.20,3.38,0.000,-0.5,0.090
김세현,76350,넥센,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김택형,65343,넥센,-,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,1.000,1.000,0,0.000,0.000,0,0,0,-,0,-,7.00,-,0.3,0.450
마정길,72749,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
오주원,74359,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
이정훈,97541,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
