선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
안태영,74460,넥센,0.353,12,37,34,3,12,2,0,1,17,3,0,0,1,0,2,14,0,0.500,0.405,0.905,3,0.143,0.333,3,4,4,1.00,0,0.07,4.57,0.147,6.3,0.307
박병호,75125,넥센,0.318,128,556,450,91,143,17,0,37,271,117,0,6,92,4,8,96,7,0.602,0.437,1.039,40,0.288,0.000,54,101,116,0.87,0,0.96,4.05,0.284,116.1,0.347
문우람,61363,넥센,0.305,69,291,256,41,78,19,0,4,109,28,4,2,25,0,4,43,1,0.426,0.373,0.799,23,0.373,0.500,23,73,64,1.14,0,0.58,3.76,0.121,40.7,0.274
조중근,71835,넥센,0.300,10,10,10,0,3,0,0,0,3,2,0,0,0,0,0,0,1,0.300,0.300,0.600,0,0.400,0.300,0,3,4,0.75,0,-,3.40,0.000,0.5,0.210
김민우,72303,넥센,0.292,33,55,48,5,14,1,1,0,17,11,0,1,5,0,1,8,1,0.354,0.364,0.718,3,0.316,0.100,2,12,15,0.80,0,0.63,3.89,0.063,6.5,0.252
강정호,76325,넥센,0.291,126,532,450,67,131,21,1,22,220,96,2,6,68,3,6,109,18,0.489,0.387,0.876,35,0.328,0.000,44,94,122,0.77,0,0.62,4.01,0.198,82.4,0.296
오윤,70312,넥센,0.291,67,143,117,14,34,5,0,0,39,17,1,2,20,0,3,29,3,0.333,0.401,0.734,8,0.306,0.172,5,22,34,0.65,0,0.69,3.89,0.043,17.9,0.264
이택근,73342,넥센,0.287,123,536,477,73,137,31,1,9,197,66,6,7,39,1,7,58,15,0.413,0.345,0.758,38,0.295,0.000,41,152,137,1.11,0,0.67,3.57,0.126,68.7,0.259
김민성,77564,넥센,0.282,128,523,458,60,129,24,2,15,202,72,3,4,42,1,16,84,11,0.441,0.360,0.801,31,0.301,0.000,41,112,137,0.82,0,0.50,3.93,0.159,70.9,0.272
송지만,96761,넥센,0.275,34,56,51,6,14,1,0,2,21,8,0,0,4,0,1,14,1,0.412,0.339,0.751,2,0.294,0.174,3,10,13,0.77,0,0.29,3.54,0.137,7.0,0.256
유한준,74339,넥센,0.272,97,344,298,37,81,13,0,7,115,40,3,2,37,2,4,48,7,0.386,0.358,0.744,22,0.280,0.000,20,70,101,0.69,0,0.77,3.75,0.114,41.8,0.258
김지수,79300,넥센,0.271,37,60,48,9,13,2,0,0,15,3,4,1,7,0,0,9,1,0.313,0.357,0.670,3,0.154,0.000,2,12,15,0.80,0,0.78,3.85,0.042,6.4,0.239
서건창,78168,넥센,0.266,86,372,316,53,84,13,2,0,101,18,8,4,33,0,11,29,3,0.320,0.352,0.672,17,0.226,1.000,15,97,110,0.88,0,1.14,3.88,0.054,42.9,0.238
서동욱,73606,넥센,0.261,104,265,218,27,57,12,1,6,89,21,12,2,30,0,3,52,4,0.408,0.356,0.764,11,0.184,0.111,19,56,55,1.02,0,0.58,3.72,0.147,33.5,0.262
장기영,71347,넥센,0.242,115,407,360,54,87,16,2,2,113,30,9,3,35,0,0,63,4,0.314,0.307,0.621,21,0.325,0.250,20,111,102,1.09,0,0.56,3.89,0.072,36.9,0.217
이성열,73136,넥센,0.236,92,329,284,42,67,12,0,18,133,48,3,2,23,1,17,115,2,0.468,0.328,0.796,15,0.208,0.300,30,51,53,0.96,0,0.20,3.74,0.232,45.8,0.265
허도환,77243,넥센,0.215,116,323,260,29,56,12,1,1,73,19,20,0,29,0,14,86,7,0.281,0.327,0.608,10,0.226,0.000,14,69,48,1.44,0,0.34,3.69,0.065,25.3,0.217
유재신,76368,넥센,0.200,75,23,20,22,4,0,0,0,4,2,0,0,2,0,1,9,1,0.200,0.304,0.504,0,0.667,0.000,0,4,3,1.33,0,0.22,3.70,0.000,-0.2,0.187
박동원,79365,넥센,0.194,69,106,98,5,19,6,0,1,28,6,0,0,7,0,1,28,6,0.286,0.255,0.541,1,0.217,0.333,7,31,20,1.55,0,0.25,4.11,0.092,5.1,0.186
신현철,76304,넥센,0.111,6,11,9,2,1,0,0,0,1,0,0,0,2,0,0,3,1,0.111,0.273,0.384,0,0.000,0.000,0,5,0,-,0,0.67,3.73,0.000,0.1,0.151
정수성,97350,넥센,0.111,37,20,18,8,2,1,0,0,3,0,1,0,1,0,0,7,0,0.167,0.158,0.325,0,0.000,0.000,1,6,3,2.00,0,0.14,4.10,0.056,0.0,0.113
박헌도,79356,넥센,0.083,9,13,12,0,1,1,0,0,2,0,0,0,1,0,0,6,0,0.167,0.154,0.321,0,0.000,0.167,1,3,2,1.50,0,0.17,4.38,0.083,0.0,0.111
박종윤,62338,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
손승락,75321,넥센,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
지재옥,62302,넥센,0.000,18,12,10,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0.000,0.167,0.167,0,0.000,0.000,0,3,2,1.50,0,0.40,4.17,0.000,-0.3,0.075
한현희,62363,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
