선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
강병우,75143,넥센,0.500,11,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0.500,0.500,1.000,0,0.000,0.000,0,0,1,0.00,0,-,2.50,0.000,0.1,0.350
강정호,76325,넥센,0.301,133,522,449,60,135,30,2,12,205,58,3,2,61,6,7,87,14,0.457,0.391,0.848,33,0.272,0.500,44,111,118,0.94,0,0.70,3.95,0.156,75.5,0.290
유한준,74339,넥센,0.291,131,543,481,52,140,27,0,9,194,79,8,4,49,0,1,81,17,0.403,0.355,0.758,33,0.384,0.500,36,148,116,1.28,0,0.60,3.80,0.112,65.3,0.261
송지만,96761,넥센,0.291,127,432,375,52,109,15,1,17,177,63,2,6,41,4,8,85,5,0.472,0.367,0.839,25,0.248,0.182,33,95,92,1.03,0,0.48,3.55,0.181,66.7,0.283
강병식,72325,넥센,0.287,107,300,251,32,72,9,1,9,110,30,1,3,34,2,11,51,5,0.438,0.391,0.829,18,0.216,0.185,19,74,57,1.30,0,0.67,4.11,0.151,44.6,0.285
장기영,71347,넥센,0.283,119,493,435,60,123,16,10,1,162,47,12,4,41,0,1,74,6,0.372,0.343,0.715,34,0.314,0.000,27,156,86,1.81,0,0.55,3.76,0.090,59.6,0.247
이숭용,94310,넥센,0.274,124,374,328,37,90,15,0,2,111,30,5,2,36,0,3,37,7,0.338,0.350,0.688,21,0.267,0.429,17,106,97,1.09,0,0.97,3.73,0.064,40.3,0.242
클락,78725,넥센,0.265,92,397,347,58,92,16,2,12,148,50,0,6,43,2,1,72,9,0.427,0.343,0.770,24,0.268,0.000,30,115,74,1.55,0,0.60,3.94,0.161,51.9,0.261
김민우,72303,넥센,0.257,128,536,447,64,115,20,3,9,168,44,16,3,61,0,9,85,11,0.376,0.356,0.732,27,0.236,1.000,32,141,109,1.29,0,0.72,4.10,0.119,66.0,0.254
유선정,76322,넥센,0.252,53,160,135,16,34,6,0,0,40,14,4,3,17,0,1,30,4,0.296,0.333,0.629,5,0.300,0.000,6,41,33,1.24,0,0.57,3.68,0.044,14.9,0.224
김일경,97300,넥센,0.251,104,220,195,30,49,13,1,4,76,21,12,1,8,0,4,42,2,0.390,0.293,0.683,8,0.239,0.143,18,53,52,1.02,0,0.19,3.54,0.138,24.2,0.229
권도영,73363,넥센,0.246,37,72,61,7,15,3,0,0,18,4,4,0,7,0,0,15,1,0.295,0.324,0.619,1,0.235,0.286,3,20,11,1.82,0,0.47,4.01,0.049,5.8,0.220
정수성,97350,넥센,0.238,8,24,21,3,5,0,0,0,5,0,2,0,1,0,0,8,0,0.238,0.273,0.511,0,0.200,0.000,0,6,2,3.00,0,0.13,4.38,0.000,1.6,0.182
장영석,79334,넥센,0.232,64,163,138,16,32,6,0,5,53,19,3,1,12,1,9,45,3,0.384,0.331,0.715,7,0.265,0.167,11,31,31,1.00,0,0.27,3.78,0.152,18.6,0.245
강귀태,72312,넥센,0.230,97,300,269,24,62,9,0,3,80,34,9,3,17,0,2,31,13,0.297,0.278,0.575,12,0.250,0.250,12,95,84,1.13,0,0.55,3.85,0.067,19.4,0.199
조중근,71835,넥센,0.207,21,31,29,2,6,0,0,0,6,3,0,0,2,1,0,6,1,0.207,0.258,0.465,0,0.200,0.100,0,13,4,3.25,0,0.33,3.84,0.000,1.1,0.168
김민성,77564,넥센,0.200,80,223,180,26,36,4,0,2,46,12,13,1,18,1,11,41,6,0.256,0.310,0.566,7,0.179,0.600,6,56,48,1.17,0,0.44,3.74,0.056,16.1,0.204
오윤,70312,넥센,0.180,37,69,61,6,11,3,0,1,17,4,0,0,8,0,0,16,2,0.279,0.275,0.554,0,0.111,0.091,4,18,16,1.13,0,0.50,3.99,0.098,4.1,0.194
이창섭,60304,넥센,0.167,8,12,12,1,2,0,0,0,2,0,0,0,0,0,0,6,0,0.167,0.167,0.334,0,0.000,0.000,0,4,0,-,0,0.00,3.75,0.000,0.1,0.117
허준,75344,넥센,0.163,73,57,49,5,8,1,0,0,9,1,3,0,4,0,1,15,2,0.184,0.241,0.425,2,0.000,0.250,1,13,13,1.00,0,0.27,3.63,0.020,1.2,0.154
오재일,75334,넥센,0.133,39,67,60,1,8,4,0,1,15,9,2,0,4,0,1,16,6,0.250,0.200,0.450,0,0.200,0.250,5,17,19,0.89,0,0.25,3.43,0.117,0.6,0.153
조재호,72313,넥센,0.121,46,36,33,6,4,0,0,0,4,4,0,0,2,0,1,9,0,0.121,0.194,0.315,0,0.231,0.222,0,11,9,1.22,0,0.22,3.69,0.000,0.3,0.118
고원준,79349,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김성현,78353,넥센,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.000
김정훈,60339,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김지수,79300,넥센,0.000,8,6,5,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0.000,0.167,0.167,0,0.000,0.000,0,2,3,0.67,0,-,4.00,0.000,-0.9,0.075
박동원,79365,넥센,0.000,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,0,1,0.00,0,0.00,4.50,0.000,-0.2,0.000
박성훈,75464,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
박준수,70349,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
배힘찬,72321,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
손승락,75321,넥센,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
송신영,99314,넥센,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
오재영,74359,넥센,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
이보근,75342,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
장종덕,60340,넥센,0.000,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.000,0.000,0,0,0,-,0,0.00,5.33,0.000,-0.3,0.000
