선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
강정호,76325,넥센,0.314,124,519,436,77,137,32,0,25,244,82,1,5,71,8,6,78,16,0.560,0.413,0.973,38,0.311,0.000,57,97,129,0.75,0,0.91,4.03,0.245,95.1,0.326
박병호,75125,넥센,0.290,133,560,469,76,136,34,0,31,263,105,0,7,73,3,11,111,6,0.561,0.393,0.954,40,0.316,0.000,65,92,137,0.67,0,0.66,3.99,0.271,103.1,0.317
김민성,77564,넥센,0.283,71,254,219,24,62,9,0,4,83,22,8,4,17,0,6,58,2,0.379,0.346,0.725,12,0.313,0.000,13,52,51,1.02,0,0.29,3.91,0.096,31.6,0.250
이택근,73342,넥센,0.275,94,391,345,54,95,20,1,8,141,55,6,6,31,2,3,30,10,0.409,0.335,0.744,30,0.295,0.000,29,120,106,1.13,0,1.03,3.89,0.133,47.1,0.253
서건창,78168,넥센,0.266,127,501,433,70,115,21,10,1,159,40,13,3,45,0,7,43,4,0.367,0.342,0.709,30,0.277,0.000,32,151,126,1.20,0,1.05,3.83,0.102,60.5,0.246
차화준,75307,넥센,0.250,8,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.250,0.250,0.500,0,0.000,0.000,0,1,1,1.00,0,0.00,3.25,0.000,0.2,0.175
장기영,71347,넥센,0.246,116,475,414,64,102,9,5,8,145,35,14,4,40,0,3,67,1,0.350,0.315,0.665,22,0.231,1.000,22,143,106,1.35,0,0.60,3.68,0.104,53.4,0.229
유한준,74339,넥센,0.240,74,274,246,22,59,11,1,3,81,25,6,1,19,1,2,36,11,0.329,0.299,0.628,12,0.263,0.333,15,90,62,1.45,0,0.53,3.76,0.089,22.0,0.217
유재신,76368,넥센,0.235,58,96,85,14,20,2,2,0,26,7,4,1,6,0,0,20,0,0.306,0.283,0.589,4,0.290,0.429,4,27,19,1.42,0,0.30,4.25,0.071,8.3,0.204
오윤,70312,넥센,0.231,94,208,173,16,40,3,1,3,54,20,3,0,29,0,3,41,7,0.312,0.351,0.663,6,0.340,0.156,7,55,37,1.49,0,0.71,3.84,0.081,20.4,0.236
문우람,61363,넥센,0.231,25,71,65,4,15,4,0,0,19,3,0,1,4,0,1,13,0,0.292,0.282,0.574,4,0.300,0.250,4,26,12,2.17,0,0.31,3.72,0.062,5.8,0.200
신현철,76304,넥센,0.231,11,26,26,2,6,2,0,0,8,3,0,0,0,0,0,5,0,0.308,0.231,0.539,0,0.600,0.500,2,6,9,0.67,0,0.00,3.65,0.077,1.6,0.181
김민우,72303,넥센,0.228,69,230,197,20,45,6,2,5,70,25,6,2,22,1,3,49,2,0.355,0.313,0.668,9,0.306,0.231,13,47,58,0.81,0,0.45,4.16,0.127,23.8,0.230
최경철,73824,넥센,0.223,81,144,130,9,29,3,1,0,34,7,7,0,6,0,1,32,0,0.262,0.263,0.525,5,0.179,0.000,4,40,29,1.38,0,0.19,3.22,0.038,8.9,0.184
이성열,73136,넥센,0.219,104,298,265,24,58,12,0,7,91,35,1,1,25,0,6,85,6,0.343,0.300,0.643,14,0.243,0.292,19,63,60,1.05,0,0.29,3.68,0.125,26.6,0.221
정수성,97350,넥센,0.217,87,244,203,37,44,7,3,2,63,9,6,1,29,1,5,42,1,0.310,0.328,0.638,8,0.151,0.167,12,71,47,1.51,0,0.69,4.19,0.094,24.6,0.225
강귀태,72312,넥센,0.211,12,21,19,2,4,0,0,0,4,1,1,0,0,0,1,4,0,0.211,0.250,0.461,1,0.250,0.000,0,7,4,1.75,0,0.00,3.67,0.000,1.0,0.165
