선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
손아섭,77532,롯데,0.314,132,556,503,61,158,26,0,5,199,58,2,4,41,4,6,79,7,0.396,0.370,0.766,43,0.333,0.500,31,174,96,1.81,0,0.52,3.72,0.082,72.5,0.266
김주찬,70410,롯데,0.294,118,488,435,62,128,27,3,5,176,39,11,5,30,1,7,48,7,0.405,0.346,0.751,39,0.278,0.333,35,120,144,0.83,0,0.63,3.36,0.110,62.0,0.257
홍성흔,99222,롯데,0.292,113,443,390,48,114,20,0,15,179,74,1,3,47,3,2,83,10,0.459,0.369,0.828,29,0.297,0.500,35,110,85,1.29,0,0.57,3.94,0.167,63.0,0.281
조성환,99543,롯데,0.278,103,390,345,40,96,14,0,3,119,33,14,2,28,0,1,58,7,0.345,0.332,0.677,31,0.269,0.200,17,93,100,0.93,0,0.48,3.78,0.067,39.9,0.236
박준서,71815,롯데,0.275,87,207,182,21,50,9,3,2,71,12,12,1,11,0,1,33,2,0.390,0.318,0.708,12,0.213,0.158,14,61,39,1.56,0,0.33,3.65,0.115,23.1,0.241
강민호,74540,롯데,0.273,119,454,400,41,109,21,0,19,187,66,0,2,44,2,8,97,9,0.468,0.355,0.823,27,0.265,0.250,40,84,112,0.75,0,0.45,4.02,0.195,64.6,0.277
황재균,76313,롯데,0.272,133,504,448,42,122,19,1,4,155,51,11,2,38,3,5,81,10,0.346,0.335,0.681,29,0.280,0.500,24,108,139,0.78,0,0.47,3.61,0.074,53.4,0.237
김사훈,61591,롯데,0.267,17,15,15,0,4,1,0,0,5,2,0,0,0,0,0,7,0,0.333,0.267,0.600,0,1.000,0.000,1,2,2,1.00,0,0.00,4.00,0.067,1.2,0.203
손용석,76536,롯데,0.266,43,70,64,3,17,2,0,0,19,5,0,0,5,0,1,13,1,0.297,0.329,0.626,2,0.300,0.267,2,18,16,1.13,0,0.38,3.60,0.031,6.3,0.222
박종윤,71562,롯데,0.257,121,459,416,41,107,19,4,9,161,47,15,1,22,5,5,64,10,0.387,0.302,0.689,26,0.252,0.167,32,127,119,1.07,0,0.34,3.57,0.130,46.2,0.233
전준우,78513,롯데,0.253,122,520,459,63,116,22,4,7,167,38,6,3,45,0,7,103,16,0.364,0.327,0.691,26,0.240,0.000,33,139,104,1.34,0,0.44,3.94,0.111,54.2,0.238
양종민,79530,롯데,0.250,2,4,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.250,0.250,0.500,0,1.000,0.000,0,2,0,-,0,0.00,4.00,0.000,0.4,0.175
용덕한,74223,롯데,0.236,55,80,72,9,17,1,0,1,21,6,3,0,4,0,1,10,0,0.292,0.286,0.578,2,0.200,0.000,2,23,22,1.05,0,0.40,3.58,0.056,7.0,0.202
권영준,79565,롯데,0.231,11,14,13,2,3,0,0,0,3,0,0,0,0,0,1,6,0,0.231,0.286,0.517,0,0.000,0.143,0,0,4,0.00,0,0.00,4.79,0.000,0.9,0.186
이승화,71565,롯데,0.214,65,101,84,12,18,2,0,1,23,5,5,0,12,0,0,21,0,0.274,0.313,0.587,0,0.250,0.154,3,30,15,2.00,0,0.57,3.80,0.060,8.1,0.209
문규현,72546,롯데,0.205,105,277,244,17,50,10,0,0,60,17,14,2,13,0,4,50,3,0.246,0.255,0.501,10,0.150,0.000,10,77,69,1.12,0,0.26,3.71,0.041,14.7,0.176
김문호,76509,롯데,0.203,56,95,79,10,16,3,0,0,19,2,2,0,11,1,3,22,1,0.241,0.323,0.564,1,0.200,0.222,3,25,16,1.56,0,0.50,3.74,0.038,6.4,0.206
정훈,60523,롯데,0.200,78,137,125,12,25,4,1,2,37,12,8,1,3,0,0,42,2,0.296,0.217,0.513,4,0.226,0.231,7,28,31,0.90,0,0.07,3.74,0.096,7.6,0.172
황성용,76562,롯데,0.172,73,66,58,11,10,0,0,0,10,6,2,0,5,0,1,17,2,0.172,0.250,0.422,0,0.316,0.143,0,22,9,2.44,0,0.29,4.32,0.000,2.1,0.156
김상호,62559,롯데,0.167,8,15,12,1,2,0,0,0,2,0,0,0,3,0,0,5,0,0.167,0.333,0.500,0,0.000,1.000,0,3,2,1.50,0,0.60,4.80,0.000,1.1,0.192
윤여운,62537,롯데,0.167,15,6,6,0,1,1,0,0,2,0,0,0,0,0,0,5,0,0.333,0.167,0.500,0,0.000,0.000,1,0,0,-,0,0.00,4.83,0.167,0.2,0.158
이인구,73563,롯데,0.167,7,12,12,1,2,0,0,0,2,0,0,0,0,0,0,4,0,0.167,0.167,0.334,0,0.250,0.000,0,2,4,0.50,0,0.00,3.67,0.000,0.1,0.117
정보명,73513,롯데,0.161,18,34,31,2,5,0,0,0,5,2,0,0,3,0,0,9,0,0.161,0.235,0.396,0,0.125,0.222,0,7,10,0.70,0,0.33,3.74,0.000,1.1,0.146
황진수,78566,롯데,0.111,28,20,18,2,2,1,0,0,3,0,1,0,1,0,0,9,1,0.167,0.158,0.325,0,0.000,0.000,1,5,2,2.50,0,0.11,3.85,0.056,0.1,0.113
