선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
손아섭,77532,롯데,0.345,128,568,498,83,172,23,4,11,236,69,0,3,64,6,3,88,9,0.474,0.421,0.895,49,0.313,1.000,38,152,89,1.71,0,0.73,3.90,0.129,97.8,0.308
김준태,62558,롯데,0.333,4,6,6,0,2,0,0,0,2,1,0,0,0,0,0,2,0,0.333,0.333,0.666,0,0.250,0.000,0,1,1,1.00,0,0.00,3.67,0.000,0.6,0.233
박준서,71815,롯데,0.298,79,139,124,15,37,6,1,2,51,32,0,0,13,1,2,23,5,0.411,0.374,0.785,5,0.373,0.314,9,38,26,1.46,0,0.57,4.19,0.113,17.7,0.271
전준우,78513,롯데,0.275,128,537,455,65,125,25,1,7,173,66,5,7,65,0,5,77,15,0.380,0.367,0.747,34,0.316,0.000,33,131,129,1.02,0,0.84,3.87,0.105,66.7,0.260
황재균,76313,롯데,0.274,128,559,489,70,134,29,3,7,190,56,7,4,49,3,10,78,14,0.389,0.350,0.739,32,0.246,0.000,39,141,140,1.01,0,0.63,3.86,0.115,65.8,0.255
장성호,96610,롯데,0.266,83,278,241,21,64,10,1,4,88,27,0,0,35,4,2,36,5,0.365,0.363,0.728,12,0.290,0.357,15,74,67,1.10,0,0.97,4.28,0.100,32.3,0.255
김문호,76509,롯데,0.263,40,166,137,19,36,10,0,0,46,10,5,0,21,0,3,31,1,0.336,0.373,0.709,9,0.200,0.500,10,41,29,1.41,0,0.68,4.08,0.073,18.7,0.252
정훈,60523,롯데,0.258,113,398,341,50,88,15,3,5,124,37,14,5,30,0,8,54,8,0.364,0.328,0.692,18,0.258,0.250,23,100,104,0.96,0,0.56,4.01,0.106,43.1,0.239
박종윤,71562,롯데,0.255,115,416,381,37,97,24,2,7,146,58,3,6,21,3,5,56,9,0.383,0.298,0.681,27,0.252,0.625,33,109,125,0.87,0,0.38,3.68,0.129,43.1,0.230
이승화,71565,롯데,0.253,60,251,217,30,55,5,0,0,60,16,9,2,15,0,8,47,2,0.276,0.322,0.598,13,0.177,0.000,5,74,43,1.72,0,0.32,3.61,0.023,21.1,0.214
