선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
손아섭,77532,롯데,0.317,116,517,445,86,141,28,1,13,210,54,0,3,68,3,1,96,6,0.472,0.406,0.878,39,0.354,0.000,42,144,67,2.15,7,0.71,4.15,0.155,83.4,0.301
아두치,65523,롯데,0.314,132,594,526,105,165,34,5,28,293,106,1,4,55,8,8,118,9,0.557,0.384,0.941,45,0.354,0.750,67,140,107,1.31,10,0.47,4.02,0.243,105.6,0.312
강민호,74540,롯데,0.311,123,456,380,63,118,18,1,35,243,86,0,2,60,2,14,112,14,0.639,0.421,1.060,32,0.322,0.167,54,73,79,0.92,7,0.54,4.21,0.329,92.5,0.349
최준석,71552,롯데,0.306,144,618,507,78,155,18,1,31,268,109,1,1,108,4,1,134,17,0.529,0.428,0.957,38,0.340,0.000,50,129,90,1.43,10,0.81,4.51,0.223,109.2,0.325
김문호,76509,롯데,0.306,93,325,288,35,88,13,0,4,113,31,6,2,25,0,4,45,11,0.392,0.367,0.759,25,0.280,0.167,17,94,63,1.49,1,0.56,3.66,0.087,38.9,0.263
정훈,60523,롯데,0.300,135,562,486,85,146,27,2,9,204,62,7,3,52,2,14,102,14,0.420,0.382,0.802,40,0.295,0.429,38,128,113,1.13,2,0.51,4.04,0.119,76.5,0.277
황재균,76313,롯데,0.290,144,596,534,95,155,41,2,26,278,97,4,6,48,1,4,122,14,0.521,0.350,0.871,43,0.242,0.308,69,109,154,0.71,7,0.39,3.71,0.230,90.5,0.288
오승택,60558,롯데,0.275,122,353,327,57,90,18,1,8,134,43,4,1,17,0,4,100,9,0.410,0.318,0.728,23,0.198,0.000,27,66,72,0.92,3,0.17,3.74,0.135,40.7,0.246
오윤석,64504,롯데,0.273,29,36,33,7,9,1,0,1,13,3,1,0,2,0,0,8,2,0.394,0.314,0.708,2,0.333,0.200,2,8,8,1.00,0,0.25,3.92,0.121,3.4,0.240
김주현,77669,롯데,0.260,47,79,73,7,19,4,0,2,29,12,1,0,5,0,0,19,3,0.397,0.308,0.705,1,0.286,0.310,6,19,16,1.19,2,0.26,3.84,0.137,8.1,0.238
박종윤,71562,롯데,0.255,98,326,314,29,80,11,3,4,109,28,1,1,7,2,3,38,11,0.347,0.277,0.624,20,0.224,0.091,18,107,90,1.19,6,0.18,3.51,0.092,25.7,0.211
문규현,72546,롯데,0.245,105,298,265,24,65,12,1,2,85,25,15,3,14,0,1,39,6,0.321,0.283,0.604,15,0.200,0.000,15,91,73,1.25,0,0.36,3.57,0.075,23.9,0.208
김민하,61554,롯데,0.241,54,141,116,18,28,6,0,1,37,8,3,0,18,0,4,40,4,0.319,0.362,0.681,6,0.226,0.000,7,23,25,0.92,3,0.45,3.91,0.078,14.2,0.243
안중열,64022,롯데,0.240,80,137,125,16,30,10,0,1,43,14,4,1,7,0,0,31,4,0.344,0.278,0.622,7,0.250,0.000,11,34,31,1.10,1,0.23,3.50,0.104,11.1,0.211
이우민,71565,롯데,0.227,75,174,141,18,32,4,0,4,48,18,17,0,10,0,6,43,2,0.340,0.306,0.646,5,0.265,0.250,8,43,23,1.87,0,0.23,3.89,0.113,16.2,0.223
손용석,76536,롯데,0.217,38,74,69,4,15,2,0,0,17,2,4,0,1,0,0,11,2,0.246,0.229,0.475,3,0.125,0.125,2,25,18,1.39,0,0.09,3.04,0.029,2.8,0.165
오현근,78850,롯데,0.214,20,36,28,3,6,2,0,0,8,3,2,0,6,0,0,6,0,0.286,0.353,0.639,1,0.364,0.167,2,8,8,1.00,0,1.00,4.17,0.071,3.4,0.230
김대우,78536,롯데,0.174,39,100,92,9,16,1,1,3,28,9,2,0,5,0,1,39,2,0.304,0.224,0.528,3,0.174,0.111,5,22,15,1.47,0,0.13,4.03,0.130,6.0,0.177
김준태,62558,롯데,0.154,27,31,26,0,4,0,0,0,4,0,1,0,4,0,0,12,1,0.154,0.267,0.421,1,0.000,0.000,0,4,6,0.67,0,0.33,3.90,0.000,1.0,0.159
임재철,99507,롯데,0.154,38,63,52,6,8,2,0,1,13,3,3,0,7,0,1,16,1,0.250,0.267,0.517,2,0.059,0.125,3,18,10,1.80,1,0.44,4.52,0.096,3.8,0.183
