선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
전병우,65586,롯데,0.364,27,77,66,18,24,7,0,3,40,13,0,1,9,0,1,24,1,0.606,0.442,1.048,6,0.692,0.000,10,9,10,0.90,1,0.38,4.17,0.242,16.3,0.350
허일,61566,롯데,0.357,9,15,14,1,5,0,0,0,5,0,0,0,1,0,0,2,0,0.357,0.400,0.757,1,0.000,0.250,0,3,4,0.75,0,0.50,3.93,0.000,2.0,0.269
전준우,78513,롯데,0.342,144,614,556,118,190,36,2,33,329,90,1,2,48,1,7,82,12,0.592,0.400,0.992,59,0.379,0.300,71,146,140,1.04,4,0.59,3.78,0.250,115.4,0.328
이대호,71564,롯데,0.333,144,604,543,81,181,30,0,37,322,125,0,4,43,7,14,75,18,0.593,0.394,0.987,55,0.307,0.444,67,130,161,0.81,17,0.57,3.66,0.260,112.0,0.326
손아섭,77532,롯데,0.329,141,625,553,109,182,32,5,26,302,93,1,1,68,1,2,99,15,0.546,0.404,0.950,55,0.360,0.333,63,182,91,2.00,9,0.69,3.99,0.217,112.2,0.318
민병헌,76249,롯데,0.318,118,494,443,74,141,21,0,17,213,66,2,6,35,3,8,68,10,0.481,0.374,0.855,45,0.283,0.250,38,117,123,0.95,8,0.51,3.59,0.163,76.4,0.289
정훈,60523,롯데,0.305,91,194,174,33,53,10,1,7,86,26,0,3,16,1,1,39,4,0.494,0.361,0.855,11,0.271,0.189,18,39,46,0.85,2,0.41,4.12,0.190,30.0,0.286
신본기,62556,롯데,0.294,139,479,425,55,125,28,1,11,188,71,5,5,33,2,11,95,12,0.442,0.357,0.799,34,0.300,0.500,40,110,100,1.10,5,0.35,3.72,0.148,62.8,0.271
채태인,77463,롯데,0.293,130,420,376,44,110,18,0,15,173,75,1,4,34,3,5,107,10,0.460,0.356,0.816,30,0.328,0.429,33,96,67,1.43,3,0.32,3.81,0.168,59.1,0.275
문규현,72546,롯데,0.275,122,349,316,42,87,19,1,6,126,41,9,6,18,0,0,45,9,0.399,0.309,0.708,23,0.274,0.250,26,80,110,0.73,2,0.40,3.73,0.123,38.5,0.239
이병규,76100,롯데,0.273,103,257,198,31,54,11,1,10,97,39,0,2,50,1,7,58,5,0.490,0.432,0.922,12,0.290,0.229,22,43,45,0.96,2,0.86,4.36,0.217,44.1,0.317
번즈,67598,롯데,0.268,133,505,462,80,124,34,5,23,237,64,1,0,33,2,9,133,8,0.513,0.329,0.842,34,0.230,0.000,62,96,109,0.88,5,0.25,3.71,0.245,73.8,0.276
나경민,66508,롯데,0.263,87,71,57,23,15,2,0,0,17,1,1,0,10,0,3,21,0,0.298,0.400,0.698,1,0.188,0.000,2,9,12,0.75,0,0.48,4.10,0.035,9.3,0.255
김문호,76509,롯데,0.250,46,115,100,12,25,7,0,2,38,16,2,0,13,1,0,27,2,0.380,0.336,0.716,5,0.250,0.267,9,24,24,1.00,1,0.48,3.96,0.130,12.8,0.246
안중열,64022,롯데,0.247,60,176,154,19,38,11,0,4,61,18,7,0,12,0,3,56,4,0.396,0.314,0.710,8,0.273,0.000,15,39,21,1.86,1,0.21,3.97,0.149,18.2,0.240
한동희,68525,롯데,0.232,87,226,211,24,49,13,1,4,76,25,0,1,12,0,2,58,7,0.360,0.279,0.639,11,0.254,0.286,18,69,36,1.92,1,0.21,3.90,0.128,18.8,0.216
김사훈,61591,롯데,0.230,56,79,74,7,17,3,0,0,20,6,3,0,1,0,1,22,0,0.270,0.250,0.520,2,0.227,0.000,3,17,18,0.94,0,0.05,3.35,0.041,4.7,0.180
조홍석,63593,롯데,0.226,39,71,62,14,14,1,0,0,15,1,1,0,6,0,2,13,2,0.242,0.314,0.556,2,0.100,0.143,1,20,15,1.33,1,0.46,3.97,0.016,4.2,0.202
김동한,61204,롯데,0.193,55,96,83,11,16,1,0,2,23,9,2,2,9,0,0,18,1,0.277,0.266,0.543,3,0.167,0.300,3,26,25,1.04,1,0.50,4.23,0.084,7.7,0.189
오윤석,64504,롯데,0.167,13,13,12,3,2,0,0,0,2,0,0,0,1,0,0,5,1,0.167,0.231,0.398,0,0.250,0.000,0,3,2,1.50,0,0.20,4.23,0.000,0.0,0.146
황진수,78566,롯데,0.167,18,26,24,6,4,1,0,1,8,1,0,0,2,0,0,5,0,0.333,0.231,0.564,1,0.000,0.000,2,10,5,2.00,1,0.40,3.96,0.167,2.2,0.187
나원탁,67454,롯데,0.125,20,24,24,0,3,0,0,0,3,1,0,0,0,0,0,10,0,0.125,0.125,0.250,0,0.200,0.333,0,3,8,0.38,0,0.00,4.29,0.000,-0.5,0.088
나종덕,67539,롯데,0.124,106,203,177,15,22,3,0,2,31,11,9,0,12,0,5,85,2,0.175,0.201,0.376,2,0.100,0.000,5,38,32,1.19,3,0.14,4.00,0.051,4.3,0.134
박헌도,79356,롯데,0.115,15,31,26,1,3,1,0,0,4,0,0,0,5,0,0,10,1,0.154,0.258,0.412,0,0.000,0.111,1,6,7,0.86,0,0.50,4.81,0.038,0.9,0.155
구승민,63543,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
노경은,73211,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
손승락,75321,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
윤성빈,67588,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
장시환,77318,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
