선수명,연도,소속팀명,연봉,WAR,상세url
이호준,2013,NC,"45,000",2.404,http://www.statiz.co.kr/player.php?name=이호준
이승호,2013,NC,"35,000",-0.234,http://www.statiz.co.kr/player.php?name=이승호
송신영,2013,NC,"30,000",,http://www.statiz.co.kr/player.php?name=송신영
이현곤,2013,NC,"15,000",0.273,http://www.statiz.co.kr/player.php?name=이현곤
고창성,2013,NC,"8,500",0.186,http://www.statiz.co.kr/player.php?name=고창성
조영훈,2013,NC,"7,500",1.452,http://www.statiz.co.kr/player.php?name=조영훈
김태군,2013,NC,"5,500",-0.086,http://www.statiz.co.kr/player.php?name=김태군
허준,2013,NC,"5,000",-0.109,http://www.statiz.co.kr/player.php?name=허준
이재학,2013,NC,"5,000",4.442,http://www.statiz.co.kr/player.php?name=이재학
모창민,2013,NC,"4,200",3.220,http://www.statiz.co.kr/player.php?name=모창민
나성범,2013,NC,"4,000",2.532,http://www.statiz.co.kr/player.php?name=나성범
조평호,2013,NC,"3,400",0.188,http://www.statiz.co.kr/player.php?name=조평호
문현정,2013,NC,"3,300",,http://www.statiz.co.kr/player.php?name=문현정
김진성,2013,NC,"3,300",0.202,http://www.statiz.co.kr/player.php?name=김진성
황덕균,2013,NC,"3,300",0.000,http://www.statiz.co.kr/player.php?name=황덕균
김종호,2013,NC,"3,000",2.745,http://www.statiz.co.kr/player.php?name=김종호
차화준,2013,NC,"2,800",0.198,http://www.statiz.co.kr/player.php?name=차화준
박민우,2013,NC,"2,600",0.229,http://www.statiz.co.kr/player.php?name=박민우
정성기,2013,NC,"2,600",0.102,http://www.statiz.co.kr/player.php?name=정성기
마낙길,2013,NC,"2,600",0.004,http://www.statiz.co.kr/player.php?name=마낙길
임창민,2013,NC,"2,600",1.105,http://www.statiz.co.kr/player.php?name=임창민
노성호,2013,NC,"2,600",-0.302,http://www.statiz.co.kr/player.php?name=노성호
이태양,2013,NC,"2,600",0.376,http://www.statiz.co.kr/player.php?name=이태양
윤영삼,2013,NC,"2,500",,http://www.statiz.co.kr/player.php?name=윤영삼
원종현,2013,NC,"2,400",,http://www.statiz.co.kr/player.php?name=원종현
강구성,2013,NC,"2,400",-0.048,http://www.statiz.co.kr/player.php?name=강구성
김성욱,2013,NC,"2,400",-0.020,http://www.statiz.co.kr/player.php?name=김성욱
김종찬,2013,NC,"2,400",-0.093,http://www.statiz.co.kr/player.php?name=김종찬
신재영,2013,NC,"2,400",,http://www.statiz.co.kr/player.php?name=신재영
민성기,2013,NC,"2,400",,http://www.statiz.co.kr/player.php?name=민성기
박상혁,2013,NC,"2,400",-0.210,http://www.statiz.co.kr/player.php?name=박상혁
김태우,2013,NC,"2,400",-0.233,http://www.statiz.co.kr/player.php?name=김태우
이민호,2013,NC,"2,400",1.064,http://www.statiz.co.kr/player.php?name=이민호
한윤기,2013,NC,"2,400",,http://www.statiz.co.kr/player.php?name=한윤기
강진성,2013,NC,"2,400",0.100,http://www.statiz.co.kr/player.php?name=강진성
김동건,2013,NC,"2,400",-0.078,http://www.statiz.co.kr/player.php?name=김동건
노진혁,2013,NC,"2,400",0.270,http://www.statiz.co.kr/player.php?name=노진혁
이태원,2013,NC,"2,400",-0.402,http://www.statiz.co.kr/player.php?name=이태원
이형범,2013,NC,"2,400",-0.051,http://www.statiz.co.kr/player.php?name=이형범
이명환,2013,NC,"2,400",-0.149,http://www.statiz.co.kr/player.php?name=이명환
이창호,2013,NC,"2,400",,http://www.statiz.co.kr/player.php?name=이창호
박헌욱,2013,NC,"2,400",0.000,http://www.statiz.co.kr/player.php?name=박헌욱
