선수명,연도,소속팀명,연봉,WAR,상세url
송동욱,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=송동욱
이준평,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=이준평
스크럭스,2018,NC,"900,000",1.189,http://www.statiz.co.kr/player.php?name=스크럭스
김민수,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=김민수
이재용,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=이재용
김영중,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=김영중
왕웨이중,2018,NC,"900,000",2.277,http://www.statiz.co.kr/player.php?name=왕웨이중
조원빈,2018,NC,"900,000",-0.021,http://www.statiz.co.kr/player.php?name=조원빈
최상인,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=최상인
도태훈,2018,NC,"900,000",0.156,http://www.statiz.co.kr/player.php?name=도태훈
이재율,2018,NC,"900,000",-0.202,http://www.statiz.co.kr/player.php?name=이재율
이훈,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=이훈
이호중,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=이호중
이우석,2018,NC,"900,000",0.018,http://www.statiz.co.kr/player.php?name=이우석
윤병호,2018,NC,"900,000",-0.122,http://www.statiz.co.kr/player.php?name=윤병호
문석종,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=문석종
홍지운,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=홍지운
류재인,2018,NC,"900,000",-0.065,http://www.statiz.co.kr/player.php?name=류재인
베렛,2018,NC,"900,000",2.217,http://www.statiz.co.kr/player.php?name=베렛
김시훈,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=김시훈
조무성,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=조무성
이국필,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=이국필
김병재,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=김병재
구황,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=구황
천재환,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=천재환
노병훈,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=노병훈
이효준,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=이효준
이도현,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=이도현
김도환,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=김도환
김희원,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=김희원
이인혁,2018,NC,"900,000",0.003,http://www.statiz.co.kr/player.php?name=이인혁
최보성,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=최보성
공수빈,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=공수빈
김재균,2018,NC,"900,000",0.110,http://www.statiz.co.kr/player.php?name=김재균
김철호,2018,NC,"900,000",0.004,http://www.statiz.co.kr/player.php?name=김철호
노학준,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=노학준
이지우,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=이지우
최금강,2018,NC,"900,000",-0.328,http://www.statiz.co.kr/player.php?name=최금강
조평호,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=조평호
심규범,2018,NC,"900,000",0.028,http://www.statiz.co.kr/player.php?name=심규범
이범준,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=이범준
이종욱,2018,NC,"900,000",-0.376,http://www.statiz.co.kr/player.php?name=이종욱
박으뜸,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=박으뜸
김경년,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=김경년
손정욱,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=손정욱
박민주,2018,NC,"900,000",,http://www.statiz.co.kr/player.php?name=박민주
박석민,2018,NC,"75,000",0.986,http://www.statiz.co.kr/player.php?name=박석민
손시헌,2018,NC,"50,000",0.035,http://www.statiz.co.kr/player.php?name=손시헌
나성범,2018,NC,"43,000",5.429,http://www.statiz.co.kr/player.php?name=나성범
박민우,2018,NC,"32,000",2.725,http://www.statiz.co.kr/player.php?name=박민우
임창민,2018,NC,"25,000",-0.090,http://www.statiz.co.kr/player.php?name=임창민
김진성,2018,NC,"23,000",-0.263,http://www.statiz.co.kr/player.php?name=김진성
이재학,2018,NC,"19,000",2.666,http://www.statiz.co.kr/player.php?name=이재학
이민호,2018,NC,"18,800",0.154,http://www.statiz.co.kr/player.php?name=이민호
원종현,2018,NC,"18,500",0.875,http://www.statiz.co.kr/player.php?name=원종현
모창민,2018,NC,"18,500",0.570,http://www.statiz.co.kr/player.php?name=모창민
지석훈,2018,NC,"15,000",-0.867,http://www.statiz.co.kr/player.php?name=지석훈
권희동,2018,NC,"13,000",1.033,http://www.statiz.co.kr/player.php?name=권희동
김성욱,2018,NC,"10,500",2.149,http://www.statiz.co.kr/player.php?name=김성욱
강윤구,2018,NC,"8,500",-0.107,http://www.statiz.co.kr/player.php?name=강윤구
이상호,2018,NC,"7,500",-0.758,http://www.statiz.co.kr/player.php?name=이상호
유원상,2018,NC,"6,000",-0.003,http://www.statiz.co.kr/player.php?name=유원상
정범모,2018,NC,"5,500",-0.480,http://www.statiz.co.kr/player.php?name=정범모
김종민,2018,NC,"5,300",-0.089,http://www.statiz.co.kr/player.php?name=김종민
윤수호,2018,NC,"4,700",,http://www.statiz.co.kr/player.php?name=윤수호
노성호,2018,NC,"4,500",-0.240,http://www.statiz.co.kr/player.php?name=노성호
김건태,2018,NC,"4,500",0.062,http://www.statiz.co.kr/player.php?name=김건태
노진혁,2018,NC,"4,300",1.646,http://www.statiz.co.kr/player.php?name=노진혁
정수민,2018,NC,"4,200",0.135,http://www.statiz.co.kr/player.php?name=정수민
민태호,2018,NC,"4,000",0.036,http://www.statiz.co.kr/player.php?name=민태호
박광열,2018,NC,"3,600",-0.166,http://www.statiz.co.kr/player.php?name=박광열
이형범,2018,NC,"3,500",0.423,http://www.statiz.co.kr/player.php?name=이형범
배재환,2018,NC,"3,000",0.788,http://www.statiz.co.kr/player.php?name=배재환
강진성,2018,NC,"3,000",-0.325,http://www.statiz.co.kr/player.php?name=강진성
최성영,2018,NC,"2,900",0.432,http://www.statiz.co.kr/player.php?name=최성영
신진호,2018,NC,"2,800",-0.156,http://www.statiz.co.kr/player.php?name=신진호
박헌욱,2018,NC,"2,700",-0.050,http://www.statiz.co.kr/player.php?name=박헌욱
김진형,2018,NC,"2,700",,http://www.statiz.co.kr/player.php?name=김진형
이원재,2018,NC,"2,700",0.350,http://www.statiz.co.kr/player.php?name=이원재
김찬형,2018,NC,"2,700",0.045,http://www.statiz.co.kr/player.php?name=김찬형
유영준,2018,NC,"2,700",,http://www.statiz.co.kr/player.php?name=유영준
윤수강,2018,NC,"2,700",,http://www.statiz.co.kr/player.php?name=윤수강
오영수,2018,NC,"2,700",-0.235,http://www.statiz.co.kr/player.php?name=오영수
신민혁,2018,NC,"2,700",,http://www.statiz.co.kr/player.php?name=신민혁
소이현,2018,NC,"2,700",,http://www.statiz.co.kr/player.php?name=소이현
윤강민,2018,NC,"2,700",-0.278,http://www.statiz.co.kr/player.php?name=윤강민
김영규,2018,NC,"2,700",,http://www.statiz.co.kr/player.php?name=김영규
이승헌,2018,NC,"2,700",,http://www.statiz.co.kr/player.php?name=이승헌
김형준,2018,NC,"2,700",-0.517,http://www.statiz.co.kr/player.php?name=김형준
