선수명,연도,소속팀명,연봉,WAR,상세url
노장진,2005,롯데,"28,000",1.765,http://www.statiz.co.kr/player.php?name=노장진
정수근,2005,롯데,"25,000",2.505,http://www.statiz.co.kr/player.php?name=정수근
이상목,2005,롯데,"20,000",3.209,http://www.statiz.co.kr/player.php?name=이상목
손민한,2005,롯데,"18,000",5.894,http://www.statiz.co.kr/player.php?name=손민한
염종석,2005,롯데,"15,000",2.523,http://www.statiz.co.kr/player.php?name=염종석
최기문,2005,롯데,"14,500",-0.059,http://www.statiz.co.kr/player.php?name=최기문
박지철,2005,롯데,"13,000",-0.147,http://www.statiz.co.kr/player.php?name=박지철
손인호,2005,롯데,"8,000",0.131,http://www.statiz.co.kr/player.php?name=손인호
주형광,2005,롯데,"8,000",-0.014,http://www.statiz.co.kr/player.php?name=주형광
강상수,2005,롯데,"8,000",-0.424,http://www.statiz.co.kr/player.php?name=강상수
가득염,2005,롯데,"8,000",0.653,http://www.statiz.co.kr/player.php?name=가득염
박현승,2005,롯데,"7,800",-0.026,http://www.statiz.co.kr/player.php?name=박현승
이대호,2005,롯데,"7,000",3.984,http://www.statiz.co.kr/player.php?name=이대호
김주찬,2005,롯데,"5,900",,http://www.statiz.co.kr/player.php?name=김주찬
박기혁,2005,롯데,"5,700",2.248,http://www.statiz.co.kr/player.php?name=박기혁
박연수,2005,롯데,"4,700",0.844,http://www.statiz.co.kr/player.php?name=박연수
이정훈,2005,롯데,"4,600",0.966,http://www.statiz.co.kr/player.php?name=이정훈
신명철,2005,롯데,"4,300",1.012,http://www.statiz.co.kr/player.php?name=신명철
노승욱,2005,롯데,"4,000",0.222,http://www.statiz.co.kr/player.php?name=노승욱
이용훈,2005,롯데,"3,800",1.550,http://www.statiz.co.kr/player.php?name=이용훈
이계성,2005,롯데,"3,300",-0.138,http://www.statiz.co.kr/player.php?name=이계성
이정민,2005,롯데,"3,200",2.097,http://www.statiz.co.kr/player.php?name=이정민
장원준,2005,롯데,"2,900",1.246,http://www.statiz.co.kr/player.php?name=장원준
이명우,2005,롯데,"2,800",0.287,http://www.statiz.co.kr/player.php?name=이명우
박남섭,2005,롯데,"2,700",,http://www.statiz.co.kr/player.php?name=박남섭
김승관,2005,롯데,"2,600",-0.024,http://www.statiz.co.kr/player.php?name=김승관
박경진,2005,롯데,"2,500",-0.098,http://www.statiz.co.kr/player.php?name=박경진
조효상,2005,롯데,"2,200",-0.157,http://www.statiz.co.kr/player.php?name=조효상
박진환,2005,롯데,"2,100",-0.045,http://www.statiz.co.kr/player.php?name=박진환
허준혁,2005,롯데,"2,100",,http://www.statiz.co.kr/player.php?name=허준혁
김종성,2005,롯데,"2,000",,http://www.statiz.co.kr/player.php?name=김종성
김수화,2005,롯데,"2,000",-0.057,http://www.statiz.co.kr/player.php?name=김수화
이석만,2005,롯데,"2,000",0.142,http://www.statiz.co.kr/player.php?name=이석만
김휘곤,2005,롯데,"2,000",,http://www.statiz.co.kr/player.php?name=김휘곤
박정준,2005,롯데,"2,000",-0.377,http://www.statiz.co.kr/player.php?name=박정준
강민호,2005,롯데,"2,000",0.207,http://www.statiz.co.kr/player.php?name=강민호
이정동,2005,롯데,"2,000",,http://www.statiz.co.kr/player.php?name=이정동
김태우,2005,롯데,"2,000",,http://www.statiz.co.kr/player.php?name=김태우
조인신,2005,롯데,"2,000",-0.012,http://www.statiz.co.kr/player.php?name=조인신
박종윤,2005,롯데,"2,000",-0.122,http://www.statiz.co.kr/player.php?name=박종윤
손용수,2005,롯데,"2,000",,http://www.statiz.co.kr/player.php?name=손용수
최준석,2005,롯데,"2,000",1.564,http://www.statiz.co.kr/player.php?name=최준석
최대성,2005,롯데,"2,000",-0.270,http://www.statiz.co.kr/player.php?name=최대성
김만윤,2005,롯데,"2,000",,http://www.statiz.co.kr/player.php?name=김만윤
