선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
한승지,66039,KT,-,1,0,0,0,0,-,0,4,0,1,1,0,4,4,-,0,0,0,0,6,27,1.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1.000,27.0,-,-,-,0.00,1.000,1.250,2.250
이보근,75342,KT,2.51,49,3,1,6,9,0.750,46 2/3,42,2,12,2,27,17,13,1.16,0,0,0,2,192,719,0.241,5,0,2,2,1,3,0,0,0,3,15,19,0,7,49,58,0.84,0.272,14.7,15.4,5.21,2.31,2.25,0.295,0.305,0.600
주권,65060,KT,2.70,77,6,2,0,31,0.750,70,54,6,32,1,37,25,21,1.23,0,0,0,6,294,1144,0.213,11,0,5,3,1,0,0,0,0,6,9,36,0,6,83,82,1.01,0.225,14.9,16.3,4.76,4.11,1.16,0.301,0.328,0.629
김성훈,69098,KT,3.00,3,0,0,0,0,-,3,1,0,4,0,3,1,1,1.67,0,0,0,0,13,55,0.125,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,4,0.25,0.167,18.3,18.3,9.00,12.00,0.75,0.385,0.125,0.510
조현우,64047,KT,3.09,54,5,1,1,9,0.833,46 2/3,38,1,22,1,33,16,16,1.29,0,0,0,1,196,708,0.226,8,1,4,1,1,3,0,0,0,5,5,14,0,3,47,51,0.92,0.274,13.1,15.2,6.36,4.24,1.50,0.318,0.304,0.622
김재윤,65062,KT,3.26,56,5,3,21,1,0.625,60 2/3,62,7,15,0,58,23,22,1.27,0,0,0,7,256,1018,0.265,4,2,7,0,3,0,0,0,0,5,39,28,3,2,39,75,0.52,0.325,18.2,16.8,8.60,2.23,3.87,0.309,0.389,0.698
유원상,76757,KT,3.80,62,2,1,2,9,0.667,64,52,8,28,1,37,32,27,1.25,0,0,0,1,271,955,0.218,12,0,0,3,1,5,0,0,0,2,12,13,0,6,65,88,0.74,0.223,15.4,14.9,5.20,3.94,1.32,0.299,0.368,0.667
소형준,50030,KT,3.86,26,13,6,0,0,0.684,133,141,6,45,6,92,63,57,1.40,0,0,10,0,572,2172,0.274,23,0,3,3,0,2,0,24,13,0,0,0,0,19,178,107,1.66,0.321,83.5,16.3,6.23,3.05,2.04,0.337,0.353,0.690
배제성,65516,KT,3.95,26,10,7,0,0,0.588,141 1/3,130,12,76,4,83,67,62,1.46,0,0,10,0,619,2364,0.244,30,1,3,3,0,11,1,26,10,0,0,0,0,14,163,160,1.02,0.268,90.9,16.7,5.29,4.84,1.09,0.341,0.371,0.712
쿠에바스,69032,KT,4.10,27,10,8,0,0,0.556,158,152,16,46,9,110,80,72,1.25,0,0,14,0,668,2518,0.253,26,1,5,8,0,4,0,27,10,0,0,0,0,16,176,170,1.04,0.282,93.3,15.9,6.27,2.62,2.39,0.312,0.380,0.692
