선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
홍성무,65042,KT,4.00,8,0,0,0,0,-,9,11,2,1,0,12,6,4,1.33,0,0,0,0,40,152,0.289,3,1,0,1,0,0,0,0,0,0,2,0,0,0,6,10,0.60,0.360,19.0,16.9,12.00,1.00,12.00,0.300,0.579,0.879
배우열,79191,KT,4.02,36,1,1,1,4,0.500,40 1/3,47,2,18,0,29,21,18,1.61,0,0,0,2,175,695,0.309,13,1,4,1,0,5,0,0,0,1,13,5,0,8,42,35,1.20,0.369,19.3,17.2,6.47,4.02,1.61,0.380,0.447,0.827
피어밴드,65331,KT,4.45,31,7,13,0,0,0.350,182,231,23,48,10,144,97,90,1.53,0,0,16,0,803,3109,0.319,39,1,13,8,0,6,3,30,7,0,0,0,0,20,184,173,1.06,0.368,100.3,17.1,7.12,2.37,3.00,0.366,0.471,0.837
김재윤,65062,KT,4.97,52,8,1,14,1,0.889,54 1/3,61,6,15,1,73,31,30,1.40,0,0,0,3,235,983,0.284,13,0,3,1,0,3,0,0,0,8,31,20,3,1,36,46,0.78,0.401,18.9,18.1,12.09,2.48,4.87,0.332,0.428,0.760
주권,65060,KT,5.10,28,6,8,0,0,0.429,134,162,14,44,5,63,80,76,1.54,1,1,6,0,594,2212,0.302,36,3,5,4,0,2,1,26,6,0,3,0,0,10,154,161,0.96,0.320,79.0,16.5,4.23,2.96,1.43,0.358,0.459,0.817
이창재,65057,KT,5.13,47,3,1,1,2,0.750,40 1/3,48,6,15,2,38,24,23,1.56,0,0,0,0,182,715,0.293,6,3,0,1,0,3,0,0,0,3,8,3,0,5,35,44,0.80,0.347,15.2,17.7,8.48,3.35,2.53,0.357,0.476,0.833
박세진,66047,KT,5.14,7,0,2,0,0,0.000,21,24,5,13,0,8,13,12,1.76,0,0,0,0,94,375,0.308,4,0,1,2,0,2,0,3,0,0,1,0,0,4,26,22,1.18,0.284,53.6,17.9,3.43,5.57,0.62,0.398,0.551,0.949
마리몬,66049,KT,5.23,12,6,4,0,0,0.600,62,60,3,29,6,45,38,36,1.44,0,0,5,0,275,1134,0.255,13,2,3,2,0,8,0,12,6,0,0,0,0,4,80,52,1.54,0.302,94.5,18.3,6.53,4.21,1.55,0.349,0.366,0.715
김사율,99563,KT,5.34,25,0,1,1,1,0.000,30 1/3,29,4,17,2,27,20,18,1.52,0,0,0,0,143,571,0.240,6,1,2,1,2,3,0,0,0,0,15,2,1,2,30,36,0.83,0.275,22.8,18.8,8.01,5.04,1.59,0.340,0.405,0.745
심재민,64017,KT,5.47,59,2,3,0,7,0.400,54 1/3,75,4,24,5,30,36,33,1.82,0,0,0,1,255,1000,0.349,12,2,7,4,0,1,0,0,0,2,13,8,0,5,61,53,1.15,0.384,16.9,18.4,4.97,3.98,1.25,0.419,0.479,0.898
고영표,64001,KT,5.59,53,2,4,0,5,0.333,56 1/3,65,6,19,10,62,38,35,1.49,0,0,0,3,260,1034,0.285,9,4,2,1,0,0,1,0,0,2,5,9,0,4,68,34,2.00,0.366,19.5,18.4,9.91,3.04,3.26,0.364,0.439,0.803
정성곤,65058,KT,5.83,28,0,7,0,0,0.000,66 1/3,72,4,33,6,46,52,43,1.58,0,0,1,0,304,1170,0.283,16,1,10,1,1,3,2,9,0,0,5,0,0,7,86,51,1.69,0.332,41.8,17.6,6.24,4.48,1.39,0.378,0.402,0.780
