선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
배제성,65516,KT,0.00,3,0,0,0,0,-,4,3,0,1,0,2,1,0,1.00,0,0,0,0,17,62,0.188,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,1.75,0.214,20.7,15.5,4.50,2.25,2.00,0.235,0.313,0.548
배우열,79191,KT,1.59,5,0,0,0,0,-,5 2/3,7,0,3,0,9,2,1,1.76,0,0,0,0,28,109,0.280,1,0,0,0,0,0,0,0,0,0,2,1,0,0,5,4,1.25,0.438,21.8,19.2,14.29,4.76,3.00,0.357,0.320,0.677
이상화,77563,KT,2.61,11,0,0,2,3,-,10 1/3,6,0,5,1,14,3,3,1.06,0,0,0,1,43,184,0.167,1,1,0,1,0,2,0,0,0,0,2,7,0,0,5,12,0.42,0.261,16.7,17.8,12.19,4.35,2.80,0.279,0.250,0.529
정성곤,65058,KT,2.96,24,1,0,0,5,1.000,24 1/3,23,3,11,0,23,8,8,1.40,0,0,0,1,104,405,0.253,1,0,1,1,0,0,0,0,0,1,0,7,0,2,21,25,0.84,0.303,16.9,16.6,8.51,4.07,2.09,0.330,0.363,0.693
니퍼트,61240,KT,4.25,29,8,8,0,0,0.500,175 2/3,209,26,39,9,165,88,83,1.41,0,0,20,0,765,2965,0.296,33,4,6,5,2,9,0,28,8,0,0,0,0,15,185,152,1.22,0.352,102.2,16.9,8.45,2.00,4.23,0.339,0.465,0.804
피어밴드,65331,KT,4.30,27,8,8,0,0,0.500,163 1/3,186,24,38,6,141,90,78,1.37,1,0,16,0,707,2723,0.286,27,1,10,3,0,5,0,26,7,1,1,0,0,12,140,186,0.75,0.332,100.9,16.7,7.77,2.09,3.71,0.330,0.442,0.772
김재윤,65062,KT,4.57,62,7,5,15,0,0.583,61,76,11,15,1,66,34,31,1.49,0,0,0,9,271,1104,0.305,10,1,4,2,4,3,0,0,0,7,42,24,2,3,44,65,0.68,0.374,17.8,18.1,9.74,2.21,4.40,0.345,0.486,0.831
심재민,64017,KT,4.61,44,4,5,2,3,0.444,41,47,5,17,2,36,25,21,1.56,0,0,0,1,179,701,0.305,5,2,3,3,3,4,0,0,0,4,6,8,1,11,45,29,1.55,0.362,15.9,17.1,7.90,3.73,2.12,0.375,0.461,0.836
이종혁,67066,KT,4.66,47,0,5,1,4,0.000,48 1/3,61,4,17,2,31,28,25,1.61,0,0,0,2,215,814,0.319,8,0,3,2,3,2,0,0,0,0,8,9,0,5,58,43,1.35,0.361,17.3,16.8,5.77,3.17,1.82,0.377,0.424,0.801
류희운,64029,KT,4.91,29,1,1,0,1,0.500,44,53,11,14,2,28,25,24,1.52,0,0,1,0,195,783,0.299,11,0,0,2,0,3,0,2,1,0,11,0,0,4,41,57,0.72,0.300,27.0,17.8,5.73,2.86,2.00,0.354,0.548,0.902
김민,68043,KT,5.06,9,4,2,0,0,0.667,37 1/3,40,4,25,6,25,26,21,1.74,0,0,1,0,178,667,0.274,10,0,0,1,0,5,0,9,4,0,0,0,0,7,47,35,1.34,0.305,74.1,17.9,6.03,6.03,1.00,0.399,0.425,0.824
고영표,64001,KT,5.13,25,6,9,0,0,0.400,142,175,17,25,14,134,91,81,1.41,3,1,8,0,620,2275,0.308,27,4,7,5,1,2,1,23,6,0,3,0,0,19,190,75,2.53,0.374,91.0,16.0,8.49,1.58,5.36,0.349,0.459,0.808
홍성용,75149,KT,5.40,56,2,1,1,6,0.667,45,49,7,16,5,42,28,27,1.44,0,0,0,0,202,814,0.278,14,1,3,2,0,2,0,0,0,2,12,8,1,1,36,51,0.71,0.326,14.5,18.1,8.40,3.20,2.63,0.352,0.489,0.841
금민철,75258,KT,5.41,29,8,12,0,0,0.400,156 1/3,212,19,68,7,79,104,94,1.79,0,0,11,0,720,2695,0.335,30,1,9,4,1,10,0,29,8,0,0,0,0,32,198,147,1.35,0.359,92.9,17.2,4.55,3.91,1.16,0.404,0.476,0.880
엄상백,65056,KT,5.44,55,1,8,2,12,0.111,46 1/3,51,4,17,8,44,33,28,1.47,0,0,0,3,211,796,0.282,9,1,4,1,5,3,0,0,0,1,18,18,0,3,34,53,0.64,0.351,14.5,17.2,8.55,3.30,2.59,0.367,0.409,0.776
김사율,99563,KT,5.76,29,1,2,0,0,0.333,45 1/3,56,12,10,2,35,32,29,1.46,0,0,0,0,204,788,0.295,14,1,1,1,1,4,0,3,0,1,8,2,0,3,44,56,0.79,0.306,27.2,17.4,6.95,1.99,3.50,0.335,0.568,0.903
김태오,66064,KT,6.00,8,1,2,0,0,0.333,21,32,4,9,2,14,16,14,1.95,0,0,0,0,102,413,0.356,7,1,0,1,0,0,0,4,0,1,0,0,0,1,23,22,1.05,0.384,51.6,19.7,6.00,3.86,1.56,0.422,0.589,1.011
고창성,78248,KT,6.69,42,2,0,0,5,1.000,37 2/3,57,7,11,5,23,29,28,1.81,0,0,0,0,183,634,0.341,7,0,0,0,1,1,0,0,0,2,12,8,0,3,44,43,1.02,0.365,15.1,16.8,5.50,2.63,2.09,0.399,0.509,0.908
신병률,68067,KT,7.01,21,0,0,1,2,-,25 2/3,35,6,7,3,14,22,20,1.64,0,0,0,0,120,440,0.327,10,1,2,1,0,1,0,1,0,0,10,1,0,3,34,25,1.36,0.330,21.0,17.1,4.91,2.45,2.00,0.381,0.607,0.988
주권,65060,KT,8.39,46,3,9,0,4,0.250,88,118,16,27,7,54,85,82,1.65,0,0,2,1,407,1542,0.324,24,4,2,7,1,4,0,10,1,2,5,8,0,10,113,86,1.31,0.339,33.5,17.5,5.52,2.76,2.00,0.375,0.544,0.919
김민수,65048,KT,9.00,2,0,0,0,0,-,1,1,0,1,0,1,1,1,2.00,0,0,0,0,4,16,0.333,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-,0.500,8.0,16.0,9.00,9.00,1.00,0.500,0.333,0.833
윤근영,75730,KT,9.72,17,1,0,0,0,1.000,16 2/3,26,3,10,0,17,19,18,2.16,0,0,0,0,86,316,0.351,5,0,1,1,1,0,0,0,0,1,1,3,0,1,20,12,1.67,0.418,18.6,19.0,9.18,5.40,1.70,0.424,0.541,0.965
박세진,66047,KT,10.68,8,1,5,0,0,0.167,30 1/3,47,10,19,2,24,37,36,2.18,0,0,0,0,156,597,0.348,15,0,0,0,2,3,0,8,1,0,0,0,0,4,26,38,0.68,0.366,74.6,19.7,7.12,5.64,1.26,0.436,0.681,1.117
최건,68036,KT,13.50,2,0,0,0,0,-,2,5,0,2,0,2,3,3,3.50,0,0,0,0,13,55,0.455,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0.33,0.556,27.5,27.5,9.00,9.00,1.00,0.538,0.545,1.083
김용주,60764,KT,18.00,1,0,0,0,0,-,2,5,1,2,0,2,4,4,3.50,0,0,0,0,13,50,0.455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1.00,0.500,50.0,25.0,9.00,9.00,1.00,0.538,0.727,1.265
