선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
강백호,68050,KT,0.00,1,0,0,0,0,-,1,0,0,1,0,0,0,0,1.00,0,0,0,0,4,14,0.000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0.50,0.000,14.0,14.0,0.00,9.00,0.00,0.250,0.000,0.250
최건,68036,KT,0.00,1,0,0,0,0,-,1,0,0,2,0,0,1,0,2.00,0,0,0,0,4,18,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1.00,0.000,18.0,18.0,0.00,18.00,0.00,0.500,0.000,0.500
하준호,78517,KT,1.13,8,0,0,0,0,-,8,4,1,4,0,11,1,1,1.00,0,0,0,0,33,147,0.138,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,9,0.56,0.176,18.4,18.4,12.38,4.50,2.75,0.242,0.241,0.483
이종혁,67066,KT,1.69,5,0,0,0,0,-,5 1/3,6,0,3,1,4,1,1,1.69,0,0,0,0,25,103,0.286,1,1,0,0,0,0,0,0,0,0,2,0,0,1,5,6,0.83,0.353,20.6,19.3,6.75,5.06,1.33,0.400,0.429,0.829
김재윤,65062,KT,2.27,43,2,2,7,9,0.500,47 2/3,27,4,12,1,42,13,12,0.82,0,0,0,2,177,694,0.169,3,0,3,1,2,1,0,0,0,2,13,16,0,1,41,51,0.80,0.200,16.1,14.6,7.93,2.27,3.50,0.230,0.263,0.493
김대유,60337,KT,2.33,21,0,0,0,0,-,27,21,1,12,4,23,7,7,1.22,0,0,0,0,111,424,0.223,6,0,0,1,1,0,0,0,0,0,10,0,0,5,16,35,0.46,0.282,20.2,15.7,7.67,4.00,1.92,0.333,0.319,0.652
주권,65060,KT,2.99,71,6,2,2,25,0.750,75 1/3,64,7,14,2,47,25,25,1.04,0,0,0,1,296,1054,0.233,15,0,3,2,0,1,0,0,0,6,12,29,1,6,74,92,0.80,0.256,14.8,14.0,5.62,1.67,3.36,0.273,0.364,0.637
조한욱,65827,KT,3.38,2,0,0,0,0,-,2 2/3,4,0,1,0,0,1,1,1.88,0,0,0,0,12,42,0.364,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,4,0.75,0.364,21.0,15.8,0.00,3.38,0.00,0.417,0.364,0.781
전유수,75340,KT,3.39,62,3,1,1,7,0.750,66 1/3,66,2,18,4,46,31,25,1.27,0,0,0,0,280,1026,0.260,16,1,1,3,4,6,0,1,0,3,13,6,1,4,85,60,1.42,0.306,16.5,15.5,6.24,2.44,2.56,0.315,0.354,0.669
조현우,64047,KT,3.52,7,0,0,0,0,-,7 2/3,6,0,5,1,9,3,3,1.43,0,0,0,0,35,143,0.207,2,0,0,0,0,2,0,0,0,0,3,0,0,0,10,4,2.50,0.300,20.4,18.7,10.57,5.87,1.80,0.343,0.276,0.619
쿠에바스,69032,KT,3.62,30,13,10,0,0,0.565,184,153,18,63,12,135,80,74,1.17,0,0,18,0,760,2896,0.227,21,6,7,5,0,4,0,30,13,0,0,0,0,17,172,218,0.79,0.257,96.5,15.7,6.60,3.08,2.14,0.303,0.357,0.660
배제성,65516,KT,3.76,28,10,10,0,0,0.500,131 2/3,132,6,56,3,91,58,55,1.43,1,1,7,0,564,2202,0.268,18,3,3,9,0,10,0,21,10,0,4,0,0,18,135,144,0.94,0.311,78.6,16.7,6.22,3.83,1.63,0.340,0.353,0.693
