선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
허준,75344,현대,1.000,1,1,1,1,1,0,0,1,4,1,0,0,0,0,0,0,0,4.000,1.000,5.000,0,0.000,1.000,1,0,0,-,0,-,2.00,3.000,1.4,1.450
이택근,73342,현대,0.322,118,486,419,58,135,21,2,9,187,66,9,4,45,1,9,51,6,0.446,0.396,0.842,41,0.359,0.000,32,118,119,0.99,0,0.88,3.93,0.124,73.1,0.290
김승권,95710,현대,0.318,21,23,22,4,7,1,0,1,11,7,0,0,1,0,0,6,1,0.500,0.348,0.848,1,0.500,0.286,2,5,4,1.25,0,0.17,3.70,0.182,3.2,0.282
강귀태,72312,현대,0.299,73,159,144,18,43,5,0,4,60,18,5,1,9,0,0,20,7,0.417,0.338,0.755,8,0.278,0.174,9,44,38,1.16,0,0.45,3.53,0.118,17.5,0.256
정성훈,99606,현대,0.291,122,492,416,56,121,26,0,13,186,66,12,8,49,4,7,43,15,0.447,0.369,0.816,29,0.300,0.000,39,125,135,0.93,0,1.14,3.80,0.156,67.4,0.278
전준호,91511,현대,0.287,109,346,303,37,87,10,1,1,102,26,16,0,25,0,2,28,3,0.337,0.345,0.682,17,0.377,0.222,12,107,81,1.32,0,0.89,3.67,0.050,37.6,0.240
이숭용,94310,현대,0.286,119,449,370,44,106,12,0,7,139,43,12,3,59,3,5,45,11,0.376,0.389,0.765,25,0.279,0.000,19,106,116,0.91,0,1.31,3.91,0.089,55.7,0.269
김동수,90419,현대,0.279,115,391,333,38,93,12,0,5,120,40,17,4,29,3,8,39,10,0.360,0.348,0.708,20,0.290,0.000,17,77,128,0.60,0,0.74,3.40,0.081,42.9,0.247
홍원기,96723,현대,0.270,56,173,148,16,40,6,0,4,58,20,9,1,14,0,1,29,5,0.392,0.335,0.727,12,0.283,0.000,10,34,46,0.74,0,0.48,3.69,0.122,18.5,0.249
송지만,96761,현대,0.270,119,510,441,76,119,16,0,16,183,53,12,1,43,1,13,69,10,0.415,0.351,0.766,32,0.298,0.000,32,122,132,0.92,0,0.62,3.57,0.145,65.1,0.262
서튼,75333,현대,0.266,93,394,331,50,88,18,1,18,162,61,0,2,59,2,2,72,9,0.489,0.378,0.867,20,0.208,0.000,37,63,110,0.57,0,0.82,3.98,0.224,60.9,0.292
서한규,98504,현대,0.250,88,244,200,28,50,4,1,1,59,14,18,1,22,1,3,35,3,0.295,0.332,0.627,12,0.164,0.000,6,63,53,1.19,0,0.63,3.69,0.045,23.1,0.223
차화준,75307,현대,0.248,100,167,149,22,37,5,3,0,48,8,7,1,6,0,4,30,3,0.322,0.294,0.616,8,0.125,0.333,8,46,37,1.24,0,0.20,3.63,0.074,14.2,0.213
유한준,74339,현대,0.244,110,295,246,24,60,16,0,3,85,31,14,2,25,0,8,48,5,0.346,0.331,0.677,10,0.246,0.231,19,70,70,1.00,0,0.52,3.89,0.102,29.8,0.235
정수성,97350,현대,0.221,71,90,77,17,17,0,0,0,17,4,3,1,6,0,3,15,1,0.221,0.299,0.520,3,0.188,0.111,0,23,23,1.00,0,0.40,3.82,0.000,5.5,0.190
강병식,72325,현대,0.218,93,156,133,16,29,7,1,4,50,25,0,0,19,0,4,28,7,0.376,0.333,0.709,4,0.289,0.275,12,40,36,1.11,0,0.68,4.10,0.158,15.8,0.244
채종국,98315,현대,0.212,97,257,222,25,47,9,0,2,62,19,14,2,12,1,7,28,7,0.279,0.272,0.551,13,0.254,0.500,11,81,68,1.19,0,0.43,3.56,0.068,16.0,0.192
지석훈,73306,현대,0.208,51,66,53,10,11,2,0,1,16,9,4,0,9,0,0,18,2,0.302,0.323,0.625,3,0.267,0.000,3,10,14,0.71,0,0.50,4.05,0.094,5.1,0.221
전근표,70364,현대,0.175,51,68,57,5,10,1,0,2,17,5,0,0,10,1,1,13,2,0.298,0.309,0.607,1,0.091,0.156,3,14,20,0.70,0,0.77,4.24,0.123,5.7,0.214
강정호,76325,현대,0.150,10,21,20,1,3,1,0,0,4,1,1,0,0,0,0,8,1,0.200,0.150,0.350,1,0.250,0.000,1,4,5,0.80,0,0.00,3.43,0.050,-0.5,0.118
김민범,93367,현대,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
