선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
황윤성,92306,현대,0.324,25,39,37,6,12,4,1,1,21,9,0,0,1,0,1,8,0,0.568,0.359,0.927,3,0.429,0.250,6,9,8,1.13,0,0.13,2.87,0.243,6.9,0.304
심정수,94204,현대,0.321,133,577,502,101,161,22,1,46,323,119,0,3,69,10,3,114,13,0.643,0.404,1.047,47,0.338,0.000,69,101,129,0.78,0,0.61,4.03,0.323,117.4,0.343
전준호,91511,현대,0.300,126,501,420,83,126,15,8,3,166,28,14,1,53,1,13,51,2,0.395,0.394,0.789,32,0.278,0.000,26,136,108,1.26,0,1.04,3.94,0.095,70.3,0.276
전근표,70364,현대,0.294,11,20,17,2,5,2,1,0,9,5,0,0,3,0,0,4,0,0.529,0.400,0.929,1,0.571,0.500,3,1,7,0.14,0,0.75,4.50,0.235,3.4,0.312
이숭용,94310,현대,0.284,125,480,422,63,120,18,2,19,199,76,4,2,40,2,12,54,11,0.472,0.361,0.833,31,0.287,0.000,39,123,127,0.97,0,0.74,3.89,0.187,70.2,0.280
최익성,94426,현대,0.280,45,95,75,10,21,1,0,1,25,8,3,2,11,1,4,15,0,0.333,0.391,0.724,2,0.154,0.158,2,16,25,0.64,0,0.73,4.45,0.053,12.6,0.259
폴,72322,현대,0.280,113,441,397,48,111,18,2,18,187,64,1,2,35,1,6,115,11,0.471,0.345,0.816,26,0.257,0.250,38,99,74,1.34,0,0.30,3.96,0.191,61.3,0.273
박재홍,96362,현대,0.278,112,481,432,57,120,24,0,15,189,67,0,4,41,2,4,94,10,0.438,0.343,0.781,38,0.309,0.667,39,110,112,0.98,0,0.44,3.76,0.160,63.0,0.264
프랭클린,72337,현대,0.276,49,198,152,30,42,9,1,14,95,30,0,2,34,3,10,52,2,0.625,0.434,1.059,11,0.211,0.000,24,17,43,0.40,0,0.65,4.42,0.349,41.1,0.352
강귀태,72312,현대,0.272,74,155,147,17,40,8,0,1,51,16,3,1,2,0,2,20,3,0.347,0.289,0.636,7,0.279,0.182,9,42,46,0.91,0,0.10,3.25,0.075,13.0,0.217
박종호,92906,현대,0.266,108,468,402,58,107,15,2,7,147,53,29,1,25,0,11,42,4,0.366,0.326,0.692,28,0.347,1.000,24,145,109,1.33,0,0.60,3.58,0.100,49.3,0.238
채종국,98315,현대,0.228,100,224,184,24,42,7,0,3,58,15,12,3,13,0,12,36,2,0.315,0.316,0.631,8,0.219,1.000,10,56,53,1.06,0,0.36,3.47,0.087,21.0,0.221
박진만,96307,현대,0.219,126,466,401,47,88,24,0,12,148,57,9,4,47,2,5,85,6,0.369,0.306,0.675,18,0.206,0.000,36,111,121,0.92,0,0.55,4.25,0.150,47.6,0.230
조재호,72313,현대,0.216,61,104,88,9,19,4,2,2,33,12,2,2,11,0,1,21,0,0.375,0.304,0.679,2,0.263,0.321,8,25,25,1.00,0,0.52,3.80,0.159,11.4,0.231
김일경,97300,현대,0.213,57,91,80,9,17,2,1,2,27,7,2,1,6,0,2,16,2,0.338,0.281,0.619,4,0.231,0.000,5,20,28,0.71,0,0.38,3.25,0.125,8.2,0.211
강병식,72325,현대,0.208,89,147,130,16,27,3,1,6,50,20,1,2,11,0,3,35,5,0.385,0.281,0.666,4,0.257,0.196,10,48,22,2.18,0,0.31,4.23,0.177,13.8,0.223
박경완,92809,현대,0.203,119,398,330,42,67,10,1,19,136,42,12,3,47,4,6,108,6,0.412,0.311,0.723,12,0.173,0.000,30,76,82,0.93,0,0.44,4.14,0.209,46.4,0.243
박우호,72314,현대,0.200,12,11,10,2,2,0,0,0,2,0,0,0,0,0,1,3,0,0.200,0.273,0.473,0,0.000,0.143,0,1,4,0.25,0,0.00,2.82,0.000,0.6,0.173
김민우,72303,현대,0.195,25,47,41,8,8,2,1,0,12,2,0,1,5,0,0,20,0,0.293,0.277,0.570,0,0.200,0.500,3,8,6,1.33,0,0.25,4.43,0.098,3.9,0.198
조승현,97335,현대,0.163,31,50,43,3,7,1,0,2,14,7,4,0,2,0,1,18,1,0.326,0.217,0.543,0,0.308,0.250,3,8,10,0.80,0,0.11,3.98,0.163,3.0,0.179
정수성,97350,현대,0.154,50,16,13,6,2,0,0,0,2,0,1,0,1,0,1,4,0,0.154,0.267,0.421,0,0.000,0.000,0,3,4,0.75,0,0.25,4.00,0.000,1.1,0.159
이용주,95316,현대,0.150,23,22,20,5,3,0,0,1,6,2,0,0,2,0,0,4,1,0.300,0.227,0.527,1,0.200,0.000,1,9,4,2.25,0,0.50,3.32,0.150,1.2,0.177
서한규,98504,현대,0.130,86,50,46,8,6,1,1,0,9,3,1,0,3,0,0,8,2,0.196,0.184,0.380,0,0.154,0.000,2,19,13,1.46,0,0.38,3.76,0.065,0.6,0.132
서성민,99327,현대,0.109,36,50,46,3,5,0,0,1,8,1,1,0,2,0,1,16,1,0.174,0.163,0.337,0,0.000,0.040,1,10,15,0.67,0,0.13,3.26,0.065,0.5,0.117
김필중,99302,현대,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.2,0.000
배힘찬,72321,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
이대환,72333,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
전준호,94364,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
조용준,72351,현대,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
