선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
이택근,73342,현대,0.331,71,169,139,20,46,9,0,2,61,14,3,0,19,0,8,22,1,0.439,0.440,0.879,14,0.321,0.400,11,28,43,0.65,0,0.86,3.64,0.108,27.3,0.308
서튼,75333,현대,0.292,119,521,424,76,124,18,2,35,251,102,0,7,86,8,4,101,3,0.592,0.411,1.003,33,0.298,1.000,55,73,133,0.55,0,0.85,4.14,0.300,102.9,0.333
정수성,97350,현대,0.273,118,429,366,53,100,14,5,0,124,19,19,3,21,0,20,76,9,0.339,0.344,0.683,30,0.214,0.000,19,105,88,1.19,0,0.28,3.78,0.066,47.3,0.240
송지만,96761,현대,0.271,123,510,436,70,118,22,0,24,212,74,4,3,43,0,24,101,9,0.486,0.366,0.852,30,0.202,0.286,46,109,111,0.98,0,0.43,3.68,0.216,77.3,0.286
정성훈,99606,현대,0.266,126,523,458,61,122,20,1,17,195,72,9,0,49,0,7,67,14,0.426,0.346,0.772,27,0.313,0.000,38,150,119,1.26,0,0.73,4.07,0.159,65.7,0.262
전준호,91511,현대,0.266,94,320,278,34,74,8,2,0,86,22,10,3,25,0,4,42,1,0.309,0.332,0.641,17,0.214,0.368,10,92,73,1.26,0,0.60,3.76,0.043,32.8,0.227
강귀태,72312,현대,0.264,104,297,265,30,70,12,0,8,106,38,1,1,26,1,4,38,9,0.400,0.338,0.738,19,0.329,0.217,20,75,83,0.90,0,0.68,4.02,0.136,34.9,0.252
김승권,95710,현대,0.261,8,24,23,3,6,2,0,1,11,4,1,0,0,0,0,6,1,0.478,0.261,0.739,2,0.500,0.000,3,6,5,1.20,0,0.00,3.08,0.217,2.5,0.237
이숭용,94310,현대,0.252,105,390,330,45,83,13,0,14,138,55,3,2,46,2,9,50,10,0.418,0.357,0.775,16,0.275,0.286,27,95,104,0.91,0,0.92,3.71,0.167,50.4,0.265
서한규,98504,현대,0.248,93,303,254,33,63,8,2,2,81,17,14,1,29,0,5,47,2,0.319,0.336,0.655,15,0.209,1.000,12,74,71,1.04,0,0.62,4.00,0.071,31.4,0.231
강병식,72325,현대,0.247,94,215,182,25,45,10,0,6,73,20,2,0,27,0,4,44,6,0.401,0.357,0.758,8,0.246,0.242,16,62,31,2.00,0,0.61,4.00,0.154,26.4,0.261
채종국,98315,현대,0.237,106,407,342,45,81,10,1,9,120,36,16,5,25,1,19,40,6,0.351,0.320,0.671,19,0.200,0.000,20,123,103,1.19,0,0.63,3.50,0.114,40.7,0.232
김일경,97300,현대,0.228,55,121,101,14,23,4,1,1,32,3,3,0,15,0,2,25,2,0.317,0.339,0.656,5,0.136,0.222,6,22,31,0.71,0,0.60,3.97,0.089,12.5,0.232
조재호,72313,현대,0.222,16,31,27,2,6,2,0,0,8,4,0,0,3,0,1,7,2,0.296,0.323,0.619,1,0.250,0.600,2,12,2,6.00,0,0.43,4.61,0.074,1.8,0.219
김동수,90419,현대,0.219,96,318,274,24,60,4,2,10,98,30,18,1,20,0,5,56,2,0.358,0.283,0.641,10,0.194,0.000,16,75,84,0.89,0,0.36,3.69,0.139,30.5,0.217
전근표,70364,현대,0.208,37,111,96,12,20,7,0,2,33,4,0,0,14,0,1,27,3,0.344,0.315,0.659,3,0.045,0.222,9,24,25,0.96,0,0.52,4.39,0.135,10.0,0.228
조승현,97335,현대,0.200,5,6,5,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0.200,0.333,0.533,0,0.000,0.250,0,1,2,0.50,0,1.00,3.33,0.000,0.1,0.200
유한준,74339,현대,0.192,18,28,26,3,5,1,0,1,9,5,0,0,2,0,0,7,0,0.346,0.250,0.596,0,0.333,0.273,2,7,7,1.00,0,0.29,3.89,0.154,2.6,0.199
지석훈,73306,현대,0.179,61,112,106,10,19,3,0,2,28,8,2,0,3,0,1,35,3,0.264,0.209,0.473,6,0.148,0.000,5,26,26,1.00,0,0.09,4.04,0.085,4.3,0.160
오윤,70312,현대,0.100,9,10,10,0,1,0,0,0,1,1,0,0,0,0,0,5,0,0.100,0.100,0.200,0,0.500,0.000,0,2,2,1.00,0,0.00,4.00,0.000,-0.4,0.070
