선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
지석훈,73306,현대,1.000,5,1,1,1,1,0,1,0,3,2,0,0,0,0,0,0,0,3.000,1.000,4.000,0,1.000,0.000,1,0,0,-,0,-,6.00,2.000,1.0,1.200
브룸바,73324,현대,0.343,132,594,475,92,163,25,1,33,289,105,0,4,114,10,1,79,10,0.608,0.468,1.076,49,0.363,0.000,59,105,132,0.80,0,1.44,4.07,0.265,124.5,0.363
전근표,70364,현대,0.296,79,128,108,17,32,6,0,7,59,15,0,0,20,2,0,34,2,0.546,0.406,0.952,6,0.143,0.361,13,20,22,0.91,0,0.59,4.30,0.250,22.0,0.319
이숭용,94310,현대,0.293,133,549,468,60,137,29,0,9,193,85,4,6,58,6,13,87,17,0.412,0.382,0.794,38,0.303,0.000,38,124,126,0.98,0,0.67,3.83,0.120,71.6,0.275
전준호,91511,현대,0.292,132,581,487,88,142,10,7,4,178,48,24,2,63,2,5,64,4,0.366,0.377,0.743,39,0.314,1.000,21,160,123,1.30,0,0.98,3.81,0.074,79.6,0.261
박진만,96307,현대,0.286,129,506,434,65,124,18,0,17,193,69,10,5,48,2,9,67,10,0.445,0.365,0.810,34,0.295,1.000,35,112,136,0.82,0,0.72,3.86,0.159,71.4,0.276
강귀태,72312,현대,0.284,84,159,141,10,40,6,1,4,60,21,4,4,9,0,1,32,1,0.426,0.323,0.749,8,0.256,0.241,11,33,40,0.83,0,0.28,3.75,0.142,20.5,0.252
채종국,98315,현대,0.275,128,385,327,40,90,19,0,4,121,34,21,1,22,0,14,55,6,0.370,0.346,0.716,19,0.267,0.667,23,94,89,1.06,0,0.40,3.66,0.095,41.8,0.248
정성훈,99606,현대,0.266,118,540,470,66,125,23,0,8,172,59,8,1,54,3,7,60,11,0.366,0.350,0.716,37,0.305,0.000,31,142,144,0.99,0,0.90,3.83,0.100,59.9,0.249
송지만,96761,현대,0.265,132,567,486,80,129,21,0,22,216,74,9,0,63,1,9,127,16,0.444,0.360,0.804,34,0.248,1.000,43,129,101,1.28,0,0.50,3.79,0.179,74.3,0.273
심정수,94204,현대,0.256,102,455,367,64,94,14,1,22,176,78,0,7,75,3,6,128,11,0.480,0.385,0.865,20,0.281,0.000,37,61,91,0.67,0,0.59,4.25,0.223,71.2,0.293
김동수,90419,현대,0.251,113,381,311,38,78,13,1,2,99,31,21,4,32,0,13,42,10,0.318,0.342,0.660,16,0.333,1.000,16,75,120,0.63,0,0.76,3.59,0.068,36.6,0.233
김일경,97300,현대,0.221,83,140,122,19,27,2,0,0,29,9,4,0,12,0,2,28,2,0.238,0.301,0.539,2,0.306,0.321,2,33,34,0.97,0,0.43,3.66,0.016,9.6,0.195
이택근,73342,현대,0.211,41,64,57,9,12,1,0,2,19,8,0,0,5,0,2,11,1,0.333,0.297,0.630,2,0.200,0.167,3,17,17,1.00,0,0.45,3.48,0.123,5.3,0.217
조재호,72313,현대,0.204,87,123,98,10,20,1,1,0,23,7,1,2,19,0,3,26,4,0.235,0.344,0.579,3,0.167,0.204,2,27,27,1.00,0,0.73,3.89,0.031,10.5,0.214
서한규,98504,현대,0.194,72,41,31,9,6,0,0,0,6,3,5,1,4,0,0,7,1,0.194,0.278,0.472,1,0.083,0.500,0,7,12,0.58,0,0.57,3.98,0.000,2.4,0.174
강병식,72325,현대,0.176,16,21,17,0,3,1,0,0,4,1,0,1,3,0,0,5,1,0.235,0.286,0.521,0,0.250,0.167,1,2,8,0.25,0,0.60,3.76,0.059,1.6,0.187
김민우,72303,현대,0.125,18,52,48,7,6,1,0,0,7,3,0,0,4,0,0,14,2,0.146,0.192,0.338,1,0.188,0.000,1,22,6,3.67,0,0.29,3.92,0.021,0.1,0.123
정수성,97350,현대,0.125,88,35,32,17,4,0,0,0,4,1,0,0,2,0,1,5,0,0.125,0.200,0.325,0,0.167,0.400,0,16,7,2.29,0,0.40,3.91,0.000,2.8,0.121
김성태,70345,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
송신영,99314,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
신철인,70323,현대,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
이상열,96720,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
조용준,72351,현대,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
