선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
전근표,70364,현대,0.333,4,4,3,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0.333,0.500,0.833,0,0.000,0.000,0,0,0,-,0,0.50,4.75,0.000,0.6,0.308
이택근,73342,현대,0.313,116,495,438,74,137,15,1,11,187,56,5,2,39,5,11,41,10,0.427,0.382,0.809,37,0.317,0.500,27,140,122,1.15,0,0.95,3.56,0.114,69.8,0.279
브룸바,73324,현대,0.308,126,547,438,75,135,13,0,29,235,87,0,5,100,12,4,70,17,0.537,0.437,0.974,38,0.303,0.000,42,109,129,0.84,0,1.43,3.99,0.228,99.5,0.331
이숭용,94310,현대,0.301,95,351,299,39,90,19,1,2,117,34,7,1,42,5,2,33,7,0.391,0.390,0.781,25,0.284,0.250,22,85,92,0.92,0,1.27,3.81,0.090,45.1,0.273
황재균,76313,현대,0.300,63,171,160,19,48,6,0,2,60,12,4,1,5,0,1,33,1,0.375,0.323,0.698,12,0.308,0.000,8,44,36,1.22,0,0.15,3.25,0.075,18.8,0.239
전준호,91511,현대,0.296,121,430,371,52,110,8,1,1,123,13,8,2,40,1,9,45,6,0.332,0.377,0.709,28,0.241,0.375,10,126,92,1.37,0,0.89,3.74,0.035,49.2,0.253
정성훈,99606,현대,0.290,122,503,445,59,129,29,1,16,208,76,7,3,40,5,8,66,9,0.467,0.357,0.824,34,0.295,0.000,46,138,115,1.20,0,0.61,3.83,0.178,71.0,0.277
송지만,96761,현대,0.281,120,478,413,54,116,25,0,15,186,64,10,5,44,5,6,68,12,0.450,0.355,0.805,31,0.299,0.167,40,112,122,0.92,0,0.65,3.65,0.169,65.2,0.272
김동수,90419,현대,0.278,111,356,306,22,85,18,0,4,115,39,16,7,26,2,1,19,6,0.376,0.329,0.705,22,0.235,0.000,22,74,135,0.55,0,1.37,3.44,0.098,39.3,0.242
강병식,72325,현대,0.274,91,150,135,11,37,4,0,4,53,17,0,2,13,1,0,24,5,0.393,0.333,0.726,8,0.189,0.279,8,49,27,1.81,0,0.54,3.89,0.119,17.0,0.248
정수성,97350,현대,0.257,23,37,35,3,9,1,0,0,10,0,0,0,0,0,2,5,0,0.286,0.297,0.583,1,0.000,0.333,1,10,11,0.91,0,0.00,3.57,0.029,2.6,0.205
김일경,97300,현대,0.247,117,444,376,44,93,11,1,3,115,26,36,1,25,0,6,56,11,0.306,0.304,0.610,23,0.262,0.000,15,115,113,1.02,0,0.45,3.55,0.059,35.3,0.213
강귀태,72312,현대,0.231,55,116,108,5,25,8,0,0,33,6,2,1,5,0,0,13,5,0.306,0.263,0.569,3,0.167,0.400,8,37,34,1.09,0,0.38,3.71,0.074,7.0,0.195
허준,75344,현대,0.231,35,42,39,2,9,2,0,0,11,4,1,0,1,0,1,10,2,0.282,0.268,0.550,2,0.250,0.333,2,12,8,1.50,0,0.10,3.67,0.051,2.1,0.191
유한준,74339,현대,0.223,112,231,197,21,44,6,0,5,65,35,7,1,22,2,4,23,10,0.330,0.313,0.643,6,0.284,0.400,11,63,68,0.93,0,0.96,3.74,0.107,20.0,0.223
권도영,73363,현대,0.222,7,11,9,1,2,1,0,0,3,0,1,0,1,0,0,0,0,0.333,0.300,0.633,0,0.000,0.667,1,6,1,6.00,0,-,3.64,0.111,1.0,0.218
조중근,71835,현대,0.222,22,39,36,5,8,1,0,0,9,5,0,0,0,0,3,16,2,0.250,0.282,0.532,1,0.385,0.667,1,6,6,1.00,0,0.00,3.77,0.028,1.9,0.189
