선수명,연도,소속팀명,연봉,WAR,상세url
조중근,2015,kt,"900,000",0.082,http://www.statiz.co.kr/player.php?name=조중근
신명철,2015,kt,"900,000",-0.291,http://www.statiz.co.kr/player.php?name=신명철
김기표,2015,kt,"900,000",0.089,http://www.statiz.co.kr/player.php?name=김기표
옥스프링,2015,kt,"900,000",3.680,http://www.statiz.co.kr/player.php?name=옥스프링
댄블랙,2015,kt,"900,000",1.342,http://www.statiz.co.kr/player.php?name=댄블랙
시스코,2015,kt,"900,000",-0.282,http://www.statiz.co.kr/player.php?name=시스코
어윈,2015,kt,"900,000",-1.052,http://www.statiz.co.kr/player.php?name=어윈
윤도경,2015,kt,"900,000",-0.025,http://www.statiz.co.kr/player.php?name=윤도경
저마노,2015,kt,"900,000",1.581,http://www.statiz.co.kr/player.php?name=저마노
장성호,2015,kt,"900,000",0.333,http://www.statiz.co.kr/player.php?name=장성호
마르테,2015,kt,"75,000",4.392,http://www.statiz.co.kr/player.php?name=마르테
유한준,2015,kt,"60,000",,http://www.statiz.co.kr/player.php?name=유한준
이진영,2015,kt,"60,000",,http://www.statiz.co.kr/player.php?name=이진영
이대형,2015,kt,"30,000",0.913,http://www.statiz.co.kr/player.php?name=이대형
박경수,2015,kt,"23,000",5.528,http://www.statiz.co.kr/player.php?name=박경수
김사율,2015,kt,"20,000",-0.446,http://www.statiz.co.kr/player.php?name=김사율
김상현,2015,kt,"20,000",1.217,http://www.statiz.co.kr/player.php?name=김상현
박기혁,2015,kt,"15,000",-0.642,http://www.statiz.co.kr/player.php?name=박기혁
장시환,2015,kt,"8,900",2.416,http://www.statiz.co.kr/player.php?name=장시환
최대성,2015,kt,"8,500",,http://www.statiz.co.kr/player.php?name=최대성
조무근,2015,kt,"8,500",2.731,http://www.statiz.co.kr/player.php?name=조무근
오정복,2015,kt,"8,000",0.421,http://www.statiz.co.kr/player.php?name=오정복
김재윤,2015,kt,"7,200",1.023,http://www.statiz.co.kr/player.php?name=김재윤
홍성용,2015,kt,"7,000",,http://www.statiz.co.kr/player.php?name=홍성용
장성우,2015,kt,"6,500",,http://www.statiz.co.kr/player.php?name=장성우
윤요섭,2015,kt,"6,500",-0.052,http://www.statiz.co.kr/player.php?name=윤요섭
정대현,2015,kt,"6,300",1.101,http://www.statiz.co.kr/player.php?name=정대현
윤근영,2015,kt,"6,200",0.284,http://www.statiz.co.kr/player.php?name=윤근영
하준호,2015,kt,"6,000",,http://www.statiz.co.kr/player.php?name=하준호
엄상백,2015,kt,"6,000",0.228,http://www.statiz.co.kr/player.php?name=엄상백
이상화,2015,kt,"5,000",,http://www.statiz.co.kr/player.php?name=이상화
김민혁,2015,kt,"4,700",-0.556,http://www.statiz.co.kr/player.php?name=김민혁
김연훈,2015,kt,"4,700",,http://www.statiz.co.kr/player.php?name=김연훈
심재민,2015,kt,"4,700",0.030,http://www.statiz.co.kr/player.php?name=심재민
최원재,2015,kt,"4,600",0.805,http://www.statiz.co.kr/player.php?name=최원재
김사연,2015,kt,"4,500",-0.123,http://www.statiz.co.kr/player.php?name=김사연
이창재,2015,kt,"4,400",-0.244,http://www.statiz.co.kr/player.php?name=이창재
고영표,2015,kt,"4,400",0.379,http://www.statiz.co.kr/player.php?name=고영표
이희근,2015,kt,"4,300",,http://www.statiz.co.kr/player.php?name=이희근
김동명,2015,kt,"4,000",-0.108,http://www.statiz.co.kr/player.php?name=김동명
박용근,2015,kt,"4,000",-0.145,http://www.statiz.co.kr/player.php?name=박용근
정성곤,2015,kt,"3,900",-0.698,http://www.statiz.co.kr/player.php?name=정성곤
김종민,2015,kt,"3,800",-0.064,http://www.statiz.co.kr/player.php?name=김종민
안상빈,2015,kt,"3,700",0.060,http://www.statiz.co.kr/player.php?name=안상빈
김영환,2015,kt,"3,700",0.028,http://www.statiz.co.kr/player.php?name=김영환
주권,2015,kt,"3,600",-0.369,http://www.statiz.co.kr/player.php?name=주권
홍성무,2015,kt,"3,600",0.509,http://www.statiz.co.kr/player.php?name=홍성무
배우열,2015,kt,"3,600",0.128,http://www.statiz.co.kr/player.php?name=배우열
문상철,2015,kt,"3,600",-0.289,http://www.statiz.co.kr/player.php?name=문상철
심우준,2015,kt,"3,500",-1.107,http://www.statiz.co.kr/player.php?name=심우준
김진곤,2015,kt,"3,500",-0.972,http://www.statiz.co.kr/player.php?name=김진곤
