선수명,연도,소속팀명,연봉,WAR,상세url
정수성,2014,넥센,"900,000",,http://www.statiz.co.kr/player.php?name=정수성
송지만,2014,넥센,"900,000",,http://www.statiz.co.kr/player.php?name=송지만
강정호,2014,넥센,"900,000",7.557,http://www.statiz.co.kr/player.php?name=강정호
나이트,2014,넥센,"900,000",0.194,http://www.statiz.co.kr/player.php?name=나이트
로티노,2014,넥센,"900,000",1.493,http://www.statiz.co.kr/player.php?name=로티노
이택근,2014,넥센,"70,000",3.156,http://www.statiz.co.kr/player.php?name=이택근
박병호,2014,넥센,"50,000",6.630,http://www.statiz.co.kr/player.php?name=박병호
손승락,2014,넥센,"43,000",2.507,http://www.statiz.co.kr/player.php?name=손승락
밴헤켄,2014,넥센,"35,000",6.919,http://www.statiz.co.kr/player.php?name=밴헤켄
송신영,2014,넥센,"30,000",0.218,http://www.statiz.co.kr/player.php?name=송신영
김병현,2014,넥센,"20,000",,http://www.statiz.co.kr/player.php?name=김병현
김민성,2014,넥센,"18,000",2.525,http://www.statiz.co.kr/player.php?name=김민성
한현희,2014,넥센,"12,500",3.241,http://www.statiz.co.kr/player.php?name=한현희
유한준,2014,넥센,"11,500",3.054,http://www.statiz.co.kr/player.php?name=유한준
이성열,2014,넥센,"11,000",0.381,http://www.statiz.co.kr/player.php?name=이성열
강윤구,2014,넥센,"10,500",-0.739,http://www.statiz.co.kr/player.php?name=강윤구
이정훈,2014,넥센,"10,000",-0.145,http://www.statiz.co.kr/player.php?name=이정훈
서건창,2014,넥센,"9,300",7.917,http://www.statiz.co.kr/player.php?name=서건창
서동욱,2014,넥센,"9,000",-0.395,http://www.statiz.co.kr/player.php?name=서동욱
오재영,2014,넥센,"9,000",,http://www.statiz.co.kr/player.php?name=오재영
박성훈,2014,넥센,"9,000",-0.054,http://www.statiz.co.kr/player.php?name=박성훈
마정길,2014,넥센,"8,800",0.849,http://www.statiz.co.kr/player.php?name=마정길
허도환,2014,넥센,"8,700",0.026,http://www.statiz.co.kr/player.php?name=허도환
문성현,2014,넥센,"8,500",0.825,http://www.statiz.co.kr/player.php?name=문성현
금민철,2014,넥센,"8,000",0.096,http://www.statiz.co.kr/player.php?name=금민철
윤석민,2014,넥센,"7,700",0.061,http://www.statiz.co.kr/player.php?name=윤석민
오윤,2014,넥센,"7,300",-0.141,http://www.statiz.co.kr/player.php?name=오윤
김세현,2014,넥센,"7,000",0.115,http://www.statiz.co.kr/player.php?name=김세현
문우람,2014,넥센,"6,200",1.692,http://www.statiz.co.kr/player.php?name=문우람
김상수,2014,넥센,"6,000",,http://www.statiz.co.kr/player.php?name=김상수
유재신,2014,넥센,"4,200",-0.037,http://www.statiz.co.kr/player.php?name=유재신
김성태,2014,넥센,"4,000",,http://www.statiz.co.kr/player.php?name=김성태
김지수,2014,넥센,"3,500",-0.107,http://www.statiz.co.kr/player.php?name=김지수
백승룡,2014,넥센,"3,500",,http://www.statiz.co.kr/player.php?name=백승룡
박동원,2014,넥센,"3,400",0.906,http://www.statiz.co.kr/player.php?name=박동원
장시환,2014,넥센,"3,100",-0.040,http://www.statiz.co.kr/player.php?name=장시환
배힘찬,2014,넥센,"3,000",0.076,http://www.statiz.co.kr/player.php?name=배힘찬
안태영,2014,넥센,"3,000",0.477,http://www.statiz.co.kr/player.php?name=안태영
고종욱,2014,넥센,"2,900",-0.258,http://www.statiz.co.kr/player.php?name=고종욱
조상우,2014,넥센,"2,800",3.357,http://www.statiz.co.kr/player.php?name=조상우
지재옥,2014,넥센,"2,700",,http://www.statiz.co.kr/player.php?name=지재옥
신재영,2014,넥센,"2,700",,http://www.statiz.co.kr/player.php?name=신재영
김대우,2014,넥센,"2,700",0.752,http://www.statiz.co.kr/player.php?name=김대우
박종윤,2014,넥센,"2,600",,http://www.statiz.co.kr/player.php?name=박종윤
박헌도,2014,넥센,"2,600",0.162,http://www.statiz.co.kr/player.php?name=박헌도
이상민,2014,넥센,"2,600",-0.015,http://www.statiz.co.kr/player.php?name=이상민
김남형,2014,넥센,"2,500",,http://www.statiz.co.kr/player.php?name=김남형
윤영삼,2014,넥센,"2,500",-0.182,http://www.statiz.co.kr/player.php?name=윤영삼
김하성,2014,넥센,"2,400",0.048,http://www.statiz.co.kr/player.php?name=김하성
강지광,2014,넥센,"2,400",-0.001,http://www.statiz.co.kr/player.php?name=강지광
구자형,2014,넥센,"2,400",,http://www.statiz.co.kr/player.php?name=구자형
박정준,2014,넥센,"2,400",,http://www.statiz.co.kr/player.php?name=박정준
박병훈,2014,넥센,"2,400",,http://www.statiz.co.kr/player.php?name=박병훈
