선수명,연도,소속팀명,연봉,WAR,상세url
오윤,2015,넥센,"900,000",,http://www.statiz.co.kr/player.php?name=오윤
권택형,2015,넥센,"900,000",,http://www.statiz.co.kr/player.php?name=권택형
백승룡,2015,넥센,"900,000",,http://www.statiz.co.kr/player.php?name=백승룡
박성훈,2015,넥센,"900,000",,http://www.statiz.co.kr/player.php?name=박성훈
스나이더,2015,넥센,"900,000",1.356,http://www.statiz.co.kr/player.php?name=스나이더
안태영,2015,넥센,"900,000",,http://www.statiz.co.kr/player.php?name=안태영
구자형,2015,넥센,"900,000",-0.026,http://www.statiz.co.kr/player.php?name=구자형
박병호,2015,넥센,"70,000",8.339,http://www.statiz.co.kr/player.php?name=박병호
밴헤켄,2015,넥센,"65,000",5.116,http://www.statiz.co.kr/player.php?name=밴헤켄
이택근,2015,넥센,"50,000",1.845,http://www.statiz.co.kr/player.php?name=이택근
피어밴드,2015,넥센,"45,000",3.098,http://www.statiz.co.kr/player.php?name=피어밴드
채태인,2015,넥센,"30,000",,http://www.statiz.co.kr/player.php?name=채태인
한현희,2015,넥센,"30,000",2.001,http://www.statiz.co.kr/player.php?name=한현희
서건창,2015,넥센,"26,000",1.533,http://www.statiz.co.kr/player.php?name=서건창
김민성,2015,넥센,"22,000",1.946,http://www.statiz.co.kr/player.php?name=김민성
마정길,2015,넥센,"20,000",0.435,http://www.statiz.co.kr/player.php?name=마정길
조상우,2015,넥센,"17,000",3.360,http://www.statiz.co.kr/player.php?name=조상우
김하성,2015,넥센,"16,000",5.905,http://www.statiz.co.kr/player.php?name=김하성
윤석민,2015,넥센,"16,000",0.228,http://www.statiz.co.kr/player.php?name=윤석민
양훈,2015,넥센,"15,000",1.860,http://www.statiz.co.kr/player.php?name=양훈
박동원,2015,넥센,"14,000",1.679,http://www.statiz.co.kr/player.php?name=박동원
문성현,2015,넥센,"11,000",-0.492,http://www.statiz.co.kr/player.php?name=문성현
김세현,2015,넥센,"9,500",1.738,http://www.statiz.co.kr/player.php?name=김세현
문우람,2015,넥센,"9,000",0.077,http://www.statiz.co.kr/player.php?name=문우람
오재영,2015,넥센,"8,800",,http://www.statiz.co.kr/player.php?name=오재영
금민철,2015,넥센,"7,900",0.628,http://www.statiz.co.kr/player.php?name=금민철
고종욱,2015,넥센,"7,700",1.456,http://www.statiz.co.kr/player.php?name=고종욱
김상수,2015,넥센,"6,000",-0.268,http://www.statiz.co.kr/player.php?name=김상수
유재신,2015,넥센,"6,000",0.380,http://www.statiz.co.kr/player.php?name=유재신
서동욱,2015,넥센,"5,800",0.133,http://www.statiz.co.kr/player.php?name=서동욱
하영민,2015,넥센,"5,500",-0.045,http://www.statiz.co.kr/player.php?name=하영민
김지수,2015,넥센,"5,500",-0.566,http://www.statiz.co.kr/player.php?name=김지수
이정훈,2015,넥센,"4,900",-0.025,http://www.statiz.co.kr/player.php?name=이정훈
김재현,2015,넥센,"4,400",-0.246,http://www.statiz.co.kr/player.php?name=김재현
김택형,2015,넥센,"4,400",-1.074,http://www.statiz.co.kr/player.php?name=김택형
박윤,2015,넥센,"4,000",,http://www.statiz.co.kr/player.php?name=박윤
임병욱,2015,넥센,"4,000",-0.103,http://www.statiz.co.kr/player.php?name=임병욱
유선정,2015,넥센,"3,600",-0.304,http://www.statiz.co.kr/player.php?name=유선정
김정훈,2015,넥센,"3,400",,http://www.statiz.co.kr/player.php?name=김정훈
장영석,2015,넥센,"3,300",-0.104,http://www.statiz.co.kr/player.php?name=장영석
장시윤,2015,넥센,"3,300",-0.359,http://www.statiz.co.kr/player.php?name=장시윤
홍성갑,2015,넥센,"3,200",-0.020,http://www.statiz.co.kr/player.php?name=홍성갑
김정인,2015,넥센,"3,000",0.045,http://www.statiz.co.kr/player.php?name=김정인
허정협,2015,넥센,"3,000",0.086,http://www.statiz.co.kr/player.php?name=허정협
이상민,2015,넥센,"3,000",-0.452,http://www.statiz.co.kr/player.php?name=이상민
김동준,2015,넥센,"3,000",-0.137,http://www.statiz.co.kr/player.php?name=김동준
임태준,2015,넥센,"2,900",,http://www.statiz.co.kr/player.php?name=임태준
김민준,2015,넥센,"2,700",0.036,http://www.statiz.co.kr/player.php?name=김민준
황덕균,2015,넥센,"2,700",,http://www.statiz.co.kr/player.php?name=황덕균
양현,2015,넥센,"2,700",,http://www.statiz.co.kr/player.php?name=양현
김웅빈,2015,넥센,"2,700",,http://www.statiz.co.kr/player.php?name=김웅빈
최원태,2015,넥센,"2,700",,http://www.statiz.co.kr/player.php?name=최원태
송성문,2015,넥센,"2,700",-0.131,http://www.statiz.co.kr/player.php?name=송성문
송우현,2015,넥센,"2,700",,http://www.statiz.co.kr/player.php?name=송우현
김해수,2015,넥센,"2,700",,http://www.statiz.co.kr/player.php?name=김해수
임동휘,2015,넥센,"2,700",,http://www.statiz.co.kr/player.php?name=임동휘
신명수,2015,넥센,"2,700",,http://www.statiz.co.kr/player.php?name=신명수
박정음,2015,넥센,"2,700",,http://www.statiz.co.kr/player.php?name=박정음
강지광,2015,넥센,"2,700",-0.180,http://www.statiz.co.kr/player.php?name=강지광
정회찬,2015,넥센,"2,700",-0.009,http://www.statiz.co.kr/player.php?name=정회찬
박주현,2015,넥센,"2,700",,http://www.statiz.co.kr/player.php?name=박주현
정용준,2015,넥센,"2,700",,http://www.statiz.co.kr/player.php?name=정용준
