선수명,연도,소속팀명,연봉,WAR,상세url
이택근,2012,넥센,"70,000",2.553,http://www.statiz.co.kr/player.php?name=이택근
김병현,2012,넥센,"50,000",-0.324,http://www.statiz.co.kr/player.php?name=김병현
송지만,2012,넥센,"25,000",-0.182,http://www.statiz.co.kr/player.php?name=송지만
손승락,2012,넥센,"18,000",2.658,http://www.statiz.co.kr/player.php?name=손승락
강정호,2012,넥센,"18,000",8.234,http://www.statiz.co.kr/player.php?name=강정호
유한준,2012,넥센,"12,500",0.223,http://www.statiz.co.kr/player.php?name=유한준
김수경,2012,넥센,"11,500",0.284,http://www.statiz.co.kr/player.php?name=김수경
김민우,2012,넥센,"9,500",0.872,http://www.statiz.co.kr/player.php?name=김민우
마정길,2012,넥센,"9,000",,http://www.statiz.co.kr/player.php?name=마정길
오재영,2012,넥센,"9,000",,http://www.statiz.co.kr/player.php?name=오재영
이보근,2012,넥센,"8,700",0.064,http://www.statiz.co.kr/player.php?name=이보근
이정훈,2012,넥센,"8,200",0.420,http://www.statiz.co.kr/player.php?name=이정훈
강귀태,2012,넥센,"8,000",-0.040,http://www.statiz.co.kr/player.php?name=강귀태
김민성,2012,넥센,"7,500",1.572,http://www.statiz.co.kr/player.php?name=김민성
김성태,2012,넥센,"7,000",,http://www.statiz.co.kr/player.php?name=김성태
강병식,2012,넥센,"7,000",-0.015,http://www.statiz.co.kr/player.php?name=강병식
문성현,2012,넥센,"7,000",0.859,http://www.statiz.co.kr/player.php?name=문성현
장기영,2012,넥센,"6,900",,http://www.statiz.co.kr/player.php?name=장기영
심수창,2012,넥센,"6,500",-0.284,http://www.statiz.co.kr/player.php?name=심수창
박병호,2012,넥센,"6,200",6.506,http://www.statiz.co.kr/player.php?name=박병호
김상수,2012,넥센,"4,800",0.158,http://www.statiz.co.kr/player.php?name=김상수
조용훈,2012,넥센,"4,500",,http://www.statiz.co.kr/player.php?name=조용훈
박정준,2012,넥센,"4,300",-0.093,http://www.statiz.co.kr/player.php?name=박정준
조중근,2012,넥센,"4,300",-0.896,http://www.statiz.co.kr/player.php?name=조중근
허도환,2012,넥센,"4,200",0.229,http://www.statiz.co.kr/player.php?name=허도환
정수성,2012,넥센,"4,200",0.635,http://www.statiz.co.kr/player.php?name=정수성
오윤,2012,넥센,"4,000",0.696,http://www.statiz.co.kr/player.php?name=오윤
강윤구,2012,넥센,"3,800",1.508,http://www.statiz.co.kr/player.php?name=강윤구
박성훈,2012,넥센,"3,700",1.245,http://www.statiz.co.kr/player.php?name=박성훈
유선정,2012,넥센,"3,400",,http://www.statiz.co.kr/player.php?name=유선정
장영석,2012,넥센,"3,300",-0.221,http://www.statiz.co.kr/player.php?name=장영석
배힘찬,2012,넥센,"3,300",,http://www.statiz.co.kr/player.php?name=배힘찬
오재일,2012,넥센,"3,200",,http://www.statiz.co.kr/player.php?name=오재일
김영민,2012,넥센,"3,100",,http://www.statiz.co.kr/player.php?name=김영민
노환수,2012,넥센,"3,000",,http://www.statiz.co.kr/player.php?name=노환수
지석훈,2012,넥센,"3,000",-0.097,http://www.statiz.co.kr/player.php?name=지석훈
차화준,2012,넥센,"2,500",-0.007,http://www.statiz.co.kr/player.php?name=차화준
김정훈,2012,넥센,"2,400",,http://www.statiz.co.kr/player.php?name=김정훈
임태준,2012,넥센,"2,400",,http://www.statiz.co.kr/player.php?name=임태준
이태양,2012,넥센,"2,400",-0.022,http://www.statiz.co.kr/player.php?name=이태양
안규성,2012,넥센,"2,400",,http://www.statiz.co.kr/player.php?name=안규성
이승주,2012,넥센,"2,400",,http://www.statiz.co.kr/player.php?name=이승주
임창민,2012,넥센,"2,400",0.034,http://www.statiz.co.kr/player.php?name=임창민
박헌도,2012,넥센,"2,400",-0.095,http://www.statiz.co.kr/player.php?name=박헌도
서건창,2012,넥센,"2,400",3.510,http://www.statiz.co.kr/player.php?name=서건창
전유수,2012,넥센,"2,400",,http://www.statiz.co.kr/player.php?name=전유수
전동수,2012,넥센,"2,400",,http://www.statiz.co.kr/player.php?name=전동수
김남형,2012,넥센,"2,400",-0.115,http://www.statiz.co.kr/player.php?name=김남형
유재신,2012,넥센,"2,400",0.142,http://www.statiz.co.kr/player.php?name=유재신
신현철,2012,넥센,"2,400",-0.022,http://www.statiz.co.kr/player.php?name=신현철
이해창,2012,넥센,"2,400",,http://www.statiz.co.kr/player.php?name=이해창
장효훈,2012,넥센,"2,400",,http://www.statiz.co.kr/player.php?name=장효훈
