선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
채은성,79192,LG,0.315,128,514,470,59,148,18,1,12,204,72,0,8,24,1,12,67,9,0.434,0.358,0.792,43,0.331,0.333,31,130,133,0.98,9,0.36,3.64,0.119,71.8,0.270
이천웅,61186,LG,0.308,138,613,546,88,168,24,3,2,204,48,4,1,57,1,5,82,13,0.374,0.378,0.752,52,0.333,0.333,29,186,111,1.68,6,0.70,3.81,0.066,75.4,0.264
김현수,76290,LG,0.304,140,595,526,75,160,37,0,11,230,82,0,9,54,9,6,52,11,0.437,0.370,0.807,49,0.329,0.000,48,165,158,1.04,9,1.04,3.67,0.133,84.2,0.276
페게로,69165,LG,0.286,52,214,199,24,57,10,0,9,94,44,0,1,12,0,2,63,2,0.472,0.332,0.804,15,0.277,0.000,19,32,48,0.67,6,0.19,3.86,0.186,30.3,0.267
이형종,78135,LG,0.286,120,482,419,56,120,24,1,13,185,63,1,10,42,1,10,78,9,0.442,0.358,0.800,35,0.248,0.222,38,103,128,0.80,4,0.54,3.67,0.155,68.0,0.272
박용택,72133,LG,0.282,64,215,195,19,55,9,0,1,67,22,0,2,18,1,0,30,3,0.344,0.340,0.684,15,0.220,0.273,10,48,64,0.75,0,0.60,3.62,0.062,23.5,0.239
조셉,69150,LG,0.274,55,217,197,17,54,3,0,9,84,36,0,2,14,0,4,46,3,0.426,0.332,0.758,13,0.263,0.500,12,44,55,0.80,3,0.30,3.60,0.152,28.3,0.256
유강남,61102,LG,0.270,132,468,418,44,113,22,0,16,183,49,1,6,30,2,13,82,21,0.438,0.334,0.772,25,0.210,0.273,38,115,114,1.01,8,0.37,3.86,0.167,56.8,0.260
김민성,77564,LG,0.260,107,401,361,44,94,16,0,8,134,50,5,1,30,0,4,75,12,0.371,0.323,0.694,25,0.330,0.000,24,86,107,0.80,8,0.40,3.91,0.111,41.1,0.238
오지환,79109,LG,0.252,134,547,473,63,119,23,5,9,179,53,7,3,57,1,7,113,7,0.378,0.339,0.717,32,0.256,0.000,37,122,122,1.00,8,0.50,4.11,0.127,66.7,0.247
홍창기,66108,LG,0.250,23,26,24,3,6,2,0,0,8,0,0,0,1,0,1,12,1,0.333,0.308,0.641,1,0.167,0.143,2,4,2,2.00,0,0.08,4.42,0.083,2.6,0.222
전민수,78361,LG,0.240,75,106,96,8,23,7,0,0,30,8,1,0,9,0,0,18,4,0.313,0.305,0.618,3,0.241,0.282,7,26,29,0.90,1,0.50,4.02,0.073,8.0,0.216
서상우,62164,LG,0.238,13,24,21,2,5,1,0,0,6,1,0,0,3,0,0,8,1,0.286,0.333,0.619,2,0.000,0.143,1,6,2,3.00,0,0.38,4.04,0.048,1.9,0.221
신민재,65207,LG,0.235,81,94,81,25,19,3,0,0,22,5,1,1,8,0,3,17,0,0.272,0.323,0.595,2,0.211,0.286,3,35,11,3.18,1,0.47,4.31,0.037,7.8,0.213
