선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
이병규,97109,LG,0.337,119,517,466,62,157,24,2,9,212,75,1,7,34,1,9,62,10,0.455,0.388,0.843,51,0.346,0.667,35,150,104,1.44,0,0.55,3.49,0.118,78.4,0.288
오태근,72169,LG,0.333,7,5,3,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0.333,0.600,0.933,0,0.500,0.000,0,1,0,-,0,1.00,3.80,0.000,0.9,0.353
최동수,94132,LG,0.319,77,229,210,20,67,17,0,6,102,36,1,1,17,1,0,29,3,0.486,0.368,0.854,14,0.397,0.462,23,62,53,1.17,0,0.59,3.46,0.167,34.9,0.287
클리어,75154,LG,0.303,110,453,402,64,122,23,4,15,198,61,0,5,36,3,10,85,8,0.493,0.371,0.864,34,0.281,0.000,42,95,105,0.90,0,0.42,3.89,0.189,72.5,0.290
박용택,72133,LG,0.280,126,523,472,90,132,25,1,15,204,71,0,3,43,3,5,98,9,0.432,0.344,0.776,35,0.353,0.333,41,141,104,1.36,0,0.44,3.89,0.153,74.1,0.263
김정민,93112,LG,0.274,79,211,186,19,51,9,0,5,75,29,10,2,7,0,6,20,8,0.403,0.318,0.721,12,0.404,1.000,14,69,48,1.44,0,0.35,3.37,0.129,21.8,0.244
박기남,74103,LG,0.272,56,162,136,20,37,2,0,4,51,16,5,0,19,0,2,36,2,0.375,0.369,0.744,8,0.250,0.000,6,37,26,1.42,0,0.53,4.36,0.103,19.8,0.260
최승환,70122,LG,0.269,16,27,26,3,7,2,0,1,12,4,0,0,1,0,0,7,0,0.462,0.296,0.758,1,0.444,0.600,3,5,7,0.71,0,0.14,3.67,0.192,3.5,0.249
이대형,73153,LG,0.268,107,142,127,40,34,4,1,0,40,5,3,0,11,0,1,35,2,0.315,0.331,0.646,8,0.292,0.231,5,42,16,2.63,0,0.31,3.77,0.047,17.0,0.228
이종열,91015,LG,0.253,85,303,269,37,68,7,2,6,97,29,7,2,21,1,4,37,6,0.361,0.314,0.675,16,0.238,0.667,15,84,82,1.02,0,0.57,3.68,0.108,31.7,0.232
정의윤,75151,LG,0.242,106,340,314,41,76,10,3,8,116,42,3,2,17,0,4,69,6,0.369,0.288,0.657,19,0.225,0.136,21,80,91,0.88,0,0.25,3.94,0.127,33.4,0.222
권용관,95158,LG,0.237,79,215,194,21,46,7,3,9,86,25,9,2,7,0,3,53,1,0.443,0.272,0.715,7,0.231,0.000,19,55,42,1.31,0,0.13,4.10,0.206,24.9,0.233
한규식,99554,LG,0.236,115,325,275,37,65,9,1,0,76,23,10,3,36,0,1,65,4,0.276,0.324,0.600,10,0.312,0.000,10,78,70,1.11,0,0.55,3.97,0.040,27.9,0.215
안재만,97157,LG,0.236,65,199,174,16,41,10,0,2,57,18,9,2,9,0,5,49,1,0.328,0.289,0.617,11,0.277,0.500,12,51,35,1.46,0,0.18,3.73,0.092,18.5,0.212
이성열,73136,LG,0.235,102,230,187,34,44,7,3,9,84,30,0,1,21,3,21,78,0,0.449,0.374,0.823,8,0.177,0.270,19,28,38,0.74,0,0.27,3.84,0.214,34.7,0.281
조인성,98144,LG,0.224,85,230,201,22,45,11,0,6,74,34,9,2,14,0,4,34,2,0.368,0.285,0.653,8,0.215,0.333,17,49,75,0.65,0,0.41,3.70,0.144,22.7,0.220
마테오,75156,LG,0.223,34,149,130,18,29,3,0,5,47,20,0,3,12,0,4,36,1,0.362,0.302,0.664,7,0.143,0.000,8,28,40,0.70,0,0.33,3.79,0.138,16.7,0.226
안상준,95666,LG,0.206,26,78,68,8,14,4,0,0,18,4,4,0,5,0,1,11,5,0.265,0.270,0.535,2,0.211,1.000,4,23,20,1.15,0,0.45,3.45,0.059,3.6,0.188
박병호,75125,LG,0.190,79,185,163,22,31,11,0,3,51,21,0,4,12,0,6,48,3,0.313,0.265,0.578,6,0.204,0.115,14,42,46,0.91,0,0.25,3.97,0.123,15.1,0.198
박경수,73113,LG,0.171,35,133,105,13,18,2,0,2,26,7,6,1,18,0,3,32,1,0.248,0.307,0.555,4,0.300,0.000,4,31,25,1.24,0,0.56,4.44,0.076,10.8,0.200
안치용,72161,LG,0.143,13,8,7,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0.143,0.143,0.286,0,0.000,0.000,0,0,4,0.00,0,0.00,3.50,0.000,0.0,0.100
