선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
강동연,61295,두산,0.00,1,0,0,0,0,-,2,1,0,0,0,1,1,0,0.50,0,0,0,0,7,28,0.143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1.50,0.167,28.0,14.0,4.50,0.00,-,0.143,0.143,0.286
홍상삼,78247,두산,2.50,55,5,4,5,9,0.556,72,51,8,45,2,77,22,20,1.33,0,0,0,5,309,1229,0.199,7,5,3,3,3,9,0,0,0,5,14,14,0,3,52,79,0.66,0.247,22.3,17.1,9.63,5.63,1.71,0.320,0.359,0.679
오현택,79293,두산,2.70,67,5,3,5,7,0.625,73 1/3,65,6,19,8,65,23,22,1.15,0,0,0,5,302,1138,0.243,10,2,4,3,3,1,0,0,0,5,16,22,1,6,57,84,0.68,0.295,17.0,15.5,7.98,2.33,3.42,0.309,0.362,0.671
이용찬,77211,두산,2.70,5,0,0,0,0,-,3 1/3,7,0,3,0,4,1,1,3.00,0,0,0,0,19,66,0.438,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,1.50,0.583,13.2,19.8,10.80,8.10,1.33,0.526,0.500,1.026
김강률,77263,두산,3.20,17,0,0,0,0,-,19 2/3,18,1,17,0,17,8,7,1.78,0,0,0,0,92,392,0.243,3,0,1,0,0,4,0,0,0,0,11,0,0,1,21,18,1.17,0.304,23.1,19.9,7.78,7.78,1.00,0.385,0.324,0.709
김창훈,74728,두산,3.38,3,0,0,0,0,-,2 2/3,4,1,3,1,3,1,1,2.63,0,0,0,0,14,65,0.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.50,0.500,21.7,24.4,10.13,10.13,1.00,0.571,0.700,1.271
정재훈,73241,두산,3.44,55,4,1,14,7,0.800,52 1/3,46,3,17,3,38,26,20,1.20,0,0,0,2,222,831,0.236,2,0,5,2,1,1,0,0,0,4,27,27,1,4,54,59,0.92,0.276,15.1,15.9,6.54,2.92,2.24,0.304,0.292,0.596
유희관,79229,두산,3.53,41,10,7,1,3,0.588,145 1/3,141,7,52,7,96,60,57,1.33,0,0,7,1,612,2410,0.262,28,3,10,4,1,2,2,18,8,2,6,5,0,15,143,163,0.88,0.305,58.8,16.6,5.94,3.22,1.85,0.332,0.364,0.696
니퍼트,61240,두산,3.58,19,12,4,0,0,0.750,118,108,7,34,4,104,52,47,1.20,1,0,12,0,482,1946,0.247,15,2,4,2,0,3,0,19,12,0,1,0,0,6,122,106,1.15,0.307,102.4,16.5,7.93,2.59,3.06,0.305,0.338,0.643
노경은,73211,두산,3.84,30,10,10,0,0,0.500,180 1/3,171,16,75,6,153,88,77,1.36,0,0,18,0,765,3000,0.254,33,4,10,2,0,8,1,30,10,0,0,0,0,12,206,144,1.43,0.307,100.0,16.6,7.64,3.74,2.04,0.334,0.387,0.721
유창준,63295,두산,4.00,5,0,1,0,0,0.000,9,9,1,3,0,5,4,4,1.33,0,0,0,0,38,170,0.257,2,0,0,0,0,1,1,1,0,0,2,0,0,0,10,11,0.91,0.276,34.0,18.9,5.00,3.00,1.67,0.316,0.400,0.716
윤명준,62242,두산,4.00,34,4,1,4,7,0.800,45,50,0,15,4,35,20,20,1.44,0,0,0,2,196,743,0.287,5,3,2,1,1,1,1,0,0,4,11,12,0,6,61,29,2.10,0.357,21.9,16.5,7.00,3.00,2.33,0.356,0.351,0.707
김명성,61527,두산,4.09,8,0,0,0,0,-,11,7,0,7,0,9,5,5,1.27,0,0,0,0,47,210,0.179,1,0,1,0,0,2,0,0,0,0,4,0,0,0,13,10,1.30,0.233,26.3,19.1,7.36,5.73,1.29,0.304,0.205,0.509
서동환,75261,두산,4.32,8,0,1,0,0,0.000,16 2/3,15,0,14,1,4,8,8,1.74,0,0,0,0,77,294,0.254,4,1,2,1,0,4,0,1,0,0,5,0,0,1,22,19,1.16,0.268,36.8,17.6,2.16,7.56,0.29,0.400,0.356,0.756
변진수,62263,두산,4.70,38,2,1,0,6,0.667,38 1/3,37,2,19,8,20,21,20,1.46,0,0,0,0,170,649,0.266,5,0,2,2,0,2,0,0,0,2,12,4,0,6,40,44,0.91,0.294,17.1,16.9,4.70,4.46,1.05,0.381,0.345,0.726
이재우,71260,두산,4.73,30,5,2,0,0,0.714,66 2/3,59,5,48,4,44,36,35,1.61,0,0,0,1,302,1247,0.243,12,0,3,4,0,4,0,11,3,2,6,3,0,2,51,93,0.55,0.273,41.6,18.7,5.94,6.48,0.92,0.371,0.354,0.725
김선우,78232,두산,5.52,17,5,6,0,0,0.455,60 1/3,77,6,18,7,20,41,37,1.57,0,0,3,0,267,966,0.328,12,1,3,4,0,0,0,12,3,2,0,0,0,14,86,56,1.54,0.333,56.8,16.0,2.98,2.69,1.11,0.386,0.464,0.850
김상현,71255,두산,5.91,35,4,4,0,3,0.500,67,78,5,23,5,36,46,44,1.51,0,0,0,0,295,1057,0.301,14,0,6,2,0,1,0,7,1,3,2,4,0,6,66,81,0.81,0.332,30.2,15.8,4.84,3.09,1.57,0.367,0.413,0.780
핸킨스,63229,두산,6.23,12,3,3,0,0,0.500,60 2/3,79,5,21,3,30,42,42,1.65,0,0,3,0,273,974,0.326,12,5,5,2,0,1,1,10,3,0,0,0,0,11,74,61,1.21,0.354,81.2,16.1,4.45,3.12,1.43,0.384,0.479,0.863
올슨,63230,두산,6.52,10,1,1,0,0,0.500,38 2/3,41,2,27,5,35,30,28,1.76,0,0,1,0,180,754,0.285,5,0,3,1,0,5,0,10,1,0,0,0,0,7,37,32,1.16,0.361,75.4,19.5,8.15,6.28,1.30,0.412,0.361,0.773
원용묵,76262,두산,9.00,1,0,0,0,0,-,1,1,0,2,0,0,1,1,3.00,0,0,0,0,6,34,0.250,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0.50,0.250,34.0,34.0,0.00,18.00,0.00,0.500,0.500,1.000
이정호,61262,두산,9.55,13,0,3,1,0,0.000,33,46,4,20,3,25,35,35,2.00,0,0,0,0,162,683,0.341,12,1,2,2,0,4,0,7,0,0,3,1,0,6,29,37,0.78,0.389,52.5,20.7,6.82,5.45,1.25,0.431,0.533,0.964
임태훈,77251,두산,11.32,9,1,1,0,0,0.500,10 1/3,18,1,11,0,13,13,13,2.81,0,0,0,0,60,265,0.391,6,2,0,3,0,0,0,0,0,1,2,0,0,0,7,11,0.64,0.486,29.4,25.6,11.32,9.58,1.18,0.483,0.674,1.157
이혜천,98259,두산,11.57,13,0,1,0,0,0.000,9 1/3,16,0,7,5,7,12,12,2.46,0,0,0,1,54,205,0.390,6,0,1,0,1,0,0,1,0,0,2,2,0,2,11,7,1.57,0.471,15.8,22.0,6.75,6.75,1.00,0.528,0.537,1.065
안규영,61215,두산,14.29,3,0,0,0,0,-,5 2/3,11,3,6,0,3,9,9,3.00,0,0,0,0,32,127,0.423,2,0,0,0,0,0,0,1,0,0,1,0,0,0,4,8,0.50,0.400,42.3,22.4,4.76,9.53,0.50,0.531,0.846,1.377
정대현,60264,두산,18.41,5,0,0,0,0,-,7 1/3,21,1,6,0,2,15,15,3.68,0,0,0,0,48,175,0.512,7,1,0,1,0,0,0,0,0,0,0,1,0,0,10,9,1.11,0.513,35.0,23.9,2.45,7.36,0.33,0.563,0.805,1.368
함덕주,63248,두산,33.75,3,0,0,0,0,-,1 1/3,6,0,2,0,2,5,5,6.00,0,0,0,0,12,49,0.600,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1.00,0.750,16.3,36.8,13.50,13.50,1.00,0.667,0.800,1.467
