선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
이원희,74247,두산,-,1,0,1,0,0,0.000,0,3,1,1,0,0,4,4,-,0,0,0,0,4,16,1.000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-,1.000,16.0,-,-,-,0.00,1.000,2.333,3.333
원용묵,76262,두산,1.59,16,0,0,0,0,-,11 1/3,10,0,6,1,8,3,2,1.41,0,0,0,0,48,194,0.250,3,0,1,0,0,2,0,0,0,0,5,0,0,3,9,13,0.69,0.313,12.1,17.1,6.35,4.76,1.33,0.362,0.325,0.687
리오스,72659,두산,2.07,33,22,5,0,0,0.815,234 2/3,191,8,58,16,147,69,54,1.06,6,4,26,0,947,3566,0.223,26,3,10,6,2,5,0,33,22,0,6,0,0,21,302,223,1.35,0.258,108.1,15.2,5.64,2.22,2.53,0.283,0.288,0.571
구자운,99245,두산,2.08,6,2,1,0,0,0.667,17 1/3,13,0,8,2,11,4,4,1.21,0,0,0,0,70,236,0.224,3,0,2,0,0,1,0,3,2,0,0,1,0,5,17,17,1.00,0.277,39.3,13.6,5.71,4.15,1.38,0.338,0.276,0.614
이승학,77257,두산,2.17,33,7,1,0,3,0.875,62 1/3,53,3,18,4,38,15,15,1.14,0,0,2,0,255,955,0.233,6,0,5,1,1,4,0,6,4,3,7,2,0,4,64,73,0.88,0.267,28.9,15.3,5.49,2.60,2.11,0.300,0.300,0.600
임태훈,77251,두산,2.40,64,7,3,1,20,0.700,101 1/3,77,2,36,5,93,28,27,1.12,0,0,0,4,416,1705,0.211,21,3,8,2,6,2,1,0,0,7,5,20,0,5,70,127,0.55,0.276,26.6,16.8,8.26,3.20,2.58,0.289,0.301,0.590
정재훈,73241,두산,2.44,52,5,3,25,0,0.625,59,54,2,32,5,54,22,16,1.46,0,0,0,4,263,1031,0.250,12,1,7,3,6,2,0,2,0,5,45,29,3,4,50,61,0.82,0.319,19.8,17.5,8.24,4.88,1.69,0.355,0.343,0.698
랜들,75230,두산,3.12,28,12,8,0,0,0.600,164 1/3,142,16,55,10,113,60,57,1.20,0,0,17,0,684,2664,0.235,21,2,10,5,4,3,0,28,12,0,0,0,0,10,152,202,0.75,0.263,95.1,16.2,6.19,3.01,2.05,0.307,0.356,0.663
금민철,75258,두산,3.97,53,1,4,0,6,0.200,59,57,2,29,5,43,30,26,1.46,0,0,0,1,257,1057,0.265,10,0,5,3,0,2,0,5,0,1,8,9,0,6,77,41,1.88,0.318,19.9,17.9,6.56,4.42,1.48,0.361,0.340,0.701
정성훈,96465,두산,4.00,9,1,1,1,1,0.500,9,11,0,4,1,5,4,4,1.67,0,0,0,0,41,169,0.314,1,0,1,0,1,0,0,0,0,1,3,3,1,1,14,5,2.80,0.367,18.8,18.8,5.00,4.00,1.25,0.400,0.343,0.743
김상현,71255,두산,4.33,28,4,9,0,2,0.308,72 2/3,78,7,19,1,52,41,35,1.33,0,0,4,1,309,1186,0.277,9,0,5,2,1,2,0,9,0,4,5,6,0,6,82,72,1.14,0.316,42.4,16.3,6.44,2.35,2.74,0.322,0.383,0.705
