선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
조규수,70755,두산,0.00,2,0,0,0,0,-,1 1/3,1,0,0,0,0,0,0,0.75,0,0,0,0,5,14,0.200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1.00,0.200,7.0,10.5,0.00,0.00,-,0.200,0.200,0.400
진야곱,78257,두산,-,1,0,0,0,0,-,0,0,0,1,0,0,0,0,-,0,0,0,0,1,6,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,0.000,6.0,-,-,-,0.00,1.000,-,1.000
이재우,71260,두산,1.35,2,1,0,0,0,1.000,6 2/3,2,0,0,0,4,1,1,0.30,0,0,1,0,21,90,0.095,0,0,0,0,0,0,0,2,1,0,0,0,0,1,7,8,0.88,0.118,45.0,13.5,5.40,0.00,-,0.095,0.095,0.190
정재훈,73241,두산,1.73,63,8,4,2,23,0.667,78,52,2,28,4,89,16,15,1.03,0,0,0,2,307,1195,0.194,12,0,4,3,3,1,0,0,0,8,8,23,0,5,57,73,0.78,0.278,19.0,15.3,10.27,3.23,3.18,0.277,0.261,0.538
이용찬,77211,두산,3.24,47,2,1,25,0,0.667,41 2/3,34,7,10,1,28,16,15,1.06,0,0,0,4,166,630,0.228,3,0,3,3,0,3,0,0,0,2,42,29,2,6,36,54,0.67,0.231,13.4,15.1,6.05,2.16,2.80,0.276,0.389,0.665
히메네스,60240,두산,3.32,27,14,5,0,0,0.737,152,139,7,62,9,87,65,56,1.32,1,0,15,1,654,2512,0.247,17,3,15,6,0,5,0,26,14,0,1,1,0,14,207,135,1.53,0.278,93.0,16.5,5.15,3.67,1.40,0.329,0.326,0.655
김창훈,74728,두산,3.52,9,0,0,0,0,-,7 2/3,4,2,3,0,8,3,3,0.91,0,0,0,0,31,122,0.148,0,0,0,1,0,2,0,0,0,0,1,0,0,0,8,8,1.00,0.111,13.6,15.9,9.39,3.52,2.67,0.226,0.370,0.596
고창성,78248,두산,3.62,73,6,4,0,22,0.600,82,68,7,16,11,67,37,33,1.02,0,0,0,1,331,1174,0.227,9,2,4,0,1,1,0,0,0,6,8,22,0,7,110,55,2.00,0.270,16.1,14.3,7.35,1.76,4.19,0.291,0.340,0.631
김선우,78232,두산,4.02,28,13,6,0,0,0.684,154 2/3,163,12,50,8,128,77,69,1.38,1,0,16,0,662,2585,0.277,21,2,12,3,1,9,0,28,13,0,1,0,0,12,208,93,2.24,0.334,92.3,16.7,7.45,2.91,2.56,0.340,0.380,0.720
지승민,71715,두산,4.05,12,0,0,0,1,-,6 2/3,9,2,7,1,2,3,3,2.40,0,0,0,0,37,158,0.310,1,0,0,0,0,0,0,0,0,0,1,2,0,0,6,12,0.50,0.280,13.2,23.7,2.70,9.45,0.29,0.459,0.552,1.011
김승회,73248,두산,4.24,25,0,1,0,2,0.000,40 1/3,38,6,10,2,26,20,19,1.19,0,0,0,1,165,576,0.255,6,1,0,4,0,1,0,0,0,0,7,5,0,4,32,57,0.56,0.264,23.0,14.3,5.80,2.23,2.60,0.303,0.430,0.733
이현승,76329,두산,4.75,46,3,6,2,4,0.333,77 2/3,80,8,25,3,50,45,41,1.35,0,0,2,0,327,1300,0.276,20,0,7,2,0,0,0,11,2,1,7,7,0,8,83,79,1.05,0.308,28.3,16.7,5.79,2.90,2.00,0.338,0.428,0.766
원용묵,76262,두산,4.91,9,0,0,0,0,-,7 1/3,7,0,4,0,4,5,4,1.50,0,0,0,0,33,149,0.259,4,0,1,1,0,2,0,0,0,0,3,0,0,0,4,13,0.31,0.292,16.6,20.3,4.91,4.91,1.00,0.344,0.407,0.751
왈론드,75155,두산,4.95,29,7,9,0,0,0.438,129,143,13,54,10,100,84,71,1.53,0,0,8,0,584,2225,0.287,25,0,15,7,0,7,0,21,6,1,2,0,0,15,145,117,1.24,0.332,76.7,17.2,6.98,3.77,1.85,0.364,0.416,0.780
성영훈,79222,두산,4.96,15,0,1,0,0,0.000,16 1/3,19,0,4,3,12,10,9,1.41,0,0,0,0,75,282,0.292,6,1,2,1,0,2,0,0,0,0,6,0,0,0,16,19,0.84,0.352,18.8,17.3,6.61,2.20,3.00,0.356,0.415,0.771
이재학,60263,두산,5.01,16,1,1,0,0,0.500,23 1/3,21,3,13,6,18,14,13,1.46,0,0,0,0,107,416,0.250,3,1,4,0,1,2,1,1,0,1,3,0,0,0,29,16,1.81,0.286,26.0,17.8,6.94,5.01,1.38,0.388,0.417,0.805
임태훈,77251,두산,5.30,36,9,11,1,1,0.450,130 2/3,134,27,47,12,103,83,77,1.39,0,0,5,3,578,2236,0.267,15,3,12,5,0,6,1,20,8,1,4,5,0,2,132,138,0.96,0.284,62.1,17.1,7.09,3.24,2.19,0.341,0.470,0.811
김성배,73226,두산,5.59,9,2,2,0,0,0.500,19 1/3,21,2,5,2,9,13,12,1.34,0,0,0,0,85,329,0.284,7,1,3,1,0,1,0,4,2,0,1,0,0,0,15,30,0.50,0.297,36.6,17.0,4.19,2.33,1.80,0.341,0.486,0.827
박정배,75250,두산,6.14,10,1,1,0,0,0.500,14 2/3,17,4,5,2,11,10,10,1.50,0,0,0,0,65,279,0.293,4,0,0,0,0,0,0,1,0,1,5,0,0,2,16,14,1.14,0.302,27.9,19.0,6.75,3.07,2.20,0.369,0.569,0.938
홍상삼,78247,두산,6.42,30,4,3,0,1,0.571,96 2/3,102,17,49,5,86,74,69,1.56,0,0,3,0,436,1669,0.273,18,4,3,5,0,8,0,14,4,0,10,0,0,8,73,118,0.62,0.308,55.6,17.3,8.01,4.56,1.76,0.360,0.479,0.839
오현택,79293,두산,6.46,12,1,0,0,0,1.000,15 1/3,18,2,6,0,11,12,11,1.57,0,0,0,0,69,235,0.286,2,1,0,0,0,0,0,0,0,1,5,0,0,1,20,14,1.43,0.320,19.6,15.3,6.46,3.52,1.83,0.348,0.444,0.792
조승수,79235,두산,6.87,23,1,2,0,1,0.333,36 2/3,51,8,9,3,23,31,28,1.64,0,0,0,0,172,672,0.333,7,1,3,4,0,1,0,2,0,1,3,0,0,2,36,47,0.77,0.341,29.2,18.3,5.65,2.21,2.56,0.373,0.549,0.922
정대현,60264,두산,6.91,14,0,0,0,1,-,14 1/3,16,1,11,1,6,13,11,1.88,0,0,0,0,70,262,0.276,5,0,0,0,0,2,0,0,0,0,5,2,0,2,18,18,1.00,0.294,18.7,18.3,3.77,6.91,0.55,0.400,0.414,0.814
장민익,60255,두산,10.54,9,0,0,0,0,-,13 2/3,25,2,15,0,6,16,16,2.93,0,0,0,0,79,293,0.397,6,0,1,0,0,4,0,2,0,0,1,0,0,1,16,16,1.00,0.418,32.6,21.4,3.95,9.88,0.40,0.513,0.587,1.100
유희관,79229,두산,10.80,5,0,0,0,0,-,3 1/3,5,0,1,1,1,4,4,1.80,0,0,0,0,17,58,0.333,0,1,0,0,0,0,0,0,0,0,3,0,0,0,5,4,1.25,0.357,11.6,17.4,2.70,2.70,1.00,0.412,0.467,0.879
노경은,73211,두산,13.50,6,0,0,0,0,-,9 1/3,17,1,1,1,8,14,14,1.93,0,0,0,0,47,186,0.386,2,2,0,1,0,1,0,0,0,0,5,0,0,0,10,10,1.00,0.444,31.0,19.9,7.71,0.96,8.00,0.404,0.591,0.995
이원재,77229,두산,27.00,1,0,0,0,0,-,1,4,2,1,0,1,3,3,5.00,0,0,0,0,7,28,0.667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.00,0.667,28.0,28.0,9.00,9.00,1.00,0.714,1.833,2.547
