선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
배창현,68207,두산,0.00,1,0,0,0,0,-,1/3,0,0,2,0,0,0,0,6.00,0,0,0,0,3,13,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0.000,13.0,39.0,0.00,54.00,0.00,0.667,0.000,0.667
이동원,62294,두산,-,1,0,0,0,0,-,0,0,0,2,0,0,2,2,-,0,0,0,0,2,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0.000,9.0,-,-,-,0.00,1.000,-,1.000
알칸타라,69045,두산,2.54,31,20,2,0,0,0.909,198 2/3,174,12,30,9,182,58,56,1.03,1,0,27,0,795,3144,0.232,38,3,2,4,0,3,1,31,20,0,1,0,0,10,186,212,0.88,0.289,101.4,15.8,8.24,1.36,6.07,0.269,0.339,0.608
박치국,67266,두산,2.89,63,4,4,0,7,0.500,71 2/3,65,5,34,5,66,34,23,1.38,0,0,0,1,317,1230,0.238,12,2,3,2,4,1,0,0,0,4,9,13,0,8,81,63,1.29,0.294,19.5,17.2,8.29,4.27,1.94,0.331,0.352,0.683
최세창,50298,두산,3.00,3,0,0,0,0,-,3,5,1,0,0,1,2,1,1.67,0,0,0,0,15,47,0.333,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,5,0.80,0.308,15.7,15.7,3.00,0.00,-,0.333,0.533,0.866
플렉센,50234,두산,3.01,21,8,4,0,0,0.667,116 2/3,97,6,30,2,132,43,39,1.09,0,0,12,0,472,1953,0.226,14,0,6,4,2,5,0,21,8,0,0,0,0,7,96,109,0.88,0.307,93.0,16.7,10.18,2.31,4.40,0.277,0.300,0.577
김명신,67246,두산,3.52,16,0,1,0,0,0.000,15 1/3,20,3,4,3,11,6,6,1.57,0,0,0,0,72,269,0.317,4,0,2,0,0,0,0,0,0,0,4,0,0,2,19,13,1.46,0.347,16.8,17.5,6.46,2.35,2.75,0.386,0.524,0.910
김강률,77263,두산,3.54,30,2,2,0,0,0.500,28,36,1,20,4,28,22,11,2.00,0,0,0,0,141,552,0.310,6,2,0,1,0,0,0,0,0,2,10,2,0,2,30,23,1.30,0.398,18.4,19.7,9.00,6.43,1.40,0.426,0.422,0.848
최원준,67263,두산,3.80,42,10,2,0,0,0.833,123,134,15,35,7,94,52,52,1.37,0,0,4,0,532,2148,0.277,23,3,2,4,0,2,1,18,9,1,3,3,0,9,91,169,0.54,0.314,51.1,17.5,6.88,2.56,2.69,0.332,0.430,0.762
함덕주,63248,두산,3.90,36,5,1,10,2,0.833,55 1/3,55,2,21,0,55,25,24,1.37,0,0,1,3,240,972,0.255,7,0,0,3,2,7,0,6,2,3,19,16,0,3,52,57,0.91,0.327,27.0,17.6,8.95,3.42,2.62,0.317,0.315,0.632
이영하,66291,두산,4.64,42,5,11,6,0,0.313,132,148,9,66,5,85,78,68,1.62,0,0,7,2,605,2235,0.284,26,1,7,6,3,4,1,19,3,2,20,8,0,7,138,156,0.88,0.321,53.2,16.9,5.80,4.50,1.29,0.366,0.390,0.756
윤명준,62242,두산,4.83,42,1,0,2,7,1.000,41,51,4,13,1,20,24,22,1.56,0,0,0,0,185,651,0.315,6,1,4,5,1,1,0,0,0,1,13,8,0,3,44,52,0.85,0.329,15.5,15.9,4.39,2.85,1.54,0.359,0.438,0.797
김민규,68200,두산,4.89,29,1,2,1,0,0.333,53 1/3,47,3,22,3,54,30,29,1.29,0,0,0,1,231,998,0.230,14,0,2,0,2,1,0,4,1,0,8,3,0,1,37,66,0.56,0.299,34.4,18.7,9.11,3.71,2.45,0.314,0.343,0.657
