선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
김경태,98128,두산,0.00,3,0,0,0,0,-,2/3,1,0,1,1,0,0,0,3.00,0,0,0,0,6,26,0.250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2.00,0.250,8.7,39.0,0.00,13.50,0.00,0.500,0.250,0.750
김상현,71255,두산,-,1,0,0,0,0,-,0,0,0,1,0,0,0,0,-,0,0,0,0,1,5,-,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.000,5.0,-,-,-,0.00,1.000,-,1.000
전병두,73228,두산,0.00,6,0,0,0,0,-,2,2,0,1,0,0,0,0,1.50,0,0,0,0,9,29,0.250,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,4,0.50,0.250,4.8,14.5,0.00,4.50,0.00,0.333,0.250,0.583
정성훈,96465,두산,2.62,48,1,0,2,5,1.000,58 1/3,55,6,14,6,17,17,17,1.18,0,0,0,0,240,806,0.255,8,0,2,2,2,0,0,0,0,1,10,7,0,8,75,71,1.06,0.251,16.8,13.8,2.62,2.16,1.21,0.315,0.375,0.690
김유봉,95223,두산,2.70,4,0,0,0,0,-,3 1/3,3,0,2,1,1,1,1,1.50,0,0,0,0,14,64,0.273,2,0,0,0,0,0,0,0,0,0,1,0,0,2,4,3,1.33,0.300,16.0,19.2,2.70,5.40,0.50,0.429,0.455,0.884
이재영,72216,두산,3.65,52,6,2,5,10,0.750,116,105,12,78,3,83,55,47,1.58,0,0,5,0,515,2107,0.250,15,0,10,4,2,5,1,10,4,2,12,14,1,9,78,158,0.49,0.283,40.5,18.2,6.44,6.05,1.06,0.368,0.371,0.739
손혁,96138,두산,3.65,12,4,6,0,0,0.400,61 2/3,60,9,9,5,27,29,25,1.12,0,0,4,0,253,907,0.256,6,1,5,0,0,0,0,12,4,0,0,0,0,5,66,81,0.81,0.258,75.6,14.7,3.94,1.31,3.00,0.298,0.406,0.704
이리키,73229,두산,3.74,39,7,11,5,0,0.389,159,155,17,53,9,87,68,66,1.31,5,1,12,0,676,2315,0.262,33,3,17,5,3,2,0,20,7,0,23,5,3,13,156,199,0.78,0.280,59.4,14.6,4.92,3.00,1.64,0.329,0.414,0.743
키퍼,72653,두산,3.79,29,8,7,0,0,0.533,168 2/3,160,15,46,17,77,78,71,1.22,3,1,14,0,711,2591,0.254,26,2,16,1,2,2,0,29,8,0,3,0,0,12,189,206,0.92,0.269,89.3,15.4,4.11,2.45,1.67,0.321,0.372,0.693
이혜천,98259,두산,3.93,83,5,3,0,11,0.625,55,46,4,37,5,36,27,24,1.51,0,0,0,0,250,952,0.225,6,2,4,0,2,7,0,0,0,5,4,17,0,6,84,38,2.21,0.256,11.5,17.3,5.89,6.05,0.97,0.358,0.333,0.691
노경은,73211,두산,4.12,5,3,1,0,0,0.750,19 2/3,12,2,12,2,8,9,9,1.22,0,0,1,0,79,320,0.185,2,0,0,0,0,0,0,4,3,0,1,0,0,4,20,25,0.80,0.182,64.0,16.3,3.66,5.49,0.67,0.329,0.308,0.637
구자운,99245,두산,4.17,48,4,9,18,0,0.308,95,98,7,30,3,64,48,44,1.35,0,0,4,0,409,1602,0.273,21,1,11,6,3,4,0,10,1,3,34,23,1,6,84,119,0.71,0.310,33.4,16.9,6.06,2.84,2.13,0.329,0.396,0.725
