선수명,연도,소속팀명,연봉,WAR,상세url
박명환,2008,LG,"50,000",-0.214,http://www.statiz.co.kr/player.php?name=박명환
조인성,2008,LG,"40,000",1.173,http://www.statiz.co.kr/player.php?name=조인성
봉중근,2008,LG,"25,000",5.007,http://www.statiz.co.kr/player.php?name=봉중근
최원호,2008,LG,"20,000",0.048,http://www.statiz.co.kr/player.php?name=최원호
박용택,2008,LG,"18,000",0.757,http://www.statiz.co.kr/player.php?name=박용택
이종열,2008,LG,"17,000",-0.008,http://www.statiz.co.kr/player.php?name=이종열
류택현,2008,LG,"13,000",-0.285,http://www.statiz.co.kr/player.php?name=류택현
박석진,2008,LG,"12,000",-0.105,http://www.statiz.co.kr/player.php?name=박석진
최동수,2008,LG,"12,000",1.118,http://www.statiz.co.kr/player.php?name=최동수
정재복,2008,LG,"10,500",1.976,http://www.statiz.co.kr/player.php?name=정재복
우규민,2008,LG,"9,000",0.201,http://www.statiz.co.kr/player.php?name=우규민
김민기,2008,LG,"9,000",-0.027,http://www.statiz.co.kr/player.php?name=김민기
권용관,2008,LG,"8,600",-0.342,http://www.statiz.co.kr/player.php?name=권용관
이승호,2008,LG,"8,500",-0.425,http://www.statiz.co.kr/player.php?name=이승호
김정민,2008,LG,"8,000",1.255,http://www.statiz.co.kr/player.php?name=김정민
이대형,2008,LG,"8,000",1.715,http://www.statiz.co.kr/player.php?name=이대형
손인호,2008,LG,"7,500",0.142,http://www.statiz.co.kr/player.php?name=손인호
심수창,2008,LG,"7,400",0.535,http://www.statiz.co.kr/player.php?name=심수창
이동현,2008,LG,"6,500",,http://www.statiz.co.kr/player.php?name=이동현
경헌호,2008,LG,"6,300",1.037,http://www.statiz.co.kr/player.php?name=경헌호
채종국,2008,LG,"6,300",-0.187,http://www.statiz.co.kr/player.php?name=채종국
김상현,2008,LG,"6,000",1.069,http://www.statiz.co.kr/player.php?name=김상현
박경수,2008,LG,"6,000",1.252,http://www.statiz.co.kr/player.php?name=박경수
김광삼,2008,LG,"5,800",0.084,http://www.statiz.co.kr/player.php?name=김광삼
신윤호,2008,LG,"5,600",,http://www.statiz.co.kr/player.php?name=신윤호
정의윤,2008,LG,"4,200",-0.345,http://www.statiz.co.kr/player.php?name=정의윤
김재현,2008,LG,"4,000",-0.138,http://www.statiz.co.kr/player.php?name=김재현
김광수,2008,LG,"4,000",-0.424,http://www.statiz.co.kr/player.php?name=김광수
오태근,2008,LG,"3,600",-0.164,http://www.statiz.co.kr/player.php?name=오태근
이성열,2008,LG,"3,600",,http://www.statiz.co.kr/player.php?name=이성열
최승환,2008,LG,"3,500",,http://www.statiz.co.kr/player.php?name=최승환
김용우,2008,LG,"3,300",-0.026,http://www.statiz.co.kr/player.php?name=김용우
장준관,2008,LG,"3,000",,http://www.statiz.co.kr/player.php?name=장준관
안치용,2008,LG,"3,000",2.602,http://www.statiz.co.kr/player.php?name=안치용
송현우,2008,LG,"3,000",0.320,http://www.statiz.co.kr/player.php?name=송현우
서동욱,2008,LG,"2,800",0.338,http://www.statiz.co.kr/player.php?name=서동욱
박용근,2008,LG,"2,800",0.036,http://www.statiz.co.kr/player.php?name=박용근
황선일,2008,LG,"2,500",,http://www.statiz.co.kr/player.php?name=황선일
장진용,2008,LG,"2,500",-0.144,http://www.statiz.co.kr/player.php?name=장진용
김태완,2008,LG,"2,200",0.107,http://www.statiz.co.kr/player.php?name=김태완
김회권,2008,LG,"2,200",0.059,http://www.statiz.co.kr/player.php?name=김회권
박가람,2008,LG,"2,200",,http://www.statiz.co.kr/player.php?name=박가람
박영복,2008,LG,"2,200",,http://www.statiz.co.kr/player.php?name=박영복
신창호,2008,LG,"2,000",,http://www.statiz.co.kr/player.php?name=신창호
홍성용,2008,LG,"2,000",,http://www.statiz.co.kr/player.php?name=홍성용
김준호,2008,LG,"2,000",0.039,http://www.statiz.co.kr/player.php?name=김준호
김태식,2008,LG,"2,000",,http://www.statiz.co.kr/player.php?name=김태식
최종인,2008,LG,"2,000",-0.006,http://www.statiz.co.kr/player.php?name=최종인
김유선,2008,LG,"2,000",,http://www.statiz.co.kr/player.php?name=김유선
이승우,2008,LG,"2,000",,http://www.statiz.co.kr/player.php?name=이승우
서성종,2008,LG,"2,000",0.055,http://www.statiz.co.kr/player.php?name=서성종
최승준,2008,LG,"2,000",,http://www.statiz.co.kr/player.php?name=최승준
이병규,2008,LG,"2,000",0.113,http://www.statiz.co.kr/player.php?name=이병규
윤동건,2008,LG,"2,000",,http://www.statiz.co.kr/player.php?name=윤동건
이경민,2008,LG,"2,000",,http://www.statiz.co.kr/player.php?name=이경민
