선수명,연도,소속팀명,연봉,WAR,상세url
진필중,2005,LG,"40,000",0.012,http://www.statiz.co.kr/player.php?name=진필중
이병규,2005,LG,"30,000",4.943,http://www.statiz.co.kr/player.php?name=이병규
이종열,2005,LG,"15,000",1.008,http://www.statiz.co.kr/player.php?name=이종열
장문석,2005,LG,"15,000",2.248,http://www.statiz.co.kr/player.php?name=장문석
조인성,2005,LG,"14,000",0.698,http://www.statiz.co.kr/player.php?name=조인성
이승호,2005,LG,"10,000",0.904,http://www.statiz.co.kr/player.php?name=이승호
서용빈,2005,LG,"9,000",-0.475,http://www.statiz.co.kr/player.php?name=서용빈
박용택,2005,LG,"9,000",3.548,http://www.statiz.co.kr/player.php?name=박용택
최원호,2005,LG,"8,000",2.934,http://www.statiz.co.kr/player.php?name=최원호
최동수,2005,LG,"8,000",1.580,http://www.statiz.co.kr/player.php?name=최동수
이동현,2005,LG,"8,000",,http://www.statiz.co.kr/player.php?name=이동현
유택현,2005,LG,"7,500",,http://www.statiz.co.kr/player.php?name=유택현
신윤호,2005,LG,"7,200",-0.053,http://www.statiz.co.kr/player.php?name=신윤호
권용관,2005,LG,"7,000",0.817,http://www.statiz.co.kr/player.php?name=권용관
김광삼,2005,LG,"7,000",0.835,http://www.statiz.co.kr/player.php?name=김광삼
안재만,2005,LG,"6,700",0.178,http://www.statiz.co.kr/player.php?name=안재만
김정민,2005,LG,"6,500",1.001,http://www.statiz.co.kr/player.php?name=김정민
최만호,2005,LG,"6,000",,http://www.statiz.co.kr/player.php?name=최만호
경헌호,2005,LG,"5,200",1.252,http://www.statiz.co.kr/player.php?name=경헌호
성영재,2005,LG,"5,200",,http://www.statiz.co.kr/player.php?name=성영재
김민기,2005,LG,"5,120",-0.585,http://www.statiz.co.kr/player.php?name=김민기
이원식,2005,LG,"5,100",0.189,http://www.statiz.co.kr/player.php?name=이원식
박경수,2005,LG,"5,000",-0.105,http://www.statiz.co.kr/player.php?name=박경수
안상준,2005,LG,"4,500",-0.135,http://www.statiz.co.kr/player.php?name=안상준
양현석,2005,LG,"4,400",,http://www.statiz.co.kr/player.php?name=양현석
서승화,2005,LG,"4,200",0.041,http://www.statiz.co.kr/player.php?name=서승화
김진유,2005,LG,"4,000",,http://www.statiz.co.kr/player.php?name=김진유
정재복,2005,LG,"3,600",1.693,http://www.statiz.co.kr/player.php?name=정재복
김우석,2005,LG,"3,000",-0.184,http://www.statiz.co.kr/player.php?name=김우석
한규식,2005,LG,"3,000",0.566,http://www.statiz.co.kr/player.php?name=한규식
김광우,2005,LG,"3,000",-0.186,http://www.statiz.co.kr/player.php?name=김광우
오태근,2005,LG,"2,800",0.066,http://www.statiz.co.kr/player.php?name=오태근
박만채,2005,LG,"2,800",0.245,http://www.statiz.co.kr/player.php?name=박만채
민경수,2005,LG,"2,800",0.439,http://www.statiz.co.kr/player.php?name=민경수
장준관,2005,LG,"2,700",-0.011,http://www.statiz.co.kr/player.php?name=장준관
안치용,2005,LG,"2,700",-0.104,http://www.statiz.co.kr/player.php?name=안치용
김재학,2005,LG,"2,600",,http://www.statiz.co.kr/player.php?name=김재학
심수창,2005,LG,"2,600",0.422,http://www.statiz.co.kr/player.php?name=심수창
이대형,2005,LG,"2,600",0.844,http://www.statiz.co.kr/player.php?name=이대형
우규민,2005,LG,"2,500",0.233,http://www.statiz.co.kr/player.php?name=우규민
박기남,2005,LG,"2,500",0.886,http://www.statiz.co.kr/player.php?name=박기남
최승환,2005,LG,"2,400",0.199,http://www.statiz.co.kr/player.php?name=최승환
최길성,2005,LG,"2,200",-0.105,http://www.statiz.co.kr/player.php?name=최길성
김태완,2005,LG,"2,200",-0.305,http://www.statiz.co.kr/player.php?name=김태완
장진용,2005,LG,"2,200",-0.181,http://www.statiz.co.kr/player.php?name=장진용
송현우,2005,LG,"2,200",0.094,http://www.statiz.co.kr/player.php?name=송현우
박영복,2005,LG,"2,100",,http://www.statiz.co.kr/player.php?name=박영복
손기현,2005,LG,"2,000",-0.039,http://www.statiz.co.kr/player.php?name=손기현
이학준,2005,LG,"2,000",,http://www.statiz.co.kr/player.php?name=이학준
소소경,2005,LG,"2,000",-0.023,http://www.statiz.co.kr/player.php?name=소소경
박재형,2005,LG,"2,000",,http://www.statiz.co.kr/player.php?name=박재형
김장준,2005,LG,"2,000",-0.023,http://www.statiz.co.kr/player.php?name=김장준
