선수명,연도,소속팀명,연봉,WAR,상세url
김현수,2020,LG,"130,000",5.248,http://www.statiz.co.kr/player.php?name=김현수
윌슨,2020,LG,"110,000",1.148,http://www.statiz.co.kr/player.php?name=윌슨
차우찬,2020,LG,"100,000",-0.160,http://www.statiz.co.kr/player.php?name=차우찬
켈리,2020,LG,"90,000",4.227,http://www.statiz.co.kr/player.php?name=켈리
박용택,2020,LG,"80,000",0.386,http://www.statiz.co.kr/player.php?name=박용택
오지환,2020,LG,"60,000",5.454,http://www.statiz.co.kr/player.php?name=오지환
김민성,2020,LG,"40,000",1.117,http://www.statiz.co.kr/player.php?name=김민성
정근우,2020,LG,"35,000",-0.956,http://www.statiz.co.kr/player.php?name=정근우
채은성,2020,LG,"32,000",2.537,http://www.statiz.co.kr/player.php?name=채은성
라모스,2020,LG,"30,000",4.769,http://www.statiz.co.kr/player.php?name=라모스
이천웅,2020,LG,"28,000",0.355,http://www.statiz.co.kr/player.php?name=이천웅
송은범,2020,LG,"27,000",1.222,http://www.statiz.co.kr/player.php?name=송은범
진해수,2020,LG,"25,000",0.504,http://www.statiz.co.kr/player.php?name=진해수
유강남,2020,LG,"23,000",3.000,http://www.statiz.co.kr/player.php?name=유강남
고우석,2020,LG,"22,000",0.633,http://www.statiz.co.kr/player.php?name=고우석
이형종,2020,LG,"20,000",2.668,http://www.statiz.co.kr/player.php?name=이형종
임찬규,2020,LG,"13,500",1.493,http://www.statiz.co.kr/player.php?name=임찬규
정찬헌,2020,LG,"13,000",1.488,http://www.statiz.co.kr/player.php?name=정찬헌
정주현,2020,LG,"12,500",-0.171,http://www.statiz.co.kr/player.php?name=정주현
김대현,2020,LG,"12,000",-0.279,http://www.statiz.co.kr/player.php?name=김대현
김지용,2020,LG,"11,000",-0.145,http://www.statiz.co.kr/player.php?name=김지용
김용의,2020,LG,"10,500",0.020,http://www.statiz.co.kr/player.php?name=김용의
이성우,2020,LG,"8,000",0.035,http://www.statiz.co.kr/player.php?name=이성우
정우영,2020,LG,"8,000",3.084,http://www.statiz.co.kr/player.php?name=정우영
이우찬,2020,LG,"7,500",-0.110,http://www.statiz.co.kr/player.php?name=이우찬
문광은,2020,LG,"7,500",-0.084,http://www.statiz.co.kr/player.php?name=문광은
최동환,2020,LG,"7,000",1.231,http://www.statiz.co.kr/player.php?name=최동환
여건욱,2020,LG,"7,000",-0.338,http://www.statiz.co.kr/player.php?name=여건욱
최재원,2020,LG,"6,000",-0.129,http://www.statiz.co.kr/player.php?name=최재원
배재준,2020,LG,"5,700",,http://www.statiz.co.kr/player.php?name=배재준
정용운,2020,LG,"5,000",-0.096,http://www.statiz.co.kr/player.php?name=정용운
전민수,2020,LG,"5,000",-0.007,http://www.statiz.co.kr/player.php?name=전민수
신민재,2020,LG,"5,000",0.336,http://www.statiz.co.kr/player.php?name=신민재
최성훈,2020,LG,"4,700",0.641,http://www.statiz.co.kr/player.php?name=최성훈
김대유,2020,LG,"4,500",-0.208,http://www.statiz.co.kr/player.php?name=김대유
구본혁,2020,LG,"4,000",-0.093,http://www.statiz.co.kr/player.php?name=구본혁
박지규,2020,LG,"4,000",-0.009,http://www.statiz.co.kr/player.php?name=박지규
홍창기,2020,LG,"3,800",5.040,http://www.statiz.co.kr/player.php?name=홍창기
양종민,2020,LG,"3,600",,http://www.statiz.co.kr/player.php?name=양종민
백청훈,2020,LG,"3,500",-0.085,http://www.statiz.co.kr/player.php?name=백청훈
박재욱,2020,LG,"3,500",0.002,http://www.statiz.co.kr/player.php?name=박재욱
백승현,2020,LG,"3,400",-0.015,http://www.statiz.co.kr/player.php?name=백승현
장준원,2020,LG,"3,400",0.120,http://www.statiz.co.kr/player.php?name=장준원
류형우,2020,LG,"3,200",,http://www.statiz.co.kr/player.php?name=류형우
한선태,2020,LG,"3,200",-0.059,http://www.statiz.co.kr/player.php?name=한선태
김재성,2020,LG,"3,100",,http://www.statiz.co.kr/player.php?name=김재성
박성준,2020,LG,"3,000",,http://www.statiz.co.kr/player.php?name=박성준
이상영,2020,LG,"3,000",,http://www.statiz.co.kr/player.php?name=이상영
류원석,2020,LG,"3,000",-0.579,http://www.statiz.co.kr/player.php?name=류원석
오석주,2020,LG,"3,000",,http://www.statiz.co.kr/player.php?name=오석주
이상규,2020,LG,"2,900",-0.167,http://www.statiz.co.kr/player.php?name=이상규
김태형,2020,LG,"2,900",,http://www.statiz.co.kr/player.php?name=김태형
이진석,2020,LG,"2,900",,http://www.statiz.co.kr/player.php?name=이진석
천원석,2020,LG,"2,700",,http://www.statiz.co.kr/player.php?name=천원석
하영진,2020,LG,"2,700",,http://www.statiz.co.kr/player.php?name=하영진
김도환,2020,LG,"2,700",,http://www.statiz.co.kr/player.php?name=김도환
김태우,2020,LG,"2,700",,http://www.statiz.co.kr/player.php?name=김태우
이정우,2020,LG,"2,700",,http://www.statiz.co.kr/player.php?name=이정우
함창건,2020,LG,"2,700",,http://www.statiz.co.kr/player.php?name=함창건
백남원,2020,LG,"2,700",,http://www.statiz.co.kr/player.php?name=백남원
박부성,2020,LG,"2,700",,http://www.statiz.co.kr/player.php?name=박부성
조용근,2020,LG,"2,700",,http://www.statiz.co.kr/player.php?name=조용근
유영찬,2020,LG,"2,700",,http://www.statiz.co.kr/player.php?name=유영찬
성재헌,2020,LG,"2,700",0.084,http://www.statiz.co.kr/player.php?name=성재헌
이재원,2020,LG,"2,700",-0.398,http://www.statiz.co.kr/player.php?name=이재원
이정용,2020,LG,"2,700",0.708,http://www.statiz.co.kr/player.php?name=이정용
김성진,2020,LG,"2,700",,http://www.statiz.co.kr/player.php?name=김성진
김윤식,2020,LG,"2,700",-0.297,http://www.statiz.co.kr/player.php?name=김윤식
이민호,2020,LG,"2,700",1.784,http://www.statiz.co.kr/player.php?name=이민호
손호영,2020,LG,"2,700",0.113,http://www.statiz.co.kr/player.php?name=손호영
이주형,2020,LG,"2,700",,http://www.statiz.co.kr/player.php?name=이주형
강민,2020,LG,"2,700",,http://www.statiz.co.kr/player.php?name=강민
박찬호,2020,LG,"2,700",,http://www.statiz.co.kr/player.php?name=박찬호
김호은,2020,LG,"2,700",0.231,http://www.statiz.co.kr/player.php?name=김호은
