선수명,연도,소속팀명,연봉,WAR,상세url
김동주,2005,두산,"32,000",3.944,http://www.statiz.co.kr/player.php?name=김동주
홍성흔,2005,두산,"28,000",2.684,http://www.statiz.co.kr/player.php?name=홍성흔
박명환,2005,두산,"26,000",3.606,http://www.statiz.co.kr/player.php?name=박명환
안경현,2005,두산,"20,000",2.797,http://www.statiz.co.kr/player.php?name=안경현
장원진,2005,두산,"15,000",1.259,http://www.statiz.co.kr/player.php?name=장원진
전상렬,2005,두산,"14,000",0.511,http://www.statiz.co.kr/player.php?name=전상렬
최경환,2005,두산,"11,000",1.022,http://www.statiz.co.kr/player.php?name=최경환
홍원기,2005,두산,"10,000",0.486,http://www.statiz.co.kr/player.php?name=홍원기
이혜천,2005,두산,"9,500",1.349,http://www.statiz.co.kr/player.php?name=이혜천
김창희,2005,두산,"9,000",1.548,http://www.statiz.co.kr/player.php?name=김창희
강인권,2005,두산,"7,700",0.310,http://www.statiz.co.kr/player.php?name=강인권
손시헌,2005,두산,"6,000",2.896,http://www.statiz.co.kr/player.php?name=손시헌
이재우,2005,두산,"5,500",4.404,http://www.statiz.co.kr/player.php?name=이재우
임재철,2005,두산,"5,000",1.872,http://www.statiz.co.kr/player.php?name=임재철
문희성,2005,두산,"4,700",1.430,http://www.statiz.co.kr/player.php?name=문희성
강봉규,2005,두산,"4,000",0.322,http://www.statiz.co.kr/player.php?name=강봉규
정재훈,2005,두산,"3,800",2.853,http://www.statiz.co.kr/player.php?name=정재훈
이승준,2005,두산,"3,700",-0.150,http://www.statiz.co.kr/player.php?name=이승준
전병두,2005,두산,"3,400",,http://www.statiz.co.kr/player.php?name=전병두
나주환,2005,두산,"3,300",0.451,http://www.statiz.co.kr/player.php?name=나주환
정원석,2005,두산,"3,000",-0.082,http://www.statiz.co.kr/player.php?name=정원석
황윤성,2005,두산,"2,800",0.393,http://www.statiz.co.kr/player.php?name=황윤성
김승회,2005,두산,"2,500",0.062,http://www.statiz.co.kr/player.php?name=김승회
노경은,2005,두산,"2,400",,http://www.statiz.co.kr/player.php?name=노경은
김재호,2005,두산,"2,300",0.155,http://www.statiz.co.kr/player.php?name=김재호
채상병,2005,두산,"2,300",,http://www.statiz.co.kr/player.php?name=채상병
이경환,2005,두산,"2,200",,http://www.statiz.co.kr/player.php?name=이경환
김태구,2005,두산,"2,100",,http://www.statiz.co.kr/player.php?name=김태구
고영민,2005,두산,"2,100",-0.194,http://www.statiz.co.kr/player.php?name=고영민
장인규,2005,두산,"2,000",,http://www.statiz.co.kr/player.php?name=장인규
남찬섭,2005,두산,"2,000",,http://www.statiz.co.kr/player.php?name=남찬섭
김성배,2005,두산,"2,000",2.260,http://www.statiz.co.kr/player.php?name=김성배
윤석민,2005,두산,"2,000",0.005,http://www.statiz.co.kr/player.php?name=윤석민
방승재,2005,두산,"2,000",0.035,http://www.statiz.co.kr/player.php?name=방승재
황규택,2005,두산,"2,000",,http://www.statiz.co.kr/player.php?name=황규택
백승훈,2005,두산,"2,000",,http://www.statiz.co.kr/player.php?name=백승훈
오세학,2005,두산,"2,000",,http://www.statiz.co.kr/player.php?name=오세학
정종수,2005,두산,"2,000",,http://www.statiz.co.kr/player.php?name=정종수
김수훈,2005,두산,"2,000",,http://www.statiz.co.kr/player.php?name=김수훈
구자민,2005,두산,"2,000",,http://www.statiz.co.kr/player.php?name=구자민
이경민,2005,두산,"2,000",-0.016,http://www.statiz.co.kr/player.php?name=이경민
김무학,2005,두산,"2,000",,http://www.statiz.co.kr/player.php?name=김무학
용덕한,2005,두산,"2,000",0.125,http://www.statiz.co.kr/player.php?name=용덕한
이원희,2005,두산,"2,000",0.639,http://www.statiz.co.kr/player.php?name=이원희
홍마태,2005,두산,"2,000",,http://www.statiz.co.kr/player.php?name=홍마태
송수,2005,두산,"2,000",,http://www.statiz.co.kr/player.php?name=송수
