선수명,연도,소속팀명,연봉,WAR,상세url
김동주,2006,두산,"42,000",0.636,http://www.statiz.co.kr/player.php?name=김동주
박명환,2006,두산,"37,000",3.237,http://www.statiz.co.kr/player.php?name=박명환
홍성흔,2006,두산,"32,000",3.655,http://www.statiz.co.kr/player.php?name=홍성흔
안경현,2006,두산,"20,000",3.539,http://www.statiz.co.kr/player.php?name=안경현
장원진,2006,두산,"20,000",-0.301,http://www.statiz.co.kr/player.php?name=장원진
전상렬,2006,두산,"15,000",-0.297,http://www.statiz.co.kr/player.php?name=전상렬
손시헌,2006,두산,"13,000",2.589,http://www.statiz.co.kr/player.php?name=손시헌
이혜천,2006,두산,"12,000",3.372,http://www.statiz.co.kr/player.php?name=이혜천
최경환,2006,두산,"10,500",,http://www.statiz.co.kr/player.php?name=최경환
정재훈,2006,두산,"10,000",0.020,http://www.statiz.co.kr/player.php?name=정재훈
김창희,2006,두산,"10,000",,http://www.statiz.co.kr/player.php?name=김창희
임재철,2006,두산,"9,000",1.183,http://www.statiz.co.kr/player.php?name=임재철
문희성,2006,두산,"8,000",-0.266,http://www.statiz.co.kr/player.php?name=문희성
강인권,2006,두산,"7,400",-0.028,http://www.statiz.co.kr/player.php?name=강인권
김성배,2006,두산,"5,500",0.094,http://www.statiz.co.kr/player.php?name=김성배
나주환,2006,두산,"5,300",0.289,http://www.statiz.co.kr/player.php?name=나주환
강봉규,2006,두산,"4,400",,http://www.statiz.co.kr/player.php?name=강봉규
김명제,2006,두산,"4,000",0.748,http://www.statiz.co.kr/player.php?name=김명제
황윤성,2006,두산,"3,900",,http://www.statiz.co.kr/player.php?name=황윤성
이승준,2006,두산,"3,500",,http://www.statiz.co.kr/player.php?name=이승준
윤승균,2006,두산,"3,400",-0.062,http://www.statiz.co.kr/player.php?name=윤승균
용덕한,2006,두산,"3,200",0.147,http://www.statiz.co.kr/player.php?name=용덕한
이원희,2006,두산,"3,200",0.071,http://www.statiz.co.kr/player.php?name=이원희
금민철,2006,두산,"3,000",0.276,http://www.statiz.co.kr/player.php?name=금민철
장교성,2006,두산,"3,000",-0.031,http://www.statiz.co.kr/player.php?name=장교성
김주호,2006,두산,"2,800",-0.108,http://www.statiz.co.kr/player.php?name=김주호
정원석,2006,두산,"2,800",0.571,http://www.statiz.co.kr/player.php?name=정원석
조현근,2006,두산,"2,700",,http://www.statiz.co.kr/player.php?name=조현근
김승회,2006,두산,"2,500",1.404,http://www.statiz.co.kr/player.php?name=김승회
박정배,2006,두산,"2,200",-0.162,http://www.statiz.co.kr/player.php?name=박정배
고영민,2006,두산,"2,100",2.260,http://www.statiz.co.kr/player.php?name=고영민
김상현,2006,두산,"2,100",,http://www.statiz.co.kr/player.php?name=김상현
이대현,2006,두산,"2,100",-0.057,http://www.statiz.co.kr/player.php?name=이대현
서동환,2006,두산,"2,000",-0.159,http://www.statiz.co.kr/player.php?name=서동환
이종욱,2006,두산,"2,000",3.349,http://www.statiz.co.kr/player.php?name=이종욱
황규택,2006,두산,"2,000",,http://www.statiz.co.kr/player.php?name=황규택
장인규,2006,두산,"2,000",0.043,http://www.statiz.co.kr/player.php?name=장인규
김무학,2006,두산,"2,000",,http://www.statiz.co.kr/player.php?name=김무학
이윤호,2006,두산,"2,000",,http://www.statiz.co.kr/player.php?name=이윤호
오세학,2006,두산,"2,000",,http://www.statiz.co.kr/player.php?name=오세학
송수,2006,두산,"2,000",-0.002,http://www.statiz.co.kr/player.php?name=송수
윤석민,2006,두산,"2,000",-0.125,http://www.statiz.co.kr/player.php?name=윤석민
이호성,2006,두산,"2,000",0.005,http://www.statiz.co.kr/player.php?name=이호성
김혜겸,2006,두산,"2,000",,http://www.statiz.co.kr/player.php?name=김혜겸
