데뷔년도,연도,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,피출루율,피장타율,피OPS,경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),수비율(수비),WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적이닝,포지션 엔트로피,출생연도,출생월,출생일,나이,팀명_KIA,팀명_KT,팀명_LG,팀명_NC,팀명_SK,팀명_두산,팀명_롯데,팀명_삼성,팀명_우리/히어로즈/넥센/키움,팀명_한화,팀명_현대,연봉,1차FA여부,2차FA여부,5년평균평균자책점,5년평균경기,5년평균승리,5년평균패배,5년평균세이브,5년평균홀드,5년평균승률,5년평균이닝,5년평균피안타,5년평균홈런,5년평균볼넷,5년평균사구,5년평균삼진,5년평균실점,5년평균자책점,5년평균이닝당_출루허용률,5년평균완투,5년평균완봉,5년평균퀄리티스타트,5년평균블론세이브,5년평균타자수,5년평균투구수,5년평균피안타율,5년평균2루타,5년평균3루타,5년평균희생번트,5년평균희생플라이,5년평균고의4구,5년평균폭투,5년평균보크,5년평균선발,5년평균선발승,5년평균구원승,5년평균종료,5년평균세이브기회,5년평균터프세이브,5년평균병살타,5년평균땅볼,5년평균뜬공,5년평균인플레이타구타율,5년평균투구수/경기,5년평균투구수/이닝,5년평균9이닝당 삼진,5년평균9이닝당 볼넷,5년평균피출루율,5년평균피장타율,5년평균피OPS,5년평균경기(수비),5년평균선발경기(수비),5년평균수비이닝(수비),5년평균실책(수비),5년평균견제사(수비),5년평균자살(수비),5년평균보살(수비),5년평균병살(수비),5년평균수비율(수비),5년평균WAR,5년평균뉴스개수(연도별정규화),5년평균수상횟수,5년평균포지션 엔트로피,5년평균연봉
2012,2020,3.51,48,0,0,0,2,0.0,33.333333333333336,36,1,16,1,24,13,13,1.56,0,0,0,0,145,556,0.286,4,1,2,0,2,1,0,0,0,0,6,7,0,6,47,19,0.347,11.6,16.7,6.48,4.32,0.371,0.357,0.728,48,0,33.333333333333336,0,0,0,7,0,1.0,0.641,0,0.016,0.130425134,0,170.0,0.0,1989,10,11,32,0,0,1,0,0,0,0,0,0,0,0,7542.6140312466705,0,0,4.7925,36.25,1.75,1.75,0.25,2.75,0.2805,37.833333333333336,45.25,2.25,17.0,2.25,17.75,21.5,19.25,1.6999999999999995,0.0,0.0,0.25,0.0,174.0,633.75,0.30325,8.25,0.75,4.0,1.5,1.25,1.75,0.0,1.5,0.5,1.25,5.75,3.0,0.0,3.75,55.0,32.75,0.33575,17.599999999999998,17.35,4.7575,4.2175,0.383,0.4049999999999999,0.788,36.25,1.5,37.833333333333336,1.25,0.25,1.5,9.0,0.25,0.8400000000000001,0.267,0.02673553749,0.0,0.0,5418.518893174255
2003,2020,3.1,46,0,1,0,0,0.0,49.333333333333336,48,1,26,2,43,22,17,1.5,0,0,0,0,216,797,0.259,11,0,2,1,1,5,1,1,0,0,16,2,0,7,60,35,0.331,17.3,16.2,7.84,4.74,0.355,0.335,0.69,46,1,49.333333333333336,1,0,4,6,1,0.909,1.132,0,0.0225454545,0.0562582971,0,62.0,0.0,1984,7,26,37,0,0,0,0,0,0,1,0,0,0,0,12139.191882229557,0,0,15.05,23.5,0.0,1.0,0.0,0.0,0.0,25.5,25.0,0.5,16.0,1.0,21.5,13.5,11.0,3.15,0.0,0.0,0.0,0.0,114.5,429.0,0.2724999999999999,5.5,0.0,1.0,0.5,0.5,2.5,0.5,1.0,0.0,0.0,8.0,1.0,0.0,3.5,31.5,18.5,0.3085,39.15,26.4,3.92,18.57,0.485,0.3105,0.7955,23.5,1.0,25.5,0.5,0.0,2.0,3.0,0.5,0.4545,0.4684999999999999,0.0236523696,0.0,0.0,2778.750370671382
2010,2020,9.0,16,0,1,0,0,0.0,12.0,15,2,7,2,14,12,12,1.83,0,0,0,0,57,243,0.313,3,1,0,0,0,2,0,0,0,0,4,1,0,0,8,11,0.406,15.2,20.3,10.5,5.25,0.421,0.542,0.963,16,0,12.0,0,0,0,2,0,1.0,-0.225,0,0.0814545455,0.834065132,0,384.33333333333326,0.0,1987,5,13,34,0,0,0,0,0,0,0,0,0,1,0,12873.742152696048,0,0,6.0600000000000005,39.6,4.0,3.8,2.0,4.4,0.4301999999999999,57.8,62.2,5.0,19.8,8.0,49.0,37.2,33.4,1.52,0.0,0.0,1.4,0.8,256.2,976.2,0.286,8.8,1.2,3.0,2.8,0.8,3.0,0.0,4.6,1.4,2.6,8.2,8.8,0.2,5.8,61.8,52.4,0.352,28.3,17.8,8.474,3.672,0.3707999999999999,0.426,0.7968,39.6,4.6,57.8,1.4,0.4,2.8,8.2,0.4,0.8792,0.2582,0.11181490692,0.0,0.0,9399.336666414394
2010,2020,3.48,65,1,2,0,14,0.333,54.333333333333336,45,11,25,0,52,22,21,1.29,0,0,0,2,226,924,0.228,7,1,3,1,1,2,0,0,0,1,6,16,0,5,40,61,0.252,14.2,17.0,8.61,4.14,0.314,0.442,0.756,65,0,54.333333333333336,0,0,3,4,1,1.0,1.59,0,0.0370909091,0.257934547,0,196.3333333333333,0.0,1991,11,20,30,0,0,0,0,0,0,0,1,0,0,0,12963.60804496635,0,0,4.796,37.2,1.8,1.0,0.0,5.4,0.65,36.2,35.6,6.2,17.6,1.6,30.2,19.4,17.4,1.5219999999999998,0.0,0.0,0.0,1.0,160.4,632.2,0.2654,5.0,0.6,2.0,1.0,0.4,1.6,0.2,0.0,0.0,1.8,9.0,7.0,0.0,3.0,35.8,37.6,0.2915999999999999,17.520000000000003,17.72,7.407999999999999,4.3660000000000005,0.3502,0.4469999999999999,0.7971999999999999,37.2,0.0,36.2,0.0,0.0,1.6,4.6,0.2,1.0,0.603,0.0411320554,0.0,0.0,6863.223041785022
2016,2020,4.64,42,5,11,6,0,0.313,132.0,148,9,66,5,85,78,68,1.62,0,0,7,2,605,2235,0.284,26,1,7,6,3,4,1,19,3,2,20,8,0,7,138,156,0.321,53.2,16.9,5.8,4.5,0.366,0.39,0.756,42,19,132.0,0,1,8,17,3,1.0,2.088,0,0.266909091,0.979824492,0,453.6666666666667,0.0,1997,11,1,24,0,0,0,0,0,1,0,0,0,0,0,24252.474550941497,0,0,4.7775,32.75,8.75,5.25,1.5,0.5,0.5980000000000001,113.41666666666669,119.75,9.25,49.25,6.75,72.75,61.25,57.0,1.5325,0.25,0.0,7.75,0.5,503.0,1900.0,0.283,21.5,3.0,3.75,5.5,1.25,5.0,0.75,16.5,6.5,2.25,7.75,3.75,0.0,9.5,115.5,135.25,0.31325,56.95,16.875,5.98,3.965,0.361,0.4295,0.7905,32.75,16.5,113.41666666666669,1.5,0.75,4.0,15.25,1.25,0.91075,1.669,0.244956123,0.0,0.0,11820.612308769074
2018,2020,3.0,42,2,3,2,13,0.4,36.0,20,3,17,0,41,12,12,1.03,0,0,0,5,143,579,0.16,2,0,0,1,1,2,0,0,0,2,4,22,0,1,31,34,0.207,13.8,16.1,10.25,4.25,0.259,0.248,0.507,42,0,36.0,1,0,2,1,0,0.75,1.281,0,0.0829090909,0.63108417,0,165.66666666666666,0.0,1999,8,30,22,0,0,0,0,0,0,0,0,1,0,0,7064.587993617753,0,0,5.13,27.0,3.6666666666666665,4.0,0.6666666666666666,4.666666666666667,0.4386666666666666,55.22222222222222,54.333333333333336,5.666666666666667,27.0,2.0,55.66666666666666,34.333333333333336,32.0,1.4433333333333334,0.0,0.0,2.333333333333333,1.6666666666666667,245.33333333333331,943.6666666666666,0.239,8.666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,3.333333333333333,1.0,6.666666666666667,2.333333333333333,1.3333333333333333,4.666666666666667,8.333333333333334,0.0,3.6666666666666665,48.333333333333336,56.66666666666666,0.2986666666666667,43.43333333333334,17.166666666666668,9.473333333333334,4.673333333333333,0.3326666666666666,0.3576666666666666,0.6903333333333334,27.0,6.666666666666667,55.22222222222222,0.6666666666666666,0.3333333333333333,2.6666666666666665,5.333333333333333,0.3333333333333333,0.8689999999999999,0.3146666666666666,0.2103613899666666,0.0,0.0,2707.3390557939915
2010,2020,14.73,4,0,0,0,0,0.0,3.6666666666666665,5,1,2,0,4,6,6,1.91,0,0,0,0,18,71,0.313,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,6,0.364,17.8,19.4,9.82,4.91,0.389,0.563,0.952,4,0,3.6666666666666665,0,0,0,0,0,0.0,-0.145,0,0.0116363636,0.293364218,0,207.3333333333333,0.0,1988,2,20,33,0,0,1,0,0,0,0,0,0,0,0,9890.433360902558,0,0,6.88,33.0,2.0,2.0,0.75,6.25,0.375,38.08333333333333,36.5,6.75,11.5,2.0,31.75,19.75,19.0,1.4225,0.0,0.0,0.0,1.0,162.0,631.25,0.265,7.75,0.75,1.5,1.5,1.5,2.0,0.25,0.0,0.0,2.0,10.0,8.25,0.25,2.25,29.25,49.5,0.2965,19.05,17.1,8.037500000000001,3.2925,0.33025,0.477,0.80725,33.0,0.0,38.08333333333333,0.25,0.25,0.75,2.5,0.0,0.66675,0.6930000000000001,0.052192133375,0.0,0.0,7833.927542247638
2012,2020,4.83,42,1,0,2,7,1.0,41.0,51,4,13,1,20,24,22,1.56,0,0,0,0,185,651,0.315,6,1,4,5,1,1,0,0,0,1,13,8,0,3,44,52,0.329,15.5,15.9,4.39,2.85,0.359,0.438,0.797,42,0,41.0,0,0,0,6,1,1.0,0.38,0,0.0225454545,0.390561806,0,352.3333333333333,0.0,1989,6,18,32,0,0,0,0,0,1,0,0,0,0,0,16616.76981587965,0,0,4.140000000000001,53.2,4.4,2.4,2.6,10.2,0.73,58.8,62.8,5.2,20.2,2.8,39.6,28.8,26.8,1.424,0.0,0.0,0.0,2.0,254.0,956.8,0.2824,9.4,1.4,2.6,3.6,1.4,3.4,0.2,0.0,0.0,4.4,14.8,14.4,0.4,6.4,70.0,56.0,0.3174,18.28,16.26,5.984,3.0680000000000005,0.3432,0.4012,0.7444,53.2,0.0,58.8,0.0,0.2,2.6,8.0,1.0,1.0,1.1534,0.06557216258,0.0,0.0,10752.40101597504
2018,2020,4.66,61,3,5,0,12,0.375,58.0,66,6,31,1,41,34,30,1.67,0,0,0,3,266,1006,0.288,9,0,4,1,3,7,0,0,0,3,14,15,0,3,58,65,0.328,16.5,17.3,6.36,4.81,0.374,0.406,0.78,61,0,58.0,0,1,0,6,0,1.0,0.809,0,0.0458181818,0.0533472715,0,69.66666666666667,0.0,1999,12,8,22,0,0,0,0,0,0,0,1,0,0,0,7248.023123348083,0,0,4.645,33.0,2.0,3.0,0.0,6.0,0.4375,34.833333333333336,38.0,4.0,20.5,0.5,25.0,20.0,18.0,1.69,0.0,0.0,0.0,1.5,160.0,605.0,0.263,6.0,0.5,2.5,1.0,1.5,3.5,0.0,1.0,0.0,2.0,7.5,7.5,0.0,2.0,35.5,38.0,0.289,28.65,17.4,6.65,6.26,0.3755,0.453,0.8285,33.0,1.0,34.833333333333336,0.0,0.5,0.5,5.0,0.5,1.0,0.4455,0.02667363573,0.0,0.0,3700.0
2012,2020,3.6,4,1,0,0,0,1.0,5.0,8,0,3,0,1,4,2,2.2,0,0,0,0,25,94,0.381,1,0,0,1,0,0,0,0,0,1,0,0,0,2,10,3,0.381,23.5,18.8,1.8,5.4,0.44,0.429,0.869,4,0,5.0,0,0,0,3,0,1.0,0.004,0,0.008,0.008,0,121.0,0.0,1993,4,1,28,1,0,0,0,0,0,0,0,0,0,0,6255.895420387709,0,0,3.7725,26.0,1.75,0.25,0.25,2.75,0.66675,27.166666666666664,23.75,1.25,10.75,3.75,17.0,13.0,11.75,1.455,0.0,0.0,0.0,0.0,113.5,433.25,0.26975,4.0,0.75,1.75,1.25,0.25,1.0,0.25,0.0,0.0,1.75,5.75,2.5,0.25,4.5,29.5,27.0,0.3,18.15,16.5,4.8425,3.915,0.3565,0.35475,0.7112499999999999,26.0,0.0,27.166666666666664,0.0,0.0,1.25,5.0,0.25,1.0,0.001,0.002,0.0,0.0,6478.249233906751
2018,2020,3.58,26,11,6,0,0,0.647,146.0,131,12,51,7,123,67,58,1.25,1,1,12,0,617,2516,0.237,27,1,2,4,0,3,3,26,11,0,1,0,0,9,131,172,0.282,96.8,17.2,7.58,3.14,0.307,0.354,0.661,26,26,146.0,7,1,8,20,2,0.8,3.362,0,0.151272727,0.239672782,0,280.6666666666667,0.0,1995,1,22,26,0,0,0,0,0,0,0,1,0,0,0,14951.707773078086,0,0,3.8666666666666663,20.666666666666668,7.0,4.333333333333333,0.0,0.6666666666666666,0.649,93.55555555555556,96.0,9.0,31.666666666666668,3.0,79.0,48.333333333333336,41.66666666666666,1.38,0.3333333333333333,0.3333333333333333,6.333333333333333,0.0,405.0,1630.6666666666667,0.2666666666666666,17.666666666666668,2.333333333333333,2.0,2.333333333333333,0.3333333333333333,3.0,1.0,15.0,5.666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,7.666666666666667,89.0,104.33333333333331,0.3123333333333333,74.96666666666665,17.400000000000002,7.71,2.9166666666666665,0.326,0.4183333333333333,0.7443333333333334,20.666666666666668,15.0,93.55555555555556,2.333333333333333,0.3333333333333333,5.0,12.666666666666666,1.3333333333333333,0.9333333333333332,1.4883333333333333,0.0798909272,0.0,0.0,5107.339055793991
2002,2020,5.74,24,1,0,0,0,1.0,15.666666666666666,14,3,11,3,11,10,10,1.6,0,0,0,0,77,308,0.226,3,0,0,1,0,1,0,0,0,1,6,2,0,0,20,18,0.224,12.8,19.7,6.32,6.32,0.364,0.419,0.783,24,0,15.666666666666666,0,0,2,2,0,1.0,0.141,0,0.0589090909,0.768031603,0,769.0000000000001,0.0,1983,2,8,38,0,0,0,0,0,0,1,0,0,0,0,10500.838196920748,0,0,5.562,41.2,1.6,2.6,0.0,5.6,0.4744,39.266666666666666,40.6,3.8,24.2,2.6,41.8,25.8,23.6,1.658,0.0,0.0,0.0,0.8,183.6,751.8,0.2618,8.6,0.8,2.4,2.2,1.4,4.4,0.4,1.4,0.0,1.6,6.2,6.8,0.0,2.8,34.6,37.4,0.3248,20.14,19.46,9.126,5.708,0.372,0.4088,0.7807999999999999,41.2,1.4,39.266666666666666,1.4,0.2,1.4,4.4,0.0,0.8534,0.4282,0.04175273726,0.0,0.0,9338.668066876728
2010,2020,6.55,19,5,6,0,0,0.455,90.66666666666669,105,14,43,5,61,66,66,1.63,0,0,5,0,410,1578,0.295,21,1,1,5,0,4,1,19,5,0,0,0,0,10,83,112,0.318,83.1,17.4,6.06,4.27,0.374,0.478,0.852,19,19,90.66666666666669,1,1,5,8,0,0.929,-0.527,0,0.125090909,2.391986282,0,1079.6666666666667,0.0,1990,10,4,31,0,0,0,1,0,0,0,0,0,0,0,29090.958983097058,0,0,5.068,25.2,7.4,6.8,0.0,0.0,0.5227999999999999,123.86666666666665,135.4,14.8,46.0,8.6,103.8,75.0,68.2,1.48,0.2,0.0,7.2,0.0,548.6,2147.2,0.2799999999999999,22.0,1.4,4.0,3.6,0.4,5.0,0.2,23.6,7.4,0.0,1.0,0.0,0.0,8.6,124.2,126.6,0.3262,85.1,17.32,7.506,3.41,0.351,0.4258,0.7767999999999999,25.2,23.6,123.86666666666665,1.0,1.0,5.0,17.2,1.0,0.9502,1.1424,0.1771480631,0.0,0.0,21429.002473961184
2010,2020,10.13,1,0,0,0,0,0.0,2.6666666666666665,5,1,0,0,3,3,3,1.88,0,0,0,0,13,61,0.385,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0.444,61.0,22.9,10.13,0.0,0.385,0.692,1.077,1,1,2.6666666666666665,0,0,0,0,0,0.0,-0.079,0,0.0109090909,1.765379539,0,366.3333333333333,0.0,1991,7,19,30,0,0,0,0,0,0,0,0,1,0,0,5315.741359144152,0,0,9.784000000000002,14.0,2.0,4.4,0.0,0.0,0.2198,49.33333333333333,61.6,7.2,27.4,2.0,33.0,41.4,36.8,2.194,0.0,0.0,2.2,0.0,233.4,926.4,0.356,12.4,1.2,3.6,2.4,0.0,1.8,0.4,10.8,2.0,0.0,0.2,0.2,0.0,5.2,51.8,54.0,0.387,58.02,20.7,6.272,4.932,0.4256,0.5714,0.997,14.0,10.8,49.33333333333333,0.4,0.2,1.6,6.6,0.4,0.7786,-0.0046,0.17887404798,0.0,0.0,5238.724379710649
2012,2020,4.22,53,7,0,0,10,1.0,64.0,70,1,22,5,40,34,30,1.44,0,0,0,2,281,1039,0.282,14,1,4,2,1,3,0,2,0,7,2,10,0,6,80,60,0.33,19.6,16.2,5.63,3.09,0.35,0.359,0.709,53,2,64.0,1,3,2,14,2,0.941,0.71,0,0.0981818182,0.392566234,0,238.0,0.0,1992,3,2,29,0,0,0,0,0,0,0,0,1,0,0,9399.805004286964,0,0,5.19,31.0,4.25,1.25,0.5,3.5,0.55675,46.91666666666666,53.5,4.25,17.75,2.25,32.0,26.75,25.25,1.715,0.0,0.0,0.25,0.75,207.75,770.25,0.282,10.75,0.5,1.25,1.75,0.25,2.0,0.0,2.5,1.0,3.25,5.0,4.5,0.0,5.25,53.75,47.25,0.3085,26.35,18.1,5.465,5.3625,0.37575,0.437,0.81275,31.0,2.5,46.91666666666666,0.25,1.5,3.0,7.5,0.5,0.98525,0.1775,0.090504083975,0.0,0.0,5597.681163567001
2012,2020,4.98,25,7,9,0,0,0.438,135.66666666666666,141,10,37,14,109,77,75,1.31,0,0,9,0,587,2245,0.266,20,1,5,0,2,3,2,25,7,0,0,0,0,10,140,141,0.318,89.8,16.5,7.23,2.45,0.33,0.363,0.693,25,25,135.66666666666666,0,0,11,17,0,1.0,0.866,0,0.108363636,1.213317835,0,807.9999999999999,0.0,1993,6,25,28,0,0,0,0,0,0,0,0,1,0,0,24390.726092071818,0,0,4.17,44.0,6.8,5.8,1.4,12.0,0.5508,109.6,115.8,10.6,30.8,12.4,85.0,58.4,53.6,1.3059999999999998,0.0,0.0,5.8,1.6,478.6,1805.0,0.2628,20.6,1.6,5.2,3.6,0.8,3.2,0.6,13.2,4.2,2.6,4.8,13.6,0.0,9.6,125.8,103.6,0.3102,52.54,16.46,7.318,2.628,0.33,0.3826,0.7125999999999999,44.0,13.2,109.6,1.2,0.6,6.8,16.4,1.8,0.9412,1.902,0.1438148834199999,0.0,0.0,22847.058164071048
2010,2020,4.2,10,1,1,0,0,0.5,15.0,13,1,11,0,13,7,7,1.6,0,0,0,0,63,273,0.25,1,0,0,0,0,0,0,2,0,1,3,0,0,4,9,17,0.316,27.3,18.2,7.8,6.6,0.381,0.327,0.708,10,2,15.0,0,0,0,0,0,0.0,0.292,0,0.00436363636,0.693756399,0,495.33333333333337,0.0,1991,11,9,30,0,0,0,0,0,0,0,0,1,0,0,8997.304429061896,0,0,4.636,18.0,4.2,4.4,0.0,0.8,0.5084,66.66666666666666,69.8,6.8,34.0,2.4,51.6,37.0,35.2,1.5259999999999998,0.0,0.0,3.8,0.2,297.6,1208.0,0.271,14.4,0.4,4.2,2.8,0.0,2.6,0.0,11.8,4.0,0.2,2.2,1.0,0.0,4.6,66.4,69.2,0.3208,60.16,17.779999999999998,7.126,4.539999999999999,0.3584,0.3928,0.7512000000000001,18.0,11.8,66.66666666666666,0.6,0.0,2.6,7.2,0.4,0.7464000000000001,0.9702,0.0873143099919999,0.0,0.0,7937.036248384672
2010,2020,23.14,3,0,0,0,0,0.0,2.333333333333333,5,0,1,1,1,6,6,2.57,0,0,0,0,14,55,0.417,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0.455,18.3,23.6,3.86,3.86,0.5,0.5,1.0,3,0,2.333333333333333,0,0,0,0,0,0.0,-0.208,0,0.0152727273,0.0613272919,0,45.66666666666666,0.0,1991,5,8,30,0,0,1,0,0,0,0,0,0,0,0,4272.863923423742,0,0,12.735,12.0,0.0,0.0,0.0,0.0,0.0,14.666666666666666,13.0,0.5,6.5,2.5,12.0,6.5,6.5,1.895,0.0,0.0,0.0,0.0,62.5,239.5,0.32,3.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,2.5,9.0,19.5,0.3685,19.25,19.65,5.765,3.93,0.4165,0.4095,0.8260000000000001,12.0,0.0,14.666666666666666,0.0,0.0,1.0,3.0,0.5,0.5,0.2415,0.015849916,0.0,0.0,4500.0
2018,2020,4.66,8,3,2,0,0,0.6,36.66666666666666,34,1,11,2,34,25,19,1.23,0,0,2,0,157,651,0.241,2,1,3,0,1,2,1,8,3,0,0,0,0,1,45,28,0.311,81.4,17.8,8.35,2.7,0.305,0.291,0.596,8,8,36.66666666666666,1,1,0,7,0,0.8749999999999999,0.045,0,0.102545455,0.123763799,0,38.66666666666666,0.0,1998,12,19,23,0,0,0,0,0,0,1,0,0,0,0,4078.7369622738133,0,0,18.08,4.5,1.5,1.5,0.0,0.0,0.3,19.33333333333333,20.5,0.5,7.0,1.5,17.0,16.0,13.0,3.115,0.0,0.0,1.0,0.0,86.5,352.5,0.412,3.5,1.0,1.5,0.0,0.5,1.0,0.5,4.5,1.5,0.0,0.0,0.0,0.0,1.0,24.0,15.0,0.4469999999999999,67.7,22.4,4.175,8.1,0.4964999999999999,0.729,1.2255,4.5,4.5,19.33333333333333,0.5,0.5,0.0,3.5,0.0,0.4374999999999999,-0.1755,0.0618818993,0.0,0.0,2700.0
2010,2020,4.89,33,1,1,0,4,0.5,35.0,29,4,25,2,37,19,19,1.54,0,0,0,1,155,674,0.232,6,0,2,1,0,3,0,0,0,1,9,5,0,4,15,45,0.294,20.4,19.3,9.51,6.43,0.366,0.376,0.742,33,0,35.0,0,1,0,2,0,1.0,0.482,0,0.0130909091,0.0770239473,0,241.66666666666669,0.0,1991,10,2,30,0,0,0,1,0,0,0,0,0,0,0,7250.034222423332,0,0,6.252,27.4,1.0,2.2,0.0,2.2,0.4134,41.73333333333333,44.4,5.2,19.2,3.8,28.2,26.4,23.4,1.6939999999999995,0.0,0.0,0.6,0.4,187.4,748.2,0.302,7.4,0.6,2.2,2.0,0.0,2.8,0.2,2.6,0.6,0.4,7.2,3.2,0.0,3.8,32.8,56.8,0.341,28.2,17.9,6.644,4.087999999999999,0.3836,0.456,0.8396000000000001,27.4,2.6,41.73333333333333,0.6,1.0,1.2,5.2,0.6,0.74,0.1704,0.015133234816,0.0,0.0,5183.540673971457
2006,2020,3.8,62,2,1,2,9,0.667,64.0,52,8,28,1,37,32,27,1.25,0,0,0,1,271,955,0.218,12,0,0,3,1,5,0,0,0,2,12,13,0,6,65,88,0.223,15.4,14.9,5.2,3.94,0.299,0.368,0.667,62,0,64.0,0,0,4,5,0,1.0,1.07,0,0.0407272727,0.896561049,0,835.0,0.0,1986,6,17,35,0,1,0,0,0,0,0,0,0,0,0,10068.267622384647,0,0,5.602,28.6,1.0,1.8,0.6,3.0,0.3068,32.66666666666667,35.0,3.6,14.2,2.2,19.4,21.6,19.0,1.572,0.0,0.0,0.0,0.6,148.0,536.2,0.2828,7.4,0.6,0.8,3.2,0.8,2.8,0.0,0.2,0.0,1.0,7.2,3.8,0.0,3.4,33.8,42.6,0.2964,20.520000000000003,16.900000000000002,4.771999999999999,4.176,0.3618,0.4096,0.7714000000000001,28.6,0.2,32.66666666666667,0.2,0.2,2.2,4.2,0.6,0.76,0.1658,0.02736126215,0.0,0.0,6012.805875884253
2008,2020,20.25,2,0,0,0,0,0.0,1.3333333333333333,4,1,0,0,0,3,3,3.0,0,0,0,0,8,32,0.571,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,0.429,16.0,24.0,0.0,0.0,0.5,1.143,1.643,2,0,1.3333333333333333,0,0,0,0,0,0.0,-0.085,0,0.00436363636,0.0153150395,0,159.66666666666666,0.0,1987,11,19,34,0,0,1,0,0,0,0,0,0,0,0,5289.965934494646,0,0,11.43,8.4,0.2,0.6,0.6,0.8,0.0666,9.533333333333337,13.0,1.6,4.4,2.0,6.2,9.0,9.0,2.198,0.0,0.0,0.0,0.8,46.2,182.4,0.3956,2.0,0.2,0.2,1.2,0.2,0.6,0.2,0.8,0.0,0.2,2.2,2.4,0.2,1.6,7.6,12.8,0.3898,22.54,20.94,5.1,3.4120000000000004,0.4386,0.6401999999999999,1.0788,8.4,0.8,9.533333333333337,0.0,0.0,0.2,1.2,0.2,0.6,-0.017,0.003063007892,0.0,0.0,4270.202557838455
2018,2020,9.0,1,0,0,0,0,0.0,1.0,1,0,2,0,0,1,1,3.0,0,0,0,0,5,17,0.333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.333,17.0,17.0,0.0,18.0,0.6,0.333,0.933,1,0,1.0,0,0,0,0,0,0.0,-0.005,0,0.0,0.000684462697,0,2.0,0.0,1998,12,7,23,1,0,0,0,0,0,0,0,0,0,0,2745.6341192943023,0,0,13.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.0,1.5,0.0,0.0,1.5,1.5,4.0,0.0,0.0,0.0,0.0,6.5,19.5,0.4519999999999999,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,1.5,0.4519999999999999,19.5,19.5,0.0,13.5,0.6125,0.5235,1.136,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032,0.0003422313485,0.0,0.0,2800.0
2014,2020,4.5,19,0,1,1,1,0.0,18.0,12,2,17,2,9,10,9,1.61,0,0,0,0,83,294,0.194,2,0,2,0,1,1,0,0,0,0,6,2,0,3,26,15,0.196,15.5,16.3,4.5,8.5,0.383,0.323,0.706,19,0,18.0,0,0,1,6,0,1.0,0.318,0,0.00872727273,0.0173992195,0,35.666666666666664,0.0,1992,1,7,29,0,0,0,0,0,0,0,0,0,1,0,3601.2652935723227,0,0,8.280000000000001,15.5,0.5,1.0,0.5,0.5,0.25,16.833333333333332,24.0,2.5,10.5,2.5,10.5,17.5,15.0,2.08,0.0,0.0,0.0,0.0,87.0,299.5,0.319,4.0,0.0,1.5,1.0,0.5,1.0,0.0,0.5,0.0,0.5,5.0,1.0,0.0,2.5,22.5,15.5,0.3405,20.45,17.9,5.695,5.4,0.4305,0.4765,0.907,15.5,0.5,16.833333333333332,0.5,0.0,1.5,3.5,0.0,0.875,-0.287,0.008128181195,0.0,0.0,3200.0
