데뷔년도,연도,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,피출루율,피장타율,피OPS,경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),수비율(수비),WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적이닝,포지션 엔트로피,출생연도,출생월,출생일,나이,팀명_KIA,팀명_KT,팀명_LG,팀명_NC,팀명_SK,팀명_두산,팀명_롯데,팀명_삼성,팀명_우리/히어로즈/넥센/키움,팀명_한화,팀명_현대,연봉,1차FA여부,2차FA여부,5년평균평균자책점,5년평균경기,5년평균승리,5년평균패배,5년평균세이브,5년평균홀드,5년평균승률,5년평균이닝,5년평균피안타,5년평균홈런,5년평균볼넷,5년평균사구,5년평균삼진,5년평균실점,5년평균자책점,5년평균이닝당_출루허용률,5년평균완투,5년평균완봉,5년평균퀄리티스타트,5년평균블론세이브,5년평균타자수,5년평균투구수,5년평균피안타율,5년평균2루타,5년평균3루타,5년평균희생번트,5년평균희생플라이,5년평균고의4구,5년평균폭투,5년평균보크,5년평균선발,5년평균선발승,5년평균구원승,5년평균종료,5년평균세이브기회,5년평균터프세이브,5년평균병살타,5년평균땅볼,5년평균뜬공,5년평균인플레이타구타율,5년평균투구수/경기,5년평균투구수/이닝,5년평균9이닝당 삼진,5년평균9이닝당 볼넷,5년평균피출루율,5년평균피장타율,5년평균피OPS,5년평균경기(수비),5년평균선발경기(수비),5년평균수비이닝(수비),5년평균실책(수비),5년평균견제사(수비),5년평균자살(수비),5년평균보살(수비),5년평균병살(수비),5년평균수비율(수비),5년평균WAR,5년평균뉴스개수(연도별정규화),5년평균수상횟수,5년평균포지션 엔트로피,5년평균연봉
2013,2020,67.5,1,0,0,0,0,0.0,0.6666666666666666,4,0,1,1,1,5,5,7.5,0,0,0,0,8,23,0.667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8,23.0,34.5,13.5,13.5,0.75,0.833,1.583,1,0,0.6666666666666666,0,0,0,0,0,0.0,-0.162,0,0.00290909091,0.0302282969,0,16.0,0.0,1990,10,8,31,0,0,0,0,1,0,0,0,0,0,0,4182.935401155184,0,0,31.063333333333333,4.0,0.0,0.3333333333333333,0.0,0.0,0.0,4.666666666666667,10.0,0.6666666666666666,4.0,1.6666666666666667,3.333333333333333,8.0,7.666666666666667,4.4,0.0,0.0,0.0,0.0,28.666666666666668,116.33333333333331,0.5046666666666667,1.6666666666666667,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1.6666666666666667,0.0,0.0,0.3333333333333333,6.666666666666667,2.6666666666666665,0.5830000000000001,27.6,28.133333333333336,8.573333333333332,9.493333333333334,0.607,0.6693333333333333,1.276333333333333,4.0,0.3333333333333333,4.666666666666667,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.2143333333333333,0.0076418994533333,0.0,0.0,2707.3390557939915
2006,2020,3.98,32,3,2,0,1,0.6,31.666666666666668,30,2,9,3,31,14,14,1.23,0,0,0,1,139,546,0.238,5,2,0,1,0,4,0,0,0,3,5,3,0,2,39,27,0.298,17.1,17.2,8.81,2.56,0.302,0.357,0.659,32,0,31.666666666666668,1,1,5,1,0,0.857,0.69,0,0.0152727273,0.058489631,0,110.0,0.0,1988,2,2,33,0,0,0,0,0,0,1,0,0,0,0,8801.103020595077,0,0,3.6566666666666663,24.666666666666668,2.333333333333333,1.6666666666666667,0.0,1.3333333333333333,0.7000000000000001,36.333333333333336,38.0,2.6666666666666665,12.0,3.333333333333333,27.666666666666668,17.0,16.666666666666668,1.2533333333333334,0.0,0.0,0.0,0.3333333333333333,157.66666666666666,601.0,0.2683333333333333,5.0,1.0,1.6666666666666667,2.0,0.0,2.333333333333333,0.0,2.0,0.6666666666666666,1.6666666666666667,3.333333333333333,2.0,0.0,3.333333333333333,44.0,31.0,0.32,26.133333333333336,16.166666666666668,7.403333333333333,2.07,0.321,0.383,0.7040000000000001,24.33333333333333,2.0,35.22222222222222,0.6666666666666666,1.3333333333333333,4.0,3.6666666666666665,0.3333333333333333,0.8413333333333334,0.6866666666666666,0.0194965436666666,0.0,0.0,4057.339055793992
2011,2020,4.13,63,2,7,8,12,0.222,61.0,52,11,34,1,56,33,28,1.41,0,0,0,5,264,1095,0.234,4,1,4,3,1,7,0,0,0,2,24,27,1,7,54,63,0.259,17.4,18.0,8.26,5.02,0.335,0.41,0.745,63,0,61.0,0,1,0,3,0,1.0,1.091,0,0.12,0.416322466,0,273.0,0.0,1992,10,2,29,0,0,0,0,1,0,0,0,0,0,0,15486.006115973232,0,0,4.254,50.0,2.0,2.6,3.2,12.6,0.3944,50.333333333333336,45.2,6.8,24.2,1.4,55.0,25.0,22.8,1.398,0.0,0.0,0.0,2.4,217.2,881.6,0.2432,6.8,1.0,2.6,1.2,2.0,4.0,0.0,0.0,0.0,2.0,12.6,18.8,0.2,3.4,38.2,50.6,0.3066,17.98,17.580000000000002,9.93,4.352,0.3329999999999999,0.3986,0.7316,50.0,0.0,50.333333333333336,0.2,0.2,0.6,3.8,0.2,0.9666,1.0866000000000002,0.07348852578,0.0,0.0,7863.464149620559
2018,2020,6.54,24,3,3,0,1,0.5,42.66666666666666,46,6,29,5,32,35,31,1.76,0,0,1,0,207,772,0.271,4,0,0,3,0,5,0,6,2,1,2,2,0,3,50,45,0.296,32.2,18.1,6.75,6.12,0.386,0.4,0.786,24,6,42.66666666666666,1,0,0,1,0,0.5,-0.444,0,0.0618181818,0.236890669,0,230.66666666666663,0.0,1999,4,14,22,0,1,0,0,0,0,0,0,0,0,0,5721.871408990023,0,0,5.52,20.0,4.333333333333333,5.666666666666667,0.0,0.3333333333333333,0.5,76.88888888888889,87.0,8.666666666666666,39.66666666666666,5.0,49.333333333333336,49.66666666666666,45.0,1.6966666666666663,0.0,0.0,4.0,0.0,353.0,1256.0,0.279,13.333333333333334,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.0,4.666666666666667,0.6666666666666666,13.666666666666666,4.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,8.666666666666666,100.66666666666669,69.66666666666667,0.308,64.19999999999999,17.166666666666668,6.073333333333333,5.343333333333334,0.3833333333333333,0.418,0.8013333333333333,20.0,13.666666666666666,76.88888888888889,0.6666666666666666,0.0,5.333333333333333,5.666666666666667,0.3333333333333333,0.7856666666666667,0.1206666666666666,0.0789635562666666,0.0,0.0,5107.339055793991
2013,2020,10.76,37,4,4,0,6,0.5,41.0,64,8,22,3,26,52,49,2.1,0,0,0,2,207,821,0.37,14,2,2,7,0,11,0,3,0,4,5,10,0,4,42,48,0.384,22.2,20.0,5.71,4.83,0.434,0.613,1.047,37,3,41.0,0,0,2,5,1,1.0,-1.679,0,0.122909091,0.876315395,0,337.0,0.0,1995,2,24,26,1,0,0,0,0,0,0,0,0,0,0,8861.843834126357,0,0,6.514,35.8,4.4,4.4,0.4,3.4,0.4812,66.6,72.0,9.4,34.2,2.8,55.6,46.2,43.2,1.672,0.0,0.0,1.8,1.2,302.0,1230.8,0.2874,13.4,1.0,2.6,2.8,0.2,9.6,0.0,6.0,1.4,3.0,5.0,5.8,0.2,4.0,62.4,72.4,0.321,36.4,18.76,7.376,4.7700000000000005,0.3728,0.472,0.8448,35.8,6.0,66.6,0.4,0.0,2.6,6.4,0.4,0.9568,0.182,0.16451715882,0.0,0.0,5733.609421021774
2013,2020,4.61,69,2,2,0,22,0.5,41.0,32,3,20,7,38,23,21,1.27,0,0,0,0,175,732,0.221,3,0,2,1,0,0,0,0,0,2,1,28,0,6,42,34,0.276,10.6,17.9,8.34,4.39,0.341,0.303,0.644,69,0,41.0,0,0,0,1,0,1.0,1.04,0,0.0669090909,0.254830986,0,147.33333333333331,0.0,1990,4,16,31,0,0,0,1,0,0,0,0,0,0,0,13376.782251636181,0,0,4.405,49.25,1.0,1.5,0.25,10.75,0.33325,29.25,22.75,1.25,15.0,4.5,31.75,15.75,14.25,1.2725,0.0,0.0,0.0,0.0,126.25,514.5,0.21775,2.25,0.25,1.75,2.0,0.25,1.75,0.0,0.0,0.0,1.0,2.25,16.0,0.25,2.75,28.0,22.5,0.30225,11.15,17.7,10.3075,4.3875,0.32675,0.2659999999999999,0.59275,49.25,0.0,29.25,0.25,0.25,0.0,2.75,0.0,0.6875,0.52075,0.044385979925,0.0,0.0,8716.60721565278
2013,2020,6.43,17,0,1,0,1,0.0,14.0,17,4,11,1,13,10,10,2.0,0,0,0,0,69,266,0.309,2,0,2,0,1,2,0,1,0,0,2,1,0,1,13,12,0.342,15.6,19.0,8.36,7.07,0.433,0.564,0.997,17,1,14.0,0,1,4,3,0,1.0,0.048,0,0.0414545455,0.151024744,0,43.33333333333333,0.0,1990,11,4,31,0,0,0,0,0,0,0,1,0,0,0,5174.666251193225,0,0,7.843333333333334,10.333333333333334,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,6.444444444444444,8.666666666666666,1.3333333333333333,5.333333333333333,0.6666666666666666,7.333333333333333,5.333333333333333,5.0,2.466666666666667,0.0,0.0,0.0,0.3333333333333333,33.666666666666664,134.0,0.3436666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,6.0,5.0,0.513,11.9,24.133333333333336,13.886666666666663,7.456666666666667,0.464,0.5333333333333333,0.9973333333333332,10.333333333333334,0.3333333333333333,6.444444444444444,0.0,0.3333333333333333,2.0,1.3333333333333333,0.0,0.6666666666666666,0.017,0.0337009026333333,0.0,0.0,2961.4486434772098
2013,2020,10.5,6,0,1,0,0,0.0,6.0,8,2,6,0,4,8,7,2.33,0,0,0,0,32,132,0.32,3,0,1,0,1,1,0,0,0,0,4,0,0,0,4,9,0.316,22.0,22.0,6.0,9.0,0.452,0.68,1.132,6,0,6.0,0,0,1,2,1,1.0,-0.211,0,0.00872727273,0.0121495862,0,13.0,0.0,1994,7,15,27,0,0,0,0,0,0,0,0,0,1,0,2983.767223379465,0,0,13.84,4.5,0.0,0.5,0.0,0.0,0.0,4.833333333333333,8.0,1.5,4.5,0.0,3.0,7.5,7.0,2.665,0.0,0.0,0.0,0.0,27.0,114.0,0.3705,2.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,3.0,8.0,0.377,27.0,24.1,5.455,8.18,0.476,0.656,1.132,4.5,0.0,4.833333333333333,0.0,0.0,0.5,1.5,0.5,1.0,-0.1055,0.0060747931049999,0.0,0.0,2900.0
2018,2020,2.05,25,0,0,0,3,0.0,22.0,17,1,8,4,11,8,5,1.14,0,0,0,0,92,346,0.218,3,0,1,1,0,4,0,0,0,0,2,2,0,3,25,26,0.239,13.8,15.7,4.5,3.27,0.319,0.295,0.614,25,0,22.0,0,0,1,0,0,1.0,0.611,0,0.0101818182,0.0627825992,0,72.66666666666667,0.0,1991,9,1,30,0,0,0,0,0,0,0,0,1,0,0,4792.730279212139,0,0,4.723333333333334,17.666666666666668,1.0,0.6666666666666666,0.0,1.3333333333333333,0.25,24.222222222222225,26.0,2.6666666666666665,11.0,2.6666666666666665,16.333333333333332,14.333333333333334,12.666666666666666,1.5466666666666666,0.0,0.0,0.6666666666666666,0.0,111.33333333333331,416.0,0.27,5.0,0.0,0.6666666666666666,2.0,0.3333333333333333,3.0,0.0,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,1.6666666666666667,25.33333333333333,29.33333333333333,0.298,33.266666666666666,17.233333333333334,6.1000000000000005,4.17,0.3556666666666666,0.4033333333333333,0.759,17.666666666666668,2.0,24.222222222222225,0.0,0.0,1.0,1.6666666666666667,0.0,1.0,0.2139999999999999,0.0209275330666666,0.0,0.0,2707.3390557939915
2013,2020,5.23,43,2,2,0,7,0.5,43.0,47,2,13,6,22,29,25,1.4,0,0,0,1,194,741,0.281,7,0,4,4,1,0,0,1,0,2,8,12,0,4,50,52,0.306,17.2,17.2,4.6,2.72,0.347,0.359,0.706,43,1,43.0,2,0,2,7,0,0.818,0.037,0,0.0589090909,0.175886229,0,217.66666666666663,0.0,1990,2,12,31,0,0,0,1,0,0,0,0,0,0,0,13642.871131210508,0,0,4.010000000000001,31.666666666666668,4.0,3.0,0.0,4.333333333333333,0.6876666666666665,67.77777777777777,67.33333333333333,4.333333333333333,15.666666666666666,9.0,43.0,30.0,27.33333333333333,1.2499999999999998,0.0,0.0,4.0,0.3333333333333333,288.0,1067.0,0.2633333333333333,9.0,0.0,3.0,4.333333333333333,0.6666666666666666,0.6666666666666666,0.0,6.666666666666667,1.6666666666666667,2.333333333333333,3.0,5.333333333333333,0.0,6.333333333333333,79.33333333333333,70.66666666666667,0.2966666666666666,32.36666666666667,15.933333333333332,5.783333333333334,2.2900000000000005,0.3263333333333333,0.3546666666666667,0.681,31.666666666666668,6.666666666666667,67.77777777777777,1.3333333333333333,0.3333333333333333,4.666666666666667,8.0,0.3333333333333333,0.86,1.515,0.0498032168333333,0.0,0.0,9357.339055793993
2016,2020,108.0,1,0,0,0,0,0.0,0.3333333333333333,2,0,1,1,0,4,4,9.0,0,0,0,0,5,13,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.667,13.0,39.0,0.0,27.0,0.8,0.667,1.467,1,0,0.3333333333333333,0,0,0,0,0,0.0,-0.153,0,0.0261818182,0.175869971,0,63.0,0.0,1997,6,27,24,0,1,0,0,0,0,0,0,0,0,0,2986.7349645836575,0,0,40.89,4.0,0.0,1.3333333333333333,0.0,0.0,0.0,10.888888888888893,14.0,1.6666666666666667,6.666666666666667,1.0,5.333333333333333,9.666666666666666,9.333333333333334,4.233333333333333,0.0,0.0,0.0,0.0,51.66666666666666,204.66666666666663,0.4383333333333333,3.0,0.0,0.3333333333333333,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.6666666666666667,11.666666666666666,12.666666666666666,0.4503333333333333,41.03333333333333,25.6,3.26,12.443333333333332,0.5423333333333333,0.555,1.0973333333333333,4.0,2.0,10.888888888888893,0.0,0.0,1.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,-0.0026666666666666,0.0502344759666666,0.0,0.0,3100.681243956107
2013,2020,12.0,4,0,0,0,0,0.0,3.0,7,1,4,0,3,4,4,3.67,0,0,0,0,20,95,0.467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0.5,23.8,31.7,9.0,12.0,0.55,0.667,1.217,4,0,3.0,0,0,0,1,0,1.0,-0.114,0,0.00363636364,0.0494325417,0,22.0,0.0,1988,9,26,33,0,0,0,0,0,0,0,0,1,0,0,4102.152234714497,0,0,5.21,6.333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,7.333333333333333,6.666666666666667,1.3333333333333333,5.666666666666667,0.3333333333333333,5.333333333333333,4.0,3.6666666666666665,2.083333333333333,0.0,0.0,0.0,0.0,34.0,155.33333333333334,0.276,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.3333333333333333,4.0,12.0,0.297,22.366666666666664,24.03333333333333,6.876666666666668,7.876666666666668,0.3896666666666666,0.407,0.7966666666666667,6.333333333333333,0.0,7.333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.102,0.0164775139133333,0.0,0.0,3509.5135908440634
2008,2020,5.26,44,7,2,0,11,0.778,37.66666666666666,39,4,23,2,44,26,22,1.65,0,0,0,1,179,692,0.262,10,1,3,2,1,3,0,0,0,7,4,10,0,1,25,43,0.34,15.7,18.4,10.51,5.5,0.364,0.423,0.787,44,0,37.66666666666666,0,0,2,4,0,1.0,-0.074,0,0.0225454545,0.595873221,0,382.6666666666666,0.0,1985,8,25,36,0,0,0,1,0,0,0,0,0,0,0,19878.35095481633,0,0,4.068,39.4,2.4,2.0,11.6,3.8,0.3198,39.13333333333333,36.4,4.4,17.2,1.8,43.2,17.4,15.6,1.422,0.0,0.0,0.0,2.2,170.0,668.2,0.2526,7.4,0.2,2.2,1.0,1.0,3.2,0.2,0.0,0.0,2.4,22.8,16.4,1.0,2.0,30.2,39.0,0.3144,15.760000000000002,16.919999999999998,9.646,3.974,0.3341999999999999,0.4208,0.755,39.4,0.0,39.13333333333333,0.6,0.0,0.6,4.4,0.0,0.7083999999999999,1.1292,0.055420118952,0.0,0.0,21515.848067816325
2014,2020,4.7,28,8,10,0,0,0.444,147.33333333333334,177,20,47,8,108,85,77,1.52,0,0,8,0,658,2528,0.298,27,2,3,7,0,13,0,28,8,0,0,0,0,14,168,147,0.333,90.3,17.2,6.6,2.87,0.354,0.452,0.806,28,28,147.33333333333334,2,0,6,20,3,0.929,1.981,0,0.109818182,1.850248899,0,680.6666666666667,0.0,1995,11,30,26,0,0,0,0,0,0,1,0,0,0,0,28327.74185826024,0,0,5.651999999999999,21.8,6.2,7.8,0.0,0.0,0.3958,113.33333333333334,131.2,14.2,43.4,5.4,88.4,68.6,63.6,1.642,0.0,0.0,7.8,0.0,506.2,1984.4,0.3017999999999999,23.0,2.2,4.8,4.2,0.4,7.2,0.0,21.4,6.2,0.0,0.0,0.0,0.0,12.0,126.6,106.4,0.347,88.44,17.94,7.062,3.72,0.3694,0.4644,0.8337999999999999,21.8,21.4,113.33333333333334,0.6,0.2,4.8,14.8,1.8,0.9772,1.4658,0.2488006284599999,0.0,0.0,15491.358980658924
2014,2020,10.8,7,0,1,0,0,0.0,8.333333333333334,14,1,4,0,7,10,10,2.16,0,0,0,0,41,141,0.389,4,0,0,1,0,1,0,0,0,0,4,0,0,1,7,9,0.448,20.1,16.9,7.56,4.32,0.439,0.583,1.022,7,0,8.333333333333334,0,0,0,0,0,0.0,-0.169,0,0.00363636364,0.174390403,0,144.0,0.0,1995,6,19,26,0,1,0,0,0,0,0,0,0,0,0,3300.75226419668,0,0,11.464,13.2,1.0,1.4,0.0,0.2,0.2,28.8,37.4,6.2,15.2,2.0,18.2,24.6,23.8,2.354,0.0,0.0,0.4,0.0,137.6,543.0,0.3825999999999999,8.8,0.6,0.8,1.4,0.0,2.2,0.2,3.4,0.8,0.2,4.6,0.0,0.0,2.6,27.4,36.6,0.3989999999999999,40.62,19.56,5.234,4.804,0.438,0.5933999999999999,1.0314,13.2,3.4,28.8,0.6,0.0,0.6,2.4,0.2,0.7156,-0.0887999999999999,0.034878080606,0.0,0.0,3657.866476118312
2014,2020,108.0,1,0,0,0,0,0.0,0.3333333333333333,2,0,2,0,0,4,4,12.0,0,0,0,0,5,31,0.667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.667,31.0,93.0,0.0,54.0,0.8,0.667,1.467,1,0,0.3333333333333333,0,0,0,0,0,0.0,-0.144,0,0.00363636364,0.00363636364,0,28.33333333333333,0.0,1995,3,23,26,0,1,0,0,0,0,0,0,0,0,0,3306.412790669936,0,0,56.53,7.0,0.0,0.0,0.0,0.0,0.0,8.166666666666666,12.5,0.5,7.0,0.5,12.5,8.5,6.5,7.095,0.0,0.0,0.0,0.0,44.5,191.0,0.4955,1.5,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2.5,0.5,0.0,0.0,5.0,7.0,0.5780000000000001,29.0,57.45,7.03,30.375,0.6145,0.552,1.1665,7.0,0.0,8.166666666666666,0.0,0.0,0.0,1.0,0.0,0.5,-0.072,0.00181818182,0.0,0.0,3863.0682380905214
2014,2020,3.09,54,5,1,1,9,0.833,46.66666666666666,38,1,22,1,33,16,16,1.29,0,0,0,1,196,708,0.226,8,1,4,1,1,3,0,0,0,5,5,14,0,3,47,51,0.274,13.1,15.2,6.36,4.24,0.318,0.304,0.622,54,0,46.333333333333336,0,0,5,10,0,1.0,1.805,0,0.0494545455,0.163596716,0,58.33333333333333,0.0,1994,3,30,27,0,1,0,0,0,0,0,0,0,0,0,8423.352620605381,0,0,3.305,30.5,2.5,0.5,0.5,4.5,0.4165,27.16666666666666,22.0,0.5,13.5,1.0,21.0,9.5,9.5,1.36,0.0,0.0,0.0,0.5,115.5,425.5,0.2165,5.0,0.5,2.0,0.5,0.5,2.5,0.0,0.0,0.0,2.5,4.0,7.0,0.0,1.5,28.5,27.5,0.287,16.75,16.95,8.465,5.055,0.3305,0.29,0.6205,30.5,0.0,27.0,0.0,0.0,3.0,5.0,0.0,1.0,0.968,0.0302029743,0.0,0.0,3000.0
2014,2020,4.73,52,2,3,0,25,0.4,40.0,41,5,19,2,32,21,21,1.5,0,0,0,1,176,695,0.268,3,0,0,2,0,3,1,0,0,2,1,32,0,6,47,35,0.305,13.4,17.4,7.2,4.28,0.352,0.386,0.738,52,0,40.0,0,1,3,5,2,1.0,0.576,0,0.0501818182,0.0824921219,0,83.66666666666667,0.0,1991,10,10,30,0,0,0,0,0,0,0,0,1,0,0,7536.370556313324,0,0,8.899999999999999,23.25,1.0,1.0,0.0,6.5,0.475,20.916666666666668,24.0,1.25,7.75,1.0,14.25,10.5,10.5,2.25,0.0,0.0,0.0,0.5,92.5,349.75,0.338,3.5,0.5,0.25,0.75,0.0,0.75,0.25,0.0,0.0,1.0,2.75,9.25,0.0,2.5,24.0,21.25,0.3915,17.075,18.3,6.4125,5.862500000000001,0.41425,0.4580000000000001,0.87225,23.25,0.0,20.916666666666668,0.0,0.25,1.0,3.0,0.5,1.0,0.32075,0.0206230304825,0.0,0.0,2914.23230843579
2006,2020,5.79,42,2,0,1,7,1.0,42.0,44,7,22,1,35,28,27,1.57,0,0,0,2,187,751,0.28,7,0,5,2,0,1,0,0,0,2,9,9,0,5,41,39,0.316,17.9,17.9,7.5,4.71,0.368,0.459,0.827,42,0,42.0,1,0,0,4,0,0.8,0.235,0,0.0225454545,0.754677623,0,686.9999999999999,0.0,1987,8,7,34,0,0,0,0,1,0,0,0,0,0,0,22074.994714251174,0,0,5.354,40.4,1.2,2.6,11.8,2.8,0.462,40.6,48.4,3.4,14.0,1.4,33.8,23.6,22.2,1.6960000000000002,0.0,0.0,0.0,4.6,182.0,679.4,0.3014,8.2,1.0,2.2,1.8,1.4,1.8,0.0,0.0,0.0,1.2,23.2,19.2,2.0,4.2,41.8,40.4,0.3518,17.119999999999997,17.48,7.114,4.32,0.3743999999999999,0.4312,0.8056000000000001,40.4,0.0,40.6,0.2,0.0,1.2,4.0,0.0,0.96,0.6531999999999999,0.14963705044,0.0,0.0,20703.83767359941
2016,2020,5.85,33,4,0,0,3,1.0,32.333333333333336,37,6,23,1,28,24,21,1.86,0,0,0,2,158,599,0.285,7,2,2,2,1,3,0,0,0,4,8,8,0,3,28,39,0.316,18.2,18.5,7.79,6.4,0.391,0.508,0.899,33,0,32.333333333333336,1,1,2,5,1,0.875,-0.279,0,0.0421818182,0.533920564,0,299.6666666666667,0.0,1997,3,8,24,0,0,1,0,0,0,0,0,0,0,0,8329.52266769823,0,0,5.586,25.2,3.2,4.2,0.0,2.4,0.428,59.93333333333334,68.6,7.2,26.0,4.2,36.2,42.2,38.8,1.64,0.0,0.0,1.6,0.6,269.2,1025.0,0.2956,12.6,2.2,2.8,2.0,1.0,5.2,0.4,7.8,1.4,1.8,3.6,3.8,0.0,6.6,62.8,68.6,0.3174,42.24,17.580000000000002,4.674,3.444,0.375,0.4509999999999999,0.8260000000000002,25.2,7.8,59.93333333333334,0.6,0.8,4.8,8.0,1.2,0.75,-0.0024,0.10678411274,0.0,0.0,7293.9087843874595
2014,2020,6.56,29,2,2,2,2,0.5,23.33333333333333,31,6,11,3,17,20,17,1.8,0,0,0,1,114,452,0.32,5,0,2,1,1,3,1,0,0,2,7,8,1,2,26,24,0.333,15.6,19.4,6.56,4.24,0.402,0.557,0.959,29,0,23.33333333333333,0,0,0,2,0,1.0,-0.254,0,0.0152727273,0.205902561,0,142.0,0.0,1988,11,16,33,0,0,0,0,1,0,0,0,0,0,0,7428.67703967078,0,0,5.992,30.8,1.4,0.8,0.6,4.8,0.5666,28.4,27.8,4.0,14.4,2.6,21.0,18.6,16.0,1.61,0.0,0.0,0.0,0.6,127.4,509.8,0.2638,5.2,0.2,1.0,0.4,0.8,2.4,0.2,0.0,0.0,1.4,6.8,6.2,0.2,1.8,30.0,30.6,0.2778,17.3,18.64,5.926,4.876,0.3656,0.458,0.8236000000000001,30.8,0.0,28.4,0.0,0.6,0.8,3.6,0.0,0.8,0.1868,0.04118051222,0.0,0.0,5285.233506170634
2018,2020,4.89,29,1,2,1,0,0.333,53.333333333333336,47,3,22,3,54,30,29,1.29,0,0,0,1,231,998,0.23,14,0,2,0,2,1,0,4,1,0,8,3,0,1,37,66,0.299,34.4,18.7,9.11,3.71,0.314,0.343,0.657,29,4,53.333333333333336,0,0,3,2,0,1.0,0.621,0,0.177454545,0.214049741,0,55.66666666666667,0.0,1999,5,7,22,0,0,0,0,0,1,0,0,0,0,0,5469.214782667668,0,0,19.63,10.333333333333334,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.111,18.55555555555556,16.666666666666668,1.0,8.333333333333334,1.0,18.0,10.666666666666666,10.333333333333334,3.93,0.0,0.0,0.0,0.3333333333333333,81.0,346.3333333333333,0.3386666666666666,4.666666666666667,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,0.0,3.0,1.0,0.0,1.0,13.666666666666666,22.666666666666668,0.3616666666666666,25.133333333333336,27.23333333333333,3.036666666666666,20.736666666666668,0.4796666666666667,0.3763333333333333,0.856,10.333333333333334,1.3333333333333333,18.55555555555556,0.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.2063333333333333,0.0713499136,0.0,0.0,2807.3390557939915
2008,2020,6.05,42,0,3,0,5,0.0,41.66666666666666,38,1,27,2,26,30,28,1.56,0,0,0,1,189,764,0.239,6,0,1,0,1,2,0,1,0,0,7,7,0,4,40,55,0.28,18.2,18.3,5.62,5.83,0.356,0.296,0.652,42,1,41.66666666666666,0,0,1,5,0,1.0,-0.081,0,0.0196363636,0.0429784883,0,65.0,0.0,1989,4,29,32,0,1,0,0,0,0,0,0,0,0,0,6609.597436988482,0,0,4.826666666666667,23.33333333333333,0.0,1.3333333333333333,0.0,2.6666666666666665,0.0,20.666666666666664,16.333333333333332,1.0,14.0,1.0,14.666666666666666,13.666666666666666,13.0,1.34,0.0,0.0,0.0,0.3333333333333333,92.0,380.3333333333333,0.1813333333333333,3.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,0.0,0.3333333333333333,0.0,0.0,4.0,3.333333333333333,0.0,1.3333333333333333,20.33333333333333,25.33333333333333,0.2106666666666666,16.03333333333333,18.433333333333334,7.703333333333334,6.12,0.3166666666666666,0.2823333333333333,0.5990000000000001,23.33333333333333,0.3333333333333333,20.666666666666664,0.0,0.0,1.0,2.6666666666666665,0.0,1.0,0.0596666666666666,0.0120343369566666,0.0,0.0,3755.156450780332
