선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
신재웅,75138,SK,2.77,54,2,3,16,6,0.400,52,49,5,28,1,43,23,16,1.48,0,0,0,5,226,868,0.257,3,0,5,1,0,3,0,0,0,2,32,28,0,4,39,61,0.64,0.306,16.1,16.7,7.44,4.85,1.54,0.353,0.351,0.704
김광현,77829,SK,2.98,25,11,8,0,0,0.579,136,125,16,30,2,130,48,45,1.14,0,0,12,0,554,2146,0.242,16,2,5,1,0,3,0,25,11,0,0,0,0,11,149,113,1.32,0.294,85.8,15.8,8.60,1.99,4.33,0.286,0.374,0.660
박희수,76858,SK,3.27,35,1,2,0,4,0.333,33,35,1,15,3,30,14,12,1.52,0,0,0,1,146,612,0.278,8,0,1,1,0,0,0,0,0,1,9,8,0,3,33,29,1.14,0.354,17.5,18.5,8.18,4.09,2.00,0.366,0.365,0.731
정동윤,66858,SK,3.38,2,0,0,0,0,-,2 2/3,3,1,1,0,3,1,1,1.50,0,0,0,0,11,40,0.300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0.33,0.333,20.0,15.0,10.13,3.38,3.00,0.364,0.600,0.964
김태훈,79847,SK,3.83,61,9,3,0,10,0.750,94,88,8,36,2,93,44,40,1.32,0,0,2,2,394,1455,0.251,17,0,4,1,4,11,0,4,2,7,6,15,0,13,113,58,1.95,0.319,23.9,15.5,8.90,3.45,2.58,0.323,0.368,0.691
켈리,65856,SK,4.09,28,12,7,0,0,0.632,158 1/3,152,18,47,13,161,78,72,1.26,0,0,13,0,674,2497,0.250,28,3,2,4,1,5,2,28,12,0,0,0,0,9,156,143,1.09,0.309,89.2,15.8,9.15,2.67,3.43,0.315,0.395,0.710
박종훈,60841,SK,4.18,30,14,8,0,0,0.636,159 1/3,158,16,54,20,133,81,74,1.33,0,0,10,0,702,2701,0.254,31,3,3,4,0,3,0,30,14,0,0,0,0,13,172,162,1.06,0.298,90.0,17.0,7.51,3.05,2.46,0.332,0.391,0.723
이승진,64805,SK,4.57,34,0,1,0,0,0.000,41 1/3,41,6,20,4,37,25,21,1.48,0,0,0,0,189,759,0.250,6,0,0,1,1,6,0,2,0,0,12,0,0,2,43,44,0.98,0.287,22.3,18.4,8.06,4.35,1.85,0.344,0.396,0.740
문승원,62869,SK,4.60,31,8,9,1,1,0.471,150 2/3,180,24,37,4,122,86,77,1.44,0,0,9,0,656,2509,0.296,33,2,5,2,0,4,0,27,8,0,3,2,0,16,141,167,0.84,0.336,80.9,16.7,7.29,2.21,3.30,0.339,0.475,0.814
채병용,71845,SK,4.80,29,2,1,1,3,0.667,30,33,8,8,1,15,16,16,1.37,0,0,0,1,128,442,0.280,5,0,0,1,0,0,0,0,0,2,7,3,1,3,24,47,0.51,0.260,15.2,14.7,4.50,2.40,1.88,0.328,0.525,0.853
산체스,68815,SK,4.89,29,8,8,0,1,0.500,145 1/3,161,26,39,7,124,90,79,1.38,0,0,14,1,632,2467,0.277,21,3,4,0,1,12,0,26,8,0,0,1,0,9,163,134,1.22,0.313,85.1,17.0,7.68,2.42,3.18,0.330,0.457,0.787
윤희상,74838,SK,5.12,46,1,2,1,7,0.333,51,55,8,7,2,44,29,29,1.22,0,0,0,1,211,815,0.274,5,1,1,0,1,1,0,1,0,1,15,12,0,8,62,40,1.55,0.315,17.7,16.0,7.76,1.24,6.29,0.305,0.428,0.733
남윤성,67840,SK,5.19,6,0,1,0,0,0.000,8 2/3,12,1,4,0,3,5,5,1.85,0,0,0,0,40,148,0.343,1,0,1,0,0,0,0,0,0,0,3,0,0,1,9,11,0.82,0.355,24.7,17.1,3.12,4.15,0.75,0.410,0.457,0.867
정영일,62056,SK,5.32,51,3,0,0,13,1.000,44,48,7,21,5,33,33,26,1.57,0,0,0,1,205,821,0.270,10,0,0,1,1,4,0,0,0,3,5,14,0,3,57,41,1.39,0.295,16.1,18.7,6.75,4.30,1.57,0.361,0.444,0.805
전유수,75340,SK,5.50,16,0,1,0,0,0.000,18,21,3,8,2,15,11,11,1.61,0,0,0,0,81,360,0.300,5,0,1,0,0,0,0,0,0,0,7,0,0,4,20,14,1.43,0.346,22.5,20.0,7.50,4.00,1.88,0.388,0.500,0.888
박정배,75250,SK,5.84,49,1,3,9,2,0.250,44 2/3,51,9,12,2,44,30,29,1.41,0,0,0,5,197,723,0.282,15,0,1,1,2,1,0,0,0,1,22,19,0,3,47,40,1.18,0.326,14.8,16.2,8.87,2.42,3.67,0.332,0.514,0.846
서진용,61895,SK,6.12,48,3,2,1,12,0.600,50,52,14,23,2,58,36,34,1.50,0,0,0,0,225,920,0.267,8,2,4,1,3,4,0,0,0,3,9,12,0,1,33,53,0.62,0.306,19.2,18.4,10.44,4.14,2.52,0.348,0.544,0.892
봉민호,65802,SK,6.75,1,0,0,0,0,-,1 1/3,1,1,0,0,2,1,1,0.75,0,0,0,0,5,20,0.200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.00,0.000,20.0,15.0,13.50,0.00,-,0.200,0.800,1.000
임준혁,73632,SK,7.36,6,0,0,0,0,-,7 1/3,12,0,3,0,2,6,6,2.05,0,0,0,0,35,122,0.387,6,0,0,1,0,1,0,0,0,0,2,0,0,2,6,12,0.50,0.400,20.3,16.6,2.45,3.68,0.67,0.429,0.581,1.010
김택형,65343,SK,7.71,14,1,2,0,2,0.333,11 2/3,9,1,10,0,11,10,10,1.63,0,0,0,0,52,202,0.214,0,0,0,0,0,2,0,0,0,1,2,6,0,0,14,8,1.75,0.267,14.4,17.3,8.49,7.71,1.10,0.365,0.286,0.651
백인식,78819,SK,9.42,18,1,2,0,1,0.333,14 1/3,17,4,9,3,14,15,15,1.81,0,0,0,4,72,279,0.298,3,1,1,2,1,0,0,0,0,1,3,6,0,0,6,22,0.27,0.317,15.5,19.5,8.79,5.65,1.56,0.408,0.596,1.004
김주한,66859,SK,13.50,7,1,0,0,1,1.000,6,9,2,6,0,5,10,9,2.50,0,0,0,0,34,117,0.333,2,0,0,1,0,0,0,0,0,1,1,2,0,1,9,5,1.80,0.333,16.7,19.5,7.50,9.00,0.83,0.441,0.630,1.071
최민준,68856,SK,14.40,2,0,0,0,0,-,5,11,5,0,0,3,9,8,2.20,0,0,0,0,28,95,0.393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2.50,0.300,47.5,19.0,5.40,0.00,-,0.393,0.964,1.357
박민호,64893,SK,15.43,3,0,0,0,0,-,2 1/3,4,1,1,1,0,4,4,2.14,0,0,0,0,12,43,0.400,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5.00,0.333,14.3,18.4,0.00,3.86,0.00,0.500,0.800,1.300
강지광,79130,SK,21.00,4,0,0,0,0,-,3,8,1,4,0,3,7,7,4.00,0,0,0,0,21,69,0.500,2,0,1,0,0,0,0,0,0,0,2,0,0,0,3,2,1.50,0.583,17.3,23.0,9.00,12.00,0.75,0.600,0.813,1.413
조성훈,68848,SK,27.00,1,0,0,0,0,-,2/3,3,0,0,0,0,2,2,4.50,0,0,0,0,4,14,0.750,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.00,0.750,14.0,21.0,0.00,0.00,-,0.750,1.000,1.750
이원준,67863,SK,29.45,3,0,1,0,0,0.000,3 2/3,13,3,1,0,2,12,12,3.82,0,0,0,0,25,90,0.565,3,0,0,1,0,1,0,1,0,0,1,0,0,0,3,6,0.50,0.526,30.0,24.5,4.91,2.45,2.00,0.560,1.087,1.647
정재원,74748,SK,30.86,2,0,1,0,0,0.000,2 1/3,8,0,1,0,0,8,8,3.86,0,0,0,0,15,55,0.571,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2.00,0.571,27.5,23.6,0.00,3.86,0.00,0.600,0.857,1.457
