선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
윤석주,79840,SK,0.00,1,0,0,0,0,-,1 1/3,2,0,0,0,0,0,0,1.50,0,0,0,0,6,18,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-,0.333,18.0,13.5,0.00,0.00,-,0.333,0.333,0.666
윤길현,72862,SK,3.16,70,0,4,13,17,0.000,62 2/3,58,7,36,2,62,25,22,1.50,0,0,0,5,284,1148,0.244,12,0,6,2,4,3,0,0,0,0,26,37,1,5,51,69,0.74,0.298,16.4,18.3,8.90,5.17,1.72,0.345,0.382,0.727
정우람,74857,SK,3.21,69,7,5,16,11,0.583,70,52,3,28,1,90,25,25,1.14,0,0,0,5,287,1155,0.207,12,0,4,3,5,3,0,0,0,7,36,33,1,3,50,62,0.81,0.304,16.7,16.5,11.57,3.60,3.21,0.286,0.291,0.577
김광현,77829,SK,3.72,30,14,6,0,1,0.700,176 2/3,173,19,66,3,160,86,73,1.35,1,1,16,0,754,2896,0.257,33,0,11,2,2,10,0,29,14,0,1,1,0,18,216,125,1.73,0.311,96.5,16.4,8.15,3.36,2.42,0.326,0.391,0.717
이한진,76822,SK,3.86,3,0,0,0,0,-,4 2/3,4,0,5,0,1,3,2,1.93,0,0,0,0,24,81,0.222,0,0,0,1,0,0,0,0,0,0,2,0,0,0,8,6,1.33,0.222,27.0,17.4,1.93,9.64,0.20,0.375,0.222,0.597
신재웅,75138,SK,4.11,61,0,1,0,9,0.000,50 1/3,72,5,17,4,49,28,23,1.77,0,0,0,0,236,912,0.340,15,2,3,0,0,0,0,0,0,0,9,12,0,4,46,45,1.02,0.424,15.0,18.1,8.76,3.04,2.88,0.399,0.500,0.899
켈리,65856,SK,4.13,30,11,10,0,0,0.524,181,188,16,54,5,139,87,83,1.34,1,0,17,0,775,2878,0.270,28,1,15,4,1,9,2,29,10,1,1,0,0,19,225,149,1.51,0.315,95.9,15.9,6.91,2.69,2.57,0.325,0.382,0.707
박민호,64893,SK,4.28,20,1,1,0,1,0.500,27 1/3,26,4,9,2,12,18,13,1.28,0,0,0,0,116,433,0.250,4,0,0,1,0,0,0,0,0,1,9,1,0,3,35,32,1.09,0.247,21.7,15.8,3.95,2.96,1.33,0.319,0.404,0.723
전유수,75340,SK,4.40,66,3,6,1,5,0.333,77 2/3,66,9,42,5,84,39,38,1.39,0,0,0,0,337,1463,0.233,12,1,2,5,5,2,0,0,0,3,9,10,0,3,65,73,0.89,0.292,22.2,18.8,9.73,4.87,2.00,0.337,0.378,0.715
밴와트,67845,SK,4.63,12,5,3,0,0,0.625,56 1/3,70,5,13,2,50,29,29,1.47,0,0,3,0,245,1007,0.310,15,1,2,2,0,2,1,12,5,0,0,0,0,5,45,63,0.71,0.376,83.9,17.9,7.99,2.08,3.85,0.350,0.451,0.801
