선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
김준,78823,SK,0.00,4,0,0,0,0,-,3,4,0,1,0,3,0,0,1.67,0,0,0,0,14,67,0.308,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0.20,0.400,16.8,22.3,9.00,3.00,3.00,0.357,0.385,0.742
박희수,76858,SK,1.32,65,8,1,6,34,0.889,82,52,2,27,3,93,12,12,0.96,0,0,0,4,312,1237,0.189,6,1,5,2,2,3,0,0,0,8,9,38,3,9,75,57,1.32,0.275,19.0,15.1,10.21,2.96,3.44,0.267,0.240,0.507
정우람,74857,SK,2.20,53,2,4,30,0,0.333,49,33,0,9,4,55,12,12,0.86,0,0,0,5,193,789,0.191,5,1,5,2,2,1,0,0,0,2,47,35,4,1,28,59,0.47,0.275,14.9,16.1,10.10,1.65,6.11,0.245,0.231,0.476
박정배,75250,SK,3.14,37,4,3,0,3,0.571,77 1/3,52,6,30,4,48,29,27,1.06,0,0,2,1,309,1110,0.193,9,1,4,1,0,1,1,3,1,3,6,3,0,9,82,89,0.92,0.212,30.0,14.4,5.59,3.49,1.60,0.282,0.300,0.582
채병용,71845,SK,3.16,14,3,3,0,0,0.500,62 2/3,67,3,22,1,42,22,22,1.42,0,0,6,0,271,993,0.279,16,1,6,2,4,1,0,10,3,0,1,0,0,2,48,85,0.56,0.325,70.9,15.8,6.03,3.16,1.91,0.340,0.392,0.732
엄정욱,70855,SK,3.20,49,4,5,3,12,0.444,56 1/3,46,5,24,4,44,21,20,1.24,0,0,0,2,232,941,0.234,10,1,7,0,2,1,0,0,0,4,16,16,0,7,50,57,0.88,0.277,19.2,16.7,7.03,3.83,1.83,0.329,0.371,0.700
윤희상,74838,SK,3.36,28,10,9,0,0,0.526,163 1/3,164,10,49,6,100,66,61,1.30,0,0,16,0,693,2570,0.262,28,3,9,3,1,5,0,28,10,0,0,0,0,16,198,167,1.19,0.297,91.8,15.7,5.51,2.70,2.04,0.320,0.364,0.684
마리오,62859,SK,3.40,18,6,3,0,0,0.667,95 1/3,88,6,39,5,49,38,36,1.33,0,0,8,0,401,1530,0.251,11,0,7,0,2,2,1,18,6,0,0,0,0,9,130,83,1.57,0.278,85.0,16.0,4.63,3.68,1.26,0.335,0.334,0.669
로페즈,79644,SK,3.86,5,3,2,0,0,0.600,28,26,3,3,1,13,13,12,1.04,0,0,3,0,110,381,0.245,2,0,0,0,0,0,0,5,3,0,0,0,0,3,36,31,1.16,0.256,76.2,13.6,4.18,0.96,4.33,0.273,0.349,0.622
허준혁,79535,SK,3.86,15,0,0,0,1,-,16 1/3,17,1,13,1,7,7,7,1.84,0,0,0,0,77,292,0.279,3,0,1,1,1,0,0,3,0,0,3,1,0,1,16,22,0.73,0.296,19.5,17.9,3.86,7.16,0.54,0.408,0.377,0.785
송은범,73801,SK,4.15,20,8,3,0,0,0.727,97 2/3,98,6,44,2,72,45,45,1.45,0,0,6,0,413,1647,0.276,16,2,8,4,0,4,0,19,8,0,1,0,0,11,104,85,1.22,0.327,82.4,16.9,6.63,4.05,1.64,0.356,0.383,0.739
이재영,72216,SK,4.29,48,6,3,1,10,0.667,65,65,6,35,5,46,32,31,1.54,0,0,0,2,293,1107,0.271,13,0,10,3,6,3,2,0,0,6,13,11,0,4,49,83,0.59,0.309,23.1,17.0,6.37,4.85,1.31,0.371,0.400,0.771
김광현,77829,SK,4.30,16,8,5,0,0,0.615,81 2/3,85,9,36,2,65,44,39,1.48,0,0,4,0,347,1322,0.287,15,2,7,6,0,2,1,16,8,0,0,0,0,12,78,74,1.05,0.333,82.6,16.2,7.16,3.97,1.81,0.362,0.443,0.805
전유수,75340,SK,4.33,25,1,0,0,0,1.000,35 1/3,40,2,10,2,21,17,17,1.42,0,0,0,0,154,563,0.290,7,0,1,3,0,4,1,0,0,1,10,1,0,3,37,43,0.86,0.322,22.5,15.9,5.35,2.55,2.10,0.340,0.384,0.724
임치영,62868,SK,4.35,6,1,0,0,0,1.000,10 1/3,9,3,6,2,6,5,5,1.45,0,0,0,0,45,195,0.243,2,0,0,0,0,1,1,2,1,0,0,0,0,2,13,9,1.44,0.214,32.5,18.9,5.23,5.23,1.00,0.378,0.541,0.919
부시,62833,SK,4.43,17,4,6,0,0,0.400,81 1/3,80,8,31,8,45,45,40,1.36,0,0,8,0,356,1329,0.261,15,3,9,2,1,3,0,15,4,0,0,0,0,6,90,93,0.97,0.282,78.2,16.3,4.98,3.43,1.45,0.343,0.408,0.751
문승원,62869,SK,4.50,2,0,0,0,0,-,2,2,0,0,1,3,1,1,1.00,0,0,0,0,9,44,0.250,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2.00,0.400,22.0,22.0,13.50,0.00,-,0.333,0.250,0.583
최영필,97336,SK,4.58,46,2,1,0,5,0.667,53,52,7,10,2,40,27,27,1.17,0,0,0,0,215,787,0.261,9,1,3,1,2,0,0,0,0,2,8,3,0,3,50,58,0.86,0.294,17.1,14.8,6.79,1.70,4.00,0.302,0.422,0.724
신정익,61830,SK,5.40,3,0,0,0,0,-,3 1/3,3,1,0,1,0,2,2,0.90,0,0,0,0,14,50,0.231,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,0.67,0.167,16.7,15.0,0.00,0.00,-,0.286,0.538,0.824
임경완,98521,SK,5.40,32,0,2,0,3,0.000,31 2/3,36,4,13,4,16,20,19,1.55,0,0,0,0,141,517,0.293,6,1,1,0,1,0,0,0,0,0,5,6,0,7,42,29,1.45,0.311,16.2,16.3,4.55,3.69,1.23,0.379,0.455,0.834
제춘모,72801,SK,5.40,8,0,3,0,1,0.000,18 1/3,20,4,9,1,6,11,11,1.58,0,0,1,0,81,318,0.290,2,0,2,0,1,0,0,3,0,0,1,0,0,1,19,24,0.79,0.271,39.8,17.3,2.95,4.42,0.67,0.380,0.493,0.873
이영욱,73825,SK,5.57,11,0,2,0,0,0.000,32 1/3,28,3,17,5,15,20,20,1.39,0,0,0,1,142,567,0.246,10,1,4,2,0,4,0,6,0,0,1,1,0,3,27,46,0.59,0.255,51.5,17.5,4.18,4.73,0.88,0.362,0.430,0.792
박종훈,60841,SK,8.00,8,1,2,0,0,0.333,18,21,0,14,4,16,17,16,1.94,0,0,0,0,89,371,0.304,7,0,2,0,1,0,0,4,0,1,2,0,0,1,20,12,1.67,0.396,46.4,20.6,8.00,7.00,1.14,0.448,0.406,0.854
김태훈,79847,SK,9.35,9,0,1,0,0,0.000,8 2/3,12,0,10,1,6,11,9,2.54,0,0,0,0,49,184,0.324,3,1,1,0,0,0,0,0,0,0,2,1,0,0,8,11,0.73,0.387,20.4,21.2,6.23,10.38,0.60,0.479,0.459,0.938
신승현,70839,SK,10.50,5,0,1,0,0,0.000,6,8,0,2,1,2,7,7,1.67,0,0,0,0,29,105,0.308,3,0,0,0,0,0,0,1,0,0,3,0,0,0,5,11,0.45,0.333,21.0,17.5,3.00,3.00,1.00,0.379,0.423,0.802
윤길현,72862,SK,10.80,5,0,0,0,0,-,3 1/3,6,1,3,0,1,4,4,2.70,0,0,0,0,18,62,0.400,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,1.00,0.385,12.4,18.6,2.70,8.10,0.33,0.500,0.667,1.167
