선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
권덕준,75843,SK,0.00,1,0,0,0,0,-,1 2/3,0,0,2,0,1,0,0,1.20,0,0,0,0,7,34,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.00,0.000,34.0,20.4,5.40,10.80,0.50,0.286,0.000,0.286
김영수,97236,SK,0.00,1,1,0,0,0,1.000,1 1/3,0,0,3,0,1,0,0,2.25,0,0,0,0,7,31,0.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2.00,0.000,31.0,23.3,6.75,20.25,0.33,0.429,0.000,0.429
정대현,71801,SK,0.92,60,3,2,27,3,0.600,78 1/3,50,3,24,8,65,12,8,0.94,0,0,0,4,307,1169,0.186,8,1,6,0,9,2,0,0,0,3,44,34,3,9,97,57,1.70,0.234,19.5,14.9,7.47,2.76,2.71,0.272,0.257,0.529
조웅천,90350,SK,1.57,64,2,3,9,16,0.400,74 2/3,55,4,17,1,59,14,13,0.96,0,0,0,1,287,1131,0.210,6,1,6,1,2,0,0,0,0,2,22,23,1,7,88,61,1.44,0.255,17.7,15.1,7.11,2.05,3.47,0.260,0.286,0.546
채병용,71845,SK,2.84,28,11,8,0,0,0.579,146,137,8,47,5,84,51,46,1.26,0,0,15,0,610,2321,0.255,19,1,14,6,4,3,1,23,11,0,4,0,0,14,159,164,0.97,0.285,82.9,15.9,5.18,2.90,1.79,0.317,0.338,0.655
윤길현,72862,SK,2.88,71,8,3,0,18,0.727,75,62,4,34,2,46,25,24,1.28,0,0,0,1,311,1222,0.232,9,1,6,2,3,5,0,0,0,8,7,19,0,7,59,102,0.58,0.265,17.2,16.3,5.52,4.08,1.35,0.321,0.318,0.639
김경태,98128,SK,2.96,40,0,0,0,6,-,24 1/3,19,1,6,1,10,8,8,1.03,0,0,0,0,92,349,0.232,3,0,3,0,0,0,0,0,0,0,2,7,0,5,30,23,1.30,0.254,8.7,14.3,3.70,2.22,1.67,0.292,0.305,0.597
송은범,73801,SK,3.01,24,6,3,0,2,0.667,71 2/3,68,5,32,2,33,29,24,1.40,0,0,4,0,299,1083,0.262,6,1,4,1,1,3,0,12,6,0,3,2,0,13,77,83,0.93,0.283,45.1,15.1,4.14,4.02,1.03,0.346,0.350,0.696
레이번,77860,SK,3.27,32,17,8,0,0,0.680,184 2/3,167,13,86,13,98,74,67,1.37,1,0,17,0,800,3176,0.246,20,1,15,7,0,2,0,32,17,0,1,0,0,22,220,201,1.09,0.268,99.3,17.2,4.78,4.19,1.14,0.339,0.336,0.675
이한진,76822,SK,3.50,28,1,2,0,0,0.333,46 1/3,41,1,5,5,18,22,18,0.99,0,0,0,0,187,622,0.234,4,0,1,1,1,0,0,2,0,1,4,1,0,4,84,33,2.55,0.255,22.2,13.4,3.50,0.97,3.60,0.274,0.274,0.548
김광현,77829,SK,3.62,20,3,7,0,0,0.300,77,80,5,41,4,52,35,31,1.57,0,0,5,0,342,1324,0.284,8,0,10,5,2,2,0,13,3,0,3,0,0,13,76,79,0.96,0.326,66.2,17.2,6.08,4.79,1.27,0.377,0.365,0.742
로마노,77868,SK,3.69,32,12,4,0,0,0.750,146 1/3,158,9,67,5,81,72,60,1.54,0,0,13,0,651,2521,0.280,15,0,11,4,0,3,0,25,11,1,4,0,0,18,184,145,1.27,0.312,78.8,17.2,4.98,4.12,1.21,0.359,0.355,0.714
가득염,92501,SK,4.02,67,1,0,0,12,1.000,40 1/3,35,2,14,3,21,18,18,1.21,0,0,0,2,166,638,0.245,9,0,3,3,1,2,0,0,0,1,10,16,0,4,46,44,1.05,0.268,9.5,15.8,4.69,3.12,1.50,0.319,0.350,0.669
김원형,91848,SK,4.15,43,5,4,0,4,0.556,73 2/3,87,6,22,8,25,41,34,1.48,0,0,0,0,327,1104,0.298,14,0,4,1,2,0,0,7,1,4,7,4,0,6,102,79,1.29,0.309,25.7,15.0,3.05,2.69,1.14,0.362,0.408,0.770
정우람,74857,SK,4.28,45,0,1,0,14,0.000,27 1/3,25,5,21,0,22,13,13,1.68,0,0,0,1,126,500,0.245,7,0,3,0,0,2,0,0,0,0,7,18,0,0,13,42,0.31,0.267,11.1,18.3,7.24,6.91,1.05,0.374,0.461,0.835
이영욱,73825,SK,4.83,26,3,3,0,1,0.500,59 2/3,70,6,20,9,24,35,32,1.51,0,0,4,0,270,968,0.300,8,0,7,1,2,3,0,10,3,0,7,0,0,7,75,65,1.15,0.314,37.2,16.2,3.62,3.02,1.20,0.376,0.412,0.788
고효준,72523,SK,5.40,1,0,0,0,0,-,1 2/3,2,1,0,0,2,1,1,1.20,0,0,0,0,8,30,0.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.00,0.200,30.0,18.0,10.80,0.00,-,0.250,0.625,0.875
최상덕,94330,SK,12.96,4,0,0,0,1,-,8 1/3,19,3,4,0,8,12,12,2.76,0,0,0,0,47,174,0.452,5,1,1,0,0,1,0,1,0,0,1,0,0,0,10,5,2.00,0.516,43.5,20.9,8.64,4.32,2.00,0.500,0.833,1.333
신승현,70839,SK,27.00,1,0,0,0,0,-,1,4,1,0,1,0,3,3,4.00,0,0,0,0,8,28,0.571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0.50,0.500,28.0,28.0,0.00,0.00,-,0.625,1.000,1.625
