선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
페르난데스,69209,두산,0.344,144,645,572,87,197,34,0,15,276,88,0,6,61,4,6,54,16,0.483,0.409,0.892,63,0.313,0.500,49,169,158,1.07,12,1.13,3.49,0.138,104.2,0.305
박건우,79215,두산,0.319,127,537,458,83,146,27,5,10,213,64,1,11,60,0,7,57,23,0.465,0.397,0.862,45,0.284,0.333,42,127,139,0.91,8,1.05,3.83,0.146,82.1,0.295
이흥련,63440,두산,0.310,27,44,42,3,13,2,1,0,17,5,0,0,2,0,0,12,1,0.405,0.341,0.746,2,0.222,0.222,3,11,6,1.83,0,0.17,3.64,0.095,5.1,0.255
오재일,75334,두산,0.293,130,529,467,76,137,29,1,21,231,102,0,4,55,1,3,99,5,0.495,0.369,0.864,39,0.344,0.000,51,76,159,0.48,13,0.56,3.73,0.201,84.0,0.290
허경민,79240,두산,0.288,133,540,475,71,137,25,1,4,176,60,3,11,34,2,17,36,16,0.371,0.350,0.721,37,0.324,1.000,30,148,165,0.90,9,0.94,3.50,0.082,63.4,0.250
김재환,78224,두산,0.283,136,574,495,76,140,20,5,15,215,91,0,11,63,5,5,113,7,0.434,0.362,0.796,34,0.300,0.250,40,111,142,0.78,11,0.56,3.57,0.152,82.7,0.271
박세혁,62244,두산,0.279,137,505,441,58,123,19,9,4,172,63,10,6,41,1,7,68,5,0.390,0.345,0.735,29,0.291,0.000,32,135,121,1.12,7,0.60,3.78,0.111,62.9,0.253
최주환,76267,두산,0.277,87,325,285,27,79,13,0,4,104,47,0,11,28,0,1,35,10,0.365,0.332,0.697,23,0.281,0.250,17,60,122,0.49,4,0.80,4.10,0.088,37.5,0.241
김재호,74206,두산,0.268,130,470,377,51,101,22,0,4,135,48,8,11,67,3,7,58,10,0.358,0.379,0.737,22,0.257,0.500,26,84,145,0.58,7,1.16,3.86,0.090,59.0,0.260
정수빈,79231,두산,0.265,123,513,441,75,117,19,5,0,146,41,4,5,57,0,6,60,6,0.331,0.354,0.685,30,0.245,0.500,24,145,124,1.17,5,0.95,3.98,0.066,59.1,0.242
류지혁,62234,두산,0.250,118,316,276,36,69,6,2,0,79,34,6,3,24,0,7,40,6,0.286,0.323,0.609,19,0.263,0.250,8,93,77,1.21,3,0.60,3.52,0.036,29.3,0.217
김인태,63257,두산,0.233,26,70,60,6,14,2,1,2,24,7,1,1,8,0,0,12,2,0.400,0.319,0.719,1,0.100,0.500,5,17,18,0.94,0,0.67,3.84,0.167,7.9,0.244
이유찬,67207,두산,0.231,25,13,13,6,3,0,0,0,3,1,0,0,0,0,0,3,0,0.231,0.231,0.462,0,0.286,0.000,0,3,4,0.75,0,0.00,3.23,0.000,1.5,0.162
정진호,61208,두산,0.208,66,110,96,13,20,0,0,1,23,3,3,0,11,0,0,24,2,0.240,0.290,0.530,4,0.200,0.200,1,27,25,1.08,1,0.46,3.77,0.031,7.3,0.191
신성현,64086,두산,0.195,35,54,41,9,8,0,0,1,11,6,0,2,10,0,1,14,0,0.268,0.352,0.620,1,0.188,0.333,1,9,12,0.75,0,0.71,3.74,0.073,6.3,0.225
김경호,64260,두산,0.192,32,27,26,4,5,1,0,0,6,2,1,0,0,0,0,7,0,0.231,0.192,0.423,0,0.125,0.250,1,5,9,0.56,0,0.00,3.37,0.038,0.8,0.144
정병곤,61104,두산,0.185,20,31,27,6,5,1,0,0,6,4,0,0,2,0,2,4,2,0.222,0.290,0.512,0,0.333,0.000,1,10,8,1.25,0,0.50,3.55,0.037,1.3,0.186
국해성,79290,두산,0.171,21,41,35,2,6,3,0,0,9,2,0,0,5,0,1,13,3,0.257,0.293,0.550,1,0.111,0.167,3,7,9,0.78,0,0.38,4.46,0.086,1.9,0.196
장승현,63202,두산,0.171,35,46,41,3,7,2,0,0,9,3,0,1,3,0,1,13,0,0.220,0.239,0.459,1,0.000,0.000,2,10,12,0.83,0,0.23,4.15,0.049,2.5,0.163
백동훈,63559,두산,0.170,41,52,47,8,8,2,0,0,10,2,0,0,4,0,1,16,0,0.213,0.250,0.463,2,0.083,0.000,2,12,11,1.09,0,0.25,3.48,0.043,2.2,0.166
오재원,77248,두산,0.164,98,204,177,30,29,8,1,3,48,18,2,0,25,0,0,50,3,0.271,0.267,0.538,3,0.212,0.091,12,51,47,1.09,0,0.50,3.91,0.107,13.8,0.188
권혁,72447,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김대한,69238,두산,0.000,19,18,15,4,0,0,0,0,0,0,0,0,3,0,0,9,0,0.000,0.167,0.167,0,0.000,0.000,0,2,4,0.50,0,0.33,4.33,0.000,-0.4,0.075
김승회,73248,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김태근,69207,두산,-,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,-0.5,0.000
박유연,67202,두산,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.000
배영수,70425,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
서예일,66203,두산,0.000,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0,2,1,2.00,0,-,4.33,0.000,-0.3,0.000
송승환,69203,두산,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,0,1,0.00,0,0.00,3.50,0.000,-0.2,0.000
이영하,66291,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
전민재,68205,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
함덕주,63248,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
