선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
류지혁,62234,두산,1.000,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0,0.000,0.000,0,0,0,-,0,-,1.00,0.000,0.5,0.700
김동한,61204,두산,0.375,10,8,8,3,3,0,0,0,3,0,0,0,0,0,0,2,0,0.375,0.375,0.750,0,0.000,0.000,0,0,3,0.00,0,0.00,3.38,0.000,1.4,0.263
박세혁,62244,두산,0.333,6,6,6,1,2,1,0,0,3,1,0,0,0,0,0,0,0,0.500,0.333,0.833,1,0.500,0.000,1,2,2,1.00,0,-,2.00,0.167,0.9,0.275
김동주,98218,두산,0.291,66,245,223,18,65,5,0,2,76,27,0,4,16,0,2,24,7,0.341,0.339,0.680,17,0.304,0.333,7,69,69,1.00,0,0.67,4.08,0.049,26.3,0.238
윤석민,74215,두산,0.291,109,320,289,25,84,9,2,10,127,48,3,8,18,0,2,54,12,0.439,0.328,0.767,21,0.338,0.100,21,74,85,0.87,0,0.33,3.73,0.149,41.1,0.257
김현수,76290,두산,0.291,122,491,437,47,127,17,1,7,167,65,0,5,46,2,3,50,9,0.382,0.358,0.740,34,0.384,0.000,25,120,145,0.83,0,0.92,3.60,0.092,61.2,0.257
오재원,77248,두산,0.282,77,213,188,29,53,7,3,0,66,17,6,2,17,1,0,43,4,0.351,0.338,0.689,15,0.350,0.200,10,59,35,1.69,0,0.40,3.77,0.069,24.2,0.240
양의지,76232,두산,0.279,122,416,359,39,100,22,1,5,139,27,9,1,37,2,10,51,17,0.387,0.361,0.748,24,0.212,0.125,28,97,112,0.87,0,0.73,3.52,0.109,46.1,0.259
최주환,76267,두산,0.271,81,238,210,29,57,11,2,2,78,22,6,1,18,0,3,23,2,0.371,0.336,0.707,13,0.348,0.235,15,60,71,0.85,0,0.78,3.73,0.100,26.7,0.244
이원석,75566,두산,0.268,107,372,325,36,87,13,2,8,128,42,10,2,30,4,5,35,16,0.394,0.337,0.731,22,0.299,0.000,23,79,126,0.63,0,0.86,3.81,0.126,39.9,0.250
허경민,79240,두산,0.266,92,173,154,28,41,8,0,0,49,14,6,1,7,0,5,17,7,0.318,0.317,0.635,6,0.225,0.143,8,58,39,1.49,0,0.41,3.48,0.052,13.1,0.222
고영민,72214,두산,0.265,58,173,151,33,40,10,1,3,61,26,5,0,13,0,3,28,5,0.404,0.335,0.739,9,0.383,0.000,14,54,29,1.86,0,0.46,3.56,0.139,20.1,0.252
최준석,71552,두산,0.250,89,278,248,15,62,3,1,6,85,30,2,1,25,0,2,47,9,0.343,0.322,0.665,10,0.306,0.357,10,86,54,1.59,0,0.53,4.18,0.093,27.2,0.231
손시헌,73213,두산,0.246,86,312,272,24,67,11,1,5,95,31,11,4,21,0,4,40,12,0.349,0.306,0.655,15,0.277,0.000,17,95,74,1.28,0,0.53,3.63,0.103,28.5,0.225
임재철,99507,두산,0.243,66,148,136,16,33,4,2,2,47,14,3,1,8,0,0,25,7,0.346,0.283,0.629,6,0.206,0.200,8,41,38,1.08,0,0.32,3.91,0.103,11.6,0.214
이종욱,73339,두산,0.240,121,497,437,57,105,17,1,0,124,39,9,5,43,2,3,43,2,0.284,0.309,0.593,23,0.263,0.000,18,128,166,0.77,0,1.00,3.77,0.043,44.7,0.210
정수빈,79231,두산,0.235,101,357,315,46,74,11,7,0,99,32,19,2,18,1,3,46,5,0.314,0.281,0.595,16,0.244,0.000,18,124,73,1.70,0,0.39,3.67,0.079,30.2,0.205
정진호,61208,두산,0.227,46,84,75,14,17,2,0,0,19,5,1,1,6,0,1,13,1,0.253,0.289,0.542,3,0.188,0.667,2,27,19,1.42,0,0.46,3.77,0.027,6.5,0.193
김재호,74206,두산,0.215,84,200,177,23,38,2,2,0,44,11,5,0,16,0,2,31,5,0.249,0.287,0.536,6,0.286,0.000,4,55,53,1.04,0,0.52,3.73,0.034,11.8,0.191
최재훈,78288,두산,0.209,69,104,91,9,19,4,0,1,26,8,4,1,4,0,4,17,1,0.286,0.270,0.556,2,0.238,0.000,5,31,25,1.24,0,0.24,3.80,0.077,7.6,0.193
오재일,75334,두산,0.203,87,228,212,16,43,8,0,8,75,25,2,4,10,0,0,58,3,0.354,0.235,0.589,8,0.229,0.214,16,34,81,0.42,0,0.17,3.67,0.151,19.0,0.194
민병헌,76249,두산,0.143,2,8,7,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0.143,0.143,0.286,0,0.000,0.000,0,3,1,3.00,0,0.00,2.63,0.000,-0.7,0.100
김재환,78224,두산,0.128,13,43,39,7,5,1,0,1,9,1,0,0,4,0,0,9,0,0.231,0.209,0.440,0,0.000,0.000,2,13,12,1.08,0,0.44,4.33,0.103,1.9,0.152
오장훈,79544,두산,0.111,10,19,18,0,2,1,0,0,3,0,0,0,1,0,0,6,2,0.167,0.158,0.325,0,0.000,0.000,1,5,5,1.00,0,0.17,4.42,0.056,-0.7,0.113
국해성,79290,두산,0.000,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,0,2,2,1.00,0,0.00,3.33,0.000,-0.6,0.000
김창훈,74728,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
변진수,62263,두산,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0,1,0,-,0,-,5.00,0.000,-0.1,0.000
안규영,61215,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
이혜천,98259,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
프록터,62230,두산,-,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
홍상삼,78247,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
