선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
김강률,77263,두산,1.000,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,0,1.000,0.000,0,0,0,-,0,-,5.00,0.000,0.5,0.700
박건우,79215,두산,0.366,131,543,483,91,177,40,2,20,281,78,5,4,41,2,10,64,15,0.582,0.424,1.006,56,0.353,0.250,62,119,127,0.94,9,0.64,3.67,0.215,105.1,0.336
김재환,78224,두산,0.340,144,636,544,110,185,34,2,35,328,115,0,4,81,10,7,123,8,0.603,0.429,1.032,56,0.342,0.000,71,104,136,0.76,15,0.66,3.94,0.263,128.6,0.344
박유연,67202,두산,0.333,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.333,0.333,0.666,0,0.000,0.000,0,0,0,-,0,0.00,3.67,0.000,0.3,0.233
오재일,75334,두산,0.306,128,466,412,62,126,27,0,26,231,89,1,3,45,0,5,80,5,0.561,0.378,0.939,29,0.315,0.333,53,72,137,0.53,5,0.56,3.90,0.255,83.2,0.310
민병헌,76249,두산,0.304,123,520,447,73,136,21,0,14,199,71,1,6,47,2,19,74,14,0.445,0.389,0.834,44,0.306,0.000,35,118,125,0.94,10,0.64,3.55,0.141,75.8,0.286
최주환,76267,두산,0.301,129,452,399,65,120,16,6,7,169,57,1,5,38,1,9,58,10,0.424,0.370,0.794,31,0.308,0.200,29,108,118,0.92,3,0.66,3.95,0.123,61.7,0.273
에반스,66244,두산,0.296,138,581,514,82,152,19,0,27,252,90,0,3,61,0,3,114,15,0.490,0.372,0.862,45,0.291,0.667,46,104,147,0.71,9,0.54,3.97,0.195,89.7,0.290
김재호,74206,두산,0.293,91,331,283,34,83,18,1,7,124,50,2,7,36,1,3,52,6,0.438,0.371,0.809,19,0.292,0.000,26,49,106,0.46,5,0.69,4.18,0.145,48.7,0.276
박세혁,62244,두산,0.284,97,237,201,41,57,8,0,5,80,26,8,4,19,0,5,44,1,0.398,0.354,0.752,9,0.264,0.250,13,46,58,0.79,3,0.43,3.66,0.114,31.3,0.259
정진호,61208,두산,0.283,97,224,198,43,56,11,2,5,86,31,4,2,19,1,1,32,2,0.434,0.345,0.779,14,0.367,0.333,18,65,47,1.38,3,0.59,4.05,0.152,29.9,0.264
양의지,76232,두산,0.277,111,406,347,47,96,15,0,14,153,67,1,3,43,1,12,53,17,0.441,0.373,0.814,21,0.302,0.154,29,86,115,0.75,7,0.81,3.81,0.164,54.8,0.278
조수행,66209,두산,0.277,80,52,47,17,13,2,0,0,15,2,0,0,4,0,1,12,0,0.319,0.346,0.665,0,0.143,0.000,2,12,10,1.20,0,0.33,3.54,0.043,5.4,0.235
서예일,66203,두산,0.261,22,25,23,5,6,2,0,0,8,2,1,0,1,0,0,6,1,0.348,0.292,0.640,1,0.333,0.000,2,8,3,2.67,1,0.17,3.84,0.087,1.9,0.218
류지혁,62234,두산,0.259,125,330,297,60,77,13,4,3,107,26,8,0,21,0,4,55,2,0.360,0.317,0.677,20,0.225,0.000,20,90,75,1.20,0,0.38,3.56,0.101,33.8,0.233
허경민,79240,두산,0.257,130,422,369,50,95,22,1,3,128,40,12,2,29,0,10,48,15,0.347,0.327,0.674,18,0.239,0.000,26,121,107,1.13,4,0.60,3.68,0.089,39.7,0.234
오재원,77248,두산,0.237,127,390,334,43,79,16,1,7,118,40,4,3,47,1,2,85,5,0.353,0.332,0.685,15,0.215,0.300,24,92,81,1.14,4,0.55,4.07,0.117,41.5,0.238
국해성,79290,두산,0.209,57,96,86,15,18,3,0,3,30,17,0,1,5,0,4,23,2,0.349,0.281,0.630,4,0.385,0.118,6,21,25,0.84,2,0.22,4.15,0.140,8.9,0.214
이성곤,64266,두산,0.200,4,5,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0.200,0.200,0.400,0,0.000,0.000,0,0,2,0.00,0,0.00,3.20,0.000,0.1,0.140
김민혁,65269,두산,0.190,18,21,21,1,4,2,0,0,6,2,0,0,0,0,0,6,1,0.286,0.190,0.476,1,0.286,0.182,2,4,7,0.57,0,0.00,3.81,0.095,0.5,0.157
김인태,63257,두산,0.186,31,44,43,5,8,1,0,2,15,4,0,0,1,0,0,11,0,0.349,0.205,0.554,0,0.083,0.125,3,11,13,0.85,0,0.09,3.89,0.163,3.2,0.180
신성현,64086,두산,0.164,34,72,67,5,11,2,1,1,18,7,1,1,2,0,1,21,2,0.269,0.197,0.466,2,0.231,0.200,4,14,22,0.64,0,0.10,3.89,0.104,3.1,0.156
김명신,67246,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
이용찬,77211,두산,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
이우성,63260,두산,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,0,1,0.00,0,0.00,4.00,0.000,-0.2,0.000
황경태,66207,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
