선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
정진호,61208,두산,0.375,31,32,24,9,9,0,1,0,11,3,0,0,6,0,2,1,0,0.458,0.531,0.989,3,0.333,0.250,1,8,6,1.33,1,6.00,3.94,0.083,5.8,0.353
박건우,79215,두산,0.335,132,540,484,95,162,36,4,20,266,83,4,5,38,0,9,86,9,0.550,0.390,0.940,49,0.331,0.143,60,116,125,0.93,4,0.44,3.87,0.215,96.0,0.313
김재환,78224,두산,0.325,134,568,492,107,160,32,3,37,309,124,0,5,71,3,0,107,9,0.628,0.407,1.035,48,0.313,0.800,72,101,129,0.78,13,0.66,3.95,0.303,115.9,0.340
민병헌,76249,두산,0.325,134,579,511,98,166,31,4,16,253,87,1,4,48,1,15,91,18,0.495,0.396,0.891,48,0.357,0.250,51,101,157,0.64,8,0.53,3.69,0.170,92.4,0.302
양의지,76232,두산,0.319,108,392,332,66,106,17,0,22,189,66,1,7,40,1,12,29,20,0.569,0.404,0.973,30,0.245,0.200,39,70,134,0.52,6,1.38,3.61,0.250,70.0,0.324
오재일,75334,두산,0.316,105,455,380,69,120,20,2,27,225,92,2,7,64,2,2,73,5,0.592,0.411,1.003,37,0.295,0.500,49,70,124,0.56,13,0.88,4.07,0.276,90.1,0.333
이원석,75566,두산,0.316,7,22,19,3,6,3,0,2,15,7,0,1,2,0,0,2,1,0.789,0.364,1.153,1,0.333,0.000,5,4,8,0.50,1,1.00,4.14,0.474,5.0,0.361
김재호,74206,두산,0.310,137,496,416,69,129,27,3,7,183,78,5,13,57,1,5,52,8,0.440,0.389,0.829,36,0.336,0.333,37,102,146,0.70,7,1.10,4.11,0.130,75.6,0.285
에반스,66244,두산,0.308,118,481,400,69,123,31,0,24,226,81,0,7,69,0,5,90,10,0.565,0.410,0.975,33,0.266,0.000,55,72,122,0.59,10,0.77,4.24,0.258,89.3,0.326
류지혁,62234,두산,0.288,90,134,118,34,34,5,0,3,48,9,2,1,10,0,3,28,0,0.407,0.356,0.763,7,0.296,0.000,8,28,29,0.97,0,0.36,3.55,0.119,17.9,0.262
허경민,79240,두산,0.286,144,609,538,96,154,24,4,7,207,81,6,2,49,1,14,58,14,0.385,0.360,0.745,43,0.321,0.000,35,179,149,1.20,11,0.84,3.64,0.099,72.3,0.258
최주환,76267,두산,0.281,85,182,160,21,45,11,0,2,62,22,2,4,12,1,4,19,2,0.388,0.339,0.727,9,0.382,0.357,13,39,61,0.64,2,0.63,3.99,0.106,22.5,0.250
국해성,79290,두산,0.278,58,174,151,28,42,11,0,4,65,24,0,1,21,0,1,36,1,0.430,0.368,0.798,13,0.378,0.000,15,37,37,1.00,0,0.58,3.90,0.152,24.4,0.273
조수행,66209,두산,0.276,66,29,29,16,8,0,0,0,8,3,0,0,0,0,0,6,0,0.276,0.276,0.552,0,0.300,1.000,0,7,8,0.88,0,0.00,4.07,0.000,1.5,0.193
오재원,77248,두산,0.272,122,484,416,68,113,18,1,5,148,58,3,6,54,1,5,82,10,0.356,0.358,0.714,25,0.330,0.667,24,119,108,1.10,6,0.66,4.08,0.084,55.5,0.250
고영민,72214,두산,0.250,8,5,4,1,1,1,0,0,2,1,0,0,1,0,0,1,0,0.500,0.400,0.900,0,0.500,0.333,1,0,2,0.00,0,1.00,4.80,0.250,0.8,0.305
홍성흔,99222,두산,0.250,17,45,40,4,10,2,0,0,12,5,0,0,5,0,0,9,3,0.300,0.333,0.633,2,0.273,0.000,2,7,14,0.50,0,0.56,4.11,0.050,2.9,0.225
정수빈,79231,두산,0.242,114,305,269,49,65,7,2,2,82,20,4,1,25,0,6,48,7,0.305,0.319,0.624,16,0.243,0.000,11,90,67,1.34,1,0.52,4.00,0.063,27.6,0.220
최용제,64213,두산,0.222,4,11,9,0,2,0,0,0,2,1,1,0,1,0,0,2,1,0.222,0.300,0.522,0,0.200,0.000,0,4,1,4.00,0,0.50,4.27,0.000,0.4,0.191
박세혁,62244,두산,0.209,87,210,172,26,36,5,1,5,58,23,11,3,22,0,2,45,1,0.337,0.302,0.639,3,0.148,0.500,11,48,46,1.04,2,0.49,3.73,0.128,20.8,0.220
