데뷔년도,연도,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,결승타,투구수/타석,순수장타율,추정득점,GPA,경기(주루),도루시도(주루),도루허용(주루),도루실패(주루),도루성공률(주루),주루사(주루),견제사(주루),경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),포일(수비),도루허용(수비),도루실패(수비),수비율(수비),도루저지율(수비),WAR,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적타석,포지션 엔트로피,연봉,출생연도,출생월,출생일,나이,팀명_KIA,팀명_KT,팀명_LG,팀명_NC,팀명_SK,팀명_두산,팀명_롯데,팀명_삼성,팀명_우리/히어로즈/넥센/키움,팀명_한화,팀명_현대,포지션(수비)_1루수,포지션(수비)_2루수,포지션(수비)_3루수,포지션(수비)_수비기록없음,포지션(수비)_우익수,포지션(수비)_유격수,포지션(수비)_좌익수,포지션(수비)_중견수,포지션(수비)_포수
2002,2007,0.268,126,536,444,89,119,29,1,12,186,66,8,6,61,1,17,105,9,0.419,0.373,0.792,35,0.287,0.0,42,135,91,0,3.98,0.151,76.5,0.273,126,46,36,10,78.3,0,0,126,125,1095.3333333333333,9,0,267,360,82,0,0,0,0.986,0.0,4.908,0.443886097,0.490738856,1,936,0.0,12000,1984,2,8,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,2008,0.267,126,528,427,84,114,15,3,9,162,70,7,6,74,0,14,109,10,0.379,0.388,0.767,29,0.311,0.0,27,114,96,0,3.93,0.112,74.2,0.269,126,48,39,9,81.3,0,0,125,121,1011.6666666666666,9,0,211,334,71,0,0,0,0.984,0.0,4.645,0.6434619,1.134200756,0,1464,0.0,16000,1984,2,8,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,2009,0.235,85,331,281,59,66,11,3,6,101,29,1,3,33,0,13,76,3,0.359,0.339,0.698,16,0.206,0.0,20,70,72,0,4.02,0.125,39.3,0.242,85,16,12,4,75.0,0,0,84,78,638.6666666666666,6,0,163,217,66,0,0,0,0.984,0.0,1.262,0.335828877,1.470029633,0,1795,0.0,13500,1984,2,8,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,2010,0.205,100,344,293,53,60,10,1,6,90,35,2,1,34,1,14,67,4,0.307,0.316,0.623,11,0.195,0.0,17,86,81,0,3.88,0.102,33.1,0.219,100,14,11,3,78.6,0,0,92,76,647.6666666666666,7,0,154,176,35,0,0,0,0.979,0.0,0.741,0.0920436817,1.562073315,0,2139,0.0,9500,1984,2,8,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,2011,0.21,93,208,176,31,37,5,1,3,53,16,5,2,18,0,7,50,4,0.301,0.305,0.606,7,0.185,0.0,9,45,46,0,3.69,0.091,17.2,0.213,93,12,6,6,50.0,0,0,82,47,496.0,5,0,116,133,26,0,0,0,0.98,0.0,0.198,0.0832349469,1.645308262,0,2347,0.0,8000,1984,2,8,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,2012,0.265,58,173,151,33,40,10,1,3,61,26,5,0,13,0,3,28,5,0.404,0.335,0.739,9,0.383,0.0,14,54,29,0,3.56,0.139,20.1,0.252,58,8,7,1,87.5,0,0,51,44,384.6666666666667,5,0,103,130,27,0,0,0,0.979,0.0,1.247,0.133713561,1.779021823,0,2520,0.0,7500,1984,2,8,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,2013,0.286,10,17,14,3,4,1,0,1,8,1,0,0,3,1,0,5,1,0.571,0.412,0.983,1,0.0,0.0,2,3,2,0,4.06,0.286,3.0,0.328,10,1,1,0,100.0,0,0,8,3,38.66666666666666,0,0,9,12,3,0,0,0,1.0,0.0,0.221,0.0121250798,1.791146903,0,2537,0.5617526078313282,7500,1984,2,8,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,2014,0.287,52,108,94,18,27,2,0,1,32,7,1,2,11,0,0,18,3,0.34,0.355,0.695,6,0.2,0.294,3,26,25,2,3.64,0.053,12.0,0.245,52,2,1,1,50.0,3,0,41,18,202.66666666666663,2,0,48,52,9,0,0,0,0.98,0.0,0.267,0.0221317731,1.813278676,0,2645,0.0,15000,1984,2,8,31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,2015,0.328,41,77,67,13,22,1,0,3,32,11,0,1,6,0,3,22,4,0.478,0.403,0.881,6,0.24,0.444,4,8,16,1,3.75,0.149,11.8,0.301,41,6,4,2,66.7,1,0,32,14,145.66666666666666,4,0,87,25,13,0,0,0,0.9549061784897028,0.0,0.621,0.0966122961,1.909890972,0,2722,1.0168617929438448,25000,1984,2,8,32,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,2015,0.24,80,137,125,16,30,10,0,1,43,14,4,1,7,0,0,31,4,0.344,0.278,0.622,7,0.25,0.0,11,34,31,1,3.5,0.104,11.1,0.211,80,2,2,0,100.0,1,0,79,30,358.6666666666667,5,0,290,35,5,7,36,14,0.985,28.000000000000004,-0.605,0.0710163112,0.0710163112,0,137,0.0,4000,1995,9,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,2018,0.247,60,176,154,19,38,11,0,4,61,18,7,0,12,0,3,56,4,0.396,0.314,0.71,8,0.273,0.0,15,39,21,1,3.97,0.149,18.2,0.24,60,0,0,0,0.0,0,0,60,55,446.6666666666667,5,0,373,25,1,2,27,9,0.988,25.0,0.438,0.0398724083,0.139019391,0,342,0.0,5100,1995,9,1,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,2008,0.0,11,16,14,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0.0,0.125,0.125,0,0.0,0.0,0,9,3,0,4.69,0.0,-0.6,0.056,11,0,0,0,0.0,0,0,12,2,39.66666666666667,0,0,4,0,0,0,0,0,0.7983193277310924,0.0,-0.252,0.0,0.0,0,16,0.0,2200,1989,3,18,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2008,2016,0.305,74,240,213,31,65,14,1,3,90,29,4,0,19,0,4,46,4,0.423,0.373,0.796,20,0.362,0.571,18,65,37,2,3.91,0.117,32.0,0.274,74,7,5,2,71.4,2,2,69,49,447.6666666666667,0,0,100,10,2,0,0,0,1.0,0.0,1.021,0.0989110708,0.0989110708,0,262,0.0,5000,1989,3,18,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,2017,0.277,55,145,130,20,36,8,0,1,47,8,3,1,11,0,0,25,2,0.362,0.331,0.693,8,0.273,0.143,9,38,32,1,3.79,0.085,15.6,0.239,55,3,2,1,66.7,1,0,54,31,277.0,1,0,82,0,0,0,0,0,0.9873826714801444,0.0,0.418,0.0294297977,0.128340869,0,407,0.0,5100,1989,3,18,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,2018,0.172,21,35,29,0,5,3,0,0,8,4,1,0,5,0,0,11,0,0.276,0.294,0.57,1,0.3,0.111,3,7,6,0,4.31,0.103,2.7,0.201,21,0,0,0,0.0,2,0,11,7,59.333333333333336,0,0,13,0,0,0,0,0,1.0,0.0,-0.419,0.0132908028,0.141631671,0,442,0.0,5100,1989,3,18,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,2019,0.24,75,106,96,8,23,7,0,0,30,8,1,0,9,0,0,18,4,0.313,0.305,0.618,3,0.241,0.282,7,26,29,1,4.02,0.073,8.0,0.216,75,3,2,1,66.7,0,0,40,7,131.0,0,0,37,3,0,0,0,0,1.0,0.0,-0.084,0.0347903657,0.176422037,0,548,0.0,5000,1989,3,18,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1998,2007,0.182,20,37,33,0,6,1,0,0,7,2,0,0,4,0,0,11,1,0.212,0.27,0.482,0,0.1,0.0,1,10,6,0,4.08,0.03,1.7,0.175,20,0,0,0,0.0,0,0,16,8,70.0,0,0,24,1,1,0,0,0,1.0,0.0,-0.093,0.0251256281,0.0637566707,0,270,0.0,2800,1979,5,20,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1998,2008,0.276,104,293,261,24,72,10,0,4,94,32,1,4,26,3,1,49,7,0.36,0.339,0.699,15,0.27,0.458,14,67,77,0,3.74,0.084,31.3,0.243,104,5,1,4,20.0,0,0,81,67,514.3333333333333,4,0,138,6,4,0,0,0,0.9735268956578096,0.0,0.612,0.166509878,0.230266549,0,563,0.0,4400,1979,5,20,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1998,2009,0.254,66,144,126,16,32,11,0,4,55,14,0,0,15,0,3,33,3,0.437,0.347,0.784,5,0.25,0.229,15,27,34,0,3.96,0.183,18.5,0.265,66,0,0,0,0.0,0,0,14,6,47.33333333333333,0,0,14,0,0,0,0,0,1.0,0.0,0.276,0.0438502674,0.274116816,0,707,0.0,5000,1979,5,20,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1998,2010,0.258,53,105,97,17,25,6,0,7,52,25,1,0,6,1,1,27,0,0.536,0.308,0.844,3,0.188,0.2,13,25,20,0,3.97,0.278,16.0,0.273,53,0,0,0,0.0,0,0,31,12,120.0,0,0,32,1,0,0,0,0,1.0,0.0,0.539,0.0241809672,0.298297783,0,812,0.0,4800,1979,5,20,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1998,2011,0.154,12,16,13,3,2,1,0,0,3,0,0,0,2,0,1,5,3,0.231,0.313,0.544,1,0.0,0.0,1,4,2,0,4.0,0.077,0.1,0.199,12,0,0,0,0.0,0,0,7,2,27.666666666666664,0,0,6,1,0,0,0,0,1.0,0.0,0.003,0.00177095632,0.30006874,0,828,0.0,4800,1979,5,20,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,2007,0.2,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0,0.5,1.0,0,2,0,0,2.8,0.0,0.1,0.14,5,0,0,0,0.0,0,0,4,0,9.666666666666666,0,0,7,0,0,0,0,0,1.0,0.0,-0.023,0.0,0.0,0,5,0.0,2000,1986,8,21,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2006,2008,0.077,15,14,13,0,1,0,0,0,1,2,1,0,0,0,0,2,0,0.077,0.077,0.154,0,0.25,0.0,0,5,5,0,3.0,0.0,-0.6,0.054,15,0,0,0,0.0,0,0,14,6,46.0,0,0,30,2,1,0,4,2,1.0,33.3,-0.198,0.00470366886,0.00470366886,0,19,0.0,2200,1986,8,21,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2006,2009,0.179,33,68,56,5,10,1,0,1,14,8,1,1,8,0,2,9,1,0.25,0.299,0.549,1,0.25,1.0,2,21,17,0,4.12,0.071,5.4,0.197,33,0,0,0,0.0,0,0,32,11,159.0,2,3,129,20,6,2,15,8,0.987,34.8,-0.016,0.0267379679,0.0314416368,0,87,0.0,2200,1986,8,21,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2006,2010,0.252,53,160,135,16,34,6,0,0,40,14,4,3,17,0,1,30,4,0.296,0.333,0.629,5,0.3,0.0,6,41,33,0,3.68,0.044,14.9,0.224,53,3,2,1,66.7,0,0,53,45,364.0,3,1,252,24,3,2,42,16,0.989,27.6,0.487,0.0218408736,0.0532825104,0,247,0.0,3600,1986,8,21,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2006,2006,0.15,10,21,20,1,3,1,0,0,4,1,1,0,0,0,0,8,1,0.2,0.15,0.35,1,0.25,0.0,1,4,5,0,3.43,0.05,-0.5,0.118,10,1,0,1,0.0,0,0,10,6,55.333333333333336,3,0,12,18,5,0,0,0,0.9142710843373494,0.0,-0.231,0.00708215297,0.00708215297,0,21,0.7219280948873623,2000,1987,4,5,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2006,2007,0.133,20,15,15,0,2,0,0,0,2,0,0,0,0,0,0,5,1,0.133,0.133,0.266,0,0.0,0.0,0,3,5,0,3.4,0.0,-0.6,0.093,20,0,0,0,0.0,0,0,20,1,45.333333333333336,0,0,7,14,3,0,0,0,1.0,0.0,-0.172,0.00502512563,0.0121072786,0,36,1.0588573676001776,2000,1987,4,5,21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2006,2008,0.271,116,408,362,36,98,18,1,8,142,47,7,3,31,1,5,65,12,0.392,0.334,0.726,24,0.276,0.333,27,100,102,0,3.75,0.122,46.1,0.248,116,4,3,1,75.0,0,0,119,96,878.6666666666666,13,0,174,288,55,1,2,0,0.9733345978755692,0.0,2.41,0.0555032926,0.0676105712,0,444,1.396094411814816,4400,1987,4,5,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2006,2009,0.286,133,538,476,73,136,33,2,23,242,81,8,5,45,2,4,81,18,0.508,0.349,0.857,37,0.259,0.0,58,145,118,0,3.83,0.223,78.6,0.284,133,5,3,2,60.0,0,0,133,132,1147.6666666666667,15,0,196,439,99,0,0,0,0.977,0.0,3.98,0.172192513,0.239803084,0,982,0.0,4400,1987,4,5,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2006,2010,0.301,133,522,449,60,135,30,2,12,205,58,3,2,61,6,7,87,14,0.457,0.391,0.848,33,0.272,0.5,44,111,118,0,3.95,0.156,75.5,0.29,133,4,2,2,50.0,0,0,129,126,1091.0,23,0,196,379,95,0,0,0,0.962,0.0,4.791,0.242589704,0.482392788,1,1504,0.0,16000,1987,4,5,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2006,2011,0.282,123,504,444,53,125,22,2,9,178,63,3,5,43,4,9,62,12,0.401,0.353,0.754,36,0.314,0.0,33,117,145,0,3.75,0.119,61.3,0.259,123,10,4,6,40.0,0,0,124,122,1060.3333333333333,13,0,187,365,81,0,0,0,0.9770216912920466,0.0,3.426,0.121605667,0.603998455,0,2008,0.0108413800563311,18000,1987,4,5,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2006,2012,0.314,124,519,436,77,137,32,0,25,244,82,1,5,71,8,6,78,16,0.56,0.413,0.973,38,0.311,0.0,57,97,129,0,4.03,0.245,95.1,0.326,124,26,21,5,80.8,0,0,115,114,991.3333333333334,12,0,180,353,88,0,0,0,0.978,0.0,8.234,0.451204056,1.055202511,1,2527,0.0,30000,1987,4,5,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2006,2013,0.291,126,532,450,67,131,21,1,22,220,96,2,6,68,3,6,109,18,0.489,0.387,0.876,35,0.328,0.0,44,94,122,0,4.01,0.198,82.4,0.296,126,23,15,8,65.2,0,0,124,122,1071.6666666666667,15,0,226,380,98,0,0,0,0.976,0.0,5.545,0.413529036,1.468731547,1,3059,0.0,42000,1987,4,5,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016,2016,0.205,16,48,44,2,9,3,0,0,12,2,0,1,3,0,0,18,3,0.273,0.25,0.523,2,0.083,0.0,3,9,9,0,4.27,0.068,2.3,0.181,16,1,1,0,100.0,0,0,14,13,100.33333333333331,4,0,92,8,17,0,0,0,0.962,0.0,-0.416,0.0281306715,0.0281306715,0,48,0.0,3000,1991,3,13,26,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,2017,0.25,31,68,60,8,15,1,0,2,22,11,0,1,6,0,1,20,0,0.367,0.324,0.691,2,0.333,0.111,3,12,14,1,4.32,0.117,8.1,0.238,31,0,0,0,0.0,0,0,10,5,39.333333333333336,2,0,32,1,4,0,0,0,0.9429999999999998,0.0,-0.109,0.0269773145,0.055107986,0,116,0.0,3300,1991,3,13,27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,2018,0.182,7,11,11,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0.182,0.182,0.364,0,0.0,0.2,0,4,2,0,3.91,0.0,0.2,0.127,7,0,0,0,0.0,0,0,1,0,6.0,0,0,6,0,1,0,0,0,1.0,0.0,-0.157,0.0164805954,0.0715885814,0,127,0.0,3300,1991,3,13,28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,2019,0.227,12,24,22,1,5,0,0,0,5,1,0,0,2,0,0,3,3,0.227,0.292,0.519,0,0.167,0.2,0,8,6,0,3.96,0.0,0.5,0.188,12,0,0,0,0.0,0,0,2,2,13.0,0,0,12,0,1,0,0,0,1.0,0.0,-0.089,0.00535236396,0.0769409454,0,151,0.0,3000,1991,3,13,29,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,2012,0.077,6,14,13,0,1,0,0,0,1,2,0,0,1,0,0,3,0,0.077,0.143,0.22,0,0.25,0.0,0,4,5,0,3.07,0.0,-0.1,0.084,6,1,1,0,100.0,0,0,6,4,31.0,0,0,7,8,3,0,0,0,1.0,0.0,-0.14,0.0,0.0,0,14,0.4586858162005403,2500,1985,7,20,28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,2013,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1,0,0,4.0,0.0,-0.1,0.0,2,0,0,0,0.0,0,0,2,0,3.0,0,0,1,0,0,0,0,0,0.6666666666666666,0.0,-0.023,0.0,0.0,0,15,0.9182958340544896,2700,1985,7,20,29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,2014,0.167,13,7,6,2,1,0,1,0,3,1,0,0,1,0,0,4,0,0.5,0.286,0.786,0,0.5,0.0,1,1,0,0,4.14,0.333,0.9,0.254,13,0,0,0,0.0,1,0,13,0,26.0,1,0,1,13,2,0,0,0,0.9182692307692308,0.0,0.002,0.000763164589,0.000763164589,0,22,0.930586129131993,3800,1985,7,20,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,2015,0.143,20,21,21,2,3,0,0,1,6,2,0,0,0,0,0,9,1,0.286,0.143,0.429,0,0.125,0.0,1,7,2,0,3.81,0.143,0.4,0.136,20,0,0,0,0.0,0,0,16,5,47.66666666666666,3,0,12,17,4,0,0,0,0.9076083916083916,0.0,-0.712,0.000501882058,0.00126504665,0,43,1.3346035555126123,3800,1985,7,20,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,2016,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0,3,0,0,3.33,0.0,-0.6,0.0,2,0,0,0,0.0,0,0,3,1,9.0,0,0,1,3,2,0,0,0,0.6666666666666666,0.0,-0.091,0.0,0.00126504665,0,46,1.224394445405986,3800,1985,7,20,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,2018,0.167,12,25,18,1,3,2,0,0,5,0,0,0,7,0,0,8,0,0.278,0.4,0.678,0,0.0,0.0,2,4,3,0,4.64,0.111,2.6,0.25,12,1,0,1,0.0,1,0,10,4,50.0,0,0,15,1,2,0,0,0,1.0,0.0,0.045,0.00797448166,0.0687730298,0,30,0.4021791902022728,2700,1993,11,21,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,2019,0.25,23,26,24,3,6,2,0,0,8,0,0,0,1,0,1,12,1,0.333,0.308,0.641,1,0.167,0.143,2,4,2,0,4.42,0.083,2.6,0.222,23,3,3,0,100.0,0,0,20,2,52.0,0,0,12,1,0,0,0,0,1.0,0.0,0.249,0.0437109723,0.112484002,0,56,0.0,3800,1993,11,21,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,2015,0.111,9,9,9,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0.111,0.111,0.222,0,0.0,0.0,0,4,0,0,4.22,0.0,-0.3,0.078,9,0,0,0,0.0,0,0,6,0,20.0,0,0,4,0,0,0,0,0,0.95,0.0,-0.216,0.00777917189,0.00777917189,0,9,0.0,2900,1989,7,5,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,2016,0.111,11,9,9,3,1,0,0,1,4,3,0,0,0,0,0,3,0,0.444,0.111,0.555,0,0.333,0.25,1,2,3,0,4.44,0.333,0.7,0.161,11,0,0,0,0.0,0,1,4,1,9.0,0,0,2,0,0,0,0,0,0.8888888888888888,0.0,-0.049,0.00725952813,0.0150387,0,18,0.0,3000,1989,7,5,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1990,2002,0.118,25,76,68,3,8,3,0,1,14,8,1,2,3,0,2,16,1,0.206,0.173,0.379,1,0.158,0.167,4,29,17,0,3.7,0.088,1.9,0.129,25,1,0,1,0.0,0,0,21,13,108.66666666666669,3,0,7,28,0,0,0,0,0.8870981595092025,0.0,-0.672,0.0188679245,0.0188679245,0,76,0.2585854818964588,20000,1972,9,28,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1990,2003,0.238,97,333,286,34,68,12,3,9,113,27,5,1,37,0,4,61,9,0.395,0.332,0.727,18,0.179,0.25,24,86,72,0,4.12,0.157,37.7,0.248,97,2,1,1,50.0,0,0,87,71,621.0,3,0,510,51,45,0,0,0,0.9929082125603864,0.0,1.468,0.0180722892,0.0369402137,0,409,0.4327565701362044,20000,1972,9,28,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1990,2004,0.179,39,107,95,11,17,5,0,2,28,12,2,3,7,0,0,31,0,0.295,0.229,0.524,2,0.118,0.182,7,31,19,0,4.16,0.116,7.8,0.177,39,0,0,0,0.0,0,0,32,19,192.3333333333333,2,0,203,11,22,0,0,0,0.9911403812824956,0.0,-0.365,0.0364963504,0.0734365641,0,516,0.1161150753047697,7000,1972,9,28,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,2017,0.0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0,2,1,0,4.75,0.0,-0.4,0.0,2,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,-0.11,0.0128755365,0.0128755365,0,4,0.0,2700,1989,5,20,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,2018,0.304,77,150,138,12,42,10,0,5,67,19,0,2,10,0,0,33,3,0.486,0.347,0.833,7,0.333,0.39,15,35,30,2,4.19,0.181,21.4,0.278,77,2,0,2,0.0,1,0,33,17,159.66666666666666,2,0,67,6,5,0,0,0,0.8721586638830899,0.0,0.35,0.0138224349,0.0266979714,0,154,1.0667671084717247,2700,1989,5,20,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,2019,0.258,94,285,256,31,66,11,0,8,101,36,5,3,20,0,1,47,5,0.395,0.311,0.706,16,0.279,0.182,19,78,68,4,3.74,0.137,31.6,0.239,94,3,1,2,33.3,4,0,85,60,528.6666666666666,4,0,376,22,25,0,0,0,0.9923221941992434,0.0,-0.287,0.0490633363,0.0757613077,0,439,0.8826755490431152,7100,1989,5,20,31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,2008,0.269,14,30,26,6,7,1,1,0,10,2,2,0,0,0,2,3,1,0.385,0.321,0.706,2,0.5,0.0,2,7,9,0,3.3,0.115,2.6,0.241,14,1,0,1,0.0,0,0,12,9,65.0,0,0,22,17,8,0,0,0,1.0,0.0,0.064,0.0131702728,0.0131702728,0,30,0.3912435636292556,2200,1986,1,22,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2006,2008,0.258,54,97,93,19,24,2,1,0,28,7,2,0,1,0,1,19,2,0.301,0.274,0.575,4,0.318,0.5,3,30,20,0,3.6,0.043,7.3,0.199,54,9,7,2,77.8,0,0,46,21,232.3333333333333,5,0,69,74,21,0,0,0,0.9666829268292684,0.0,0.096,0.00658513641,0.00658513641,0,97,0.9005622386001738,2400,1987,11,21,22,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2006,2012,0.235,58,96,85,14,20,2,2,0,26,7,4,1,6,0,0,20,0,0.306,0.283,0.589,4,0.29,0.429,4,27,19,0,4.25,0.071,8.3,0.204,58,7,5,2,71.4,0,0,40,21,195.0,3,0,29,44,5,0,0,0,0.9592307692307692,0.0,0.142,0.0272496831,0.0402519318,0,197,0.8398447883054725,3200,1987,11,21,26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2006,2013,0.2,75,23,20,22,4,0,0,0,4,2,0,0,2,0,1,9,1,0.2,0.304,0.504,0,0.667,0.0,0,4,3,0,3.7,0.0,-0.2,0.187,75,15,7,8,46.7,0,0,24,1,52.66666666666667,2,0,20,20,3,0,0,0,0.955746835443038,0.0,-0.221,0.034460753,0.0747126848,0,220,1.806380307888469,4200,1987,11,21,27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2006,2014,0.0,23,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,2,0,0,4.0,0.0,0.3,0.0,23,8,6,2,75.0,1,0,4,0,4.333333333333334,0,0,1,0,0,0,0,0,0.4615384615384614,0.0,-0.037,0.0315441364,0.106256821,0,222,0.0,6000,1987,11,21,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2006,2015,0.259,62,32,27,21,7,2,0,0,9,3,2,0,3,0,0,10,2,0.333,0.333,0.666,1,0.375,0.25,2,8,2,0,4.0,0.074,3.9,0.233,62,11,10,1,90.9,0,2,33,4,72.33333333333334,1,0,36,2,4,0,0,0,0.8824147465437787,0.0,0.38,0.0143036386,0.12056046,0,254,1.1611366182561873,6000,1987,11,21,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2006,2016,0.258,93,74,62,20,16,0,0,0,16,6,2,0,10,0,0,12,0,0.258,0.361,0.619,1,0.35,0.0,0,19,15,0,4.0,0.0,7.9,0.227,93,23,16,7,69.6,0,0,88,10,227.0,2,0,59,7,1,0,0,0,0.9782584434654918,0.0,-0.254,0.0399274047,0.160487865,0,328,0.6931011975611208,6000,1987,11,21,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2006,2017,0.222,25,20,18,4,4,0,0,0,4,1,1,0,1,0,0,6,0,0.222,0.263,0.485,0,0.25,0.0,0,5,3,0,4.1,0.0,1.3,0.174,25,4,3,1,75.0,0,0,25,2,57.0,2,0,15,4,2,0,0,0,0.8932748538011697,0.0,-0.107,0.0557939914,0.216281856,0,348,0.7872630498285548,6500,1987,11,21,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
